Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
1221-1231,1221,1231,56068,31863,56068,31868,2,96,90,0.59,1675.95,72.64,6.56,9.94,32.6,1217.37,1217.37,0,6,0.95,505.94,3.57,64.5,28.23,13.67,250.31,15.33,187.65,141.24,0.116020602,0.95,505.94,3.57,64.5,28.23,13.67,250.31,15.33,187.65,141.24,11.60206018,882.5,187.65,61.40869565,882.5,187.65,141.24,882.5,187.65,61.40869565,882.5,187.65,141.24,3,6,AM,"LineString (56068 31863, 56068 31868)"
1233-1232,1233,1232,56088,31862,56075,31866,2,96,142,0.08,2118.59,69.14,6.46,11.79,43.36,1464.85,1464.85,6,0,1.61,322.13,16.87,62.99,50.1,70.19,255.77,27.6,229.29,428.3,0.292384886,1.61,322.13,16.87,62.99,50.1,70.19,255.77,27.6,229.29,428.3,29.23848858,807.26,229.29,186.2173913,807.26,229.29,428.3,807.26,229.29,186.2173913,807.26,229.29,428.3,0,0,AM,"LineString (56088 31862, 56075 31866)"
1220-1232,1220,1232,56081,31873,56075,31866,2,48,95,0,3200,4.6,0.59,7.71,44.33,147.33,147.33,0,4,0.05,73.6,0.56,8.78,2.27,2.02,38.72,1.29,13.12,2.91,0.019751578,0.05,73.6,0.56,8.78,2.27,2.02,38.72,1.29,13.12,2.91,1.975157809,127.29,13.12,1.265217391,127.29,13.12,2.91,127.29,13.12,1.265217391,127.29,13.12,2.91,2,4,AM,"LineString (56081 31873, 56075 31866)"
3003-1233,3003,1233,56150,31820,56088,31862,2,96,742,0,3483,42.06,4.3,32.13,83.15,1464.85,1464.85,6,0,1.61,322.13,16.87,62.99,50.1,70.19,255.77,27.6,229.29,428.3,0.292384886,1.61,322.13,16.87,62.99,50.1,70.19,255.77,27.6,229.29,428.3,29.23848858,807.26,229.29,186.2173913,807.26,229.29,428.3,807.26,229.29,186.2173913,807.26,229.29,428.3,0,0,AM,"LineString (56150 31820, 56088 31862)"
1220-1233,1220,1233,56081,31873,56088,31862,2,96,148,0,3483,64.28,2.28,7.83,68.08,2238.84,2238.84,6,2,1.65,729.17,8.07,139.32,57.59,30.76,549.14,31.13,293.68,396.33,0.177024709,1.65,729.17,8.07,139.32,57.59,30.76,549.14,31.13,293.68,396.33,17.70247092,1546.83,293.68,172.3173913,1546.83,293.68,396.33,1546.83,293.68,172.3173913,1546.83,293.68,396.33,1,2,AM,"LineString (56081 31873, 56088 31862)"
1232-1234,1232,1234,56075,31866,56073,31865,3,48,20,0,4800,33.59,0.56,2.06,34.87,1612.18,1612.18,0,4,1.67,395.73,17.43,71.78,52.37,72.2,294.49,28.9,242.41,431.21,0.267470134,1.67,395.73,17.43,71.78,52.37,72.2,294.49,28.9,242.41,431.21,26.74701336,934.57,242.41,187.4826087,934.57,242.41,431.21,934.57,242.41,187.4826087,934.57,242.41,431.21,2,4,AM,"LineString (56075 31866, 56073 31865)"
1231-1235,1231,1235,56068,31868,56068,31871,2,48,20,0,3200,62.33,1.49,2.99,24.07,1994.66,1994.66,0,6,2.04,637.11,14.43,97.15,53.22,57.58,379.14,28.98,291.59,427.43,0.214287147,2.04,637.11,14.43,97.15,53.22,57.58,379.14,28.98,291.59,427.43,21.42871467,1269.65,291.59,185.8391304,1269.65,291.59,427.43,1269.65,291.59,185.8391304,1269.65,291.59,427.43,3,6,AM,"LineString (56068 31868, 56068 31871)"
1218-1236,1218,1236,56074,31878,56076,31879,2,48,25,0,3200,71.94,2,3.87,23.23,2301.97,2301.97,0,6,0.98,771.9,7.7,135.64,55.35,29.02,529,29.56,332.69,404.13,0.175558326,0.98,771.9,7.7,135.64,55.35,29.02,529,29.56,332.69,404.13,17.55583261,1559.15,332.69,175.7086957,1559.15,332.69,404.13,1559.15,332.69,175.7086957,1559.15,332.69,404.13,3,6,AM,"LineString (56074 31878, 56076 31879)"
1236-1237,1236,1237,56076,31879,56080,31877,2,48,60,0,3200,59.67,1.39,5.89,36.65,1909.32,1909.32,0,2,0.95,616.11,7.03,116.81,49.34,26.46,464.32,26.3,258.71,341.27,0.178739028,0.95,616.11,7.03,116.81,49.34,26.46,464.32,26.3,258.71,341.27,17.87390275,1307.32,258.71,148.3782609,1307.32,258.71,341.27,1307.32,258.71,148.3782609,1307.32,258.71,341.27,1,2,AM,"LineString (56076 31879, 56080 31877)"
1219-1237,1219,1237,56081,31882,56080,31877,2,48,60,2.34,578.13,82.48,21.93,26.43,8.17,476.86,476.86,0,4,0.75,186.66,1.59,31.3,10.52,6.32,123.54,6.12,48.09,57.97,0.121566078,0.75,186.66,1.59,31.3,10.52,6.32,123.54,6.12,48.09,57.97,12.15660781,366.8,48.09,25.20434783,366.8,48.09,57.97,366.8,48.09,25.20434783,366.8,48.09,57.97,2,4,AM,"LineString (56081 31882, 56080 31877)"
1326-1305,1326,1305,57425,31403,57579,31309,2,96,1900,0.4,1980,43.1,17.67,88.92,76.92,941.11,941.11,17,0,0.53,264.9,9.92,74.24,57.58,21.7,296.88,30.59,112.25,72.51,0.077047316,0.53,264.9,9.92,74.24,57.58,21.7,296.88,30.59,112.25,72.51,7.704731647,756.34,112.25,31.52608696,756.34,112.25,72.51,756.34,112.25,31.52608696,756.34,112.25,72.51,0,0,AM,"LineString (57425 31403, 57579 31309)"
2750-1305,2750,1305,57581,31306,57579,31309,1,96,57,0,1707.93,39.85,1.75,3.89,52.77,680.67,680.67,0,0,0.63,332.51,1.64,28.86,14.93,6.69,95.36,8.75,109.9,81.42,0.119617436,0.63,332.51,1.64,28.86,14.93,6.69,95.36,8.75,109.9,81.42,11.96174358,489.37,109.9,35.4,489.37,109.9,81.42,489.37,109.9,35.4,489.37,109.9,81.42,0,0,AM,"LineString (57581 31306, 57579 31309)"
2854-1305,2854,1305,57569,31301,57579,31309,1,80,110,0.22,755.87,30.21,5.29,10.24,38.65,228.33,228.33,0,0,0,64.54,5.25,12.57,27.85,22.64,40.73,16.63,15.17,22.94,0.10046862,0,64.54,5.25,12.57,27.85,22.64,40.73,16.63,15.17,22.94,10.046862,190.21,15.17,9.973913043,190.21,15.17,22.94,190.21,15.17,9.973913043,190.21,15.17,22.94,0,0,AM,"LineString (57569 31301, 57579 31309)"
2707-1308,2707,1308,55121,31399,54928,31210,2,96,2700,0,2200,44.49,17.66,118.91,81.74,978.8,978.8,14,0,0,343.38,6.11,52.54,23.95,25.82,217.7,12.97,151.27,145.06,0.14820188,0,343.38,6.11,52.54,23.95,25.82,217.7,12.97,151.27,145.06,14.82018799,682.47,151.27,63.06956522,682.47,151.27,145.06,682.47,151.27,63.06956522,682.47,151.27,145.06,0,0,AM,"LineString (55121 31399, 54928 31210)"
2106-1308,2106,1308,54720,30782,54928,31210,2,96,5000,0.06,1980,40.35,42.12,229.62,78.39,799,799,17,0,0.71,283.75,3.23,43.54,18.36,12.26,159.28,9.72,131.34,136.81,0.171226533,0.71,283.75,3.23,43.54,18.36,12.26,159.28,9.72,131.34,136.81,17.12265332,530.85,131.34,59.4826087,530.85,131.34,136.81,530.85,131.34,59.4826087,530.85,131.34,136.81,0,0,AM,"LineString (54720 30782, 54928 31210)"
2826-1308,2826,1308,54619,30993,54928,31210,1,56,4130,0.04,1200.88,12.27,12.8,278.3,53.42,147.31,147.31,0,0,0.49,50.01,1.01,8.44,5.45,3.63,31.98,2.82,38.31,5.17,0.035096056,0.49,50.01,1.01,8.44,5.45,3.63,31.98,2.82,38.31,5.17,3.509605594,103.83,38.31,2.247826087,103.83,38.31,5.17,103.83,38.31,2.247826087,103.83,38.31,5.17,0,0,AM,"LineString (54619 30993, 54928 31210)"
2114-1309,2114,1309,54413,32178,54811,32108,2,96,4300,0,1664.55,41.48,29.28,190.53,81.25,690.53,690.53,17,0,0,151.38,3.62,38.45,19.7,13.14,142.78,9.93,114.79,196.72,0.284882626,0,151.38,3.62,38.45,19.7,13.14,142.78,9.93,114.79,196.72,28.48826264,379,114.79,85.53043478,379,114.79,196.72,379,114.79,85.53043478,379,114.79,196.72,0,0,AM,"LineString (54413 32178, 54811 32108)"
2770-1309,2770,1309,54788,32123,54811,32108,1,48,250,0,1213.11,1.27,12.66,31.41,28.66,15.46,15.46,0,0,0,2.95,0.04,0.82,0.38,0.13,2.87,0.19,3.28,4.8,0.310478655,0,2.95,0.04,0.82,0.38,0.13,2.87,0.19,3.28,4.8,31.04786546,7.38,3.28,2.086956522,7.38,3.28,4.8,7.38,3.28,2.086956522,7.38,3.28,4.8,0,0,AM,"LineString (54788 32123, 54811 32108)"
1347-1309,1347,1309,55030,31995,54811,32108,1,96,2488,0,1666.57,35.92,15.75,109.05,82.13,598.67,598.67,17,0,1.06,86.54,3.79,29.32,20.67,15.15,116.06,11.06,91.66,223.37,0.373110395,1.06,86.54,3.79,29.32,20.67,15.15,116.06,11.06,91.66,223.37,37.31103947,283.65,91.66,97.1173913,283.65,91.66,223.37,283.65,91.66,97.1173913,283.65,91.66,223.37,0,0,AM,"LineString (55030 31995, 54811 32108)"
1322-1320,1322,1320,57315,31928,57199,32276,1,64,3600,0,1720,11.25,0.08,202.58,63.97,195.48,195.48,31,2,0.23,89.86,1.94,7.26,7.21,8.34,30.68,4.43,25.48,18.05,0.092336812,0.23,89.86,1.94,7.26,7.21,8.34,30.68,4.43,25.48,18.05,9.233681195,149.95,25.48,7.847826087,149.95,25.48,18.05,149.95,25.48,7.847826087,149.95,25.48,18.05,1,2,AM,"LineString (57315 31928, 57199 32276)"
2791-1321,2791,1321,56935,31959,56893,31962,1,80,210,0,1717.48,27.85,1.45,10.9,69.34,478.34,478.34,18,6,0.07,185.24,1.15,33.89,11.41,5.47,157.08,7.15,62.5,8.38,0.01751892,0.07,185.24,1.15,33.89,11.41,5.47,157.08,7.15,62.5,8.38,1.75189196,401.46,62.5,3.643478261,401.46,62.5,8.38,401.46,62.5,3.643478261,401.46,62.5,8.38,3,6,AM,"LineString (56935 31959, 56893 31962)"
1350-1321,1350,1321,56704,31825,56893,31962,1,64,2501,0.03,553.49,12.57,7.42,148.11,60.79,69.55,69.55,34,0,0.09,31.48,0.63,4.83,2.58,2.79,22.33,1.63,3.02,0.17,0.002444285,0.09,31.48,0.63,4.83,2.58,2.79,22.33,1.63,3.02,0.17,0.244428469,66.36,3.02,0.073913043,66.36,3.02,0.17,66.36,3.02,0.073913043,66.36,3.02,0.17,0,0,AM,"LineString (56704 31825, 56893 31962)"
1204-1321,1204,1321,56625,32000,56893,31962,1,80,2689,0.02,1154.03,29.46,8.92,129.92,74.51,339.95,339.95,18,4,1.93,100.12,7.89,16.25,12.83,35.13,71.6,7.36,51.17,31.67,0.093160759,1.93,100.12,7.89,16.25,12.83,35.13,71.6,7.36,51.17,31.67,9.316075894,253.11,51.17,13.76956522,253.11,51.17,31.67,253.11,51.17,13.76956522,253.11,51.17,31.67,2,4,AM,"LineString (56625 32000, 56893 31962)"
7503-1322,7503,1322,57214,31938,57315,31928,1,48,1030,0.01,889.51,27.6,8.24,85.49,43.37,245.47,245.47,35,2,1.22,64.32,6.37,12.34,10.26,28.51,54.88,5.98,31.31,28.27,0.115166823,1.22,64.32,6.37,12.34,10.26,28.51,54.88,5.98,31.31,28.27,11.51668228,183.88,31.31,12.29130435,183.88,31.31,28.27,183.88,31.31,12.29130435,183.88,31.31,28.27,1,2,AM,"LineString (57214 31938, 57315 31928)"
1320-1322,1320,1322,57199,32276,57315,31928,1,64,3600,0.07,530.22,33.8,8.59,211.09,61.39,179.24,179.24,31,2,0.08,73.67,0.9,14.94,4.94,2.71,59.91,2.82,16.29,0.98,0.00546753,0.08,73.67,0.9,14.94,4.94,2.71,59.91,2.82,16.29,0.98,0.546752957,159.97,16.29,0.426086957,159.97,16.29,0.98,159.97,16.29,0.426086957,159.97,16.29,0.98,1,2,AM,"LineString (57199 32276, 57315 31928)"
2692-1322,2692,1322,57911,32098,57315,31928,1,64,7100,0,1631.38,5.63,1.27,400.65,63.8,91.86,91.86,31,0,0,33.46,0.35,2.84,1.61,1.74,14.05,1.05,28.39,8.37,0.091116917,0,33.46,0.35,2.84,1.61,1.74,14.05,1.05,28.39,8.37,9.111691705,55.1,28.39,3.639130435,55.1,28.39,8.37,55.1,28.39,3.639130435,55.1,28.39,8.37,0,0,AM,"LineString (57911 32098, 57315 31928)"
2793-1322,2793,1322,57319,31924,57315,31928,1,48,38,0.29,625.15,82.18,15.48,18.33,7.46,513.73,513.73,0,0,0.3,214.81,2.75,31.86,16.94,12.07,144.98,10.49,61.38,18.15,0.035329843,0.3,214.81,2.75,31.86,16.94,12.07,144.98,10.49,61.38,18.15,3.532984252,434.2,61.38,7.891304348,434.2,61.38,18.15,434.2,61.38,7.891304348,434.2,61.38,18.15,0,0,AM,"LineString (57319 31924, 57315 31928)"
2505-1323,2505,1323,56421,31705,56461,31657,2,80,601,0.11,1980,38.72,8.26,35.3,61.29,847.65,847.65,18,6,2.4,174.89,10.7,61.16,56.9,46.02,249.19,36.49,117.33,86.58,0.102141214,2.4,174.89,10.7,61.16,56.9,46.02,249.19,36.49,117.33,86.58,10.21412139,637.75,117.33,37.64347826,637.75,117.33,86.58,637.75,117.33,37.64347826,637.75,117.33,86.58,3,6,AM,"LineString (56421 31705, 56461 31657)"
2650-1323,2650,1323,56471,31650,56461,31657,1,96,130,0,1725.05,46.91,1.96,6.84,68.43,809.31,809.31,0,6,0.57,288.91,4.3,48.29,30.09,18.28,194.7,17.83,108.69,91.65,0.113244616,0.57,288.91,4.3,48.29,30.09,18.28,194.7,17.83,108.69,91.65,11.32446158,602.97,108.69,39.84782609,602.97,108.69,91.65,602.97,108.69,39.84782609,602.97,108.69,91.65,3,6,AM,"LineString (56471 31650, 56461 31657)"
2853-1323,2853,1323,56454,31647,56461,31657,1,48,180,0.21,715.21,19.56,7.28,20.78,31.19,139.9,139.9,35,0,1.53,44.15,1.83,7.71,6.24,8.57,36.03,8.6,21.97,3.27,0.023373838,1.53,44.15,1.83,7.71,6.24,8.57,36.03,8.6,21.97,3.27,2.337383846,114.66,21.97,1.42173913,114.66,21.97,3.27,114.66,21.97,1.42173913,114.66,21.97,3.27,0,0,AM,"LineString (56454 31647, 56461 31657)"
2735-1324,2735,1324,56617,31658,56630,31596,1,48,647,0.88,313.89,68.24,22.17,70.7,32.95,214.21,214.21,0,0,0.07,77.57,1.28,18.02,6.97,5.46,81.63,4.34,18.62,0.25,0.001167079,0.07,77.57,1.28,18.02,6.97,5.46,81.63,4.34,18.62,0.25,0.116707903,195.34,18.62,0.108695652,195.34,18.62,0.25,195.34,18.62,0.108695652,195.34,18.62,0.25,0,0,AM,"LineString (56617 31658, 56630 31596)"
2654-1324,2654,1324,56843,31609,56630,31596,1,96,2100,0,1688.79,37.87,7.06,85.81,88.1,639.61,639.61,17,4,0.63,234.64,3.35,33.85,24.2,14.33,129.41,14.41,94.19,86.61,0.135410641,0.63,234.64,3.35,33.85,24.2,14.33,129.41,14.41,94.19,86.61,13.54106409,454.82,94.19,37.65652174,454.82,94.19,86.61,454.82,94.19,37.65652174,454.82,94.19,86.61,2,4,AM,"LineString (56843 31609, 56630 31596)"
2655-1324,2655,1324,56624,31595,56630,31596,1,64,62,0,1696.17,46.99,2,5.49,40.67,799.06,799.06,0,6,1.23,153.51,10.94,59.2,55.91,45.32,242.87,30.55,107.07,86.47,0.108214652,1.23,153.51,10.94,59.2,55.91,45.32,242.87,30.55,107.07,86.47,10.82146522,599.53,107.07,37.59565217,599.53,107.07,86.47,599.53,107.07,37.59565217,599.53,107.07,86.47,3,6,AM,"LineString (56624 31595, 56630 31596)"
2760-1325,2760,1325,56883,31623,56922,31630,1,96,570,0,1729.77,41.9,1.79,23.16,88.58,724.82,724.82,0,4,1.3,131.44,10.48,54.05,50.22,43.25,222.37,27.36,100.64,79.72,0.109985928,1.3,131.44,10.48,54.05,50.22,43.25,222.37,27.36,100.64,79.72,10.99859275,540.47,100.64,34.66086957,540.47,100.64,79.72,540.47,100.64,34.66086957,540.47,100.64,79.72,2,4,AM,"LineString (56883 31623, 56922 31630)"
7503-1325,7503,1325,57214,31938,56922,31630,1,48,5200,0,298.09,0.68,12.22,402.22,46.54,2.02,2.02,35,0,0,0.94,0,0.15,0.01,0,0.64,0,0.28,0,0,0,0.94,0,0.15,0.01,0,0.64,0,0.28,0,0,1.74,0.28,0,1.74,0.28,0,1.74,0.28,0,1.74,0.28,0,0,0,AM,"LineString (57214 31938, 56922 31630)"
2713-1325,2713,1325,56959,31621,56922,31630,1,96,450,0,1730,37.72,1.67,18.54,87.36,652.59,652.59,0,4,0.63,241.98,3.35,34.21,24.24,14.48,131.08,14.44,97.56,86.62,0.13273265,0.63,241.98,3.35,34.21,24.24,14.48,131.08,14.44,97.56,86.62,13.27326499,464.41,97.56,37.66086957,464.41,97.56,86.62,464.41,97.56,37.66086957,464.41,97.56,86.62,2,4,AM,"LineString (56959 31621, 56922 31630)"
2802-1326,2802,1326,57386,31427,57425,31403,1,96,450,0,2600.31,27.14,0.95,17.82,90.88,705.83,705.83,0,4,0.86,144.56,9.36,55.07,50,20.16,224.28,26.78,99.64,71.11,0.100746639,0.86,144.56,9.36,55.07,50,20.16,224.28,26.78,99.64,71.11,10.07466387,531.07,99.64,30.9173913,531.07,99.64,71.11,531.07,99.64,30.9173913,531.07,99.64,71.11,2,4,AM,"LineString (57386 31427, 57425 31403)"
2745-1326,2745,1326,57477,31653,57425,31403,1,64,2900,0.38,481.01,56.44,12.35,175.47,59.5,271.47,271.47,31,0,0.07,129.78,0.73,21.2,8.35,2.63,86.56,4.96,15.79,1.4,0.005157108,0.07,129.78,0.73,21.2,8.35,2.63,86.56,4.96,15.79,1.4,0.51571076,254.28,15.79,0.608695652,254.28,15.79,1.4,254.28,15.79,0.608695652,254.28,15.79,1.4,0,0,AM,"LineString (57477 31653, 57425 31403)"
1305-1326,1305,1326,57579,31309,57425,31403,1,96,1900,0.27,1628.69,51.92,13.79,85.04,80.44,841.67,841.67,17,0,0.63,361.98,5.91,39.02,40.87,24.8,124.65,24.3,115.17,104.35,0.123979707,0.63,361.98,5.91,39.02,40.87,24.8,124.65,24.3,115.17,104.35,12.3979707,622.16,115.17,45.36956522,622.16,115.17,104.35,622.16,115.17,45.36956522,622.16,115.17,104.35,0,0,AM,"LineString (57579 31309, 57425 31403)"
2857-1327,2857,1327,56632,31528,56654,31491,1,48,417,0,1730,1.85,1.06,32.33,46.43,31.94,31.94,0,0,0,15.43,0.1,2.32,0.42,0.45,10.4,0.24,2.42,0.15,0.004696306,0,15.43,0.1,2.32,0.42,0.45,10.4,0.24,2.42,0.15,0.469630557,29.36,2.42,0.065217391,29.36,2.42,0.15,29.36,2.42,0.065217391,29.36,2.42,0.15,0,0,AM,"LineString (56632 31528, 56654 31491)"
2654-1327,2654,1327,56843,31609,56654,31491,1,64,2300,0,710.39,2.11,5.62,135,61.33,15.01,15.01,34,0,0,8.28,0,0.51,0.04,0.16,2.31,0.03,3.65,0.01,0.000666223,0,8.28,0,0.51,0.04,0.16,2.31,0.03,3.65,0.01,0.066622252,11.33,3.65,0.004347826,11.33,3.65,0.01,11.33,3.65,0.004347826,11.33,3.65,0.01,0,0,AM,"LineString (56843 31609, 56654 31491)"
2657-1327,2657,1327,56649,31477,56654,31491,1,48,110,0,893,1.23,4.04,12.29,32.21,11.01,11.01,0,2,0,0.85,0.76,0.35,0.4,3.37,1.97,0.24,1.02,0.05,0.004541326,0,0.85,0.76,0.35,0.4,3.37,1.97,0.24,1.02,0.05,0.454132607,7.94,1.02,0.02173913,7.94,1.02,0.05,7.94,1.02,0.02173913,7.94,1.02,0.05,1,2,AM,"LineString (56649 31477, 56654 31491)"
2878-1328,2878,1328,56311,31603,56312,31598,1,64,51,0,1726.26,44.87,1.89,4.76,38.58,774.63,774.63,0,6,2.62,187.54,4.61,31.47,29.24,21.65,130.89,17.75,128.76,214.09,0.276377109,2.62,187.54,4.61,31.47,29.24,21.65,130.89,17.75,128.76,214.09,27.63771091,425.77,128.76,93.0826087,425.77,128.76,214.09,425.77,128.76,93.0826087,425.77,128.76,214.09,3,6,AM,"LineString (56311 31603, 56312 31598)"
2723-1328,2723,1328,56343,31609,56312,31598,1,48,350,0.13,257.34,18.53,16,42.25,29.82,47.67,47.67,35,0,0.14,19.32,0.16,2.89,0.41,0.87,14.41,0.81,6.97,1.67,0.035032515,0.14,19.32,0.16,2.89,0.41,0.87,14.41,0.81,6.97,1.67,3.503251521,39.01,6.97,0.726086957,39.01,6.97,1.67,39.01,6.97,0.726086957,39.01,6.97,1.67,0,0,AM,"LineString (56343 31609, 56312 31598)"
2877-1328,2877,1328,56316,31580,56312,31598,1,64,120,0.02,1541.34,65.74,5.06,11.81,36.58,1013.2,1013.2,31,10,0.36,330.76,5.2,48.03,29.61,21.2,205.01,17.95,123.1,222,0.219107777,0.36,330.76,5.2,48.03,29.61,21.2,205.01,17.95,123.1,222,21.91077773,658.12,123.1,96.52173913,658.12,123.1,222,658.12,123.1,96.52173913,658.12,123.1,222,5,10,AM,"LineString (56316 31580, 56312 31598)"
2711-1329,2711,1329,56355,31406,56355,31399,1,64,57,0,1729.46,45.35,1.9,5.11,40.17,784.23,784.23,0,6,1.79,193.41,4.36,32.72,28.96,19.05,138.06,16.6,135.38,207.91,0.265113551,1.79,193.41,4.36,32.72,28.96,19.05,138.06,16.6,135.38,207.91,26.51135509,434.95,135.38,90.39565217,434.95,135.38,207.91,434.95,135.38,90.39565217,434.95,135.38,207.91,3,6,AM,"LineString (56355 31406, 56355 31399)"
2858-1329,2858,1329,56608,31472,56355,31399,1,48,2914,0.04,439.5,9.58,9.33,227.88,46.03,42.11,42.11,35,0,0,22.11,0.09,2.34,0.38,0.52,10.43,0.22,5.98,0.03,0.00071242,0,22.11,0.09,2.34,0.38,0.52,10.43,0.22,5.98,0.03,0.071241985,36.09,5.98,0.013043478,36.09,5.98,0.03,36.09,5.98,0.013043478,36.09,5.98,0.03,0,0,AM,"LineString (56608 31472, 56355 31399)"
2705-1329,2705,1329,56358,31344,56355,31399,1,64,600,0.01,1615.94,61.29,9.47,43.22,49.97,990.4,990.4,31,10,0.01,329.86,5.95,46.46,29.45,24.84,197.82,17.37,111.45,217.19,0.219295234,0.01,329.86,5.95,46.46,29.45,24.84,197.82,17.37,111.45,217.19,21.92952342,651.76,111.45,94.43043478,651.76,111.45,217.19,651.76,111.45,94.43043478,651.76,111.45,217.19,5,10,AM,"LineString (56358 31344, 56355 31399)"
2823-1330,2823,1330,56379,31227,56380,31225,2,64,25,0,1600,51.26,7.4,8.81,10.22,820.22,820.22,0,4,1.79,213.64,4.4,34.86,29.17,19.33,147.53,16.73,140.87,207.91,0.253480773,1.79,213.64,4.4,34.86,29.17,19.33,147.53,16.73,140.87,207.91,25.34807735,467.45,140.87,90.39565217,467.45,140.87,207.91,467.45,140.87,90.39565217,467.45,140.87,207.91,2,4,AM,"LineString (56379 31227, 56380 31225)"
2658-1330,2658,1330,56469,31127,56380,31225,1,80,1200,0.22,829.03,48.01,14.52,68.52,63.05,398.01,398.01,18,4,0,87.6,1.53,15.81,12.08,6.56,69.07,7.13,43.22,151,0.379387453,0,87.6,1.53,15.81,12.08,6.56,69.07,7.13,43.22,151,37.93874526,199.78,43.22,65.65217391,199.78,43.22,151,199.78,43.22,65.65217391,199.78,43.22,151,2,4,AM,"LineString (56469 31127, 56380 31225)"
1332-1330,1332,1330,56369,31108,56380,31225,1,96,1151,0.32,849.17,60.03,12.47,55.63,74.48,509.78,509.78,17,2,0.01,200.78,3.67,27.18,16.64,14.86,113.59,9.84,61.12,60.1,0.117893993,0.01,200.78,3.67,27.18,16.64,14.86,113.59,9.84,61.12,60.1,11.78939935,386.57,61.12,26.13043478,386.57,61.12,60.1,386.57,61.12,26.13043478,386.57,61.12,60.1,1,2,AM,"LineString (56369 31108, 56380 31225)"
2686-1330,2686,1330,56288,31132,56380,31225,1,64,1480,0.07,604,12.92,9.31,92.56,57.56,78.01,78.01,34,0,0,41.26,0.75,3.43,0.71,3.41,14.95,0.4,7.03,6.07,0.077810537,0,41.26,0.75,3.43,0.71,3.41,14.95,0.4,7.03,6.07,7.781053711,64.91,7.03,2.639130435,64.91,7.03,6.07,64.91,7.03,2.639130435,64.91,7.03,6.07,0,0,AM,"LineString (56288 31132, 56380 31225)"
2658-1331,2658,1331,56469,31127,56473,31119,1,64,100,0,1729.99,18.89,1.28,6.91,52.12,326.78,326.78,0,0,0,77.3,1.07,12.53,11.43,4.86,53.42,6.51,51.49,108.16,0.330987209,0,77.3,1.07,12.53,11.43,4.86,53.42,6.51,51.49,108.16,33.09872085,167.12,51.49,47.02608696,167.12,51.49,108.16,167.12,51.49,47.02608696,167.12,51.49,108.16,0,0,AM,"LineString (56469 31127, 56473 31119)"
2759-1331,2759,1331,56505,31068,56473,31119,1,80,600,0,1720.01,23.83,3.06,30.06,71.85,409.93,409.93,18,0,0.13,94.93,1.65,16.51,12.45,7.2,72.18,7.86,45.82,151.2,0.368843461,0.13,94.93,1.65,16.51,12.45,7.2,72.18,7.86,45.82,151.2,36.88434611,212.91,45.82,65.73913043,212.91,45.82,151.2,212.91,45.82,65.73913043,212.91,45.82,151.2,0,0,AM,"LineString (56505 31068, 56473 31119)"
2800-1331,2800,1331,56409,31104,56473,31119,1,64,791,0.01,442.1,3.55,8.4,52.89,53.84,15.67,15.67,34,0,0.39,4.51,0.22,0.91,0.84,1.26,4.35,1.52,1.2,0.47,0.029993618,0.39,4.51,0.22,0.91,0.84,1.26,4.35,1.52,1.2,0.47,2.999361838,14,1.2,0.204347826,14,1.2,0.47,14,1.2,0.204347826,14,1.2,0.47,0,0,AM,"LineString (56409 31104, 56473 31119)"
1330-1332,1330,1332,56380,31225,56369,31108,1,96,1151,0,1688.15,25.76,2.54,45.7,90.66,434.88,434.88,17,0,0.79,116.87,2.3,21.48,12.58,9.99,90.09,7.15,83.23,90.41,0.207896431,0.79,116.87,2.3,21.48,12.58,9.99,90.09,7.15,83.23,90.41,20.78964312,261.25,83.23,39.30869565,261.25,83.23,90.41,261.25,83.23,39.30869565,261.25,83.23,90.41,0,0,AM,"LineString (56380 31225, 56369 31108)"
