Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2774-2773,2774,2773,55487,32012,55485,31999,1,64,89,0.01,714.1,69.76,11.18,16.19,19.8,498.19,498.19,0,0,0.76,152.23,1.09,53.23,8.94,6.95,226.7,6.25,36.72,5.33,0.010698729,0.76,152.23,1.09,53.23,8.94,6.95,226.7,6.25,36.72,5.33,1.06987294,456.15,36.72,2.317391304,456.15,36.72,5.33,456.15,36.72,2.317391304,456.15,36.72,5.33,0,0,AM,"LineString (55487 32012, 55485 31999)"
1346-2773,1346,2773,55500,31994,55485,31999,1,48,200,0,727.53,23.2,6.17,21.17,34.01,168.76,168.76,0,4,0.36,52.81,6.81,8.24,3.57,29.35,42.43,3.3,12.65,5.24,0.031050012,0.36,52.81,6.81,8.24,3.57,29.35,42.43,3.3,12.65,5.24,3.105001185,146.87,12.65,2.27826087,146.87,12.65,5.24,146.87,12.65,2.27826087,146.87,12.65,5.24,2,4,AM,"LineString (55500 31994, 55485 31999)"
2773-2774,2773,2774,55485,31999,55487,32012,1,48,89,0,1250,13.22,0,6.67,48,165.27,165.27,0,0,0.36,52.81,6.86,8.3,3.57,29.53,42.64,3.3,12.79,5.12,0.030979609,0.36,52.81,6.86,8.3,3.57,29.53,42.64,3.3,12.79,5.12,3.097960912,147.37,12.79,2.226086957,147.37,12.79,5.12,147.37,12.79,2.226086957,147.37,12.79,5.12,0,0,AM,"LineString (55485 31999, 55487 32012)"
2674-2775,2674,2775,56113,30303,56131,30355,1,48,500,0,1480.01,26.62,1.66,39.16,45.97,393.97,393.97,0,0,1.34,129.25,1.88,24.28,12.58,9.05,120.62,11.43,57.25,26.28,0.066705587,1.34,129.25,1.88,24.28,12.58,9.05,120.62,11.43,57.25,26.28,6.670558672,310.43,57.25,11.42608696,310.43,57.25,26.28,310.43,57.25,11.42608696,310.43,57.25,26.28,0,0,AM,"LineString (56113 30303, 56131 30355)"
2776-2775,2776,2775,56118,30361,56131,30355,1,30,80,0,9385.26,7.26,3.22,12.82,22.47,681.08,681.08,0,0,3.54,261.38,5.78,40.69,26.35,36.73,173.42,27.51,88.54,17.15,0.025180596,3.54,261.38,5.78,40.69,26.35,36.73,173.42,27.51,88.54,17.15,2.518059552,575.4,88.54,7.456521739,575.4,88.54,17.15,575.4,88.54,7.456521739,575.4,88.54,17.15,0,0,AM,"LineString (56118 30361, 56131 30355)"
2672-2775,2672,2775,56269,30540,56131,30355,1,48,2300,0.03,1720,14.49,7.23,179.73,46.07,249.19,249.19,43,0,3.98,87.29,1.43,14.99,7.47,11.51,83.74,13.79,17.11,7.89,0.031662587,3.98,87.29,1.43,14.99,7.47,11.51,83.74,13.79,17.11,7.89,3.166258678,224.2,17.11,3.430434783,224.2,17.11,7.89,224.2,17.11,3.430434783,224.2,17.11,7.89,0,0,AM,"LineString (56269 30540, 56131 30355)"
2775-2776,2775,2776,56131,30355,56118,30361,1,30,80,0,1250,50.78,0,9.6,30,634.77,634.77,0,0,4.92,214.51,3.31,39.26,20.05,18.31,201.72,24.49,74,34.17,0.053830521,4.92,214.51,3.31,39.26,20.05,18.31,201.72,24.49,74,34.17,5.383052129,526.57,74,14.85652174,526.57,74,34.17,526.57,74,14.85652174,526.57,74,34.17,0,0,AM,"LineString (56131 30355, 56118 30361)"
2818-2777,2818,2777,55127,30366,55049,30277,2,64,1180,0,2500,8.89,0,66.38,64,222.13,222.13,0,0,0.04,37.6,2.43,7.27,4.63,14.55,78.77,10.12,25.5,41.23,0.185612029,0.04,37.6,2.43,7.27,4.63,14.55,78.77,10.12,25.5,41.23,18.5612029,155.41,25.5,17.92608696,155.41,25.5,41.23,155.41,25.5,17.92608696,155.41,25.5,41.23,0,0,AM,"LineString (55127 30366, 55049 30277)"
2106-2778,2106,2778,54720,30782,54730,30746,1,64,410,0.11,1939.64,22.49,2.73,25.79,57.24,436.22,436.22,0,0,1.15,101.99,6.19,20.14,20.1,27.52,112.34,17.23,63.06,66.5,0.152446013,1.15,101.99,6.19,20.14,20.1,27.52,112.34,17.23,63.06,66.5,15.24460135,306.66,63.06,28.91304348,306.66,63.06,66.5,306.66,63.06,28.91304348,306.66,63.06,66.5,0,0,AM,"LineString (54720 30782, 54730 30746)"
2688-2778,2688,2778,54795,30729,54730,30746,1,64,744,0,1721.88,50.96,2.13,43.98,60.9,877.56,877.56,0,0,0.02,272.97,2.81,35.76,15.98,17,198.22,18.53,244.12,72.17,0.082239391,0.02,272.97,2.81,35.76,15.98,17,198.22,18.53,244.12,72.17,8.223939104,561.29,244.12,31.37826087,561.29,244.12,72.17,561.29,244.12,31.37826087,561.29,244.12,72.17,0,0,AM,"LineString (54795 30729, 54730 30746)"
2779-2778,2779,2778,54693,30686,54730,30746,1,48,797,0.31,419.06,44.66,12.34,72.11,39.79,187.14,187.14,0,0,0.11,84.31,0.94,13.97,8.48,3.15,48.79,4.13,18.24,5.02,0.026824837,0.11,84.31,0.94,13.97,8.48,3.15,48.79,4.13,18.24,5.02,2.682483702,163.88,18.24,2.182608696,163.88,18.24,5.02,163.88,18.24,2.182608696,163.88,18.24,5.02,0,0,AM,"LineString (54693 30686, 54730 30746)"
2778-2779,2778,2779,54730,30746,54693,30686,1,48,797,0,1250,9.52,0,59.77,48,118.97,118.97,0,0,0.17,47.85,1.81,6.7,7.43,6.39,22.66,3.61,15.36,7,0.058838363,0.17,47.85,1.81,6.7,7.43,6.39,22.66,3.61,15.36,7,5.883836261,96.62,15.36,3.043478261,96.62,15.36,7,96.62,15.36,3.043478261,96.62,15.36,7,0,0,AM,"LineString (54730 30746, 54693 30686)"
2715-2780,2715,2780,55238,30992,54958,30723,1,48,4679,0,977,13.21,5.88,356.8,47.21,129.02,129.02,35,0,0,42.14,1.12,8.58,4.81,4.75,35.64,2.68,21.66,7.65,0.059293133,0,42.14,1.12,8.58,4.81,4.75,35.64,2.68,21.66,7.65,5.929313285,99.72,21.66,3.326086957,99.72,21.66,7.65,99.72,21.66,3.326086957,99.72,21.66,7.65,0,0,AM,"LineString (55238 30992, 54958 30723)"
2781-2780,2781,2780,54964,30687,54958,30723,1,48,200,0.01,658.09,16.06,6.39,21.39,33.66,105.72,105.72,0,0,0.01,49.4,0.43,6.96,1.46,1.94,29.2,0.93,13.1,2.3,0.021755581,0.01,49.4,0.43,6.96,1.46,1.94,29.2,0.93,13.1,2.3,2.175558078,90.33,13.1,1,90.33,13.1,2.3,90.33,13.1,1,90.33,13.1,2.3,0,0,AM,"LineString (54964 30687, 54958 30723)"
2717-2780,2717,2780,54906,30734,54958,30723,1,48,550,0,1017.9,10.7,3.47,44.72,44.27,108.88,108.88,0,0,0.54,34.42,1.32,8.37,3.51,5.29,35.29,1.99,14.56,3.59,0.032972079,0.54,34.42,1.32,8.37,3.51,5.29,35.29,1.99,14.56,3.59,3.297207935,90.73,14.56,1.560869565,90.73,14.56,3.59,90.73,14.56,1.560869565,90.73,14.56,3.59,0,0,AM,"LineString (54906 30734, 54958 30723)"
2780-2781,2780,2781,54958,30723,54964,30687,1,48,200,0,1730,6.21,0,15,48,73.74,73.74,0,0,0,17.85,1.01,5.56,2.18,4.28,24.57,1.28,11.51,5.5,0.074586385,0,17.85,1.01,5.56,2.18,4.28,24.57,1.28,11.51,5.5,7.458638459,56.73,11.51,2.391304348,56.73,11.51,5.5,56.73,11.51,2.391304348,56.73,11.51,5.5,0,0,AM,"LineString (54958 30723, 54964 30687)"
2613-2781,2613,2781,55063,30469,54964,30687,1,48,3381,0,1730,7.1,0,253.57,48,44.23,44.23,0,0,0.06,9.69,0.53,3.72,1.5,2.3,15.87,0.97,6.87,2.72,0.061496722,0.06,9.69,0.53,3.72,1.5,2.3,15.87,0.97,6.87,2.72,6.149672168,34.64,6.87,1.182608696,34.64,6.87,2.72,34.64,6.87,1.182608696,34.64,6.87,2.72,0,0,AM,"LineString (55063 30469, 54964 30687)"
2725-2782,2725,2782,56292,31621,56290,31597,1,48,230,0,1622.85,2.47,1.14,18.39,45.03,40.03,40.03,0,0,0.44,13.96,0.33,2.09,1.03,1.88,8.99,1.89,7.39,2.04,0.050961779,0.44,13.96,0.33,2.09,1.03,1.88,8.99,1.89,7.39,2.04,5.096177867,30.61,7.39,0.886956522,30.61,7.39,2.04,30.61,7.39,0.886956522,30.61,7.39,2.04,0,0,AM,"LineString (56292 31621, 56290 31597)"
2783-2782,2783,2782,56300,31598,56290,31597,1,30,180,0.01,1243.5,5.27,1.74,23.34,27.76,65.49,65.49,0,0,0.33,18.23,0.41,3.32,1.37,2.35,17.81,3.3,12.58,5.8,0.088563139,0.33,18.23,0.41,3.32,1.37,2.35,17.81,3.3,12.58,5.8,8.856313941,47.12,12.58,2.52173913,47.12,12.58,5.8,47.12,12.58,2.52173913,47.12,12.58,5.8,0,0,AM,"LineString (56300 31598, 56290 31597)"
2784-2782,2784,2782,56288,31542,56290,31597,1,48,700,0,1546.4,7.76,1.51,54.01,46.65,119.93,119.93,0,0,0.37,45.72,0.62,9.25,2.38,2.79,37,2.26,11.23,8.31,0.069290419,0.37,45.72,0.62,9.25,2.38,2.79,37,2.26,11.23,8.31,6.929041941,100.39,11.23,3.613043478,100.39,11.23,8.31,100.39,11.23,3.613043478,100.39,11.23,8.31,0,0,AM,"LineString (56288 31542, 56290 31597)"
2782-2783,2782,2783,56290,31597,56300,31598,1,30,180,0,1250,2.04,0,21.6,30,25.51,25.51,0,0,0.36,8.05,0.23,1.24,0.72,1.62,6.36,1.84,4.18,0.9,0.035280282,0.36,8.05,0.23,1.24,0.72,1.62,6.36,1.84,4.18,0.9,3.528028224,20.42,4.18,0.391304348,20.42,4.18,0.9,20.42,4.18,0.391304348,20.42,4.18,0.9,0,0,AM,"LineString (56290 31597, 56300 31598)"
2782-2784,2782,2784,56290,31597,56288,31542,1,48,700,0,1633.47,2.37,1.13,53.63,46.99,38.77,38.77,0,0,0.28,13.53,0.3,2.15,0.97,1.44,9.32,1.17,8.35,1.24,0.031983492,0.28,13.53,0.3,2.15,0.97,1.44,9.32,1.17,8.35,1.24,3.198349239,29.16,8.35,0.539130435,29.16,8.35,1.24,29.16,8.35,0.539130435,29.16,8.35,1.24,0,0,AM,"LineString (56290 31597, 56288 31542)"
2728-2784,2728,2784,56325,31549,56288,31542,1,48,400,0,1283.67,1.31,1.46,31.46,45.78,16.82,16.82,0,0,0.55,8.56,0.25,0.9,0.51,1.3,2.87,1.15,0.45,0.27,0.016052319,0.55,8.56,0.25,0.9,0.51,1.3,2.87,1.15,0.45,0.27,1.605231867,16.09,0.45,0.117391304,16.09,0.45,0.27,16.09,0.45,0.117391304,16.09,0.45,0.27,0,0,AM,"LineString (56325 31549, 56288 31542)"
2771-2784,2771,2784,56286,31529,56288,31542,1,48,100,0,1227.14,13.47,2.57,10.07,35.75,165.32,165.32,0,0,0.54,63.59,1.25,12.6,3.88,5.44,50.94,3.2,15.55,8.33,0.050387128,0.54,63.59,1.25,12.6,3.88,5.44,50.94,3.2,15.55,8.33,5.038712799,141.44,15.55,3.62173913,141.44,15.55,8.33,141.44,15.55,3.62173913,141.44,15.55,8.33,0,0,AM,"LineString (56286 31529, 56288 31542)"
7033-2788,7033,2788,56484,32241,56484,32250,1,30,60,0,1250,3.83,0,7.2,30,47.94,47.94,0,0,0.94,9.91,3.13,0.62,1.36,14.95,2.68,1.08,5.63,7.64,0.159365874,0.94,9.91,3.13,0.62,1.36,14.95,2.68,1.08,5.63,7.64,15.9365874,34.67,5.63,3.32173913,34.67,5.63,7.64,34.67,5.63,3.32173913,34.67,5.63,7.64,0,0,AM,"LineString (56484 32241, 56484 32250)"
1005-2789,1005,2789,56455,32240,56429,32241,1,64,260,0,1689.02,47.32,2.07,16.69,56.07,799.21,799.21,0,4,0.14,325.52,2.17,64.39,12.45,10.16,267.12,7.38,60.77,45.1,0.056430725,0.14,325.52,2.17,64.39,12.45,10.16,267.12,7.38,60.77,45.1,5.643072534,689.33,60.77,19.60869565,689.33,60.77,45.1,689.33,60.77,19.60869565,689.33,60.77,45.1,2,4,AM,"LineString (56455 32240, 56429 32241)"
1003-2789,1003,2789,56415,32236,56429,32241,1,64,140,0,1723.37,25.25,1.4,9.27,54.36,435.16,435.16,0,4,1.22,173.68,9.42,8.6,21.47,40.9,43.68,13.32,82.15,36.73,0.084405736,1.22,173.68,9.42,8.6,21.47,40.9,43.68,13.32,82.15,36.73,8.440573582,312.29,82.15,15.96956522,312.29,82.15,36.73,312.29,82.15,15.96956522,312.29,82.15,36.73,2,4,AM,"LineString (56415 32236, 56429 32241)"
2790-2789,2790,2789,56428,32263,56429,32241,1,48,90,0.34,406.13,51.39,12.78,19.53,16.59,208.7,208.7,0,0,0.24,106.63,0.1,14.34,0.26,1.12,75.68,0.82,3.77,5.74,0.027503594,0.24,106.63,0.1,14.34,0.26,1.12,75.68,0.82,3.77,5.74,2.750359368,199.19,3.77,2.495652174,199.19,3.77,5.74,199.19,3.77,2.495652174,199.19,3.77,5.74,0,0,AM,"LineString (56428 32263, 56429 32241)"
2789-2790,2789,2790,56429,32241,56428,32263,1,48,90,0,1250,1.59,0,6.75,48,19.82,19.82,0,0,0.27,3.29,1.63,0.25,0.33,9,2.42,0.56,1.52,0.54,0.027245207,0.27,3.29,1.63,0.25,0.33,9,2.42,0.56,1.52,0.54,2.724520686,17.75,1.52,0.234782609,17.75,1.52,0.54,17.75,1.52,0.234782609,17.75,1.52,0.54,0,0,AM,"LineString (56429 32241, 56428 32263)"
1321-2791,1321,2791,56893,31962,56935,31959,1,80,210,0,1458.06,18.14,1.89,11.34,66.66,264.51,264.51,18,4,2.03,62.06,7.79,12.72,10.98,34.69,56.36,6.33,36.43,31.13,0.117689312,2.03,62.06,7.79,12.72,10.98,34.69,56.36,6.33,36.43,31.13,11.76893123,192.96,36.43,13.53478261,192.96,36.43,31.13,192.96,36.43,13.53478261,192.96,36.43,31.13,2,4,AM,"LineString (56893 31962, 56935 31959)"
7503-2791,7503,2791,57214,31938,56935,31959,1,80,3090,0,1717.73,24.44,10.43,149.48,74.42,419.83,419.83,18,6,0.13,156.57,1.22,27.82,11.56,5.81,130.18,7.31,64.87,8.38,0.01996046,0.13,156.57,1.22,27.82,11.56,5.81,130.18,7.31,64.87,8.38,1.996046019,340.6,64.87,3.643478261,340.6,64.87,8.38,340.6,64.87,3.643478261,340.6,64.87,8.38,3,6,AM,"LineString (57214 31938, 56935 31959)"
2792-2791,2792,2791,56914,31928,56935,31959,1,48,200,0.03,578.26,14.56,7.21,22.21,32.42,84.21,84.21,0,0,0.07,40.31,0.06,6.99,0.47,0.38,31.31,0.42,4.14,0.05,0.000593754,0.07,40.31,0.06,6.99,0.47,0.38,31.31,0.42,4.14,0.05,0.059375371,80.01,4.14,0.02173913,80.01,4.14,0.05,80.01,4.14,0.02173913,80.01,4.14,0.05,0,0,AM,"LineString (56914 31928, 56935 31959)"
2791-2792,2791,2792,56935,31959,56914,31928,1,48,200,0,1250,3.47,0,15,48,43.32,43.32,0,0,0.94,9.39,1.61,1.32,1.36,7.2,6,0.96,11.64,2.91,0.067174515,0.94,9.39,1.61,1.32,1.36,7.2,6,0.96,11.64,2.91,6.717451524,28.78,11.64,1.265217391,28.78,11.64,2.91,28.78,11.64,1.265217391,28.78,11.64,2.91,0,0,AM,"LineString (56935 31959, 56914 31928)"
1322-2793,1322,2793,57315,31928,57319,31924,1,48,38,0,1874.93,17.61,1.48,4.33,31.57,330.1,330.1,0,0,1.25,129.78,6.49,22.61,11.85,28.03,93.18,6.86,27.7,2.35,0.007119055,1.25,129.78,6.49,22.61,11.85,28.03,93.18,6.86,27.7,2.35,0.711905483,300.05,27.7,1.02173913,300.05,27.7,2.35,300.05,27.7,1.02173913,300.05,27.7,2.35,0,0,AM,"LineString (57315 31928, 57319 31924)"
2656-2793,2656,2793,57429,31677,57319,31924,1,64,2762,0,977,43.02,11.53,166.89,59.58,420.26,420.26,34,0,0.44,171.76,2.99,22.9,17.29,13.13,107.15,10.79,56.09,17.74,0.042211964,0.44,171.76,2.99,22.9,17.29,13.13,107.15,10.79,56.09,17.74,4.221196402,346.45,56.09,7.713043478,346.45,56.09,17.74,346.45,56.09,7.713043478,346.45,56.09,17.74,0,0,AM,"LineString (57429 31677, 57319 31924)"
2794-2793,2794,2793,57304,31905,57319,31924,1,48,200,0,8021.8,1.76,3.27,18.27,39.4,140.9,140.9,0,0,0.15,66.78,0.11,11.6,0.76,0.73,49.59,0.79,9.98,0.41,0.002909865,0.15,66.78,0.11,11.6,0.76,0.73,49.59,0.79,9.98,0.41,0.290986515,130.51,9.98,0.17826087,130.51,9.98,0.41,130.51,9.98,0.17826087,130.51,9.98,0.41,0,0,AM,"LineString (57304 31905, 57319 31924)"
2793-2794,2793,2794,57319,31924,57304,31905,1,48,200,0,1250,4.2,0,15,48,52.52,52.52,0,0,1.26,19.83,2.07,1.46,1.82,8.91,6.81,1.36,8.06,0.94,0.017897944,1.26,19.83,2.07,1.46,1.82,8.91,6.81,1.36,8.06,0.94,1.789794364,43.52,8.06,0.408695652,43.52,8.06,0.94,43.52,8.06,0.408695652,43.52,8.06,0.94,0,0,AM,"LineString (57319 31924, 57304 31905)"
5004-2795,5004,2795,56169,31984,56170,31984,1,32,10,0,1704.27,9.35,1.17,2.29,15.72,159.33,159.33,0,0,1.99,39.15,2.24,6.79,16.08,14.11,28.88,23.48,25.4,1.2,0.007531538,1.99,39.15,2.24,6.79,16.08,14.11,28.88,23.48,25.4,1.2,0.753153832,132.72,25.4,0.52173913,132.72,25.4,1.2,132.72,25.4,0.52173913,132.72,25.4,1.2,0,0,AM,"LineString (56169 31984, 56170 31984)"
2796-2795,2796,2795,56169,31982,56170,31984,1,32,140,0,578.82,0.89,6.34,22.09,22.81,5.17,5.17,0,0,0,0,0,0,0,1.04,2.34,1.69,0.09,0,0,0,0,0,0,0,1.04,2.34,1.69,0.09,0,0,5.07,0.09,0,5.07,0.09,0,5.07,0.09,0,5.07,0.09,0,0,0,AM,"LineString (56169 31982, 56170 31984)"
2795-2796,2795,2796,56170,31984,56169,31982,1,32,140,0,1250,1.28,0,15.75,32,16.06,16.06,0,0,0.03,7.27,0.02,1.03,0.41,0.16,4.46,0.6,1.95,0.12,0.00747198,0.03,7.27,0.02,1.03,0.41,0.16,4.46,0.6,1.95,0.12,0.747198007,13.98,1.95,0.052173913,13.98,1.95,0.12,13.98,1.95,0.052173913,13.98,1.95,0.12,0,0,AM,"LineString (56170 31984, 56169 31982)"
1128-2797,1128,2797,56201,31950,56202,31942,1,16,81,0,732.9,12.01,5.88,24.11,12.1,88.05,88.05,0,0,1.88,31.54,0.98,4.27,2.35,9.03,22.2,8.42,7.35,0.03,0.000340716,1.88,31.54,0.98,4.27,2.35,9.03,22.2,8.42,7.35,0.03,0.03407155,80.67,7.35,0.013043478,80.67,7.35,0.03,80.67,7.35,0.013043478,80.67,7.35,0.03,0,0,AM,"LineString (56201 31950, 56202 31942)"
1129-2797,1129,2797,56220,31917,56202,31942,1,16,333,0,1920,2.03,0.96,75.88,15.8,38.91,38.91,0,0,0.75,13.02,1,1.86,1.58,2.25,8.28,1.74,7.56,0.88,0.022616294,0.75,13.02,1,1.86,1.58,2.25,8.28,1.74,7.56,0.88,2.261629401,30.48,7.56,0.382608696,30.48,7.56,0.88,30.48,7.56,0.382608696,30.48,7.56,0.88,0,0,AM,"LineString (56220 31917, 56202 31942)"
2798-2797,2798,2797,56196,31942,56202,31942,1,16,100,0,592.25,27.76,7.18,29.68,12.13,164.43,164.43,0,0,0.83,82.83,0.52,10.26,3.64,3.18,45.74,8.56,6.57,2.3,0.013987715,0.83,82.83,0.52,10.26,3.64,3.18,45.74,8.56,6.57,2.3,1.398771514,155.56,6.57,1,155.56,6.57,2.3,155.56,6.57,1,155.56,6.57,2.3,0,0,AM,"LineString (56196 31942, 56202 31942)"
2797-2798,2797,2798,56202,31942,56196,31942,1,16,100,0,1250,10.16,0,22.5,16,126.96,126.96,0,0,2.63,44.56,1.99,6.13,3.93,11.27,30.48,10.16,14.91,0.92,0.007246377,2.63,44.56,1.99,6.13,3.93,11.27,30.48,10.16,14.91,0.92,0.724637681,111.15,14.91,0.4,111.15,14.91,0.92,111.15,14.91,0.4,111.15,14.91,0.92,0,0,AM,"LineString (56202 31942, 56196 31942)"
2771-2799,2771,2799,56286,31529,56289,31511,1,48,220,0,1578.95,0.81,1.15,17.65,44.87,12.72,12.72,0,0,0.68,3.75,0.47,0.56,0.41,2.13,2.22,0.41,1.93,0.16,0.012578616,0.68,3.75,0.47,0.56,0.41,2.13,2.22,0.41,1.93,0.16,1.257861635,10.63,1.93,0.069565217,10.63,1.93,0.16,10.63,1.93,0.069565217,10.63,1.93,0.16,0,0,AM,"LineString (56286 31529, 56289 31511)"
2730-2799,2730,2799,56302,31516,56289,31511,1,30,150,0,623.52,19.11,6.59,24.59,21.96,119.18,119.18,0,0,0.07,58,0.15,11.36,0.47,0.63,45.05,0.41,2.07,0.98,0.008222856,0.07,58,0.15,11.36,0.47,0.63,45.05,0.41,2.07,0.98,0.822285618,116.14,2.07,0.426086957,116.14,2.07,0.98,116.14,2.07,0.426086957,116.14,2.07,0.98,0,0,AM,"LineString (56302 31516, 56289 31511)"
2729-2799,2729,2799,56300,31493,56289,31511,1,48,180,0,1429.63,1.82,1.73,15.23,42.55,25.95,25.95,0,0,0.05,10.45,0.51,1.42,0.82,2.39,6.45,0.56,3.16,0.14,0.00539499,0.05,10.45,0.51,1.42,0.82,2.39,6.45,0.56,3.16,0.14,0.539499037,22.65,3.16,0.060869565,22.65,3.16,0.14,22.65,3.16,0.060869565,22.65,3.16,0.14,0,0,AM,"LineString (56300 31493, 56289 31511)"
1331-2800,1331,2800,56473,31119,56409,31104,1,64,791,0,977,1.44,1.87,46.36,61.42,14.09,14.09,34,0,0.13,6.84,0.06,0.57,0.28,0.4,2.53,0.67,2.44,0.16,0.011355571,0.13,6.84,0.06,0.57,0.28,0.4,2.53,0.67,2.44,0.16,1.135557133,11.48,2.44,0.069565217,11.48,2.44,0.16,11.48,2.44,0.069565217,11.48,2.44,0.16,0,0,AM,"LineString (56473 31119, 56409 31104)"
2801-2800,2801,2800,56419,31075,56409,31104,1,48,200,0,699,15.33,6.05,21.05,34.21,107.12,107.12,0,0,0.76,23.74,1.79,5.05,6.8,8.34,24.02,5.93,11.47,19.22,0.179424944,0.76,23.74,1.79,5.05,6.8,8.34,24.02,5.93,11.47,19.22,17.9424944,76.43,11.47,8.356521739,76.43,11.47,19.22,76.43,11.47,8.356521739,76.43,11.47,19.22,0,0,AM,"LineString (56419 31075, 56409 31104)"
1332-2800,1332,2800,56369,31108,56409,31104,1,64,280,0,715.76,11.74,5.88,21.63,46.6,84.02,84.02,0,0,0.09,29.94,0.21,4.62,3.43,1.2,19.89,2.5,17.72,4.42,0.052606522,0.09,29.94,0.21,4.62,3.43,1.2,19.89,2.5,17.72,4.42,5.260652226,61.88,17.72,1.92173913,61.88,17.72,4.42,61.88,17.72,1.92173913,61.88,17.72,4.42,0,0,AM,"LineString (56369 31108, 56409 31104)"
2800-2801,2800,2801,56409,31104,56419,31075,1,48,200,0,1250,7.85,0,15,48,98.11,98.11,0,0,0.22,36.78,0.27,5.19,3.72,1.6,22.42,3.17,20.17,4.58,0.046682295,0.22,36.78,0.27,5.19,3.72,1.6,22.42,3.17,20.17,4.58,4.668229538,73.37,20.17,1.991304348,73.37,20.17,4.58,73.37,20.17,1.991304348,73.37,20.17,4.58,0,0,AM,"LineString (56409 31104, 56419 31075)"
2762-2802,2762,2802,57114,31538,57386,31427,1,96,2700,0.01,1568.76,43.89,10.44,111.69,87.03,688.51,688.51,17,4,1.3,131.44,10.42,54.02,50.19,24.21,214.99,26.55,96.1,75.3,0.109366603,1.3,131.44,10.42,54.02,50.19,24.21,214.99,26.55,96.1,75.3,10.93666032,513.12,96.1,32.73913043,513.12,96.1,75.3,513.12,96.1,32.73913043,513.12,96.1,75.3,2,4,AM,"LineString (57114 31538, 57386 31427)"
1326-2802,1326,2802,57425,31403,57386,31427,1,96,450,0,1692.8,36.8,1.68,18.56,87.3,622.9,622.9,0,4,0.69,258.63,3.59,31.54,26.57,15.17,98.43,16.1,81.56,86.62,0.139059239,0.69,258.63,3.59,31.54,26.57,15.17,98.43,16.1,81.56,86.62,13.9059239,450.72,81.56,37.66086957,450.72,81.56,86.62,450.72,81.56,37.66086957,450.72,81.56,86.62,2,4,AM,"LineString (57425 31403, 57386 31427)"
2803-2802,2803,2802,57370,31397,57386,31427,1,48,300,0.11,423.81,25.63,10.2,32.7,33.03,108.6,108.6,0,0,0.5,45,0.31,7.65,1.75,1.71,32.85,1.59,16.3,0.96,0.008839779,0.5,45,0.31,7.65,1.75,1.71,32.85,1.59,16.3,0.96,0.883977901,91.36,16.3,0.417391304,91.36,16.3,0.96,91.36,16.3,0.417391304,91.36,16.3,0.96,0,0,AM,"LineString (57370 31397, 57386 31427)"
2802-2803,2802,2803,57386,31427,57370,31397,1,48,300,0,1250,8.99,0,22.5,48,112.33,112.33,0,0,1,48.53,1.6,3.93,4.26,6.88,17.67,3.24,20.08,5.14,0.045758034,1,48.53,1.6,3.93,4.26,6.88,17.67,3.24,20.08,5.14,4.575803436,87.11,20.08,2.234782609,87.11,20.08,5.14,87.11,20.08,2.234782609,87.11,20.08,5.14,0,0,AM,"LineString (57386 31427, 57370 31397)"
2670-2804,2670,2804,56028,30700,55975,31077,1,48,4100,0,977,4.11,2.17,309.67,47.66,40.18,40.18,35,0,0,17.32,0.04,1.27,0.21,0.2,15.44,0.31,5.4,0,0,0,17.32,0.04,1.27,0.21,0.2,15.44,0.31,5.4,0,0,34.79,5.4,0,34.79,5.4,0,34.79,5.4,0,34.79,5.4,0,0,0,AM,"LineString (56028 30700, 55975 31077)"
2805-2804,2805,2804,55959,31070,55975,31077,1,30,150,0,696.36,10.24,5.92,23.92,22.58,71.32,71.32,0,0,0.09,27.02,0.55,3.44,2.32,2.48,14.33,1.5,14.66,4.94,0.069265283,0.09,27.02,0.55,3.44,2.32,2.48,14.33,1.5,14.66,4.94,6.926528323,51.73,14.66,2.147826087,51.73,14.66,4.94,51.73,14.66,2.147826087,51.73,14.66,4.94,0,0,AM,"LineString (55959 31070, 55975 31077)"
