Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2878-2709,2878,2709,56311,31603,56309,31624,1,64,204,0,1729.8,57.92,2.47,13.94,52.67,1001.93,1001.93,0,10,0.23,325.2,4.58,46.97,28.22,18.57,202.36,17.43,125.04,223.33,0.222899803,0.23,325.2,4.58,46.97,28.22,18.57,202.36,17.43,125.04,223.33,22.28998034,643.56,125.04,97.1,643.56,125.04,223.33,643.56,125.04,97.1,643.56,125.04,223.33,5,10,AM,"LineString (56311 31603, 56309 31624)"
2725-2709,2725,2709,56292,31621,56309,31624,1,48,170,0.31,550.35,29.29,8.59,21.34,28.68,161.18,161.18,0,0,0.5,56.33,0.82,11.26,3.08,3.96,48.1,4.44,18.67,14,0.086859412,0.5,56.33,0.82,11.26,3.08,3.96,48.1,4.44,18.67,14,8.685941184,128.49,18.67,6.086956522,128.49,18.67,14,128.49,18.67,6.086956522,128.49,18.67,14,0,0,AM,"LineString (56292 31621, 56309 31624)"
2506-2709,2506,2709,56312,31706,56309,31624,1,64,825,0.05,1980,40.26,4.33,50.74,58.53,813.92,813.92,49,8,3.05,200.64,4.9,33.42,30.16,23.34,139.09,19.55,135.69,216.08,0.265480637,3.05,200.64,4.9,33.42,30.16,23.34,139.09,19.55,135.69,216.08,26.54806369,454.15,135.69,93.94782609,454.15,135.69,216.08,454.15,135.69,93.94782609,454.15,135.69,216.08,4,8,AM,"LineString (56312 31706, 56309 31624)"
2507-2710,2507,2710,56326,31545,56335,31510,1,64,350,0,1720,45.52,1.54,21.23,59.35,782.96,782.96,31,6,2.04,189.93,4.46,31.87,29.29,19.72,133.33,17.27,135.09,213.96,0.273270665,2.04,189.93,4.46,31.87,29.29,19.72,133.33,17.27,135.09,213.96,27.32706652,427.91,135.09,93.02608696,427.91,135.09,213.96,427.91,135.09,93.02608696,427.91,135.09,213.96,3,6,AM,"LineString (56326 31545, 56335 31510)"
2733-2710,2733,2710,56346,31486,56335,31510,1,64,250,0,1720,56.47,2.5,16.56,54.34,971.21,971.21,31,10,0.12,315.23,4.56,45.09,28.13,18.42,191.96,16.79,118.87,222.04,0.228622028,0.12,315.23,4.56,45.09,28.13,18.42,191.96,16.79,118.87,222.04,22.86220282,620.3,118.87,96.53913043,620.3,118.87,222.04,620.3,118.87,96.53913043,620.3,118.87,222.04,5,10,AM,"LineString (56346 31486, 56335 31510)"
1329-2711,1329,2711,56355,31399,56355,31406,1,64,57,0,1723.63,56.1,2.37,5.58,36.77,966.94,966.94,0,10,0.01,322.59,5.01,44.91,28.62,20.67,190.88,16.87,110.64,216.74,0.224150413,0.01,322.59,5.01,44.91,28.62,20.67,190.88,16.87,110.64,216.74,22.41504126,629.56,110.64,94.23478261,629.56,110.64,216.74,629.56,110.64,94.23478261,629.56,110.64,216.74,5,10,AM,"LineString (56355 31399, 56355 31406)"
2734-2711,2734,2711,56329,31395,56355,31406,1,30,260,0.05,336.1,9.45,11.75,42.95,21.79,31.76,31.76,0,0,0.12,6.32,0.27,1.16,1.13,1.14,4.86,0.86,10.26,5.64,0.177581864,0.12,6.32,0.27,1.16,1.13,1.14,4.86,0.86,10.26,5.64,17.7581864,15.86,10.26,2.452173913,15.86,10.26,5.64,15.86,10.26,2.452173913,15.86,10.26,5.64,0,0,AM,"LineString (56329 31395, 56355 31406)"
2733-2711,2733,2711,56346,31486,56355,31406,1,64,833,0.01,1585.65,50.32,6.44,53.3,56.27,797.95,797.95,31,6,1.85,197.96,4.33,33.34,29.31,18.91,140.45,17.17,134.88,213.74,0.267861395,1.85,197.96,4.33,33.34,29.31,18.91,140.45,17.17,134.88,213.74,26.78613948,443.32,134.88,92.93043478,443.32,134.88,213.74,443.32,134.88,92.93043478,443.32,134.88,213.74,3,6,AM,"LineString (56346 31486, 56355 31406)"
2705-2712,2705,2712,56358,31344,56362,31325,1,64,210,0,1720,47.8,1.12,12.93,58.48,822.22,822.22,31,6,1.79,213.64,4.4,34.86,29.17,19.33,147.53,16.73,140.87,207.91,0.252864197,1.79,213.64,4.4,34.86,29.17,19.33,147.53,16.73,140.87,207.91,25.28641969,467.45,140.87,90.39565217,467.45,140.87,207.91,467.45,140.87,90.39565217,467.45,140.87,207.91,3,6,AM,"LineString (56358 31344, 56362 31325)"
2823-2712,2823,2712,56379,31227,56362,31325,1,64,1000,0,1720,57.55,10.75,67,53.73,989.81,989.81,31,10,0.01,329.63,5.94,46.42,29.44,24.82,197.61,17.37,111.38,217.17,0.219405745,0.01,329.63,5.94,46.42,29.44,24.82,197.61,17.37,111.38,217.17,21.94057445,651.24,111.38,94.42173913,651.24,111.38,217.17,651.24,111.38,94.42173913,651.24,111.38,217.17,5,10,AM,"LineString (56379 31227, 56362 31325)"
2610-2713,2610,2713,57008,31612,56959,31621,1,96,350,0,1730,37.72,0,13.13,96,652.59,652.59,0,4,0.63,241.98,3.35,34.21,24.24,14.48,131.08,14.44,97.56,86.62,0.13273265,0.63,241.98,3.35,34.21,24.24,14.48,131.08,14.44,97.56,86.62,13.27326499,464.41,97.56,37.66086957,464.41,97.56,86.62,464.41,97.56,37.66086957,464.41,97.56,86.62,2,4,AM,"LineString (57008 31612, 56959 31621)"
1325-2713,1325,2713,56922,31630,56959,31621,1,96,450,0,1730,41.86,0,16.88,96,724.25,724.25,0,4,1.3,131.44,10.42,54.02,50.19,42.96,222.24,27.35,100.62,79.72,0.110072489,1.3,131.44,10.42,54.02,50.19,42.96,222.24,27.35,100.62,79.72,11.00724888,539.92,100.62,34.66086957,539.92,100.62,79.72,539.92,100.62,34.66086957,539.92,100.62,79.72,2,4,AM,"LineString (56922 31630, 56959 31621)"
2687-2714,2687,2714,55289,31054,55354,31441,1,64,5700,0,977,19.38,2.99,323.61,63.41,189.31,189.31,34,0,0.21,92.3,0.45,11.31,4.99,2.25,50.47,3.19,23.67,0.46,0.002429877,0.21,92.3,0.45,11.31,4.99,2.25,50.47,3.19,23.67,0.46,0.242987692,165.17,23.67,0.2,165.17,23.67,0.46,165.17,23.67,0.2,165.17,23.67,0.46,0,0,AM,"LineString (55289 31054, 55354 31441)"
2696-2714,2696,2714,55358,31479,55354,31441,1,64,350,0.01,623.85,16.55,6.57,26.26,47.99,103.25,103.25,0,0,0,28.59,1.59,6.99,4.76,6.4,28.66,2.82,16.57,6.87,0.06653753,0,28.59,1.59,6.99,4.76,6.4,28.66,2.82,16.57,6.87,6.653753027,79.81,16.57,2.986956522,79.81,16.57,6.87,79.81,16.57,2.986956522,79.81,16.57,6.87,0,0,AM,"LineString (55358 31479, 55354 31441)"
2602-2714,2602,2714,55399,31436,55354,31441,1,64,450,0.02,680.64,22.72,6.82,32.14,50.41,154.64,154.64,0,0,0.11,77.9,0.4,10.3,2.68,1.79,41.38,1.62,17.64,0.82,0.005302638,0.11,77.9,0.4,10.3,2.68,1.79,41.38,1.62,17.64,0.82,0.530263839,136.18,17.64,0.356521739,136.18,17.64,0.82,136.18,17.64,0.356521739,136.18,17.64,0.82,0,0,AM,"LineString (55399 31436, 55354 31441)"
2687-2715,2687,2715,55289,31054,55238,30992,1,64,800,0.01,707.06,15.12,6.12,51.12,56.34,106.87,106.87,0,0,0.23,39.25,0.98,6.48,5.1,4.87,28.64,3.51,15.05,2.76,0.02582577,0.23,39.25,0.98,6.48,5.1,4.87,28.64,3.51,15.05,2.76,2.582576963,89.06,15.05,1.2,89.06,15.05,2.76,89.06,15.05,1.2,89.06,15.05,2.76,0,0,AM,"LineString (55289 31054, 55238 30992)"
2780-2715,2780,2715,54958,30723,55238,30992,1,48,4679,0,977,8.37,3.39,354.31,47.54,81.79,81.79,35,0,0.55,23.48,0.64,6.77,2.65,2.44,27.94,1.49,12.02,3.82,0.046704976,0.55,23.48,0.64,6.77,2.65,2.44,27.94,1.49,12.02,3.82,4.670497616,65.96,12.02,1.660869565,65.96,12.02,3.82,65.96,12.02,1.660869565,65.96,12.02,3.82,0,0,AM,"LineString (54958 30723, 55238 30992)"
2716-2715,2716,2715,55191,31024,55238,30992,1,64,450,0.02,998.4,35.53,1.98,27.29,59.36,354.78,354.78,0,0,0.39,147.61,1.74,22.19,11.8,7.89,96.22,7.29,49.62,10.02,0.028242855,0.39,147.61,1.74,22.19,11.8,7.89,96.22,7.29,49.62,10.02,2.824285473,295.13,49.62,4.356521739,295.13,49.62,10.02,295.13,49.62,4.356521739,295.13,49.62,10.02,0,0,AM,"LineString (55191 31024, 55238 30992)"
2715-2716,2715,2716,55238,30992,55191,31024,1,64,450,0,1250,14.35,0,25.31,64,179.4,179.4,0,0,0.78,59.5,1.48,12.6,7.68,6.61,53.12,4.96,26.09,6.58,0.036677815,0.78,59.5,1.48,12.6,7.68,6.61,53.12,4.96,26.09,6.58,3.667781494,146.73,26.09,2.860869565,146.73,26.09,6.58,146.73,26.09,2.860869565,146.73,26.09,6.58,0,0,AM,"LineString (55238 30992, 55191 31024)"
2780-2717,2780,2717,54958,30723,54906,30734,1,48,550,0,1577.63,11.92,1.5,42.75,46.32,188.09,188.09,0,0,0,84.62,1.23,11.58,4.96,5.26,47.61,2.82,25.79,4.21,0.022382902,0,84.62,1.23,11.58,4.96,5.26,47.61,2.82,25.79,4.21,2.23829018,158.08,25.79,1.830434783,158.08,25.79,4.21,158.08,25.79,1.830434783,158.08,25.79,4.21,0,0,AM,"LineString (54958 30723, 54906 30734)"
2688-2717,2688,2717,54795,30729,54906,30734,1,48,1149,0,977,9.37,2.47,88.64,46.66,91.54,91.54,35,0,0.54,32.07,1.63,5.45,3.54,6.72,21.34,2,13.14,5.11,0.055822591,0.54,32.07,1.63,5.45,3.54,6.72,21.34,2,13.14,5.11,5.582259122,73.29,13.14,2.22173913,73.29,13.14,5.11,73.29,13.14,2.22173913,73.29,13.14,5.11,0,0,AM,"LineString (54795 30729, 54906 30734)"
2718-2717,2718,2717,54914,30805,54906,30734,1,48,180,0.02,595.04,19,6.95,20.45,31.68,113.05,113.05,0,0,0,54.57,0.37,7.7,1.32,1.6,35.03,0.77,11.68,0,0,0,54.57,0.37,7.7,1.32,1.6,35.03,0.77,11.68,0,0,101.36,11.68,0,101.36,11.68,0,101.36,11.68,0,101.36,11.68,0,0,0,AM,"LineString (54914 30805, 54906 30734)"
2717-2718,2717,2718,54906,30734,54914,30805,1,48,180,0,1250,2.6,0,13.5,48,32.52,32.52,0,0,0,9.99,0.85,1.72,1.31,3.89,7.38,0.78,4.69,1.91,0.058733087,0,9.99,0.85,1.72,1.31,3.89,7.38,0.78,4.69,1.91,5.873308733,25.92,4.69,0.830434783,25.92,4.69,1.91,25.92,4.69,0.830434783,25.92,4.69,1.91,0,0,AM,"LineString (54906 30734, 54914 30805)"
2806-2719,2806,2719,55939,31406,55932,31416,1,48,114,0,1730,2.03,0,8.55,48,35.1,35.1,0,0,0.11,18.61,0.08,2.26,0.52,0.5,9.64,0.44,2.94,0,0,0.11,18.61,0.08,2.26,0.52,0.5,9.64,0.44,2.94,0,0,32.16,2.94,0,32.16,2.94,0,32.16,2.94,0,32.16,2.94,0,0,0,AM,"LineString (55939 31406, 55932 31416)"
2703-2719,2703,2719,55745,31393,55932,31416,1,48,2100,0,977,1.84,0.02,157.52,47.99,18,18,35,0,0.18,4.3,0.41,1.53,0.46,2,6.16,0.41,2.06,0.49,0.027222222,0.18,4.3,0.41,1.53,0.46,2,6.16,0.41,2.06,0.49,2.722222222,15.45,2.06,0.213043478,15.45,2.06,0.49,15.45,2.06,0.213043478,15.45,2.06,0.49,0,0,AM,"LineString (55745 31393, 55932 31416)"
2701-2721,2701,2721,55947,31400,55985,31420,1,48,466,0,1663.63,9.81,1.28,36.23,46.3,163.13,163.13,0,0,0.06,74.85,0.38,6.81,2.97,1.65,40.81,2.05,23.79,9.78,0.059952185,0.06,74.85,0.38,6.81,2.97,1.65,40.81,2.05,23.79,9.78,5.995218537,129.58,23.79,4.252173913,129.58,23.79,9.78,129.58,23.79,4.252173913,129.58,23.79,9.78,0,0,AM,"LineString (55947 31400, 55985 31420)"
2704-2721,2704,2721,55986,31422,55985,31420,1,48,84,0,1650.96,3.65,1.13,7.43,40.69,60.27,60.27,0,0,0.51,17.72,0.81,2.32,5.51,3.81,9.97,3.3,8.32,8.01,0.132901941,0.51,17.72,0.81,2.32,5.51,3.81,9.97,3.3,8.32,8.01,13.29019413,43.95,8.32,3.482608696,43.95,8.32,8.01,43.95,8.32,3.482608696,43.95,8.32,8.01,0,0,AM,"LineString (55986 31422, 55985 31420)"
2722-2721,2722,2721,55993,31410,55985,31420,1,30,110,0.01,645.29,14.59,6.37,19.57,20.23,94.13,94.13,0,0,0.04,43.66,0.22,6.27,1.38,0.98,28.31,0.87,9.93,2.46,0.02613407,0.04,43.66,0.22,6.27,1.38,0.98,28.31,0.87,9.93,2.46,2.61340699,81.73,9.93,1.069565217,81.73,9.93,2.46,81.73,9.93,1.069565217,81.73,9.93,2.46,0,0,AM,"LineString (55993 31410, 55985 31420)"
2721-2722,2721,2722,55985,31420,55993,31410,1,30,110,0,1250,1.72,0,13.2,30,21.53,21.53,0,0,0.18,6.08,0.35,1.12,1.16,1.65,4.63,0.74,2.91,2.71,0.125870878,0.18,6.08,0.35,1.12,1.16,1.65,4.63,0.74,2.91,2.71,12.58708778,15.91,2.91,1.17826087,15.91,2.91,2.71,15.91,2.91,1.17826087,15.91,2.91,2.71,0,0,AM,"LineString (55985 31420, 55993 31410)"
1328-2723,1328,2723,56312,31598,56343,31609,1,48,350,0,977,5.76,2,28.25,44.6,56.31,56.31,35,0,0.81,19.76,0.89,3.63,1.86,5.18,16.33,1.81,5.74,0.31,0.005505239,0.81,19.76,0.89,3.63,1.86,5.18,16.33,1.81,5.74,0.31,0.550523886,50.27,5.74,0.134782609,50.27,5.74,0.31,50.27,5.74,0.134782609,50.27,5.74,0.31,0,0,AM,"LineString (56312 31598, 56343 31609)"
2724-2723,2724,2723,56342,31629,56343,31609,1,48,170,0,1281.9,2.97,1.53,14.28,42.84,38.07,38.07,0,0,0.13,13.59,0.07,2.53,0.24,0.45,12.95,0.68,6.09,1.35,0.035460993,0.13,13.59,0.07,2.53,0.24,0.45,12.95,0.68,6.09,1.35,3.546099291,30.64,6.09,0.586956522,30.64,6.09,1.35,30.64,6.09,0.586956522,30.64,6.09,1.35,0,0,AM,"LineString (56342 31629, 56343 31609)"
2852-2723,2852,2723,56361,31613,56343,31609,1,48,200,0,977,1.1,1.91,16.91,42.58,10.73,10.73,35,0,0.02,6.16,0.1,0.45,0.19,0.47,1.93,0.15,0.91,0.34,0.031686859,0.02,6.16,0.1,0.45,0.19,0.47,1.93,0.15,0.91,0.34,3.168685927,9.47,0.91,0.147826087,9.47,0.91,0.34,9.47,0.91,0.147826087,9.47,0.91,0.34,0,0,AM,"LineString (56361 31613, 56343 31609)"
2723-2724,2723,2724,56343,31609,56342,31629,1,48,170,0,1250,0.72,0,12.75,48,9.04,9.04,0,0,0.67,1.99,0.21,0.3,0.18,2.18,1.39,0.67,1.18,0.26,0.028761062,0.67,1.99,0.21,0.3,0.18,2.18,1.39,0.67,1.18,0.26,2.876106195,7.59,1.18,0.113043478,7.59,1.18,0.26,7.59,1.18,0.113043478,7.59,1.18,0.26,0,0,AM,"LineString (56343 31609, 56342 31629)"
2709-2725,2709,2725,56309,31624,56292,31621,1,48,170,0,1730,2.31,0,12.75,48,40.03,40.03,0,0,0.44,13.96,0.33,2.09,1.03,1.88,8.99,1.89,7.39,2.04,0.050961779,0.44,13.96,0.33,2.09,1.03,1.88,8.99,1.89,7.39,2.04,5.096177867,30.61,7.39,0.886956522,30.61,7.39,2.04,30.61,7.39,0.886956522,30.61,7.39,2.04,0,0,AM,"LineString (56309 31624, 56292 31621)"
2782-2725,2782,2725,56290,31597,56292,31621,1,48,230,0,1730,9.32,0,17.25,48,161.18,161.18,0,0,0.5,56.33,0.82,11.26,3.08,3.96,48.1,4.44,18.67,14,0.086859412,0.5,56.33,0.82,11.26,3.08,3.96,48.1,4.44,18.67,14,8.685941184,128.49,18.67,6.086956522,128.49,18.67,14,128.49,18.67,6.086956522,128.49,18.67,14,0,0,AM,"LineString (56290 31597, 56292 31621)"
2604-2726,2604,2726,56449,31615,56455,31582,1,32,350,0,660,6.35,2.97,42.35,29.75,41.9,41.9,46,0,0.3,16.92,0.12,2.42,1.3,1.04,8.49,3.43,7.21,0.68,0.016229117,0.3,16.92,0.12,2.42,1.3,1.04,8.49,3.43,7.21,0.68,1.622911695,34.02,7.21,0.295652174,34.02,7.21,0.68,34.02,7.21,0.295652174,34.02,7.21,0.68,0,0,AM,"LineString (56449 31615, 56455 31582)"
2727-2726,2727,2726,56494,31575,56455,31582,1,32,260,0,606.68,3.89,6.18,35.43,26.42,23.63,23.63,0,0,0.16,8.81,0.19,1.5,0.8,0.91,6.9,1.02,2.98,0.35,0.01481168,0.16,8.81,0.19,1.5,0.8,0.91,6.9,1.02,2.98,0.35,1.481168007,20.29,2.98,0.152173913,20.29,2.98,0.35,20.29,2.98,0.152173913,20.29,2.98,0.35,0,0,AM,"LineString (56494 31575, 56455 31582)"
2810-2726,2810,2726,56414,31561,56455,31582,1,32,450,0,660,7.87,3.14,53.77,30.13,51.95,51.95,46,0,1.32,12.59,0.84,1.94,3.14,4.13,9.23,5.9,11.28,1.59,0.030606352,1.32,12.59,0.84,1.94,3.14,4.13,9.23,5.9,11.28,1.59,3.060635226,39.09,11.28,0.691304348,39.09,11.28,1.59,39.09,11.28,0.691304348,39.09,11.28,1.59,0,0,AM,"LineString (56414 31561, 56455 31582)"
2726-2727,2726,2727,56455,31582,56494,31575,1,32,260,0,1250,0.68,0,29.25,32,8.46,8.46,0,0,0.11,3.36,0.05,0.47,0.21,0.36,2.07,0.41,1.31,0.13,0.01536643,0.11,3.36,0.05,0.47,0.21,0.36,2.07,0.41,1.31,0.13,1.536643026,7.04,1.31,0.056521739,7.04,1.31,0.13,7.04,1.31,0.056521739,7.04,1.31,0.13,0,0,AM,"LineString (56455 31582, 56494 31575)"
2507-2728,2507,2728,56326,31545,56325,31549,1,64,38,0,1728.34,56.46,2.39,4.53,30.23,975.76,975.76,0,10,0.64,316.47,4.7,45.31,28.45,19.2,192.32,17.85,118.83,221.99,0.227504714,0.64,316.47,4.7,45.31,28.45,19.2,192.32,17.85,118.83,221.99,22.75047143,624.94,118.83,96.5173913,624.94,118.83,221.99,624.94,118.83,96.5173913,624.94,118.83,221.99,5,10,AM,"LineString (56326 31545, 56325 31549)"
2784-2728,2784,2728,56288,31542,56325,31549,1,48,400,0.11,621.42,9.74,7.82,37.82,38.08,60.54,60.54,0,0,0.29,22.12,0.7,4.08,1.85,3.04,17.89,1.66,8.84,0.07,0.00115626,0.29,22.12,0.7,4.08,1.85,3.04,17.89,1.66,8.84,0.07,0.115626032,51.63,8.84,0.030434783,51.63,8.84,0.07,51.63,8.84,0.030434783,51.63,8.84,0.07,0,0,AM,"LineString (56288 31542, 56325 31549)"
2877-2728,2877,2728,56316,31580,56325,31549,1,64,380,0,1649.67,47.12,3.8,25.18,54.33,777.27,777.27,31,6,2.08,192.67,4.51,31.78,29.18,19.97,131.62,17.27,128.05,214.12,0.27547699,2.08,192.67,4.51,31.78,29.18,19.97,131.62,17.27,128.05,214.12,27.547699,429.08,128.05,93.09565217,429.08,128.05,214.12,429.08,128.05,93.09565217,429.08,128.05,214.12,3,6,AM,"LineString (56316 31580, 56325 31549)"
2799-2729,2799,2729,56289,31511,56300,31493,1,48,180,0,1730,1.19,0,13.5,48,20.53,20.53,0,0,0.03,9.23,0.06,1.58,0.3,0.27,7.16,0.23,1.66,0.01,0.000487092,0.03,9.23,0.06,1.58,0.3,0.27,7.16,0.23,1.66,0.01,0.048709206,18.86,1.66,0.004347826,18.86,1.66,0.01,18.86,1.66,0.004347826,18.86,1.66,0.01,0,0,AM,"LineString (56289 31511, 56300 31493)"
2731-2729,2731,2729,56338,31486,56300,31493,1,48,400,0,1730,1.5,0,30,48,25.95,25.95,0,0,0.05,10.45,0.51,1.42,0.82,2.39,6.45,0.56,3.16,0.14,0.00539499,0.05,10.45,0.51,1.42,0.82,2.39,6.45,0.56,3.16,0.14,0.539499037,22.65,3.16,0.060869565,22.65,3.16,0.14,22.65,3.16,0.060869565,22.65,3.16,0.14,0,0,AM,"LineString (56338 31486, 56300 31493)"
2799-2730,2799,2730,56289,31511,56302,31516,1,30,150,0,1250,0.88,0,18,30,11.06,11.06,0,0,0.68,3.01,0.75,0.39,0.2,3.36,1.47,0.25,0.78,0.17,0.015370705,0.68,3.01,0.75,0.39,0.2,3.36,1.47,0.25,0.78,0.17,1.537070524,10.11,0.78,0.073913043,10.11,0.78,0.17,10.11,0.78,0.073913043,10.11,0.78,0.17,0,0,AM,"LineString (56289 31511, 56302 31516)"
2733-2731,2733,2731,56346,31486,56338,31486,1,48,83,0,1641.82,2.27,1.12,7.35,40.67,37.28,37.28,0,0,0.24,14.04,0.79,1.92,1.18,3.85,8.48,0.9,5.5,0.38,0.010193133,0.24,14.04,0.79,1.92,1.18,3.85,8.48,0.9,5.5,0.38,1.019313305,31.4,5.5,0.165217391,31.4,5.5,0.38,31.4,5.5,0.165217391,31.4,5.5,0.38,0,0,AM,"LineString (56346 31486, 56338 31486)"
2732-2731,2732,2731,56340,31476,56338,31486,1,30,90,0,609.52,5.68,6.19,16.99,19.08,34.62,34.62,0,0,0.05,13.58,0.09,2.75,0.35,0.37,12.74,0.3,4.19,0.2,0.005777008,0.05,13.58,0.09,2.75,0.35,0.37,12.74,0.3,4.19,0.2,0.577700751,30.23,4.19,0.086956522,30.23,4.19,0.2,30.23,4.19,0.086956522,30.23,4.19,0.2,0,0,AM,"LineString (56340 31476, 56338 31486)"
2729-2731,2729,2731,56300,31493,56338,31486,1,48,400,0,1693.2,1.21,1.12,31.12,46.27,20.53,20.53,0,0,0.03,9.23,0.06,1.58,0.3,0.27,7.16,0.23,1.66,0.01,0.000487092,0.03,9.23,0.06,1.58,0.3,0.27,7.16,0.23,1.66,0.01,0.048709206,18.86,1.66,0.004347826,18.86,1.66,0.01,18.86,1.66,0.004347826,18.86,1.66,0.01,0,0,AM,"LineString (56300 31493, 56338 31486)"
2731-2732,2731,2732,56338,31486,56340,31476,1,30,90,0,1250,0.97,0,10.8,30,12.16,12.16,0,0,0.23,3.97,0.29,0.56,0.38,1.52,2.26,0.39,2.34,0.24,0.019736842,0.23,3.97,0.29,0.56,0.38,1.52,2.26,0.39,2.34,0.24,1.973684211,9.6,2.34,0.104347826,9.6,2.34,0.24,9.6,2.34,0.104347826,9.6,2.34,0.24,0,0,AM,"LineString (56338 31486, 56340 31476)"
2711-2733,2711,2733,56355,31406,56346,31486,1,64,833,0,1720,56.35,10.66,57.51,52.14,969.16,969.16,31,10,0.12,314.86,5.07,44.22,28.69,20.88,187.89,17.11,118.31,222,0.229064344,0.12,314.86,5.07,44.22,28.69,20.88,187.89,17.11,118.31,222,22.90643444,618.84,118.31,96.52173913,618.84,118.31,222,618.84,118.31,96.52173913,618.84,118.31,222,5,10,AM,"LineString (56355 31406, 56346 31486)"
2731-2733,2731,2733,56338,31486,56346,31486,1,48,83,0.11,301.94,17.99,13.71,19.94,14.99,54.31,54.31,0,0,0.05,22.44,0.14,4.26,0.64,0.57,19.67,0.49,5.85,0.21,0.003866691,0.05,22.44,0.14,4.26,0.64,0.57,19.67,0.49,5.85,0.21,0.386669122,48.26,5.85,0.091304348,48.26,5.85,0.21,48.26,5.85,0.091304348,48.26,5.85,0.21,0,0,AM,"LineString (56338 31486, 56346 31486)"
2710-2733,2710,2733,56335,31510,56346,31486,1,64,250,0.01,1720,37.19,2.55,16.61,54.19,782.96,782.96,31,6,2.04,189.93,4.46,31.87,29.29,19.72,133.33,17.27,135.09,213.96,0.273270665,2.04,189.93,4.46,31.87,29.29,19.72,133.33,17.27,135.09,213.96,27.32706652,427.91,135.09,93.02608696,427.91,135.09,213.96,427.91,135.09,93.02608696,427.91,135.09,213.96,3,6,AM,"LineString (56335 31510, 56346 31486)"
2711-2734,2711,2734,56355,31406,56329,31395,1,30,260,0,1250,3.46,0,31.2,30,43.25,43.25,0,0,0.07,18.59,0.17,2.46,1.41,0.78,10.24,1.19,2.1,6.22,0.143815029,0.07,18.59,0.17,2.46,1.41,0.78,10.24,1.19,2.1,6.22,14.38150289,34.91,2.1,2.704347826,34.91,2.1,6.22,34.91,2.1,2.704347826,34.91,2.1,6.22,0,0,AM,"LineString (56355 31406, 56329 31395)"
2736-2735,2736,2735,56597,31664,56617,31658,1,30,160,0.03,619.98,44.86,8.24,27.44,20.99,278.11,278.11,0,0,0.15,105.46,1.61,22.11,9.17,6.94,100.81,5.74,20.61,5.52,0.019848261,0.15,105.46,1.61,22.11,9.17,6.94,100.81,5.74,20.61,5.52,1.984826148,251.99,20.61,2.4,251.99,20.61,5.52,251.99,20.61,2.4,251.99,20.61,5.52,0,0,AM,"LineString (56597 31664, 56617 31658)"
2652-2735,2652,2735,56613,31673,56617,31658,1,48,150,0.01,719.64,14.4,5.95,17.2,31.39,103.6,103.6,0,0,0.07,49.52,0.51,4.96,2.54,2.39,21.89,1.63,19.53,0.57,0.005501931,0.07,49.52,0.51,4.96,2.54,2.39,21.89,1.63,19.53,0.57,0.55019305,83.51,19.53,0.247826087,83.51,19.53,0.57,83.51,19.53,0.247826087,83.51,19.53,0.57,0,0,AM,"LineString (56613 31673, 56617 31658)"
1324-2735,1324,2735,56630,31596,56617,31658,1,48,647,0,1481.98,6.75,1.3,49.83,46.75,100.01,100.01,0,0,0.06,30.71,1.39,6.69,6.67,6.27,28.22,4.06,9.04,6.9,0.068993101,0.06,30.71,1.39,6.69,6.67,6.27,28.22,4.06,9.04,6.9,6.899310069,84.07,9.04,3,84.07,9.04,6.9,84.07,9.04,3,84.07,9.04,6.9,0,0,AM,"LineString (56630 31596, 56617 31658)"
2735-2736,2735,2736,56617,31658,56597,31664,1,30,160,0,1250,15.64,0,19.2,30,195.5,195.5,0,0,0.13,76.65,1.82,11.04,9.13,8.32,47.43,5.64,27.88,7.47,0.038209719,0.13,76.65,1.82,11.04,9.13,8.32,47.43,5.64,27.88,7.47,3.820971867,160.16,27.88,3.247826087,160.16,27.88,7.47,160.16,27.88,3.247826087,160.16,27.88,7.47,0,0,AM,"LineString (56617 31658, 56597 31664)"
