Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2141-2136,2141,2136,45619,33624,46273,30490,m,80,39000,m,1980,0,0,1755,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (45619 33624, 46273 30490)"
2143-2103,2143,2103,65149,30884,61838,30564,m,80,35100,m,1980,1.13,0.94,1580.44,79.95,22.32,22.32,18,0,0.54,0,0.6,0.47,0.67,5.83,4.19,2.37,4.01,3.64,0.163082437,0.54,0,0.6,0.47,0.67,5.83,4.19,2.37,4.01,3.64,16.30824373,14.67,4.01,1.582608696,14.67,4.01,3.64,14.67,4.01,1.582608696,14.67,4.01,3.64,0,0,PM,"LineString (65149 30884, 61838 30564)"
2143-2163,2143,2163,65149,30884,63619,32533,m,80,24000,m,1980,0.01,0,1080,80,0.26,0.26,18,0,0,0,0,0,0.01,0,0,0.04,0.21,0,0,0,0,0,0,0.01,0,0,0.04,0.21,0,0,0.05,0.21,0,0.05,0.21,0,0.05,0.21,0,0.05,0.21,0,0,0,PM,"LineString (65149 30884, 63619 32533)"
2144-2103,2144,2103,63727,29776,61838,30564,m,80,19200,m,1980,2.74,2.13,866.13,79.8,54.34,54.34,18,0,14.13,0.73,1.31,0.68,1.16,12.81,5.75,3.71,7.59,6.46,0.118881119,14.13,0.73,1.31,0.68,1.16,12.81,5.75,3.71,7.59,6.46,11.88811189,40.28,7.59,2.808695652,40.28,7.59,6.46,40.28,7.59,2.808695652,40.28,7.59,6.46,0,0,PM,"LineString (63727 29776, 61838 30564)"
2160-2102,2160,2102,62135,33883,62174,34212,m,80,3800,m,1980,0,0,171,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (62135 33883, 62174 34212)"
2160-2161,2160,2161,62135,33883,62759,33028,m,80,10200,m,1980,0,0,459,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (62135 33883, 62759 33028)"
2160-2164,2160,2164,62135,33883,62043,32815,m,80,10500,m,1980,0,0,472.5,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (62135 33883, 62043 32815)"
2161-2160,2161,2160,62759,33028,62135,33883,m,80,10200,m,1980,0,0,459,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (62759 33028, 62135 33883)"
2161-2162,2161,2162,62759,33028,63472,32338,m,80,9600,m,1980,1.19,0.28,432.28,79.95,23.64,23.64,18,0,8.63,0.04,0.62,0.07,0.17,5.54,0.65,0.75,5.84,1.32,0.055837563,8.63,0.04,0.62,0.07,0.17,5.54,0.65,0.75,5.84,1.32,5.583756345,16.47,5.84,0.573913043,16.47,5.84,1.32,16.47,5.84,0.573913043,16.47,5.84,1.32,0,0,PM,"LineString (62759 33028, 63472 32338)"
2161-2164,2161,2164,62759,33028,62043,32815,m,80,8300,m,1980,4.33,1.91,375.41,79.59,85.68,85.68,18,0,35.9,1.3,1.3,0.84,1.05,12.84,7.46,3.48,16.08,5.42,0.063258637,35.9,1.3,1.3,0.84,1.05,12.84,7.46,3.48,16.08,5.42,6.325863679,64.17,16.08,2.356521739,64.17,16.08,5.42,64.17,16.08,2.356521739,64.17,16.08,5.42,0,0,PM,"LineString (62759 33028, 62043 32815)"
2162-2161,2162,2161,63472,32338,62759,33028,m,80,9600,m,1980,1.91,0.6,432.6,79.89,37.83,37.83,18,0,16.04,0.59,0.55,0.36,0.46,5.56,3.24,1.53,7.23,2.26,0.059740946,16.04,0.59,0.55,0.36,0.46,5.56,3.24,1.53,7.23,2.26,5.974094634,28.33,7.23,0.982608696,28.33,7.23,2.26,28.33,7.23,0.982608696,28.33,7.23,2.26,0,0,PM,"LineString (63472 32338, 62759 33028)"
2162-2163,2162,2163,63472,32338,63619,32533,m,80,4000,m,1980,1.49,0.17,180.17,79.93,29.47,29.47,18,0,11.85,0.1,0.8,0.08,0.23,6.82,0.74,0.9,6.63,1.32,0.044791313,11.85,0.1,0.8,0.08,0.23,6.82,0.74,0.9,6.63,1.32,4.47913132,21.52,6.63,0.573913043,21.52,6.63,1.32,21.52,6.63,0.573913043,21.52,6.63,1.32,0,0,PM,"LineString (63472 32338, 63619 32533)"
2162-2103,2162,2103,63472,32338,61838,30564,m,80,27100,m,1980,0.22,0.05,1219.55,80,4.38,4.38,18,0,2.29,0.06,0.08,0.05,0.07,0.64,0.37,0.2,0.6,0,0,2.29,0.06,0.08,0.05,0.07,0.64,0.37,0.2,0.6,0,0,3.76,0.6,0,3.76,0.6,0,3.76,0.6,0,3.76,0.6,0,0,0,PM,"LineString (63472 32338, 61838 30564)"
2163-2162,2163,2162,63619,32533,63472,32338,m,80,4000,m,1980,2.13,0.3,180.3,79.87,42.2,42.2,18,0,18.33,0.65,0.64,0.41,0.53,6.21,3.62,1.72,7.84,2.26,0.053554502,18.33,0.65,0.64,0.41,0.53,6.21,3.62,1.72,7.84,2.26,5.355450237,32.11,7.84,0.982608696,32.11,7.84,2.26,32.11,7.84,0.982608696,32.11,7.84,2.26,0,0,PM,"LineString (63619 32533, 63472 32338)"
2163-2143,2163,2143,63619,32533,65149,30884,m,80,24000,m,1980,0.17,0.03,1080.03,80,3.28,3.28,18,0,1.83,0,0.06,0.01,0.03,0.5,0.12,0.12,0.62,0,0,1.83,0,0.06,0.01,0.03,0.5,0.12,0.12,0.62,0,0,2.67,0.62,0,2.67,0.62,0,2.67,0.62,0,2.67,0.62,0,0,0,PM,"LineString (63619 32533, 65149 30884)"
2164-2160,2164,2160,62043,32815,62135,33883,m,80,10500,m,1980,0,0,472.5,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (62043 32815, 62135 33883)"
2164-2165,2164,2165,62043,32815,62006,32630,m,80,3300,m,1980,1.73,0.17,148.67,79.91,34.18,34.18,18,0,19.07,0.07,0.93,0.23,0.44,3.62,1.72,0.92,7.17,0,0,19.07,0.07,0.93,0.23,0.44,3.62,1.72,0.92,7.17,0,0,27,7.17,0,27,7.17,0,27,7.17,0,27,7.17,0,0,0,PM,"LineString (62043 32815, 62006 32630)"
2164-2161,2164,2161,62043,32815,62759,33028,m,80,8300,m,1980,2.76,0.93,374.43,79.8,54.58,54.58,18,0,19.84,0.17,1.5,0.15,0.43,12.97,1.43,1.7,12.68,3.72,0.068156834,19.84,0.17,1.5,0.15,0.43,12.97,1.43,1.7,12.68,3.72,6.815683401,38.19,12.68,1.617391304,38.19,12.68,3.72,38.19,12.68,1.617391304,38.19,12.68,3.72,0,0,PM,"LineString (62043 32815, 62759 33028)"
2164-2166,2164,2166,62043,32815,59944,33384,m,80,23300,m,1980,4.41,5.52,1054.02,79.58,87.29,87.29,18,0,36.29,1.41,1.45,0.87,1.04,13.95,7.4,3.39,16,5.49,0.062893802,36.29,1.41,1.45,0.87,1.04,13.95,7.4,3.39,16,5.49,6.289380227,65.8,16,2.386956522,65.8,16,5.49,65.8,16,2.386956522,65.8,16,5.49,0,0,PM,"LineString (62043 32815, 59944 33384)"
2165-2164,2165,2164,62006,32630,62043,32815,m,80,3300,m,1980,1.02,0.07,148.57,79.96,20.1,20.1,18,0,8.35,0.24,0.46,0.11,0.16,4.65,0.88,0.73,4.44,0.07,0.003482587,8.35,0.24,0.46,0.11,0.16,4.65,0.88,0.73,4.44,0.07,0.348258706,15.58,4.44,0.030434783,15.58,4.44,0.07,15.58,4.44,0.030434783,15.58,4.44,0.07,0,0,PM,"LineString (62006 32630, 62043 32815)"
2165-2756,2165,2756,62006,32630,61969,32141,m,80,7800,m,1980,8.26,5.05,356.05,78.86,163.61,163.61,18,0,97.06,0.04,2.57,0.41,1.16,21.94,3.74,4.21,23.83,8.65,0.052869629,97.06,0.04,2.57,0.41,1.16,21.94,3.74,4.21,23.83,8.65,5.2869629,131.13,23.83,3.760869565,131.13,23.83,8.65,131.13,23.83,3.760869565,131.13,23.83,8.65,0,0,PM,"LineString (62006 32630, 61969 32141)"
2165-2757,2165,2757,62006,32630,60755,32232,m,80,12700,m,1980,2.49,1.21,572.71,79.83,49.27,49.27,18,0,9.34,0.08,1.12,0.82,0.69,11.59,7.69,2.4,6.93,8.61,0.17475137,9.34,0.08,1.12,0.82,0.69,11.59,7.69,2.4,6.93,8.61,17.475137,33.73,6.93,3.743478261,33.73,6.93,8.61,33.73,6.93,3.743478261,33.73,6.93,8.61,0,0,PM,"LineString (62006 32630, 60755 32232)"
2166-2102,2166,2102,59944,33384,62174,34212,m,80,26600,m,1980,3.26,3.88,1200.88,79.74,64.47,64.47,18,0,23.54,0.18,1.9,0.19,0.54,16.39,1.71,1.95,13.65,4.43,0.068714131,23.54,0.18,1.9,0.19,0.54,16.39,1.71,1.95,13.65,4.43,6.87141306,46.4,13.65,1.926086957,46.4,13.65,4.43,46.4,13.65,1.926086957,46.4,13.65,4.43,0,0,PM,"LineString (59944 33384, 62174 34212)"
2166-2100,2166,2100,59944,33384,59119,33066,m,80,9200,m,1980,21.53,27.59,441.59,75,426.27,426.27,18,0,157.76,4.24,7.43,4.57,4.75,70.84,40.67,16.32,82.34,37.35,0.087620522,157.76,4.24,7.43,4.57,4.75,70.84,40.67,16.32,82.34,37.35,8.76205222,306.58,82.34,16.23913043,306.58,82.34,37.35,306.58,82.34,16.23913043,306.58,82.34,37.35,0,0,PM,"LineString (59944 33384, 59119 33066)"
2166-2164,2166,2164,59944,33384,62043,32815,m,80,23300,m,1980,3.55,3.9,1052.4,79.7,70.27,70.27,18,0,30.94,0.1,2.12,0.29,0.7,13.04,2.21,1.81,15.33,3.72,0.052938665,30.94,0.1,2.12,0.29,0.7,13.04,2.21,1.81,15.33,3.72,5.293866515,51.21,15.33,1.617391304,51.21,15.33,3.72,51.21,15.33,1.617391304,51.21,15.33,3.72,0,0,PM,"LineString (59944 33384, 62043 32815)"
2167-2757,2167,2757,60226,32052,60755,32232,m,80,6000,m,1980,10.03,5.3,275.3,78.46,198.5,198.5,18,0,107.93,0.1,3.15,0.64,1.38,32.01,6.42,5.92,31.06,9.9,0.049874055,107.93,0.1,3.15,0.64,1.38,32.01,6.42,5.92,31.06,9.9,4.987405542,157.55,31.06,4.304347826,157.55,31.06,9.9,157.55,31.06,4.304347826,157.55,31.06,9.9,0,0,PM,"LineString (60226 32052, 60755 32232)"
2167-2100,2167,2100,60226,32052,59119,33066,m,64,17600,m,1720,1.29,0,990,64,22.12,22.12,31,0,2.41,0,0.5,0.04,0.23,12.18,0.39,0.88,5.1,0.4,0.018083183,2.41,0,0.5,0.04,0.23,12.18,0.39,0.88,5.1,0.4,1.808318264,16.63,5.1,0.173913043,16.63,5.1,0.4,16.63,5.1,0.173913043,16.63,5.1,0.4,0,0,PM,"LineString (60226 32052, 59119 33066)"
2167-2103,2167,2103,60226,32052,61838,30564,m,64,21100,m,1720,2.22,0,1186.88,64,38.21,38.21,31,0,20.89,0,0.2,0.11,0.33,2.21,1.45,1.64,11.13,0.25,0.00654279,20.89,0,0.2,0.11,0.33,2.21,1.45,1.64,11.13,0.25,0.654278985,26.83,11.13,0.108695652,26.83,11.13,0.25,26.83,11.13,0.108695652,26.83,11.13,0.25,0,0,PM,"LineString (60226 32052, 61838 30564)"
2167-2828,2167,2828,60226,32052,59845,32055,m,64,5700,m,1720,4.41,0,320.63,64,75.79,75.79,31,0,14.1,0.08,2.25,1.12,1.15,22.48,10.4,4,11.61,8.61,0.113603378,14.1,0.08,2.25,1.12,1.15,22.48,10.4,4,11.61,8.61,11.36033778,55.58,11.61,3.743478261,55.58,11.61,8.61,55.58,11.61,3.743478261,55.58,11.61,8.61,0,0,PM,"LineString (60226 32052, 59845 32055)"
2168-2105,2168,2105,54578,25876,56318,26600,m,80,19900,m,1980,0,0,895.5,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (54578 25876, 56318 26600)"
2168-2108,2168,2108,54578,25876,52217,27288,m,80,27600,m,1980,0,0,1242,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (54578 25876, 52217 27288)"
2168-2109,2168,2109,54578,25876,55289,27905,m,96,19600,m,1980,32.47,50.04,785.04,89.88,642.9,642.9,17,0,264.31,0.63,14.23,1.59,6.81,118,12.1,17.4,132.8,75.03,0.116705553,264.31,0.63,14.23,1.59,6.81,118,12.1,17.4,132.8,75.03,11.6705553,435.07,132.8,32.62173913,435.07,132.8,75.03,435.07,132.8,32.62173913,435.07,132.8,75.03,0,0,PM,"LineString (54578 25876, 55289 27905)"
2168-2755,2168,2755,54578,25876,55749,25987,m,96,11900,m,4186,0,0,446.25,96,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (54578 25876, 55749 25987)"
2611-2101,2611,2101,57832,30985,58188,31017,m,96,3600,m,1980,52.44,30.46,165.46,78.33,1038.25,1038.25,17,0,550.66,1.25,24.54,3.91,7.07,205.93,35.44,25.44,125.3,58.7,0.056537443,550.66,1.25,24.54,3.91,7.07,205.93,35.44,25.44,125.3,58.7,5.653744281,854.24,125.3,25.52173913,854.24,125.3,58.7,854.24,125.3,25.52173913,854.24,125.3,58.7,0,0,PM,"LineString (57832 30985, 58188 31017)"
2612-2100,2612,2100,58459,31884,59119,33066,m,80,14600,m,1980,10.38,13.62,670.62,78.37,205.52,205.52,18,0,97.84,0.25,5.9,0.55,1.47,50.68,4.86,4.76,35.7,3.51,0.01707863,97.84,0.25,5.9,0.55,1.47,50.68,4.86,4.76,35.7,3.51,1.707862982,166.31,35.7,1.526086957,166.31,35.7,3.51,166.31,35.7,1.526086957,166.31,35.7,3.51,0,0,PM,"LineString (58459 31884, 59119 33066)"
2612-2830,2612,2830,58459,31884,58857,31764,m,64,4400,m,1720,11.2,0.09,247.59,63.98,192.64,192.64,31,0,104.4,0.1,3.15,0.58,1.3,32.01,5.76,5.59,29.61,10.14,0.052637043,104.4,0.1,3.15,0.58,1.3,32.01,5.76,5.59,29.61,10.14,5.263704319,152.89,29.61,4.408695652,152.89,29.61,10.14,152.89,29.61,4.408695652,152.89,29.61,10.14,0,0,PM,"LineString (58459 31884, 58857 31764)"
2612-2693,2612,2693,58459,31884,58299,31531,m,80,4000,m,1980,8.13,2.52,182.52,78.89,160.95,160.95,18,0,57.16,0.33,2.88,1.9,1.55,27.87,17.44,5.68,35.02,11.12,0.069089779,57.16,0.33,2.88,1.9,1.55,27.87,17.44,5.68,35.02,11.12,6.908977943,114.81,35.02,4.834782609,114.81,35.02,11.12,114.81,35.02,4.834782609,114.81,35.02,11.12,0,0,PM,"LineString (58459 31884, 58299 31531)"
2680-2681,2680,2681,56152,29489,55792,28771,m,96,7800,m,1980,22.42,7.89,300.39,93.48,443.84,443.84,17,0,151.59,1.94,12.44,3.8,3.25,99.86,33.56,14.49,72.69,50.23,0.113171413,151.59,1.94,12.44,3.8,3.25,99.86,33.56,14.49,72.69,50.23,11.31714131,320.93,72.69,21.83913043,320.93,72.69,50.23,320.93,72.69,21.83913043,320.93,72.69,50.23,0,0,PM,"LineString (56152 29489, 55792 28771)"
2680-2814,2680,2814,56152,29489,56479,29428,m,64,3500,m,977,30.79,2.76,199.63,63.12,300.79,300.79,34,0,144.79,0,8.12,1.32,2.45,70.76,11.06,7.04,32.95,22.3,0.074138103,144.79,0,8.12,1.32,2.45,70.76,11.06,7.04,32.95,22.3,7.4138103,245.54,32.95,9.695652174,245.54,32.95,22.3,245.54,32.95,9.695652174,245.54,32.95,22.3,0,0,PM,"LineString (56152 29489, 56479 29428)"
2681-2684,2681,2684,55792,28771,55543,28729,m,96,2700,m,1980,21.34,2.41,103.66,93.76,422.52,422.52,17,0,131.66,1.94,12.04,3.65,3.02,99.38,32.68,14.28,71.05,52.83,0.125035501,131.66,1.94,12.04,3.65,3.02,99.38,32.68,14.28,71.05,52.83,12.50355013,298.65,71.05,22.96956522,298.65,71.05,52.83,298.65,71.05,22.96956522,298.65,71.05,52.83,0,0,PM,"LineString (55792 28771, 55543 28729)"
2681-2680,2681,2680,55792,28771,56152,29489,m,96,7800,m,1980,39.95,33.45,325.95,86.15,791.09,791.09,17,0,360.79,0.14,19.76,3.89,8.82,164.91,29.24,20.76,123.98,58.8,0.074327826,360.79,0.14,19.76,3.89,8.82,164.91,29.24,20.76,123.98,58.8,7.432782616,608.31,123.98,25.56521739,608.31,123.98,58.8,608.31,123.98,25.56521739,608.31,123.98,58.8,0,0,PM,"LineString (55792 28771, 56152 29489)"
2681-2685,2681,2685,55792,28771,57278,27414,m,80,22400,m,1980,1.74,1.2,1009.2,79.9,34.52,34.52,18,0,19.93,0,0.41,0.15,0.23,3.2,1.39,0.85,6.03,2.34,0.06778679,19.93,0,0.41,0.15,0.23,3.2,1.39,0.85,6.03,2.34,6.778679027,26.16,6.03,1.017391304,26.16,6.03,2.34,26.16,6.03,1.017391304,26.16,6.03,2.34,0,0,PM,"LineString (55792 28771, 57278 27414)"
2682-2104,2682,2104,56773,30220,58032,29347,m,80,16100,m,1980,15.21,27.68,752.18,77.06,301.11,301.11,18,0,78.95,0,6.75,1.38,2.23,59.78,13.32,9.67,56.28,72.76,0.241639268,78.95,0,6.75,1.38,2.23,59.78,13.32,9.67,56.28,72.76,24.1639268,172.08,56.28,31.63478261,172.08,56.28,72.76,172.08,56.28,31.63478261,172.08,56.28,72.76,0,0,PM,"LineString (56773 30220, 58032 29347)"
2682-2814,2682,2814,56773,30220,56479,29428,m,64,9400,m,977,12.48,0.2,528.95,63.98,121.96,121.96,34,0,22.98,0,4.81,2.01,1.76,41.96,18.33,7.49,13.22,9.4,0.077074451,22.98,0,4.81,2.01,1.76,41.96,18.33,7.49,13.22,9.4,7.707445064,99.34,13.22,4.086956522,99.34,13.22,9.4,99.34,13.22,4.086956522,99.34,13.22,9.4,0,0,PM,"LineString (56773 30220, 56479 29428)"
2684-2681,2684,2681,55543,28729,55792,28771,m,96,2700,m,1980,36.86,9.46,110.71,87.79,729.75,729.75,17,0,314.71,0.14,18.98,3.57,8.04,160.08,27.12,19.28,116.75,61.08,0.083699897,314.71,0.14,18.98,3.57,8.04,160.08,27.12,19.28,116.75,61.08,8.369989723,551.92,116.75,26.55652174,551.92,116.75,61.08,551.92,116.75,26.55652174,551.92,116.75,61.08,0,0,PM,"LineString (55543 28729, 55792 28771)"
2684-2109,2684,2109,55543,28729,55289,27905,m,96,9000,m,1980,35.06,27.84,365.34,88.68,694.21,694.21,17,0,148.89,2.01,12.55,3.92,3.15,177.09,50.86,34.92,177.91,82.91,0.11943072,148.89,2.01,12.55,3.92,3.15,177.09,50.86,34.92,177.91,82.91,11.94307198,433.39,177.91,36.04782609,433.39,177.91,82.91,433.39,177.91,36.04782609,433.39,177.91,82.91,0,0,PM,"LineString (55543 28729, 55289 27905)"
2684-2777,2684,2777,55543,28729,55049,30277,m,48,19000,m,1953,12.71,14.01,1439.01,47.53,248.15,248.15,33,0,40.59,0,2.02,0.16,0.3,32.55,2.67,2.52,114.24,53.1,0.213983478,40.59,0,2.02,0.16,0.3,32.55,2.67,2.52,114.24,53.1,21.39834777,80.81,114.24,23.08695652,80.81,114.24,53.1,80.81,114.24,23.08695652,80.81,114.24,53.1,0,0,PM,"LineString (55543 28729, 55049 30277)"
2685-2104,2685,2104,57278,27414,58032,29347,m,80,22200,m,1980,5.99,8.59,1007.59,79.32,118.58,118.58,18,0,78.69,0,2.07,0.11,0.43,19.03,0.9,1.15,11.48,4.73,0.039888683,78.69,0,2.07,0.11,0.43,19.03,0.9,1.15,11.48,4.73,3.988868275,102.38,11.48,2.056521739,102.38,11.48,4.73,102.38,11.48,2.056521739,102.38,11.48,4.73,0,0,PM,"LineString (57278 27414, 58032 29347)"
2685-2111,2685,2111,57278,27414,58642,28490,m,80,21600,m,1980,0.06,0.01,972.01,80,1.22,1.22,18,0,0.31,0,0.03,0.01,0.01,0.21,0.09,0.04,0.25,0.27,0.221311475,0.31,0,0.03,0.01,0.01,0.21,0.09,0.04,0.25,0.27,22.13114754,0.7,0.25,0.117391304,0.7,0.25,0.27,0.7,0.25,0.117391304,0.7,0.25,0.27,0,0,PM,"LineString (57278 27414, 58642 28490)"
2685-2105,2685,2105,57278,27414,56318,26600,m,80,13600,m,1980,0.9,0.25,612.25,79.97,17.82,17.82,18,0,1.78,0,0.54,0.2,0.15,4.97,1.88,0.65,4.31,3.34,0.187429854,1.78,0,0.54,0.2,0.15,4.97,1.88,0.65,4.31,3.34,18.74298541,10.17,4.31,1.452173913,10.17,4.31,3.34,10.17,4.31,1.452173913,10.17,4.31,3.34,0,0,PM,"LineString (57278 27414, 56318 26600)"
2685-2681,2685,2681,57278,27414,55792,28771,m,80,22400,m,1980,3.76,4.13,1012.13,79.67,74.54,74.54,18,0,46.08,0,0.78,0.33,0.78,7.55,2.64,2.13,11.61,2.65,0.035551382,46.08,0,0.78,0.33,0.78,7.55,2.64,2.13,11.61,2.65,3.555138181,60.29,11.61,1.152173913,60.29,11.61,2.65,60.29,11.61,1.152173913,60.29,11.61,2.65,0,0,PM,"LineString (57278 27414, 55792 28771)"
2685-2754,2685,2754,57278,27414,58528,26481,m,80,19100,m,1980,0,0,859.5,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (57278 27414, 58528 26481)"
2693-2832,2693,2832,58299,31531,58717,31438,m,48,4645,m,977,29.81,22.37,370.74,45.1,291.29,291.29,35,0,97.31,0,12.65,1.26,1.25,122.8,11.78,5.09,28.09,11.07,0.038003364,97.31,0,12.65,1.26,1.25,122.8,11.78,5.09,28.09,11.07,3.800336434,252.14,28.09,4.813043478,252.14,28.09,11.07,252.14,28.09,4.813043478,252.14,28.09,11.07,0,0,PM,"LineString (58299 31531, 58717 31438)"
2693-2749,2693,2749,58299,31531,58225,31415,m,80,2500,m,1980,6.61,1.13,113.63,79.2,130.84,130.84,18,0,52.1,0.33,2.45,1.45,0.92,22.86,12.83,3.51,25.18,9.2,0.070314888,52.1,0.33,2.45,1.45,0.92,22.86,12.83,3.51,25.18,9.2,7.031488841,96.45,25.18,4,96.45,25.18,9.2,96.45,25.18,4,96.45,25.18,9.2,0,0,PM,"LineString (58299 31531, 58225 31415)"
2693-2612,2693,2612,58299,31531,58459,31884,m,80,4000,m,1980,13.71,5.83,185.83,77.49,271.55,271.55,18,0,138.46,0.32,6.6,0.67,1.82,56.99,6.12,6.27,45.94,8.37,0.030823053,138.46,0.32,6.6,0.67,1.82,56.99,6.12,6.27,45.94,8.37,3.082305284,217.25,45.94,3.639130435,217.25,45.94,8.37,217.25,45.94,3.639130435,217.25,45.94,8.37,0,0,PM,"LineString (58299 31531, 58459 31884)"
2749-2101,2749,2101,58225,31415,58188,31017,m,80,3300,m,1980,7.28,1.75,150.25,79.07,144.11,144.11,18,0,62.17,0.33,2.52,1.47,0.99,23.39,12.98,3.82,27.24,9.2,0.063840122,62.17,0.33,2.52,1.47,0.99,23.39,12.98,3.82,27.24,9.2,6.384012213,107.67,27.24,4,107.67,27.24,9.2,107.67,27.24,4,107.67,27.24,9.2,0,0,PM,"LineString (58225 31415, 58188 31017)"
2749-2693,2749,2693,58225,31415,58299,31531,m,80,2500,m,1980,8.82,1.8,114.3,78.74,174.66,174.66,18,0,86.81,0.35,5.19,0.48,1,44.61,4.21,2.96,25.94,3.11,0.017806023,86.81,0.35,5.19,0.48,1,44.61,4.21,2.96,25.94,3.11,1.780602313,145.61,25.94,1.352173913,145.61,25.94,3.11,145.61,25.94,1.352173913,145.61,25.94,3.11,0,0,PM,"LineString (58225 31415, 58299 31531)"
2754-2105,2754,2105,58528,26481,56318,26600,m,96,18500,m,4186,0.31,0,693.75,96,12.94,12.94,14,0,10.45,0,0.51,0.08,0.29,1.02,0.05,0.07,0.49,0,0,10.45,0,0.51,0.08,0.29,1.02,0.05,0.07,0.49,0,0,12.47,0.49,0,12.47,0.49,0,12.47,0.49,0,12.47,0.49,0,0,0,PM,"LineString (58528 26481, 56318 26600)"
2754-2111,2754,2111,58528,26481,58642,28490,m,80,19800,m,1980,9.8,16.84,907.84,78.52,193.95,193.95,18,0,47.19,0.76,3.5,0.88,1.78,37.56,7.52,5.79,39.53,49.45,0.254962619,47.19,0.76,3.5,0.88,1.78,37.56,7.52,5.79,39.53,49.45,25.49626192,104.98,39.53,21.5,104.98,39.53,49.45,104.98,39.53,21.5,104.98,39.53,49.45,0,0,PM,"LineString (58528 26481, 58642 28490)"
2754-2685,2754,2685,58528,26481,57278,27414,m,80,19100,m,1980,0,0,859.5,80,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (58528 26481, 57278 27414)"
2755-2168,2755,2168,55749,25987,54578,25876,m,96,11900,m,4186,0,0,446.25,96,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (55749 25987, 54578 25876)"
