HBW_ib,HBW_ob,HBEmp_ib,HBEmp_ob,HBO_ib,HBO_ob,NHBW,NHBO
923.5717257542395,26174.803791501792,653.1195708128198,2008.0596862646744,3747.354998431425,11353.04791393678,4759.179768561744,3204.1488962904755
