Matrix Object
vehicle_type: HGV
value_type: Person Trips
time_period: AM_peak_hr
purpose: NHBO
level: 2
zone_count: 168
matrix_sum: 596.0
interzonal_sum: 561.9464149755394
intrazonal_sum: 34.053585024460624
Comments:
Created by disaggregate_matrix operation on the following matrix:
[
    Matrix Object
    vehicle_type: HGV
    value_type: Person Trips
    time_period: AM_peak_hr
    purpose: NHBO
    level: 2
    zone_count: 120
    matrix_sum: 596.0
    interzonal_sum: 581.0
    intrazonal_sum: 15.0
    Comments:
    Created by copy operation on the following matrix:
    [
        Matrix Object
        vehicle_type: HGV
        value_type: Person Trips
        time_period: AM_peak_hr
        purpose: NHBO
        level: 2
        zone_count: 120
        matrix_sum: 596.0
        interzonal_sum: 581.0
        intrazonal_sum: 15.0
        Comments:
        Created by operation <built-in function mul> (reverse: False) on
        [
            Matrix Object
            vehicle_type: HGV
            value_type: Person Trips
            time_period: AM_peak_hr
            purpose: NHBO
            level: 2
            zone_count: 120
            matrix_sum: 596.0
            interzonal_sum: 581.0
            intrazonal_sum: 15.0
            Comments:
            Imported matrix from C:\Users\UKTMB001\Documents\Python Scripts\MND\20200220 - Deliverable 1 Matrices\D1_Weekday_NHBO_HGV.csv
            MND Raw Data
            
        ]
        <built-in function mul>
        [
            1.0
        ]
        
    ]
    
]
reference,index,mnd_zone,x_coord,y_coord,area_ref,sector,msoa,district,Urban city and town,Rural village,Rural hamlets and isolated dwellings,Rural town and fringe,Rural village in a sparse setting,Rural hamlets and isolated dwellings in a sparse setting,Rural town and fringe in a sparse setting,urbanrural,cordon_inner,cordon_outer,Internal,o_total,d_total,intrazonal
501,0,1059,561750,319643,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,1,0,0,0,0,0,0,urban,inside,inside,True,0.45330071602299693,0.4249694212715597,0.0008026622622928192
502,1,1059,561690,320428,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,2,0,0,0,0,0,0,urban,inside,inside,True,0.8585837590592242,0.804922274118023,0.002879554966094798
504,2,1059,562039,320210,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,1,0,0,0,0,0,0,urban,inside,inside,True,0.9272053054857752,0.8692549738929142,0.0033582409317225387
505,3,1059,561794,320290,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,0,0,0,0,0,0,0,rural,inside,inside,True,2.2098783534677886,2.071760956376052,0.01907641537939651
506,4,1059,562225,320448,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,1,0,0,0,0,0,0,urban,inside,inside,True,0.5658081020448267,0.5304450956670251,0.001250542220076442
509,5,1059,562487,320281,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,1,0,0,0,0,0,0,urban,inside,inside,True,0.1572765184063022,0.14744673600590832,9.66246220390934e-05
511,6,1059,562300,319813,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,0,0,0,0,0,0,0,rural,inside,inside,True,0.4557864269252708,0.4272997752424414,0.0008114893240988487
512,7,1059,562463,319621,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,4,0,0,0,0,0,0,urban,inside,inside,True,0.5896297274406989,0.5107787720463683,0.0003154658782709258
513,8,1057,562448,319249,E02005559,5,King's Lynn and West Norfolk 009,Broadland ,1,0,0,0,0,0,0,urban,inside,inside,True,0.10272613654640056,0.08218090923712044,0.0
514,9,1059,562067,319405,E02005561,5,King's Lynn and West Norfolk 011,Broadland ,4,0,0,0,0,0,0,urban,inside,inside,True,0.2606303608200722,0.2443409632688177,0.00026534447258281656
