HBW_ib,HBW_ob,HBEmp_ib,HBEmp_ob,HBO_ib,HBO_ob,NHBW,NHBO
26359.816866421865,1376.5008758668305,1195.8833306895713,709.9421545906432,11328.503881116976,7093.6064831827,5072.180951212704,3595.118408506077
