HBW_ib,HBW_ob,HBEmp_ib,HBEmp_ob,HBO_ib,HBO_ob,NHBW,NHBO
5071.609184687709,2630.125679741606,493.721892849333,455.0390724944645,10242.232149578638,9496.775842551866,4586.411447092498,6847.632355006126
