 2071 2149         1  882  931  1.6  746  798  1.9  123  121  0.2   13   12  0.3
 2823 2712         2  713  704  0.4  574  510  2.8   94  108  1.4   45   85    5
 2712 2823         2  695  694    0  557  508  2.1   92  103  1.1   47   83  4.5
 7503 1322         1  131  304 11.7  110  255 10.7   18   40  4.1    3    9  2.5
 1322 7503         1  137  250  8.1  115  206  7.2   19   37  3.3    3    8  2.1
 1345 1344         1  180   81  8.6  152   80  6.7   25    1  6.7    2    0    2
 1344 1345         1  166   52 10.9  141   51  9.2   23    1  6.5    2    0  1.8
 2896 1340         1  721  736  0.5  573  543  1.3   94  106  1.1   53   87    4
 1340 2896         1  733  822  3.2  577  581  0.1   95  133  3.6   61  108  5.1
 1339 1338         1  677  722  1.7  506  557  2.2  107  128    2   64   37  3.9
 1338 1339         1  618  729  4.3  450  533  3.7  101  144  3.9   67   53  1.9
 2204 2600         1  138  140  0.2  118  121  0.3   19   19  0.1    1    0  0.3
 2600 2204         1  136  136    0  116  116    0   19   19    0    1    1  0.1
 7046 7045         2  617  600  0.7  514  503  0.5   85   64  2.4   18   33  2.9
 7045 7046         2  562  566  0.2  468  472  0.2   77   62  1.8   18   33    3
 1102 1083         1  257  437  9.7  219  378  9.2   36   59  3.4    2    0  1.9
 1083 1102         1  307  212  5.9  263  202    4   43    9  6.6    1    0  1.6
 5001 1030         1  159  152  0.5  136  131  0.4   22   21  0.3    1    1  0.2
 1030 5001         1  226  228  0.1  194  194    0   32   32  0.1    1    2  0.8
 2726 2604         2   23   47    4   20   41  3.8    3    6  1.4    0    0  0.1
 2604 2726         2   25   50  4.1   21   42  3.9    3    7  1.6    0    0  0.2
 1211 2067         1   31   44  2.2   26   28  0.4    4    8  1.5    0    8  3.7
 2067 1211         1   38   36  0.3   32   25  1.4    5    3  1.1    0    8  3.8
 1040 1045         1 1019 1019    0  861  865  0.1  142  139  0.2   16   15    0
 2044 7041         1   27    2  6.6   23    2    6    4    0  2.7    0    0  0.5
 7041 2044         1   27    3  6.2   23    3  5.7    4    0  2.3    0    0  0.3
 2034 2601         1   92   91  0.1   79   80  0.1   13   11  0.5    0    0  0.8
 2601 2034         1   84   82  0.3   72   72    0   12   10  0.6    0    0  0.9
 2602 2603         1   56   73  2.1   47   70    3    8    2  2.3    1    0  0.7
 2603 2602         1   52   61  1.2   44   58  1.9    7    3  1.8    1    0  0.6
 2654 2760         1  496  501  0.2  398  403  0.2   65   64  0.1   33   34  0.3
 2760 2654         1  496  498  0.1  395  391  0.2   65   64  0.1   37   42  0.9
 2658 2657         2   20    5  4.3   16    4  3.6    3    0  2.1    1    0  1.5
 2657 2658         2   19    4  4.6   16    3  3.9    3    0  2.2    1    0  1.3
 1337 2703         2   25   12    3   21   10  2.8    3    2  1.1    0    0  0.1
 2703 1337         2   26   11  3.6   22   10  3.1    4    1  1.9    0    0  0.1
 1328 2723         1   39   39  0.1   34   32  0.2    6    6  0.2    0    0  0.1
 2723 1328         1   34   34  0.1   29   29    0    5    4  0.2    0    0  0.2
 2604 2853         1   57   56  0.2   49   47  0.2    8    8    0    0    0    0
 2853 2604         1   56   56  0.1   48   47  0.1    8    8  0.1    1    0  0.3
 2073 1075         2   76   41  4.5   66   39  3.8    9    2  2.9    1    0  0.8
 1075 2073         2   72   37  4.8   63   36  3.9    8    0  3.8    0    0  0.4
 1098 1075         2  347  462  5.8  297  402  5.6   47   61  1.8    2    0  2.2
 1075 1098         2  404  236  9.4  349  228  7.1   51    7  8.1    4    0  2.7
 1113 7020         2  963 1008  1.4  822  862  1.3  124  130  0.4   16   16  0.2
 7018 1113         2  934 1022  2.8  790  871  2.8  128  135  0.6   15   15  0.1
 1114 7022         2  428  414  0.7  367  355  0.6   56   53  0.3    5    5    0
 7021 1114         2  368  346  1.2  317  297  1.1   48   45  0.3    3    3  0.3
 1115 7024         2  898  766  4.6  758  652    4  126  103  2.1   14   11  0.8
 7023 7030         2  924  941  0.5  788  810  0.8  124  120  0.4   13   12  0.5
 1116 7026         2  372  217    9  304  187  7.5   60   22  5.8    8    8  0.2
 7025 7028         2  386  327  3.1  312  254  3.4   64   63  0.1   10   10    0
 1112 7018         2  403  479  3.6  347  417  3.6   52   61  1.1    3    0  2.4
 7017 1112         2  451  247 10.9  392  241  8.5   55    6  8.9    4    0  2.7
 1071 1072         1  922  964  1.4  792  823  1.1  115  125  0.9   15   16  0.2
 1072 1071         1  902  919  0.6  762  778  0.5  126  127  0.1   14   14    0
 7049 1072         1  885  886  0.1  745  747  0.1  125  126  0.1   15   14  0.2
 1072 7049         1  924  943  0.6  795  805  0.4  114  122  0.7   15   16  0.1
 1028 1072         1   68   58  1.2   60   53  0.9    7    4  1.2    0    0  0.1
 1072 1028         1   48   46  0.3   41   40  0.1    6    5  0.3    1    1  0.4
 2008 1067         1  763  772  0.3  654  658  0.1   94   99  0.5   15   15    0
 1067 2008         1  765  766    0  643  644    0  107  108  0.1   15   14  0.2
 4001 1067         1  943  946  0.1  798  799    0  130  131  0.1   15   15  0.1
 1067 4001         1  970  990  0.7  832  846  0.4  122  129  0.6   15   16  0.3
 1135 1067         1  310  323  0.7  270  282  0.7   38   40  0.4    2    2    0
 1067 1135         1  281  284  0.1  247  249  0.1   33   34  0.1    1    1    0
 7031 1124         1  292  284  0.5  255  250  0.4   35   33  0.4    1    1  0.1
 1124 7031         1  262  269  0.4  231  238  0.4   29   29  0.1    1    1    0
 1127 2122         1  239  239    0  209  208    0   30   30    0    1    1  0.1
 1058 1064         1  754  728  0.9  645  619    1   94   95  0.1   15   14  0.3
 1064 1058         1  818  845  0.9  686  710  0.9  116  120  0.3   16   15  0.2
 2008 1064         1  770  773  0.1  643  646  0.1  111  112  0.1   15   14  0.2
 1064 2008         1  754  728  0.9  645  620    1   94   95  0.1   15   14  0.3
 1063 1064         1   70   72  0.3   61   63  0.3    8    8  0.1    0    0  0.1
 1064 1063         1   22    0  6.6   19    0  6.1    3    0  2.4    0    0  0.8
 1061 1062         1  108   72  3.8   91   63  3.1   16    8  2.3    1    0  0.3
 1124 1061         1   27   29  0.4   24   26  0.4    3    3  0.1    0    0  0.3
 1061 1124         1  219  237  1.2  191  209  1.2   26   27  0.2    1    1    0
 2795 1061         1  300  280  1.1  259  247  0.8   39   32  1.2    2    2  0.2
 1029 1011         2  604  601  0.1  510  493  0.8   86   88  0.3    8   20  3.1
 1011 1029         2  605  575  1.2  520  476    2   76   81  0.6   10   18  2.2
 1139 1011         2  124   99  2.4  106   92  1.5   15    7  2.5    3    0  2.3
 1011 1139         2  136  110  2.4  115  105    1   18    4    4    3    0  2.4
 1014 1011         2  643  581  2.5  554  483  3.1   80   80    0   10   18  2.2
 1011 1014         2  631  595  1.4  536  486  2.2   87   89  0.2    8   20  3.2
 7038 4008         1  396  395    0  359  359    0   34   33  0.1    3    3  0.1
 4008 7038         1  466  480  0.6  418  431  0.6   44   45  0.2    4    4  0.1
 1040 4008         1  466  480  0.6  418  431  0.6   44   45  0.3    4    4  0.1
 4008 1040         1  397  395  0.1  360  359    0   33   33  0.1    3    3  0.1
 1120 1015         2  269  330  3.5  239  294  3.4   28   35  1.3    2    0  1.8
 1015 1120         2  281  332  2.9  250  293  2.6   28   39  1.9    2    0  2.1
 4012 1016         2  706  777  2.6  640  710  2.7   62   67  0.7    5    0  3.1
 1016 4012         2  702  795  3.4  633  725  3.5   64   71  0.8    5    0  3.1
 7044 1016         2  406  391  0.8  359  336  1.2   43   53  1.4    4    2  1.4
 1016 7044         2  454  449  0.2  398  390  0.4   52   57  0.6    4    3    1
 1015 1016         2  559  685    5  502  610  4.6   54   73  2.3    4    3  0.6
 1016 1015         2  515  608  3.9  469  541  3.2   42   65  3.2    4    2    1
 1019 1018         1  789  782  0.2  717  716    0   67   66  0.1    5    0  3.2
 1018 1019         1  818  820    0  742  746  0.2   72   74  0.2    5    0  3.1
 1020 1018         1  315  312  0.1  284  284    0   28   28  0.1    2    0  2.1
 1018 1020         1  298  297    0  272  273  0.1   24   24    0    2    0  2.1
 2147 1018         1  800  795  0.2  725  725    0   69   70  0.1    5    0    3
 1018 2147         1  787  773  0.5  714  706  0.3   68   67  0.2    5    0  3.2
 2031 1019         1  492  496  0.2  437  442  0.2   51   51    0    5    3  0.6
 1019 2031         1  555  593  1.6  496  529  1.4   55   61  0.8    4    4  0.1
 7042 1019         1  565  573  0.3  511  519  0.4   50   49    0    4    4  0.1
 1019 7042         1  532  513  0.9  478  463  0.7   51   47  0.6    4    3  0.1
 1073 2002         1  443  441  0.1  382  380  0.1   56   56  0.1    5    5  0.2
 2002 1073         1  399  386  0.6  345  332  0.7   51   51  0.1    3    3  0.1
 1114 2002         1  358  346  0.6  309  297  0.6   46   45  0.1    3    3    0
 2002 1114         1  416  414  0.1  357  355  0.1   54   53    0    5    5  0.1
 2001 2002         1   96   90  0.7   86   79  0.7   10   10    0    1    1    0
 2002 2001         1   82   77  0.6   73   69  0.5    8    7  0.3    0    0  0.1
 1219 1237         1  402  340  3.2  302  262  2.4   71   50  2.8   28   28  0.1
 1236 1219         1  347  400  2.7  257  312  3.2   61   62  0.1   28   26  0.4
 1233 1232         1 1558 1606  1.2 1113 1156  1.3  265  269  0.2  180  181  0.1
 1220 1233         1 1487 1443  1.2 1087 1083  0.1  241  212  1.9  159  147    1
 1221 1231         1  772  793  0.8  567  626  2.4  126  130  0.4   78   37  5.4
 1234 1221         1  776  790  0.5  567  590    1  129  147  1.5   80   53  3.3
 1230 1218         1  656  713  2.2  474  521  2.1  100  105  0.5   82   87  0.5
 1235 1230         1  777  820  1.5  544  579  1.5  131  133  0.2  101  108  0.7
 3016 3011         1  407  459  2.5  331  357  1.4   65   92  3.1   11   11    0
 3011 3016         1  384  331  2.8  309  286  1.3   66   37    4    9    8  0.2
 3001 3005         1  138  100  3.5   87   87    0   34   11  4.9   17    2  4.9
 3004 3001         1  134   78  5.4   87   71  1.9   32    5  6.4   14    2  4.2
 1010 7014         1  906  959  1.7  694  765  2.6  136  128  0.7   76   66  1.1
 7014 1010         1 1004  949  1.8  815  779  1.3  121  111  0.9   68   59  1.2
 1204 1110         1  303  305  0.1  250  254  0.2   43   43  0.1   10    8  0.5
 1110 1204         1  290  343    3  238  295  3.5   41   40  0.2   11    9  0.6
 7016 1111         1 1330 1352  0.6 1096 1123  0.8  157  159  0.1   77   70  0.8
 1111 7016         1 1253 1346  2.6 1000 1092  2.8  171  172  0.1   82   82    0
 1107 7012         1  662  697  1.4  591  619  1.1   66   64  0.1    5   14  2.8
 7012 1107         1  654  674  0.8  579  596  0.7   70   70  0.1    6    8  0.7
 7037 1002         1  574  566  0.3  474  472  0.1   61   62  0.1   39   33  1.1
 1002 7037         1  626  600  1.1  521  503  0.8   66   64  0.3   39   33  0.9
 4007 1002         1  262  262    0  210  210    0   38   38  0.1   14   14    0
 1002 4007         1  267  266  0.1  214  213    0   36   36    0   17   17    0
 7036 1002         1  534  512    1  453  435  0.9   52   50  0.4   28   28  0.2
 1002 7036         1  476  474  0.1  401  400  0.1   49   50    0   26   24  0.4
 1201 1005         1  293  330  2.1  260  266  0.4   31   46  2.5    3   19  4.8
 1005 1201         1  259  369  6.2  231  312    5   26   35  1.7    3   21  5.4
 7005 1005         1  655  644  0.4  543  535  0.3   70   70  0.1   42   39  0.5
 1005 7005         1  689  676  0.5  567  562  0.2   81   83  0.3   42   31  1.8
 2014 1005         1  348  382  1.8  308  326    1   37   56  2.8    2    1  1.4
 1005 2014         1  350  362  0.6  310  307  0.2   36   53  2.5    4    2  1.1
 2789 1005         1  524  486  1.7  422  411  0.6   62   49  1.7   39   26  2.3
 1005 2789         1  522  421  4.6  426  345  4.1   57   47  1.4   39   29  1.6
 1202 1215         1  608  596  0.5  513  502  0.5   77   76    0   18   18    0
 1215 1202         1  694  701  0.3  613  619  0.2   70   71  0.2   11   11  0.1
 1203 1216         1  490  526  1.6  391  422  1.5   66   67  0.1   33   38  0.8
 1216 1203         1  502  483  0.8  406  380  1.3   62   75  1.5   33   28  0.9
 1006 1214         1  574  617  1.8  468  497  1.3   66   82  1.8   40   38  0.2
 1214 1006         1  579  545  1.5  470  435  1.7   69   63  0.8   40   47  1.1
 7010 1094         1  937  782  5.3  800  659  5.2  118  111  0.7   18   13  1.4
 1094 7010         1  706  610  3.7  581  498  3.6  108   96  1.2   17   17    0
 7009 1094         1  543  392    7  440  318  6.3   87   57  3.5   16   17  0.1
 1094 7009         1  481  251   12  396  195 11.7   70   41  3.9   15   15    0
 1026 1094         1  436  231 11.2  392  190 11.8   40   36  0.5    4    5  0.2
 1094 1026         1  663  445  9.3  603  383  9.9   56   56  0.1    4    6  0.6
 2024 2022         1  317  259  3.4  307  249  3.5    9    9  0.1    1    1  0.3
 2022 2024         1  286  281  0.3  269  264  0.3   16   16  0.1    1    1  0.1
 7013 2022         1  584  601  0.7  521  536  0.7   58   58  0.1    6    7  0.3
 2022 7013         1  584  612  1.2  526  550    1   53   52  0.2    4   11  2.2
 2200 2022         1  425  353  3.7  369  300  3.8   51   43  1.3    4   10    2
 2022 2200         1  456  320  6.9  402  272  7.1   49   42    1    5    5    0
 2506 2709         1  804  831    1  604  625  0.9  114  120  0.5   86   86    0
 2709 2506         1  791  805  0.5  587  597  0.4  114  115  0.1   89   93  0.4
 1328 2878         1  738  738    0  542  541  0.1  107  106  0.1   89   91  0.2
 2878 1328         1  737  751  0.5  548  558  0.5  104  107  0.4   86   85    0
 2725 2709         1   63   69  0.7   52   57  0.6   10   10  0.1    0    1  0.9
 2709 2725         1   78   82  0.4   64   68  0.5   13   13    0    1    1  0.1
 1328 2877         1  737  727  0.3  550  539  0.5  102  104  0.1   85   85  0.1
 2877 1328         1  735  719  0.6  540  524  0.7  105  104  0.1   90   91  0.1
 2810 2507         1    5    7  0.9    4    6    1    1    1    0    0    0  0.2
 2507 2810         1    9    9    0    8    8    0    1    1    0    0    0  0.4
 2710 2507         1  698  708  0.4  508  515  0.3  101  102  0.1   89   91  0.2
 2507 2710         1  706  725  0.7  520  536  0.7  101  103  0.2   84   85  0.1
 2784 2728         1   51   16  6.2   44   14  5.6    7    1  2.7    1    0  0.5
 2728 2784         1   42    6  7.2   37    5  6.9    4    1  2.2    0    0  0.7
 2710 2733         1  706  725  0.7  522  536  0.6   98  103  0.5   85   85    0
 2733 2710         1  694  708  0.5  504  515  0.5  101  102  0.1   89   91  0.2
 2711 2733         1  697  703  0.2  506  508  0.1  102  105  0.3   89   90  0.1
 2733 2711         1  702  712  0.4  520  524  0.2   97  103  0.5   85   85    0
 2731 2733         1   46   42  0.5   39   37  0.3    6    4  0.8    1    1  0.2
 2733 2731         1   52   50  0.3   43   41  0.3    8    8  0.1    1    1  0.2
 7052 7001         1  387  336  2.6  342  305  2.1   38   25  2.3    6    6    0
 7001 7052         1  388  402  0.7  336  344  0.4   44   49  0.8    8    9  0.1
 7110 7001         1 1004 1015  0.3  800  818  0.6  130  134  0.3   74   64  1.3
 7001 7110         1  916  944  0.9  705  748  1.6  134  123    1   77   74  0.4
 1094 1087         1 1054 1060  0.2  880  885  0.2  145  146  0.1   30   29  0.1
 7500 1094         1  970  963  0.2  796  795  0.1  131  136  0.4   43   33  1.6
 7006 1088         1  906  944  1.3  723  748  0.9  119  123  0.3   64   74  1.2
 7501 7006         1  988 1015  0.9  795  818  0.8  131  134  0.3   62   64  0.2
 1224 2820         1  508  519  0.5  395  400  0.2   65   70  0.6   48   49  0.1
 1089 1224         1  876  908  1.1  718  742  0.9  118  119    0   39   47  1.2
 2819 1090         1  785  815  1.1  607  605  0.1  100  117  1.6   78   93  1.7
 7007 2819         1  816  847  1.1  652  639  0.5  107  123  1.5   57   86  3.3
 5015 1119         1  252  252    0  195  196    0   32   32  0.1   25   25  0.1
 1119 5015         1  244  230  0.9  186  185    0   31   31  0.1   28   14  3.1
 1086 1117         1  844  834  0.4  686  675  0.4  113  113    0   46   46  0.1
 1118 1086         1  456  461  0.3  341  330  0.6   56   59  0.4   59   72  1.6
 2885 1224         1  652  627    1  519  496    1   85   83  0.2   48   48    0
 1224 2885         1  670  684  0.5  545  560  0.6   90   85  0.4   35   39  0.6
 2665 1333         1  398  355  2.2  329  273  3.2   54   54    0   15   28  2.7
 1333 2665         1  401  351  2.6  329  278  2.9   54   50  0.6   18   24  1.2
 2611 2763         1  567  381  8.5  453  282  8.9   74   61  1.6   40   37  0.5
 2763 2611         1  562  393  7.7  455  297  8.2   75   64  1.3   32   32    0
 2704 2699         1   76   76    0   61   62  0.1   10   11  0.3    5    4  0.8
 2699 2704         1   87   88  0.1   70   71  0.2   11   11  0.1    6    6    0
 2761 2655         1  592  571  0.9  450  460  0.5   74   73  0.1   68   38  4.1
 2655 2761         1  579  549  1.3  430  430    0   71   71  0.1   78   48  3.8
 2610 2656         1   14   31  3.6   11   24    3    2    6  2.2    1    1    0
 2656 2610         1    9    1  3.3    7    0  3.8    1    0  1.5    1    1  0.9
 2882 2808         2   58   55  0.3   45   48  0.4    7    5  0.8    5    2  1.6
 2808 2882         2   61   56  0.7   48   49  0.1    8    6  0.8    5    1  2.2
 2706 2701         2   36   34  0.3   28   29  0.1    5    4    0    4    1  1.6
 2701 2706         2   41   38  0.5   32   31  0.2    5    4  0.4    3    2  0.8
 2850 2700         1   44   34  1.5   36   29  1.2    6    4  0.8    2    1  0.7
 2700 2850         1   41   18  4.2   34   15    4    6    2  1.6    1    1    0
 1332 1330         1  379  391  0.6  294  299  0.3   59   62  0.5   26   30  0.8
 1330 1332         1  380  391  0.6  302  307  0.3   54   58  0.4   24   26  0.5
 1331 2759         1  250  270  1.3  170  172  0.2   28   42  2.4   52   55  0.5
 2759 1331         1  244  284  2.4  165  185  1.5   27   45    3   52   54  0.3
 2895 2670         1   45   44  0.2   35   40  0.8    6    4  0.9    5    1  2.5
 2670 2895         1   49   59  1.4   38   50  1.8    6    7  0.3    5    2  1.7
 2671 2669         1  108  103  0.5   87   93  0.6   14    8  1.8    7    2  2.3
 2669 2671         1  104   93  1.1   83   85  0.3   14    6  2.5    7    1  2.8
 2741 2661         1   92  319 15.8   75  280 15.4   12   30  3.8    5    9  1.5
 2661 2741         1   74  282 15.6   60  259 15.7   10   21  2.9    4    2  0.9
 2658 1330         1  266  267  0.1  169  169    0   44   44    0   54   54    0
 1330 2658         1  250  252  0.1  155  156    0   40   41  0.2   55   55    0
 2686 1330         1   56   45  1.6   47   41  0.8    8    2  2.6    1    1  0.1
 1330 2686         1   58   51    1   47   45  0.3   10    4  2.2    2    2    0
 3001 1086         1 1247 1341  2.6 1013 1022  0.3  167  186  1.4   67  132  6.6
 1086 3001         1 1274 1300  0.7  952  955  0.1  157  178  1.6  165  166  0.1
