Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
1325-2760,1325,2760,56922,31630,56883,31623,1,96,570,0,1730,32.18,0,21.38,96,556.74,556.74,0,4,13.95,46.63,5.34,7.54,24.07,101.13,141.42,51.32,64.5,96.83,0.173923196,13.95,46.63,5.34,7.54,24.07,101.13,141.42,51.33,64.51,96.83,17.39231957,391.4,64.5,42.1,391.4,64.5,96.83,391.41,64.51,42.1,391.41,64.51,96.83,2,4,IP,"LineString (56922 31630, 56883 31623)"
2654-2760,2654,2760,56843,31609,56883,31623,1,96,330,0,1730,31.78,0,12.38,96,549.83,549.99,0,4,63.7,11.81,9.89,6,28.36,151.67,84.01,47.37,64.3,78.72,0.143171526,63.71,11.81,9.89,6,28.37,151.71,84.04,47.38,64.32,78.74,14.31662394,402.81,64.3,34.22608696,402.81,64.3,78.72,402.91,64.32,34.23478261,402.91,64.32,78.74,2,4,IP,"LineString (56843 31609, 56883 31623)"
2655-2761,2655,2761,56624,31595,56572,31607,1,64,500,0,1720,35.86,0.89,29.02,62.04,616.77,616.78,31,6,14.53,50.31,5.5,8.63,26.15,105.96,162.83,55.79,71.29,109.77,0.177975582,14.53,50.31,5.5,8.63,26.15,105.96,162.83,55.79,71.29,109.77,17.79726969,429.7,71.29,47.72608696,429.7,71.29,109.77,429.7,71.29,47.72608696,429.7,71.29,109.77,3,6,IP,"LineString (56624 31595, 56572 31607)"
2650-2761,2650,2761,56471,31650,56572,31607,1,96,1198,0,1730,36.2,2.87,47.79,90.24,626.32,626.52,17,6,71.24,12.78,11.18,6.59,31.64,177.23,94.57,54.32,72.68,88.09,0.140646954,71.27,12.78,11.18,6.6,31.65,177.28,94.6,54.33,72.7,88.12,14.06499393,459.55,72.68,38.3,459.55,72.68,88.09,459.69,72.7,38.31304348,459.69,72.7,88.12,3,6,IP,"LineString (56471 31650, 56572 31607)"
2610-2762,2610,2762,57008,31612,57114,31538,1,96,1600,0,1730,29.89,2.37,62.37,92.35,517.09,517.24,17,4,63.39,11.81,9.86,6,28.35,130.49,81.67,46.62,57.93,76.98,0.14887157,63.4,11.81,9.87,6,28.36,130.53,81.7,46.63,57.94,77,14.88670636,378.19,57.93,33.46956522,378.19,57.93,76.98,378.3,57.94,33.47826087,378.3,57.94,77,2,4,IP,"LineString (57008 31612, 57114 31538)"
2802-2762,2802,2762,57386,31427,57114,31538,1,96,2700,0,1730,31.95,4.72,105.97,91.72,552.67,552.67,17,4,13.95,46.48,5.33,7.52,24.06,101.08,141.05,51.31,64.46,93.42,0.169033962,13.95,46.49,5.33,7.52,24.06,101.08,141.05,51.31,64.46,93.42,16.90339624,390.78,64.46,40.6173913,390.78,64.46,93.42,390.79,64.46,40.6173913,390.79,64.46,93.42,2,4,IP,"LineString (57386 31427, 57114 31538)"
2611-2763,2611,2763,57832,30985,57611,31194,1,96,3000,0,1730,24.84,2.8,115.3,93.67,429.68,429.68,17,0,13.87,39.91,4.22,4.86,14.33,79.94,95.92,29.34,61.34,85.94,0.200009309,13.87,39.91,4.22,4.86,14.33,79.94,95.92,29.34,61.34,85.94,20.00093093,282.39,61.34,37.36521739,282.39,61.34,85.94,282.39,61.34,37.36521739,282.39,61.34,85.94,0,0,IP,"LineString (57832 30985, 57611 31194)"
2750-2763,2750,2763,57581,31306,57611,31194,1,96,1200,0,1730,25.12,1.15,46.15,93.61,434.56,434.7,17,0,55.29,7,6.35,3.79,13.81,115.62,67.01,28.19,63.98,73.52,0.169182622,55.3,7,6.36,3.79,13.82,115.66,67.03,28.2,64.01,73.54,16.91741431,297.06,63.98,31.96521739,297.06,63.98,73.52,297.16,64.01,31.97391304,297.16,64.01,73.54,0,0,IP,"LineString (57581 31306, 57611 31194)"
2765-2764,2765,2764,56135,31107,56176,31119,1,48,450,0,977,20.35,3.25,37,43.79,198.86,198.86,35,0,15.78,17.82,1.72,4.93,4.83,25.35,94.73,11.61,13.98,8.1,0.040732173,15.78,17.82,1.72,4.93,4.83,25.35,94.74,11.61,13.98,8.1,4.073217339,176.77,13.98,3.52173913,176.77,13.98,8.1,176.78,13.98,3.52173913,176.78,13.98,8.1,0,0,IP,"LineString (56135 31107, 56176 31119)"
2850-2764,2850,2764,56165,31127,56176,31119,1,48,130,0.01,537.6,3.69,6.93,16.68,28.06,19.85,19.85,0,0,2.09,0.34,0.45,0.09,0.5,8.25,1.73,1.14,2.38,2.86,0.144080605,2.09,0.34,0.45,0.09,0.5,8.25,1.73,1.14,2.38,2.86,14.40806045,14.59,2.38,1.243478261,14.59,2.38,2.86,14.59,2.38,1.243478261,14.59,2.38,2.86,0,0,IP,"LineString (56165 31127, 56176 31119)"
1336-2764,1336,2764,56189,31112,56176,31119,1,48,150,0,1730,9.78,1.15,12.4,43.54,169.28,169.31,0,0,25.43,10.6,5.22,1.15,3.9,73.78,22.26,9.37,10.57,7.01,0.041410681,25.43,10.6,5.22,1.15,3.9,73.79,22.26,9.37,10.57,7.01,4.140334298,151.71,10.57,3.047826087,151.71,10.57,7.01,151.72,10.57,3.047826087,151.72,10.57,7.01,0,0,IP,"LineString (56189 31112, 56176 31119)"
2677-2765,2677,2765,55972,31129,56135,31107,1,64,1700,0,977,10.19,2.72,98.35,62.23,99.54,99.55,34,0,11.76,5.9,1.3,1.7,2.83,23.07,33.37,6.16,9.25,4.2,0.042194093,11.76,5.9,1.3,1.7,2.83,23.07,33.37,6.16,9.25,4.2,4.218985434,86.09,9.25,1.826086957,86.09,9.25,4.2,86.09,9.25,1.826086957,86.09,9.25,4.2,0,0,IP,"LineString (55972 31129, 56135 31107)"
2764-2765,2764,2765,56176,31119,56135,31107,1,48,450,0,977,19.32,3.12,36.87,43.94,188.8,188.83,35,0,27.52,10.94,5.67,1.25,4.41,82.03,23.99,10.51,12.95,9.55,0.050582627,27.52,10.94,5.67,1.25,4.41,82.04,23.99,10.52,12.95,9.55,5.05745909,166.32,12.95,4.152173913,166.32,12.95,9.55,166.34,12.95,4.152173913,166.34,12.95,9.55,0,0,IP,"LineString (56176 31119, 56135 31107)"
2766-2765,2766,2765,56137,31083,56135,31107,1,48,280,0.02,589.2,23.02,7.14,28.14,35.82,135.64,135.64,0,0,6.47,14.28,1.09,3.87,2.88,13.24,72.11,7.26,8.09,6.35,0.046815099,6.47,14.28,1.09,3.87,2.88,13.24,72.11,7.26,8.09,6.35,4.681509879,121.2,8.09,2.760869565,121.2,8.09,6.35,121.2,8.09,2.760869565,121.2,8.09,6.35,0,0,IP,"LineString (56137 31083, 56135 31107)"
2765-2766,2765,2766,56135,31107,56137,31083,1,48,280,0,1250,10.69,0,21,48,133.66,133.68,0,0,20.57,5.1,4.76,0.73,2.93,61.97,13.41,7.03,9.16,8.01,0.059928176,20.58,5.1,4.76,0.73,2.93,61.97,13.41,7.03,9.16,8.01,5.991921005,116.5,9.16,3.482608696,116.5,9.16,8.01,116.51,9.16,3.482608696,116.51,9.16,8.01,0,0,IP,"LineString (56135 31107, 56137 31083)"
1344-2767,1344,2767,55901,32030,55897,32054,1,32,230,0,1250,13.26,0,25.88,32,165.78,165.79,0,0,16.99,2.34,6.36,0.66,2.26,84.9,14.57,5.99,6.25,25.47,0.153637351,16.99,2.34,6.36,0.66,2.26,84.91,14.57,5.99,6.25,25.47,15.36280837,134.07,6.25,11.07391304,134.07,6.25,25.47,134.08,6.25,11.07391304,134.08,6.25,25.47,0,0,IP,"LineString (55901 32030, 55897 32054)"
1341-2768,1341,2768,55499,31901,55195,31912,1,96,3100,0,1696.48,48.1,25.07,141.32,78.97,815.96,816.05,8,0,33.13,11.76,9.95,6.48,19.03,193.28,121.81,42.19,129.86,248.45,0.304487965,33.14,11.76,9.96,6.48,19.04,193.3,121.83,42.2,129.87,248.48,30.44911464,437.63,129.86,108.0217391,437.63,129.86,248.45,437.71,129.87,108.0347826,437.71,129.87,248.48,0,0,IP,"LineString (55499 31901, 55195 31912)"
2769-2768,2769,2768,55209,31889,55195,31912,1,48,220,0.16,789.57,10.22,8.74,25.24,31.37,80.68,80.68,0,0,2.73,13.02,0.6,2.06,1.94,11.36,37.23,4.28,4.76,2.71,0.033589489,2.73,13.02,0.6,2.06,1.94,11.36,37.23,4.28,4.76,2.71,3.358948934,73.22,4.76,1.17826087,73.22,4.76,2.71,73.22,4.76,1.17826087,73.22,4.76,2.71,0,0,IP,"LineString (55209 31889, 55195 31912)"
1347-2768,1347,2768,55030,31995,55195,31912,1,96,1911,0,1742,27.14,8.01,79.68,86.35,594.76,594.76,8,0,10.49,11.12,5.29,6.92,15.07,90.77,129.97,28.79,98.59,197.74,0.33247024,10.49,11.12,5.29,6.92,15.07,90.77,129.97,28.79,98.59,197.74,33.24702401,298.42,98.59,85.97391304,298.42,98.59,197.74,298.42,98.59,85.97391304,298.42,98.59,197.74,0,0,IP,"LineString (55030 31995, 55195 31912)"
2768-2769,2768,2769,55195,31912,55209,31889,1,48,220,0,1250,7.87,0,16.5,48,98.34,98.35,0,0,15.06,3.47,2.48,0.77,2.24,44.44,14.61,4.88,6.13,4.27,0.043420785,15.06,3.47,2.48,0.77,2.24,44.45,14.61,4.88,6.13,4.27,4.341637011,87.95,6.13,1.856521739,87.95,6.13,4.27,87.96,6.13,1.856521739,87.96,6.13,4.27,0,0,IP,"LineString (55195 31912, 55209 31889)"
1309-2770,1309,2770,54811,32108,54788,32123,1,48,250,0,1250,1.08,0,18.75,48,13.46,13.46,0,0,0.42,0.1,0.17,0.09,0.34,2.84,1.54,0.62,2.7,4.63,0.343982169,0.42,0.1,0.17,0.09,0.34,2.84,1.54,0.62,2.7,4.63,34.39821694,6.12,2.7,2.013043478,6.12,2.7,4.63,6.12,2.7,2.013043478,6.12,2.7,4.63,0,0,IP,"LineString (54811 32108, 54788 32123)"
2799-2771,2799,2771,56289,31511,56286,31529,1,48,220,0,1647.24,2.15,1.12,17.62,44.96,35.37,35.37,0,0,0.79,4.45,0.18,1.22,0.61,2.44,19.4,1.21,4.66,0.42,0.01187447,0.79,4.45,0.18,1.22,0.61,2.44,19.4,1.21,4.66,0.42,1.187446989,30.3,4.66,0.182608696,30.3,4.66,0.42,30.3,4.66,0.182608696,30.3,4.66,0.42,0,0,IP,"LineString (56289 31511, 56286 31529)"
2772-2771,2772,2771,56273,31527,56286,31529,1,30,150,0,687.1,5.84,5.81,23.81,22.68,40.15,40.15,0,0,4,1.01,1.02,0.28,1.94,12.47,5.33,3.81,8.19,2.09,0.052054795,4,1.01,1.02,0.28,1.94,12.47,5.33,3.81,8.19,2.09,5.205479452,29.86,8.19,0.908695652,29.86,8.19,2.09,29.86,8.19,0.908695652,29.86,8.19,2.09,0,0,IP,"LineString (56273 31527, 56286 31529)"
2784-2771,2784,2771,56288,31542,56286,31529,1,48,100,0,992.13,6.23,3.52,11.02,32.66,61.8,61.82,0,0,9.04,2.38,1.58,0.6,1.92,22.29,10.33,3.75,8.4,1.51,0.024433657,9.04,2.38,1.58,0.6,1.92,22.29,10.34,3.75,8.4,1.51,2.442575218,51.89,8.4,0.656521739,51.89,8.4,1.51,51.9,8.4,0.656521739,51.9,8.4,1.51,0,0,IP,"LineString (56288 31542, 56286 31529)"
2771-2772,2771,2772,56286,31529,56273,31527,1,30,150,0,1250,3.4,0,18,30,42.47,42.48,0,0,1.95,2.74,0.35,0.7,2.08,5.63,12.14,4.12,11.2,1.54,0.03626089,1.96,2.74,0.35,0.7,2.08,5.64,12.15,4.12,11.2,1.54,3.625235405,29.71,11.2,0.669565217,29.71,11.2,1.54,29.74,11.2,0.669565217,29.74,11.2,1.54,0,0,IP,"LineString (56286 31529, 56273 31527)"
1347-2773,1347,2773,55030,31995,55485,31999,1,64,4968,0,1668.14,0.83,1.09,280.54,63.75,13.84,13.84,31,4,0.54,0.15,0.08,0.04,0.05,5.03,2.52,0.39,0.79,0.26,0.018786127,0.54,0.15,0.08,0.04,0.05,5.03,2.52,0.39,0.79,0.26,1.878612717,8.8,0.79,0.113043478,8.8,0.79,0.26,8.8,0.79,0.113043478,8.8,0.79,0.26,2,4,IP,"LineString (55030 31995, 55485 31999)"
2774-2773,2774,2773,55487,32012,55485,31999,1,64,89,0,713.11,38.94,7.13,12.14,26.39,277.67,277.67,0,0,11.08,34.4,2.66,8.17,4.2,38.68,151.88,9.82,11.09,5.69,0.020491951,11.08,34.4,2.66,8.17,4.2,38.68,151.88,9.82,11.09,5.69,2.049195088,260.89,11.09,2.473913043,260.89,11.09,5.69,260.89,11.09,2.473913043,260.89,11.09,5.69,0,0,IP,"LineString (55487 32012, 55485 31999)"
1346-2773,1346,2773,55500,31994,55485,31999,1,48,200,0,724.17,35.01,6.8,21.8,33.02,253.51,253.53,0,4,33.5,13.79,7.47,1.58,4.17,134.73,30.49,9.14,11.02,3.61,0.014240069,33.5,13.79,7.47,1.58,4.17,134.75,30.49,9.14,11.02,3.61,1.423894608,234.87,11.02,1.569565217,234.87,11.02,3.61,234.89,11.02,1.569565217,234.89,11.02,3.61,2,4,IP,"LineString (55500 31994, 55485 31999)"
2773-2774,2773,2774,55485,31999,55487,32012,1,48,89,0,1250,20.13,0,6.67,48,251.57,251.6,0,0,33.61,13.73,7.55,1.62,4.22,135.84,30.6,9.19,11.46,3.74,0.014866638,33.62,13.73,7.55,1.62,4.22,135.86,30.61,9.19,11.46,3.74,1.486486486,236.36,11.46,1.626086957,236.36,11.46,3.74,236.4,11.46,1.626086957,236.4,11.46,3.74,0,0,IP,"LineString (55485 31999, 55487 32012)"
2674-2775,2674,2775,56113,30303,56131,30355,1,48,500,0,1480,19.42,1.51,39.01,46.14,287.41,287.41,0,0,17.42,17.62,4.33,4.21,9.67,65.25,95.26,23.15,32.72,17.78,0.061862844,17.42,17.62,4.33,4.21,9.67,65.26,95.26,23.15,32.72,17.78,6.186284402,236.91,32.72,7.730434783,236.91,32.72,17.78,236.92,32.72,7.730434783,236.92,32.72,17.78,0,0,IP,"LineString (56113 30303, 56131 30355)"
2776-2775,2776,2775,56118,30361,56131,30355,1,30,80,0,9408.11,5.58,3.21,12.81,22.48,525.33,525.33,0,0,50.59,25.13,10.1,7.19,16.76,168.2,133.29,44.5,46.87,22.69,0.043191898,50.59,25.13,10.1,7.19,16.76,168.2,133.29,44.5,46.87,22.69,4.319189843,455.76,46.87,9.865217391,455.76,46.87,22.69,455.76,46.87,9.865217391,455.76,46.87,22.69,0,0,IP,"LineString (56118 30361, 56131 30355)"
2672-2775,2672,2775,56269,30540,56131,30355,1,48,2300,0.02,1720,15.17,7.3,179.8,46.05,260.88,260.93,43,0,28.27,8.96,5.49,2.63,7.95,92.55,66.76,27.09,13.79,7.39,0.0283272,28.27,8.96,5.49,2.64,7.95,92.57,66.77,27.09,13.8,7.39,2.832177212,239.7,13.79,3.213043478,239.7,13.79,7.39,239.74,13.8,3.213043478,239.74,13.8,7.39,0,0,IP,"LineString (56269 30540, 56131 30355)"
2775-2776,2775,2776,56131,30355,56118,30361,1,30,80,0,1250,42.55,0,9.6,30,531.91,531.96,0,0,45.68,26.58,9.83,6.84,17.62,145.05,160.04,49.27,46.13,24.86,0.04673723,45.69,26.59,9.83,6.84,17.62,145.06,160.06,49.28,46.14,24.86,4.673283706,460.91,46.13,10.80869565,460.91,46.13,24.86,460.97,46.14,10.80869565,460.97,46.14,24.86,0,0,IP,"LineString (56131 30355, 56118 30361)"
2818-2777,2818,2777,55127,30366,55049,30277,2,64,1180,0,2500,6.69,0,66.38,64,167.37,167.38,0,0,15.03,6.96,2.69,1.12,2.82,51.32,24.7,6.62,17.14,38.98,0.232897174,15.04,6.96,2.69,1.12,2.82,51.32,24.7,6.62,17.14,38.98,23.28832596,111.26,17.14,16.94782609,111.26,17.14,38.98,111.27,17.14,16.94782609,111.27,17.14,38.98,0,0,IP,"LineString (55127 30366, 55049 30277)"
2106-2778,2106,2778,54720,30782,54730,30746,1,64,410,0.03,2080.16,22.78,1.9,24.96,59.14,473.89,473.91,0,0,55.26,16.54,9.84,3.88,15.6,158.74,63.75,27.79,52.85,69.64,0.146953934,55.26,16.54,9.85,3.88,15.6,158.74,63.75,27.79,52.85,69.64,14.69477327,351.4,52.85,30.27826087,351.4,52.85,69.64,351.41,52.85,30.27826087,351.41,52.85,69.64,0,0,IP,"LineString (54720 30782, 54730 30746)"
2688-2778,2688,2778,54795,30729,54730,30746,1,64,744,0,1716.45,23.83,1.38,43.23,61.96,409.09,409.1,0,0,20.52,34.35,3.11,7.68,9.66,61.76,138.57,21.16,49.22,63.07,0.154171454,20.52,34.35,3.11,7.68,9.66,61.76,138.57,21.16,49.22,63.07,15.41676852,296.81,49.22,27.42173913,296.81,49.22,63.07,296.81,49.22,27.42173913,296.81,49.22,63.07,0,0,IP,"LineString (54795 30729, 54730 30746)"
2779-2778,2779,2778,54693,30686,54730,30746,1,48,797,0.04,553.91,18.63,7.64,67.42,42.56,103.22,103.22,0,0,6.32,6.86,1.25,2.4,4.91,18.98,38.26,8.6,9.43,6.22,0.06025964,6.32,6.86,1.25,2.4,4.91,18.98,38.26,8.6,9.43,6.22,6.02596396,87.58,9.43,2.704347826,87.58,9.43,6.22,87.58,9.43,2.704347826,87.58,9.43,6.22,0,0,IP,"LineString (54693 30686, 54730 30746)"
2778-2779,2778,2779,54730,30746,54693,30686,1,48,797,0,1250,8.48,0,59.77,48,106.01,106.01,0,0,11.23,5.18,2.46,1.16,4.83,39.22,17.84,8.52,9.38,6.19,0.058390718,11.23,5.18,2.46,1.16,4.83,39.22,17.84,8.52,9.38,6.19,5.839071786,90.44,9.38,2.691304348,90.44,9.38,6.19,90.44,9.38,2.691304348,90.44,9.38,6.19,0,0,IP,"LineString (54730 30746, 54693 30686)"
2715-2780,2715,2780,55238,30992,54958,30723,1,48,4679,0,977,8.39,3.39,354.32,47.54,81.94,81.94,35,0,2.67,10.06,1.05,1.57,2.12,19.82,28.21,4.67,8.55,3.23,0.039419087,2.67,10.06,1.05,1.57,2.12,19.82,28.21,4.67,8.55,3.23,3.941908714,70.17,8.55,1.404347826,70.17,8.55,3.23,70.17,8.55,1.404347826,70.17,8.55,3.23,0,0,IP,"LineString (55238 30992, 54958 30723)"
2781-2780,2781,2780,54964,30687,54958,30723,1,48,200,0.01,647.47,11.5,6.25,21.25,33.88,74.45,74.45,0,0,8.23,6.06,0.7,1.56,1.26,15.27,29.09,2.97,5.53,3.77,0.050638012,8.23,6.06,0.7,1.56,1.26,15.27,29.09,2.97,5.53,3.77,5.063801209,65.14,5.53,1.639130435,65.14,5.53,3.77,65.14,5.53,1.639130435,65.14,5.53,3.77,0,0,IP,"LineString (54964 30687, 54958 30723)"
2717-2780,2717,2780,54906,30734,54958,30723,1,48,550,0,1102.43,11.29,3.05,44.3,44.69,124.47,124.47,0,0,16.59,5.48,2.46,1.26,3.67,44.67,23.98,7.55,12.73,6.07,0.048766771,16.6,5.48,2.46,1.26,3.67,44.67,23.98,7.55,12.73,6.07,4.876677111,105.66,12.73,2.639130435,105.66,12.73,6.07,105.67,12.73,2.639130435,105.67,12.73,6.07,0,0,IP,"LineString (54906 30734, 54958 30723)"
2780-2781,2780,2781,54958,30723,54964,30687,1,48,200,0,1730,5.05,0,15,48,67.38,67.38,0,0,6.79,4.76,1.4,0.78,1.03,27.34,15.61,2.67,5.4,1.59,0.023597507,6.79,4.76,1.4,0.78,1.03,27.34,15.61,2.67,5.4,1.59,2.359750668,60.38,5.4,0.691304348,60.38,5.4,1.59,60.38,5.4,0.691304348,60.38,5.4,1.59,0,0,IP,"LineString (54958 30723, 54964 30687)"
2613-2781,2613,2781,55063,30469,54964,30687,1,48,3381,0,1730,5.46,0,253.57,48,57.33,57.33,0,0,8.27,2.53,1.03,0.64,1.25,19.85,12.2,2.84,4.97,3.74,0.065236351,8.27,2.53,1.03,0.64,1.25,19.85,12.2,2.84,4.97,3.74,6.523635095,48.61,4.97,1.626086957,48.61,4.97,3.74,48.61,4.97,1.626086957,48.61,4.97,3.74,0,0,IP,"LineString (55063 30469, 54964 30687)"
2725-2782,2725,2782,56292,31621,56290,31597,1,48,230,0,1634.86,5.09,1.16,18.41,44.98,83.19,83.22,0,0,10.43,2.43,2,0.77,2.78,28.5,14.08,6.94,13.25,2.03,0.024401971,10.43,2.43,2,0.77,2.78,28.51,14.08,6.94,13.25,2.03,2.439317472,67.93,13.25,0.882608696,67.93,13.25,2.03,67.94,13.25,0.882608696,67.94,13.25,2.03,0,0,IP,"LineString (56292 31621, 56290 31597)"
2783-2782,2783,2782,56300,31598,56290,31597,1,30,180,0,1285.49,2.39,1.61,23.21,27.92,30.75,30.75,0,0,1.43,1.33,0.46,0.41,1.11,6.87,9.04,3.46,4.84,1.8,0.058536585,1.43,1.33,0.46,0.41,1.11,6.87,9.04,3.46,4.84,1.8,5.853658537,24.11,4.84,0.782608696,24.11,4.84,1.8,24.11,4.84,0.782608696,24.11,4.84,1.8,0,0,IP,"LineString (56300 31598, 56290 31597)"
2784-2782,2784,2782,56288,31542,56290,31597,1,48,700,0,1688.97,2.76,1.15,53.65,46.97,46.63,46.63,0,0,2.5,4.1,0.61,1.02,1.31,9.41,17.05,2.65,6.05,1.95,0.041818572,2.5,4.1,0.61,1.02,1.31,9.41,17.05,2.65,6.05,1.95,4.181857173,38.65,6.05,0.847826087,38.65,6.05,1.95,38.65,6.05,0.847826087,38.65,6.05,1.95,0,0,IP,"LineString (56288 31542, 56290 31597)"
2782-2783,2782,2783,56290,31597,56300,31598,1,30,180,0,1250,2.35,0,21.6,30,29.42,29.43,0,0,2.07,0.79,0.68,0.29,1.1,8.66,5.66,3.67,5.71,0.78,0.026512576,2.07,0.79,0.68,0.29,1.1,8.67,5.66,3.67,5.71,0.78,2.650356779,22.92,5.71,0.339130435,22.92,5.71,0.78,22.93,5.71,0.339130435,22.93,5.71,0.78,0,0,IP,"LineString (56290 31597, 56300 31598)"
2782-2784,2782,2784,56290,31597,56288,31542,1,48,700,0,1704.91,3.56,1.09,53.59,47.02,60.69,60.71,0,0,8.8,1.93,1.49,0.59,2.02,21.46,10.6,4.05,7.96,1.78,0.029329379,8.8,1.93,1.49,0.6,2.02,21.47,10.6,4.05,7.96,1.78,2.931971669,50.94,7.96,0.773913043,50.94,7.96,1.78,50.96,7.96,0.773913043,50.96,7.96,1.78,0,0,IP,"LineString (56290 31597, 56288 31542)"
2728-2784,2728,2784,56325,31549,56288,31542,1,48,400,0,1294.47,0.49,4.47,34.47,41.78,6.4,6.4,0,0,0.53,0.69,0.16,0.1,0.17,1.85,1.45,0.32,0.86,0.26,0.040625,0.53,0.69,0.16,0.1,0.17,1.85,1.45,0.32,0.86,0.26,4.0625,5.27,0.86,0.113043478,5.27,0.86,0.26,5.27,0.86,0.113043478,5.27,0.86,0.26,0,0,IP,"LineString (56325 31549, 56288 31542)"
2771-2784,2771,2784,56286,31529,56288,31542,1,48,100,0,1359.99,4.21,1.96,9.46,38.06,57.26,57.26,0,0,3.6,4.7,0.9,1.29,1.82,11.41,20.76,3.53,7.09,2.17,0.037897311,3.6,4.7,0.9,1.29,1.82,11.41,20.76,3.53,7.09,2.17,3.789731051,48.01,7.09,0.943478261,48.01,7.09,2.17,48.01,7.09,0.943478261,48.01,7.09,2.17,0,0,IP,"LineString (56286 31529, 56288 31542)"
7033-2788,7033,2788,56484,32241,56484,32250,1,30,60,0,1250,5.92,0,7.2,30,73.97,74.7,0,0,22.5,1.11,2.37,0.08,0.42,38.67,1.55,0.93,2.61,3.74,0.050561038,22.72,1.12,2.39,0.08,0.42,39.05,1.56,0.94,2.64,3.78,5.060240964,67.63,2.61,1.626086957,67.63,2.61,3.74,68.28,2.64,1.643478261,68.28,2.64,3.78,0,0,IP,"LineString (56484 32241, 56484 32250)"
1005-2789,1005,2789,56455,32240,56429,32241,1,64,260,0,1644.78,28.17,1.63,16.25,57.59,463.27,465.25,0,3.98,10.65,81.26,1.05,11.18,6.13,13.56,207.61,13.29,47.2,67.37,0.145422756,10.69,81.61,1.05,11.23,6.15,13.62,208.5,13.35,47.4,67.65,14.54056959,344.73,47.2,29.29130435,344.73,47.2,67.37,346.2,47.4,29.41304348,346.2,47.4,67.65,1.99,3.98,IP,"LineString (56455 32240, 56429 32241)"
1003-2789,1003,2789,56415,32236,56429,32241,1,64,140,0,1702.11,33.53,1.59,9.47,53.25,570.75,570.79,0,4,121.77,4.17,12.69,0.63,8.24,275.04,13.84,21.02,49.61,59.73,0.104651774,121.78,4.17,12.69,0.63,8.24,275.06,13.84,21.02,49.62,59.73,10.46444402,457.4,49.61,25.96956522,457.4,49.61,59.73,457.43,49.62,25.96956522,457.43,49.62,59.73,2,4,IP,"LineString (56415 32236, 56429 32241)"
2790-2789,2790,2789,56428,32263,56429,32241,1,48,90,0.07,399.97,17.41,10.12,16.87,19.2,69.62,69.62,0,0,0.95,14.91,0.19,2.1,0.22,2.11,47.8,0.8,0.47,0.08,0.001149095,0.95,14.91,0.19,2.1,0.22,2.11,47.8,0.8,0.47,0.08,0.114909509,69.08,0.47,0.034782609,69.08,0.47,0.08,69.08,0.47,0.034782609,69.08,0.47,0.08,0,0,IP,"LineString (56428 32263, 56429 32241)"
2789-2790,2789,2790,56429,32241,56428,32263,1,48,90,0,1250,5.31,0,6.75,48,66.4,66.45,0,0,19.2,0.49,2.07,0.06,0.2,41.53,1.7,0.58,0.49,0.08,0.001204819,19.22,0.49,2.07,0.06,0.2,41.56,1.71,0.58,0.49,0.08,0.120391272,65.83,0.49,0.034782609,65.83,0.49,0.08,65.89,0.49,0.034782609,65.89,0.49,0.08,0,0,IP,"LineString (56429 32241, 56428 32263)"
1321-2791,1321,2791,56893,31962,56935,31959,1,80,210,0,1445.4,23.95,2.05,11.5,65.75,346.23,346.6,18,4,42.51,0.87,6.76,0.72,2.96,162.94,44.19,21.43,39.49,20.36,0.058804841,42.56,0.88,6.77,0.72,2.97,163.12,44.23,21.45,39.53,20.38,5.879976919,282.38,39.49,8.852173913,282.38,39.49,20.36,282.7,39.53,8.860869565,282.7,39.53,20.38,2,4,IP,"LineString (56893 31962, 56935 31959)"
