Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
5016-1001,5016,1001,562280,321750,562680,322060,1,64,545,0,1720,32.09,0.64,31.29,62.7,,,,,,,,,,,,,,,,,,,,,
7036-1001,7036,1001,563200,322190,562680,322060,1,64,542,0,1720,29.6,0.47,30.96,63.03,,,,,,,,,,,,,,,,,,,,,
7036-1002,7036,1002,563200,322190,563320,322210,2,64,121,1.69,3038.15,18.17,11.74,18.54,23.49,Calibration,534.1666667,511.9395652,-22.22710145,-0.971873935,Pass Low,453.1666667,434.55,-18.61666667,-0.883648885,Pass Low,52.5,49.72,-2.78,-0.388858732,Pass Low,28.5,27.66956522,-0.830434783,-0.156700361,Pass Low
7037-1002,7037,1002,563460,322240,563320,322210,2,64,150,2.01,1859.42,32.93,13.25,21.69,24.9,Calibration,573.5,565.8330435,-7.666956522,-0.321227451,Pass Low,473.5,471.56,-1.94,-0.089245646,Pass Low,60.66666667,61.56,0.893333333,0.114273506,Pass Low,39.33333333,32.71304348,-6.620289855,-1.103026458,Pass Low
4007-1002,4007,1002,563310,322090,563320,322210,1,30,132,2.49,421.54,66.21,44.55,60.39,7.87,Calibration,262,261.5204348,-0.479565217,-0.029641205,Pass Low,210,210.04,0.04,0.002760131,Pass Low,38.33333333,37.95,-0.383333333,-0.062069286,Pass Low,13.66666667,13.53043478,-0.136231884,-0.036943025,Pass Low
7045-1003,7045,1003,564050,322330,564150,322360,1,64,102,0.03,2700.27,23.95,1.51,7.25,50.64,,,,,,,,,,,,,,,,,,,,,
2789-1003,2789,1003,564290,322410,564150,322360,1,64,140,0,1874.5,27.38,1.32,9.2,54.8,,,,,,,,,,,,,,,,,,,,,
7506-1003,7506,1003,564180,322090,564150,322360,1,48,290,0.05,1587.66,9.72,2.04,23.79,43.89,,,,,,,,,,,,,,,,,,,,,
2014-1004,2014,1004,564190,322040,564160,322010,2,48,40,0.02,2919.78,15.28,1.86,4.86,29.63,,,,,,,,,,,,,,,,,,,,,
2120-1004,2120,1004,563920,321690,564160,322010,1,48,394,0,1720,33.56,4.32,33.87,41.88,,,,,,,,,,,,,,,,,,,,,
7506-1004,7506,1004,564180,322090,564160,322010,1,48,97,0.33,652.08,34.15,7.92,15.19,22.99,,,,,,,,,,,,,,,,,,,,,
2014-1005,2014,1005,564190,322040,564550,322400,1,48,507,4.01,427.58,90.94,76.43,114.46,15.95,Calibration,347.5,382.013913,34.51391304,1.807142538,Pass Low,308.3333333,325.61,17.27666667,0.970397642,Pass Low,36.66666667,55.73,19.06333333,2.804695307,Pass Low,2.5,0.673913043,-1.826086957,-1.449569158,Pass Low
2789-1005,2789,1005,564290,322410,564550,322400,1,64,260,8.48,513.4,102.08,138.93,153.56,6.1,Calibration,523.6666667,486.3791304,-37.28753623,-1.659235967,Pass Low,422.3333333,411.05,-11.28333333,-0.552751603,Pass Low,62.16666667,49.39,-12.77666667,-1.710743103,Pass Low,39.16666667,25.93913043,-13.22753623,-2.318377362,Pass Low
1201-1005,1201,1005,564550,322690,564550,322400,1,48,299,1.67,582,61.51,24.75,47.17,22.82,Calibration,293.3333333,329.906087,36.57275362,2.071787463,Pass Low,259.8333333,265.52,5.686666667,0.350870636,Pass Low,30.66666667,45.86,15.19333333,2.456188341,Pass Low,2.833333333,18.52608696,15.69275362,4.80196979,Pass Low
7005-1005,7005,1005,564600,322410,564550,322400,2,64,48,4.6,1281.63,54.48,77.19,79.89,2.16,Calibration,655.1666667,643.7643478,-11.40231884,-0.447419734,Pass Low,542.8333333,535.24,-7.593333333,-0.327056896,Pass Low,70.33333333,69.72,-0.613333333,-0.073293395,Pass Low,42,38.80434783,-3.195652174,-0.502755854,Pass Low
7032-1006,7032,1006,565290,322540,565600,322630,2,64,320,0.07,2548.03,27.24,2.42,20.42,56.4,,,,,,,,,,,,,,,,,,,,,
1214-1006,1214,1006,566740,322980,565600,322630,1,80,1193,0,1720,35.47,5.04,58.72,73.14,Calibration,579.3333333,544.9469565,-34.38637681,-1.450320939,Pass Low,470.3333333,435.08,-35.25333333,-1.65688262,Pass Low,69.33333333,62.88,-6.453333333,-0.793709299,Pass Low,39.66666667,46.98695652,7.320289855,1.112115548,Pass Low
2013-1006,2013,1006,565640,322470,565600,322630,1,48,110,0.15,723.07,31.59,7.43,15.68,25.25,,,,,,,,,,,,,,,,,,,,,
5016-1008,5016,1008,562280,321750,562050,321300,1,64,497,1.3,1487.17,34.36,11.45,39.41,45.4,,,,,,,,,,,,,,,,,,,,,
1228-1008,1228,1008,562000,321020,562050,321300,1,64,303,4.03,625.32,95.31,64.48,81.53,13.38,Calibration,571.0416667,567.2426087,-3.799057971,-0.159244907,Pass Low,483.9738606,472.06,-11.91386062,-0.544917651,Pass Low,79.60947272,77.7,-1.909472716,-0.215303464,Pass Low,7.458333333,17.4826087,10.02427536,2.838648113,Pass Low
1213-1008,1213,1008,561620,321450,562050,321300,1,30,465,2.41,642.68,52,31.88,87.68,19.09,,,,,,,,,,,,,,,,,,,,,
2120-1009,2120,1009,563920,321690,563850,321370,1,48,333,0.01,1720,24.05,3.17,28.15,42.59,,,,,,,,,,,,,,,,,,,,,
7047-1009,7047,1009,563850,321260,563850,321370,1,48,108,0,1889.59,31.43,1.39,9.49,40.97,,,,,,,,,,,,,,,,,,,,,
2119-1009,2119,1009,563680,321470,563850,321370,1,30,195,0.04,434.61,11.05,9.17,32.57,21.55,,,,,,,,,,,,,,,,,,,,,
1217-1010,1217,1010,566770,322950,566290,322150,1,96,934,0,1900,55.71,8.3,43.32,77.62,,,,,,,,,,,,,,,,,,,,,
7014-1010,7014,1010,565360,320260,566290,322150,1,96,2111,0,1500,69.41,17.99,97.15,78.22,Calibration,1004.5,948.9978261,-55.50217391,-1.775900075,Pass Mid,815.3333333,779.05,-36.28333333,-1.285067096,Pass Mid,120.6666667,111.4,-9.266666667,-0.860264808,Pass Low,68.5,58.54782609,-9.952173913,-1.248674766,Pass Low
1029-1011,1029,1011,561850,320710,561920,320660,2,48,86,3.71,1130.93,55.92,24.68,31.13,9.95,Validation,604.3333333,600.6926087,-3.640724638,-0.148321679,Pass Low,510.5,493.05,-17.45,-0.779006213,Pass Low,85.5,87.86,2.36,0.253485167,Pass Low,8.333333333,19.7826087,11.44927536,3.053631864,Pass Low
1139-1011,1139,1011,561980,320690,561920,320660,1,32,64,0.73,471.03,22.65,29.66,36.86,6.25,Validation,124.3333333,98.68,-25.65333333,-2.429368453,Pass Low,106.5,91.74,-14.76,-1.48253758,Pass Low,15.16666667,6.94,-8.226666667,-2.474441934,Pass Low,2.666666667,0,-2.666666667,-2.309401077,Pass Low
1014-1011,1014,1011,561940,320530,561920,320660,1,48,132,2.14,1365.14,44.94,14.94,24.84,19.13,Validation,643.1666667,580.6469565,-62.51971014,-2.527401926,Pass Low,554,483.12,-70.88,-3.112606371,Pass Low,79.66666667,79.94,0.273333333,0.030597228,Pass Low,9.5,17.58695652,8.086956522,2.197455053,Pass Low
7048-1013,7048,1013,563590,320730,563620,320760,1,48,37,0.04,2319.96,20.34,1.71,4.48,29.71,,,,,,,,,,,,,,,,,,,,,
5003-1013,5003,1013,563550,320870,563620,320760,1,30,130,0.02,444.83,7.03,8.72,24.32,19.24,,,,,,,,,,,,,,,,,,,,,
7047-1013,7047,1013,563850,321260,563620,320760,1,48,562,0,1428.22,38.68,5.69,47.84,42.29,Calibration,504.9583333,536.3365217,31.37818841,1.375168776,Pass Low,431.3195574,455.11,23.79044261,1.130044134,Pass Low,70.94829975,73.47,2.521700247,0.296754522,Pass Low,2.69047619,7.756521739,5.066045549,2.216605128,Pass Low
2032-1013,2032,1013,563860,320760,563620,320760,1,32,245,0.33,660,20.88,14.06,41.62,21.19,,,,,,,,,,,,,,,,,,,,,
1034-1014,1034,1014,562020,320400,561940,320530,1,48,163,1.11,1069.65,33.21,13.72,25.95,22.61,,,,,,,,,,,,,,,,,,,,,
2012-1014,2012,1014,561830,320550,561940,320530,2,32,113,1.62,834.48,30.95,27.83,40.54,10.03,,,,,,,,,,,,,,,,,,,,,
1011-1014,1011,1014,561920,320660,561940,320530,2,48,132,0.94,2324.08,27.32,7.39,17.29,27.48,Validation,630.6666667,595.3426087,-35.32405797,-1.426719867,Pass Low,535.8333333,486.47,-49.36333333,-2.183381307,Pass Low,86.83333333,89.09,2.256666667,0.240613887,Pass Low,8,19.7826087,11.7826087,3.161330793,Pass Low
4010-1015,4010,1015,562360,320370,562570,320490,1,48,261,1.88,1145.49,45.57,14.76,34.34,27.36,Calibration,455.5740741,468.6769565,13.10288245,0.609518471,Pass Low,389.0587839,415.92,26.86121609,1.338900955,Pass Low,63.99677165,50.17,-13.82677165,-1.830062526,Pass Low,2.518518519,2.586956522,0.068438003,0.042834554,Pass Low
1120-1015,1120,1015,562530,320700,562570,320490,1,48,204,1.22,771.99,42.71,16.13,31.43,23.36,Validation,268.8333333,329.69,60.85666667,3.517892918,Pass Low,238.8333333,294.21,55.37666667,3.39203676,Pass Low,28.33333333,35.48,7.146666667,1.265210562,Pass Low,1.666666667,0,-1.666666667,-1.825741858,Pass Low
1016-1015,1016,1015,562810,320440,562570,320490,2,48,245,1.31,1616.67,40.77,29.23,47.6,18.53,Validation,514.8333333,608.3621739,93.52884058,3.946688677,Pass Low,469,540.91,71.91,3.200095583,Pass Low,42.16666667,65.4,23.23333333,3.168018185,Pass Low,3.666666667,2.052173913,-1.614492754,-0.954766347,Pass Low
4012-1016,4012,1016,562960,320480,562810,320440,1,40,158,4.17,1123.07,73.45,24.18,38.4,14.81,Validation,705.6666667,776.94,71.27333333,2.61775558,Pass Mid,639.5,709.84,70.34,2.708049911,Pass Low,61.5,67.1,5.6,0.69836512,Pass Low,4.666666667,0,-4.666666667,-3.055050463,Pass Low
7044-1016,7044,1016,562800,320280,562810,320440,1,40,160,2.11,795.11,49.5,23.3,37.7,15.28,Validation,406.5,390.8721739,-15.62782609,-0.782677825,Pass Low,359,335.94,-23.06,-1.237088147,Pass Low,43,52.88,9.88,1.426947286,Pass Low,4.5,2.052173913,-2.447826087,-1.352392796,Pass Low
1015-1016,1015,1016,562570,320490,562810,320440,1,48,245,1.81,1466.74,50.34,11.25,29.63,29.77,Validation,559.1666667,685.0169565,125.8502899,5.045764509,Fail Low,501.5,609.77,108.27,4.593178671,Fail Low,54,72.66,18.66,2.344805885,Pass Low,3.666666667,2.586956522,-1.079710145,-0.610599332,Pass Low
1020-1018,1020,1018,563340,319960,563380,320470,1,32,500,3.02,577.68,54.8,41.22,97.47,18.47,Calibration,314.6666667,312.4852174,-2.181449275,-0.123189517,Pass Low,284.5,284.3,-0.2,-0.011859468,Pass Low,27.83333333,28.12,0.286666667,0.054197495,Pass Low,2.333333333,0.065217391,-2.268115942,-2.071122541,Pass Low
2147-1018,2147,1018,563310,320490,563380,320470,2,40,85,0.92,1682.86,50.2,6.07,13.72,22.31,Calibration,799.5,794.6352174,-4.864782609,-0.172312133,Pass Mid,725.3333333,724.55,-0.783333333,-0.02909344,Pass Mid,69.33333333,70.02,0.686666667,0.082262572,Pass Low,4.833333333,0.065217391,-4.768115942,-3.046688128,Pass Low
1019-1018,1019,1018,563460,320480,563380,320470,2,40,90,6.01,1025.04,80.63,35.01,43.11,7.51,Calibration,789.1666667,782.43,-6.736666667,-0.240319774,Pass Mid,716.8333333,716.14,-0.693333333,-0.025902282,Pass Mid,67.16666667,66.29,-0.876666667,-0.107319677,Pass Low,5.166666667,0,-5.166666667,-3.214550254,Pass Low
1018-1019,1018,1019,563380,320470,563460,320480,2,40,90,2.8,2000.56,43.67,15.93,24.03,13.48,Calibration,818.3333333,819.74,1.406666667,0.049151811,Pass Mid,741.5,745.95,4.45,0.163175075,Pass Mid,72.16666667,73.79,1.623333333,0.190024998,Pass Low,4.666666667,0,-4.666666667,-3.055050463,Pass Low
2031-1019,2031,1019,563470,320520,563460,320480,2,48,43,3.09,1230.4,41.19,24.37,27.6,5.61,Calibration,492.3333333,496.2869565,3.953623188,0.177826104,Pass Low,436.6666667,441.87,5.203333333,0.248265687,Pass Low,51,50.93,-0.07,-0.009805326,Pass Low,4.666666667,3.486956522,-1.179710145,-0.584271891,Pass Low
7042-1019,7042,1019,563830,320450,563460,320480,1,40,372,3.53,1058.84,58.91,24.5,57.98,23.1,Calibration,564.6666667,572.69,8.023333333,0.336450745,Pass Low,511.1666667,519.49,8.323333333,0.366653029,Pass Low,49.5,49.3,-0.2,-0.02845552,Pass Low,4,3.9,-0.1,-0.050315461,Pass Low
1018-1020,1018,1020,563380,320470,563340,319960,1,32,500,0,1730,17.18,0,56.25,32,Calibration,297.8333333,297.0652174,-0.768115942,-0.044536935,Pass Low,271.5,272.94,1.44,0.087277536,Pass Low,23.83333333,24.06,0.226666667,0.046319634,Pass Low,2.5,0.065217391,-2.434782609,-2.149874463,Pass Low
2992-1020,2992,1020,563530,319800,563340,319960,1,32,267,0,1730,18.07,0,30.04,32,,,,,,,,,,,,,,,,,,,,,
5018-1021,5018,1021,564340,320390,563940,320440,1,40,407,0.18,1098.73,76.98,9.09,45.72,32.05,,,,,,,,,,,,,,,,,,,,,
7042-1021,7042,1021,563830,320450,563940,320440,1,40,112,0,1900,28.7,1.33,11.41,35.34,,,,,,,,,,,,,,,,,,,,,
2032-1021,2032,1021,563860,320760,563940,320440,1,32,414,0.23,489.61,50.44,15.86,62.44,23.87,,,,,,,,,,,,,,,,,,,,,
1042-1024,1042,1024,562100,320240,562000,320220,1,30,100,0,1250,20.82,0,12,30,,,,,,,,,,,,,,,,,,,,,
1094-1026,1094,1026,563170,318360,562970,318280,1,30,500,0,1250,36.23,0,60,30,Calibration,663.1666667,445.3286957,-217.837971,-9.25298037,Fail Low,603,383.16,-219.84,-9.900292406,Fail Low,55.66666667,56.36,0.693333333,0.092639536,Pass Low,4.5,5.808695652,1.308695652,0.576436933,Pass Low
1128-1028,1128,1028,562010,319500,562090,319470,1,32,84,0,1980,2.96,0,9.45,32,,,,,,,,,,,,,,,,,,,,,
1072-1028,1072,1028,562240,319470,562090,319470,1,32,150,0,1980,2.38,0,16.88,32,Calibration,48,46.20478261,-1.795217391,-0.261574599,Pass Low,41,40.36,-0.64,-0.100343559,Pass Low,6,5.21,-0.79,-0.333686996,Pass Low,1,0.634782609,-0.365217391,-0.403958214,Pass Low
1228-1029,1228,1029,562000,321020,561850,320710,1,64,341,0.01,1720,27.44,1.83,21.01,58.42,,,,,,,,,,,,,,,,,,,,,
1011-1029,1011,1029,561920,320660,561850,320710,1,48,86,0,1888.83,31.98,1.4,7.85,39.44,Validation,605.3333333,575.1069565,-30.22637681,-1.244168146,Pass Low,520,476.29,-43.71,-1.958406846,Pass Low,75.83333333,81.23,5.396666667,0.60898022,Pass Low,9.5,17.58695652,8.086956522,2.197455053,Pass Low
1212-1029,1212,1029,561510,320830,561850,320710,1,30,359,0.08,421.04,17.48,9.83,52.91,24.43,,,,,,,,,,,,,,,,,,,,,
5001-1030,5001,1030,561630,320110,561660,320370,1,32,267,0,1100,13.98,0,30.04,32,Calibration,158.9074074,152.4586957,-6.448711755,-0.516835454,Pass Low,135.7292753,130.72,-5.009275317,-0.433992903,Pass Low,22.32628024,20.73,-1.596280238,-0.344037578,Pass Low,0.851851852,1.008695652,0.1568438,0.162615513,Pass Low
1031-1030,1031,1030,561790,320430,561660,320370,1,32,148,0,1100,20.91,0,16.65,32,,,,,,,,,,,,,,,,,,,,,
2012-1031,2012,1031,561830,320550,561790,320430,1,32,130,0.02,889.05,25.36,4.6,19.23,24.34,,,,,,,,,,,,,,,,,,,,,
1032-1031,1032,1031,561810,320380,561790,320430,1,32,53,0,1731.8,16.02,1.24,7.2,26.5,,,,,,,,,,,,,,,,,,,,,
1030-1031,1030,1031,561660,320370,561790,320430,1,32,148,0.04,862.81,17.82,3.06,19.71,27.03,,,,,,,,,,,,,,,,,,,,,
1031-1032,1031,1032,561790,320430,561810,320380,1,32,53,0.01,1548.35,10.88,3.64,9.61,19.86,,,,,,,,,,,,,,,,,,,,,
1033-1032,1033,1032,561930,320380,561810,320380,1,32,119,0,524.71,58.43,8.2,21.59,19.84,,,,,,,,,,,,,,,,,,,,,
5012-1032,5012,1032,561820,320310,561810,320380,1,32,100,0.04,690.17,44.9,7.69,18.94,19.01,,,,,,,,,,,,,,,,,,,,,
1032-1033,1032,1033,561810,320380,561930,320380,1,32,119,0,1100,13.06,1.88,15.27,28.06,,,,,,,,,,,,,,,,,,,,,
1034-1033,1034,1033,562020,320400,561930,320380,1,32,98,0,1100,20.88,2.07,13.09,26.95,,,,,,,,,,,,,,,,,,,,,
4009-1033,4009,1033,561950,320240,561930,320380,1,32,140,0.06,200,38.46,11.13,26.88,18.75,,,,,,,,,,,,,,,,,,,,,
1014-1034,1014,1034,561940,320530,562020,320400,1,48,163,0,1979.39,20.69,1.15,13.37,43.88,,,,,,,,,,,,,,,,,,,,,
1035-1034,1035,1034,562070,320360,562020,320400,1,48,57,0,1769.71,33.05,1.52,5.79,35.42,,,,,,,,,,,,,,,,,,,,,
1033-1034,1033,1034,561930,320380,562020,320400,1,32,98,0.21,336.56,42.68,13.63,24.65,14.31,,,,,,,,,,,,,,,,,,,,,
1039-1035,1039,1035,562090,320280,562070,320360,3,40,84,5.28,1796.36,61.66,22.34,29.9,10.11,,,,,,,,,,,,,,,,,,,,,
1034-1035,1034,1035,562020,320400,562070,320360,2,48,57,1.73,1596.97,34.64,12.81,17.08,12.01,,,,,,,,,,,,,,,,,,,,,
7039-1039,7039,1039,562090,320270,562090,320280,4,40,22,0,6356.22,20.63,0.57,2.55,31.08,,,,,,,,,,,,,,,,,,,,,
2006-1040,2006,1040,562110,320380,562230,320320,2,40,152,4.18,1560,69.78,21.39,35.07,15.6,,,,,,,,,,,,,,,,,,,,,
4008-1040,4008,1040,562330,320350,562230,320320,2,48,102,2.58,780,56.82,26.32,33.97,10.81,Calibration,396.6666667,395.3934783,-1.273188406,-0.063977695,Pass Low,360.1666667,359.45,-0.716666667,-0.037781709,Pass Low,33.33333333,33,-0.333333333,-0.057879908,Pass Low,3.166666667,2.943478261,-0.223188406,-0.127691172,Pass Low
1039-1040,1039,1040,562090,320280,562230,320320,1,40,147,0.93,170,74.71,65.6,78.83,6.71,,,,,,,,,,,,,,,,,,,,,
1044-1042,1044,1042,562120,320160,562100,320240,4,40,77,0,6316.08,20.68,0.36,7.29,38.03,,,,,,,,,,,,,,,,,,,,,
1024-1042,1024,1042,562000,320220,562100,320240,1,30,100,0.47,435,57.88,13.76,25.76,13.97,,,,,,,,,,,,,,,,,,,,,
1045-1044,1045,1044,562250,320160,562120,320160,2,40,133,1.54,853.33,36.67,21.21,33.18,14.43,,,,,,,,,,,,,,,,,,,,,
1046-1044,1046,1044,562120,320100,562120,320160,3,40,54,1.97,2720,36.07,8.12,12.98,14.98,,,,,,,,,,,,,,,,,,,,,
1040-1045,1040,1045,562230,320320,562250,320160,2,40,163,0,2901,38.73,1.01,15.68,37.43,Calibration,1018.666667,1019.414783,0.748115942,0.023435441,Pass Mid,861.4634532,865.2,3.736546781,0.127169093,Pass Mid,141.7032134,138.78,-2.923213448,-0.246843723,Pass Low,15.5,15.43478261,-0.065217391,-0.016582686,Pass Low
1048-1046,1048,1046,562120,320050,562120,320100,3,40,53,0,4788.68,21.73,0.48,5.25,36.34,,,,,,,,,,,,,,,,,,,,,
1045-1047,1045,1047,562250,320160,562250,320100,2,40,60,0,3857.1,21.51,0.59,5.99,36.03,,,,,,,,,,,,,,,,,,,,,
7100-1047,7100,1047,562270,320100,562250,320100,1,40,75,0.02,940.21,5.99,5.57,12.32,21.91,,,,,,,,,,,,,,,,,,,,,
1046-1047,1046,1047,562120,320100,562250,320100,1,40,128,0,857.61,0,5.7,17.22,26.76,,,,,,,,,,,,,,,,,,,,,
1055-1048,1055,1048,562120,319980,562120,320050,2,40,68,2.77,1696.97,56.42,12.82,18.94,12.93,,,,,,,,,,,,,,,,,,,,,
1047-1049,1047,1049,562250,320100,562250,320050,2,40,50,0.83,2800,26.4,4.92,9.42,19.11,,,,,,,,,,,,,,,,,,,,,
1048-1049,1048,1049,562120,320050,562250,320050,1,40,133,0,180,0,31.68,43.65,10.97,,,,,,,,,,,,,,,,,,,,,
1115-1050,1115,1050,562280,319020,562300,319010,1,48,20,0,1900,51.28,0,1.5,48,,,,,,,,,,,,,,,,,,,,,
7050-1050,7050,1050,562350,318970,562300,319010,2,48,70,0,3803.1,24.15,0.62,5.87,42.9,,,,,,,,,,,,,,,,,,,,,
5001-1051,5001,1051,561630,320110,561640,320010,1,32,112,0,1270.37,18.98,1.75,14.35,28.1,,,,,,,,,,,,,,,,,,,,,
2015-1051,2015,1051,561570,319960,561640,320010,1,32,103,0.06,744.72,44.51,2.8,14.39,25.77,,,,,,,,,,,,,,,,,,,,,
1051-1052,1051,1052,561640,320010,561660,319950,1,48,72,0,1808.24,21.94,1.28,6.68,38.83,,,,,,,,,,,,,,,,,,,,,
1053-1052,1053,1052,561730,319950,561660,319950,1,30,100,0.03,711.46,33.12,6.91,18.91,19.04,,,,,,,,,,,,,,,,,,,,,
1052-1053,1052,1053,561660,319950,561730,319950,1,30,100,0,1250,19.57,0,12,30,,,,,,,,,,,,,,,,,,,,,
1049-1055,1049,1055,562250,320050,562120,319980,2,40,179,0.98,1500,49.28,9.43,25.54,25.23,,,,,,,,,,,,,,,,,,,,,
1058-1055,1058,1055,562120,319880,562120,319980,2,48,104,5.62,1546.67,60.02,24.66,32.46,11.54,Calibration,859.6111111,878.4878261,18.87671498,0.640330472,Pass Mid,732.3333333,750.53,18.19666667,0.66827663,Pass Mid,112.2777778,114.31,2.032222222,0.190927266,Pass Low,15,13.64782609,-1.352173913,-0.357274249,Pass Low
1058-1057,1058,1057,562120,319880,561940,319860,1,30,173,0,1250,2.65,0,20.76,30,,,,,,,,,,,,,,,,,,,,,
1064-1058,1064,1058,562090,319790,562120,319880,2,48,97,1.83,2232.14,40.15,8.63,15.91,21.95,Calibration,817.5,844.7969565,27.29695652,0.946836347,Pass Mid,685.6666667,709.93,24.26333333,0.918513409,Pass Low,116.3333333,119.98,3.646666667,0.335480245,Pass Low,15.5,14.88695652,-0.613043478,-0.157276079,Pass Low
1057-1058,1057,1058,561940,319860,562120,319880,2,30,173,0.94,882.5,21.28,23.2,43.96,14.17,,,,,,,,,,,,,,,,,,,,,
1055-1058,1055,1058,562120,319980,562120,319880,1,48,104,2.31,1769,36.74,14.29,22.09,16.95,Calibration,601.1111111,608.3391304,7.228019324,0.293927554,Pass Low,507.3333333,509.13,1.796666667,0.079696023,Pass Low,81.77777778,87.17,5.392222222,0.586687098,Pass Low,12,12.03913043,0.039130435,0.011286786,Pass Low
2042-1059,2042,1059,562770,320070,562720,319980,1,40,102,2.76,1815,22.85,17.1,26.28,13.97,,,,,,,,,,,,,,,,,,,,,
2037-1059,2037,1059,562750,319720,562720,319980,1,40,282,2.31,1815,19.06,16.37,41.75,24.32,Calibration,369.1296296,343.0982609,-26.03136876,-1.379439043,Pass Low,314.3798528,290.79,-23.58985281,-1.356130821,Pass Low,51.71273978,50.13,-1.582739781,-0.221798946,Pass Low,3.037037037,2.17826087,-0.858776167,-0.531808679,Pass Low
2795-1061,2795,1061,561700,319840,561820,319820,1,32,118,0.02,448.42,62.98,13.48,26.76,15.88,Calibration,299.6666667,280.1886957,-19.47797101,-1.143928484,Pass Low,258.6666667,246.51,-12.15666667,-0.764905643,Pass Low,39,31.97,-7.03,-1.180138341,Pass Low,2,1.708695652,-0.291304348,-0.213919989,Pass Low
1124-1061,1124,1061,561850,319680,561820,319820,1,48,147,0,440,6.6,4.38,15.4,34.35,Calibration,27,29.00347826,2.003478261,0.378610045,Pass Low,23.83333333,25.59,1.756666667,0.353377051,Pass Low,3.166666667,3.37,0.203333333,0.112472257,Pass Low,0,0.043478261,0.043478261,0.294883912,Pass Low
1061-1062,1061,1062,561820,319820,561890,319820,1,48,70,0,1930,3.77,0,5.25,48,Calibration,108.1666667,72.24478261,-35.92188406,-3.782178809,Pass Low,91.16666667,63.47,-27.69666667,-3.149823815,Pass Low,16.33333333,8.34,-7.993333333,-2.275773358,Pass Low,0.666666667,0.434782609,-0.231884058,-0.312466627,Pass Low
1064-1063,1064,1063,562090,319790,561960,319810,1,48,140,0,1600,0,1.13,11.63,43.35,Calibration,21.83333333,0,-21.83333333,-6.608075867,Pass Low,18.66666667,0,-18.66666667,-6.110100927,Pass Low,2.833333333,0,-2.833333333,-2.380476143,Pass Low,0.333333333,0,-0.333333333,-0.816496581,Pass Low
1062-1063,1062,1063,561890,319820,561960,319810,1,48,69,0,1890,3.85,0.99,6.17,40.29,,,,,,,,,,,,,,,,,,,,,
2008-1064,2008,1064,562100,319750,562090,319790,2,48,40,0.78,2904,28.35,4.26,7.26,19.84,Calibration,769.6666667,772.5521739,2.885507246,0.103911632,Pass Mid,643.3333333,646.46,3.126666667,0.123122243,Pass Low,111,111.64,0.64,0.060658739,Pass Low,15.33333333,14.45217391,-0.88115942,-0.228332108,Pass Low
1063-1064,1063,1064,561960,319810,562090,319790,1,48,140,0.07,1320,5.52,4.22,14.72,34.23,Calibration,69.66666667,72.23478261,2.568115942,0.304885106,Pass Low,61,63.46,2.46,0.31184243,Pass Low,8.166666667,8.34,0.173333333,0.060334733,Pass Low,0.5,0.434782609,-0.065217391,-0.09539445,Pass Low
1058-1064,1058,1064,562120,319880,562090,319790,2,48,97,0.72,2904,26.61,4.16,11.43,30.54,Calibration,754,728.1813043,-25.81869565,-0.948415473,Pass Mid,644.8333333,619.43,-25.40333333,-1.010385101,Pass Low,93.83333333,94.56,0.726666667,0.074871662,Pass Low,15.33333333,14.19130435,-1.142028986,-0.297234924,Pass Low
1135-1066,1135,1066,562050,319690,561970,319700,1,48,77,0.21,1378.67,20.99,4.17,9.95,27.86,,,,,,,,,,,,,,,,,,,,,
7031-1066,7031,1066,561900,319700,561970,319700,1,48,63,0.19,1481.33,18.27,3.95,8.67,26.14,,,,,,,,,,,,,,,,,,,,,
1063-1066,1063,1066,561960,319810,561970,319700,2,48,100,0,346,0,34.75,42.25,8.52,,,,,,,,,,,,,,,,,,,,,
4001-1067,4001,1067,562170,319580,562110,319690,2,48,131,4.13,1316.7,75.74,20.5,30.32,15.55,Calibration,943.1666667,945.6734783,2.506811594,0.081571621,Pass Mid,798,799.25,1.25,0.044232202,Pass Mid,130.3333333,131.38,1.046666667,0.091497761,Pass Low,14.83333333,15.04347826,0.210144928,0.054370933,Pass Low
1135-1067,1135,1067,562050,319690,562110,319690,3,48,54,1.81,1416,22.99,23.8,27.85,6.98,Calibration,309.8333333,323.1517391,13.3184058,0.748635654,Pass Low,270.5,281.57,11.07,0.666293451,Pass Low,37.5,39.76,2.26,0.363618596,Pass Low,1.833333333,1.82173913,-0.011594203,-0.008576457,Pass Low
2008-1067,2008,1067,562100,319750,562110,319690,3,48,55,3.04,1925.18,42.45,15.86,19.98,9.91,Calibration,763.1666667,771.8604348,8.693768116,0.313808734,Pass Mid,654.3333333,657.71,3.376666667,0.131834507,Pass Low,94,99.22,5.22,0.531079407,Pass Low,14.83333333,14.93043478,0.097101449,0.025170785,Pass Low
4001-1071,4001,1071,562170,319580,562180,319560,2,48,24,1.56,2277.04,45.38,6.88,8.68,9.95,,,,,,,,,,,,,,,,,,,,,
