Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
1326-1305,1326,1305,574250,314030,575790,313090,2,96,1900,0.13,1980,29.89,9.39,80.64,84.83,,,,,,,,,,,,,,,,,,,,,
2750-1305,2750,1305,575810,313060,575790,313090,1,96,57,0,1713.29,30.64,1.51,3.65,56.19,,,,,,,,,,,,,,,,,,,,,
2854-1305,2854,1305,575690,313010,575790,313090,1,80,110,0.21,877.91,31.24,4.55,9.5,41.68,,,,,,,,,,,,,,,,,,,,,
2707-1308,2707,1308,551210,313990,549280,312100,2,96,2700,0,2200,35.06,15.28,116.53,83.41,,,,,,,,,,,,,,,,,,,,,
2106-1308,2106,1308,547200,307820,549280,312100,2,96,5000,0.02,1980,30.96,31.11,218.61,82.34,,,,,,,,,,,,,,,,,,,,,
2826-1308,2826,1308,546190,309930,549280,312100,1,56,4130,0.03,1307.7,10.89,12.51,278.01,53.48,,,,,,,,,,,,,,,,,,,,,
2114-1309,2114,1309,544130,321780,548110,321080,2,96,4300,0,1663.64,36.04,25.22,186.47,83.01,,,,,,,,,,,,,,,,,,,,,
2770-1309,2770,1309,547880,321230,548110,321080,1,48,250,0,1279.17,0.83,11.86,30.61,29.4,,,,,,,,,,,,,,,,,,,,,
1347-1309,1347,1309,550300,319950,548110,321080,1,96,2488,0,1668.37,43.67,19.35,112.65,79.51,,,,,,,,,,,,,,,,,,,,,
1322-1320,1322,1320,573150,319280,571990,322760,1,64,3600,0,1720,8.84,0.03,202.53,63.99,,,,,,,,,,,,,,,,,,,,,
2791-1321,2791,1321,569350,319590,568930,319620,1,80,210,0,1723.41,17.23,1.26,10.71,70.58,,,,,,,,,,,,,,,,,,,,,
1350-1321,1350,1321,567040,318250,568930,319620,1,64,2501,0.01,579.73,7.08,6.84,147.52,61.03,,,,,,,,,,,,,,,,,,,,,
1204-1321,1204,1321,566250,320000,568930,319620,1,80,2689,0,1560.91,22.98,7.84,128.84,75.13,,,,,,,,,,,,,,,,,,,,,
7503-1322,7503,1322,572140,319380,573150,319280,1,48,1030,0.01,853.11,37.19,11.58,88.83,41.74,Calibration,131.0740741,303.9991304,172.9250564,11.72443047,Fail Low,110.2532004,255.19,144.9367996,10.72219552,Fail Low,18.13568845,40.17,22.03431155,4.08092882,Pass Low,2.685185185,8.639130435,5.95394525,2.502152942,Pass Low
1320-1322,1320,1322,571990,322760,573150,319280,1,64,3600,0.05,518.02,23.7,8.11,210.61,61.53,,,,,,,,,,,,,,,,,,,,,
2692-1322,2692,1322,579110,320980,573150,319280,1,64,7100,0,1715.54,3.87,1.1,400.48,63.82,,,,,,,,,,,,,,,,,,,,,
2793-1322,2793,1322,573190,319240,573150,319280,1,48,38,0.11,606.78,55.91,9.44,12.29,11.13,,,,,,,,,,,,,,,,,,,,,
2505-1323,2505,1323,564210,317050,564610,316570,2,80,601,0.08,1980,32.82,7.09,34.13,63.39,Calibration,675.9672619,683.9134783,7.946216356,0.304736849,Pass Low,547.4800312,559.92,12.43996879,0.528666782,Pass Low,90.05568307,85.45,-4.605683072,-0.491658391,Pass Low,38.43154762,38.54347826,0.111930642,0.018042182,Pass Low
2650-1323,2650,1323,564710,316500,564610,316570,1,96,130,0,1726.92,35.73,1.62,6.5,72.04,,,,,,,,,,,,,,,,,,,,,
2853-1323,2853,1323,564540,316470,564610,316570,1,48,180,0.07,837.08,11.16,4.03,17.53,36.97,,,,,,,,,,,,,,,,,,,,,
2735-1324,2735,1324,566170,316580,566300,315960,1,48,647,0.13,370.1,24.34,11.47,59.99,38.83,,,,,,,,,,,,,,,,,,,,,
2654-1324,2654,1324,568430,316090,566300,315960,1,96,2100,0,1667.33,33.1,5.35,84.1,89.89,,,,,,,,,,,,,,,,,,,,,
2655-1324,2655,1324,566240,315950,566300,315960,1,64,62,0,1683.99,38.06,1.72,5.21,42.82,,,,,,,,,,,,,,,,,,,,,
2760-1325,2760,1325,568830,316230,569220,316300,1,96,570,0,1729.4,31.79,1.53,22.9,89.61,,,,,,,,,,,,,,,,,,,,,
7503-1325,7503,1325,572140,319380,569220,316300,1,48,5200,0,356.1,0.19,10.21,400.21,46.78,,,,,,,,,,,,,,,,,,,,,
2713-1325,2713,1325,569590,316210,569220,316300,1,96,450,0,1730,32.14,1.53,18.41,88.01,,,,,,,,,,,,,,,,,,,,,
2802-1326,2802,1326,573860,314270,574250,314030,1,96,450,0,2737.44,19.87,0.82,17.7,91.55,,,,,,,,,,,,,,,,,,,,,
2745-1326,2745,1326,574770,316530,574250,314030,1,64,2900,0.12,533.65,33.27,8.84,171.97,60.71,,,,,,,,,,,,,,,,,,,,,
1305-1326,1305,1326,575790,313090,574250,314030,1,96,1900,0.11,1782.17,41.39,9.76,81.01,84.43,,,,,,,,,,,,,,,,,,,,,
2857-1327,2857,1327,566320,315280,566540,314910,1,48,417,0,1730,0.64,1.05,32.32,46.44,,,,,,,,,,,,,,,,,,,,,
2654-1327,2654,1327,568430,316090,566540,314910,1,64,2300,0,716.69,0.67,5.54,134.92,61.37,,,,,,,,,,,,,,,,,,,,,
2657-1327,2657,1327,566490,314770,566540,314910,1,48,110,0,1053.52,1.16,3.1,11.35,34.89,,,,,,,,,,,,,,,,,,,,,
2878-1328,2878,1328,563110,316030,563120,315980,1,64,51,0,1719.85,50.44,2.11,4.98,36.88,Calibration,736.6666667,750.8026087,14.13594203,0.518341226,Pass Mid,547.5,558.27,10.77,0.458034614,Pass Low,103.6666667,107.45,3.783333333,0.368237781,Pass Low,85.5,85.0826087,-0.417391304,-0.045195065,Pass Low
2723-1328,2723,1328,563430,316090,563120,315980,1,48,350,0.08,262.91,13.13,15.09,41.34,30.48,Calibration,34.33928571,33.97043478,-0.368850932,-0.063113843,Pass Low,29.19985508,29.21,0.010144919,0.001877243,Pass Low,4.803121109,4.33,-0.473121109,-0.22140005,Pass Low,0.336309524,0.430434783,0.094125259,0.15201831,Pass Low
2877-1328,2877,1328,563160,315800,563120,315980,1,64,120,0,1681.48,50.4,2.93,9.68,44.63,Calibration,734.8333333,719.0052174,-15.82811594,-0.587064921,Pass Mid,540,524.21,-15.79,-0.684515773,Pass Low,105,103.63,-1.37,-0.134136567,Pass Low,89.83333333,91.16521739,1.331884058,0.140005104,Pass Low
2711-1329,2711,1329,563550,314060,563550,313990,1,64,57,0,1729.51,46.16,1.93,5.14,39.94,,,,,,,,,,,,,,,,,,,,,
2858-1329,2858,1329,566080,314720,563550,313990,1,48,2914,0.01,416.42,2.98,9.25,227.8,46.05,,,,,,,,,,,,,,,,,,,,,
2705-1329,2705,1329,563580,313440,563550,313990,1,64,600,0.01,1641.51,50.26,5.54,39.29,54.97,,,,,,,,,,,,,,,,,,,,,
2823-1330,2823,1330,563790,312270,563800,312250,2,64,25,0,1600,50.35,7.34,8.74,10.29,,,,,,,,,,,,,,,,,,,,,
2658-1330,2658,1330,564690,311270,563800,312250,1,80,1200,0.16,838.07,40.73,13.32,67.32,64.17,Calibration,266.1667208,267.206087,1.039366116,0.063645561,Pass Low,168.82625,169.47,0.64375,0.049497544,Pass Low,43.50497028,43.81,0.305029719,0.046164996,Pass Low,53.83550056,53.92608696,0.090586397,0.012340876,Pass Low
1332-1330,1332,1330,563690,311080,563800,312250,1,96,1151,0.18,883.66,48.95,10.8,53.96,76.79,Calibration,378.7698279,391.4343478,12.66451998,0.645358147,Pass Low,294.4225,299.22,4.7975,0.278462994,Pass Low,58.59269024,62.11,3.517309763,0.45275905,Pass Low,25.75463761,30.10434783,4.349710213,0.823054892,Pass Low
2686-1330,2686,1330,562880,311320,563800,312250,1,64,1480,0.03,676.67,6.9,8.37,91.62,58.15,Calibration,56.17343614,45.00565217,-11.16778397,-1.57013365,Pass Low,46.99625,41.48,-5.51625,-0.829364773,Pass Low,8.014073473,2.23,-5.784073473,-2.555715203,Pass Low,1.163112666,1.295652174,0.132539507,0.119536863,Pass Low
2658-1331,2658,1331,564690,311270,564730,311190,1,64,100,0,1730,18.92,1.28,6.91,52.11,,,,,,,,,,,,,,,,,,,,,
2759-1331,2759,1331,565050,310680,564730,311190,1,80,600,0,1720.35,20.56,2.65,29.65,72.85,Calibration,243.7989836,283.53,39.73101635,2.446830309,Pass Low,164.8314405,184.75,19.91855949,1.506602699,Pass Low,27.08063393,44.78,17.69936607,2.952753464,Pass Low,51.88690921,54,2.11309079,0.290410303,Pass Low
2800-1331,2800,1331,564090,311040,564730,311190,1,64,791,0.01,454.76,3.2,8.15,52.64,54.09,,,,,,,,,,,,,,,,,,,,,
1330-1332,1330,1332,563800,312250,563690,311080,1,96,1151,0,1699.95,24.98,2.45,45.62,90.84,Calibration,379.5622972,390.9665217,11.40422453,0.581013621,Pass Low,301.545625,307.39,5.844375,0.334940281,Pass Low,54.42210098,57.62,3.197899019,0.427256936,Pass Low,23.59457123,25.95652174,2.361950506,0.474525081,Pass Low
2800-1332,2800,1332,564090,311040,563690,311080,1,64,280,0.05,457.98,14.37,8.71,24.46,41.22,,,,,,,,,,,,,,,,,,,,,
2668-1332,2668,1332,563590,310360,563690,311080,1,96,750,0,1626.78,24.7,1.6,29.72,90.84,,,,,,,,,,,,,,,,,,,,,
2686-1332,2686,1332,562880,311320,563690,311080,1,48,850,0.01,417.22,1.58,8.8,72.55,42.18,,,,,,,,,,,,,,,,,,,,,
2668-1333,2668,1333,563590,310360,563580,310320,1,96,37,0,1701.4,24.91,1.41,2.8,47.64,,,,,,,,,,,,,,,,,,,,,
2659-1333,2659,1333,565450,309200,563580,310320,1,80,2200,0.03,430.61,9.43,8.91,107.91,73.4,,,,,,,,,,,,,,,,,,,,,
2665-1333,2665,1333,563350,308470,563580,310320,1,96,1900,0,1730,22.62,2.75,74,92.44,Calibration,398.034794,355.1378261,-42.89696789,-2.210519405,Pass Low,328.70079,273.45,-55.25079004,-3.184203828,Pass Low,54.00320314,53.84,-0.163203142,-0.022225274,Pass Low,15.3308008,27.84782609,12.51702529,2.693901511,Pass Low
1336-1334,1336,1334,561890,311120,561980,310470,1,48,650,0,1608.38,6.89,1.2,49.95,46.85,,,,,,,,,,,,,,,,,,,,,
2851-1334,2851,1334,562330,310530,561980,310470,1,48,370,0.01,1251.33,5.2,1.71,29.46,45.21,,,,,,,,,,,,,,,,,,,,,
2667-1334,2667,1334,561660,309020,561980,310470,1,64,1480,0,977,7.87,2.53,85.78,62.12,,,,,,,,,,,,,,,,,,,,,
2764-1336,2764,1336,561760,311190,561890,311120,1,48,150,0,1640.03,10,1.22,12.47,43.31,,,,,,,,,,,,,,,,,,,,,
2686-1336,2686,1336,562880,311320,561890,311120,1,64,1300,0.01,564.01,10.67,6.86,79.98,58.51,,,,,,,,,,,,,,,,,,,,,
1334-1336,1334,1336,561980,310470,561890,311120,1,48,650,0,1730,6.31,1.11,49.86,46.93,,,,,,,,,,,,,,,,,,,,,
2706-1337,2706,1337,559710,311760,557130,312440,1,48,2900,0,977,8.34,2.86,220.36,47.38,,,,,,,,,,,,,,,,,,,,,
2687-1337,2687,1337,552890,310540,557130,312440,1,48,5400,0,593.19,7.09,6.76,411.76,47.21,,,,,,,,,,,,,,,,,,,,,
2882-1337,2882,1337,555410,313240,557130,312440,1,48,1900,0,977,5.87,2.21,144.71,47.27,,,,,,,,,,,,,,,,,,,,,
2703-1337,2703,1337,557450,313930,557130,312440,1,48,1500,0,587.64,1.91,6.29,118.79,45.46,Validation,26.125,10.8373913,-15.2876087,-3.556104589,Pass Low,22.09476999,9.67,-12.42476999,-3.117672543,Pass Low,3.634396673,0.85,-2.784396673,-1.859491053,Pass Low,0.395833333,0.317391304,-0.078442029,-0.131356222,Pass Low
2689-1338,2689,1338,556380,316890,557340,317090,1,64,1200,0.03,778.57,9.22,14.14,81.64,52.92,,,,,,,,,,,,,,,,,,,,,
1208-1338,1208,1338,560380,318230,557340,317090,1,96,3300,0,1940,44.48,30.47,154.22,77.04,,,,,,,,,,,,,,,,,,,,,
1339-1338,1339,1338,553950,314960,557340,317090,2,96,4408,0.01,2150.97,36.08,22.94,188.24,84.3,Calibration,676.7777778,722.22,45.44222222,1.718169663,Pass Low,505.8888889,557.43,51.54111111,2.235306135,Pass Low,106.7222222,127.99,21.26777778,1.963221308,Pass Low,64.16666667,36.8,-27.36666667,-3.851659535,Pass Low
2698-1339,2698,1339,553250,314870,553950,314960,2,96,700,0,3357.16,20.05,0.67,26.92,93.61,,,,,,,,,,,,,,,,,,,,,
2822-1339,2822,1339,553660,314990,553950,314960,1,80,300,0.01,1547.65,6.64,4.31,17.81,60.63,,,,,,,,,,,,,,,,,,,,,
1338-1339,1338,1339,557340,317090,553950,314960,2,96,4408,0,3460,23.16,4.22,169.52,93.61,Calibration,618.2777778,728.8069565,110.5291787,4.258870981,Fail Low,449.9444444,532.57,82.62555556,3.727862785,Pass Low,100.8888889,143.55,42.66111111,3.858886543,Pass Low,67.44444444,52.68695652,-14.75748792,-1.904141259,Pass Low
2896-1340,2896,1340,555080,319010,557290,319130,1,96,2200,0.01,1742,40.58,19.4,101.9,77.72,Calibration,721.1944444,735.8230435,14.62859903,0.54198261,Pass Mid,573.4740787,542.96,-30.51407872,-1.291512809,Pass Low,94.33147684,105.75,11.41852316,1.141619801,Pass Low,53.38888889,87.11304348,33.72415459,4.023601122,Pass Low
1345-1340,1345,1340,558020,320300,557290,319130,1,48,1413,0.01,215.94,0.83,16.86,122.84,41.41,,,,,,,,,,,,,,,,,,,,,
1209-1340,1209,1340,560330,318990,557290,319130,1,96,3090,0,1742,46.83,35.02,150.9,73.72,Validation,744.5222222,820.0730435,75.55082126,2.701177861,Pass Mid,587.1281099,579.13,-7.998109859,-0.331211208,Pass Low,96.5774457,133.13,36.5525543,3.410713126,Pass Low,60.81666667,107.8130435,46.99637681,5.118141969,Pass Low
2603-1340,2603,1340,556280,316920,557290,319130,1,64,2900,0.01,218.06,0.79,16.7,179.83,58.06,,,,,,,,,,,,,,,,,,,,,
2896-1341,2896,1341,555080,319010,554990,319010,1,96,81,0,1742,30.72,1.57,4.6,63.35,,,,,,,,,,,,,,,,,,,,,
2821-1341,2821,1341,553670,315030,554990,319010,1,80,4440,0.08,759.06,9.19,5.79,205.59,77.75,,,,,,,,,,,,,,,,,,,,,
2768-1341,2768,1341,551950,319120,554990,319010,1,96,3100,0.04,1742,32.14,16.29,132.54,84.2,,,,,,,,,,,,,,,,,,,,,
1210-1342,1210,1342,560300,319920,560170,320000,1,64,151,0,1730,10.17,0,8.49,64,,,,,,,,,,,,,,,,,,,,,
1343-1342,1343,1342,559550,320230,560170,320000,1,48,661,0,1730,10.08,0,49.57,48,,,,,,,,,,,,,,,,,,,,,
1344-1343,1344,1343,559010,320300,559550,320230,1,48,545,0,1718.37,10.57,1.17,42.05,46.66,,,,,,,,,,,,,,,,,,,,,
1211-1343,1211,1343,560380,320570,559550,320230,1,48,1048,0,1197.98,0.23,2.31,80.91,46.63,,,,,,,,,,,,,,,,,,,,,
1342-1343,1342,1343,560170,320000,559550,320230,1,48,661,0,1730,10.17,1.16,50.73,46.9,,,,,,,,,,,,,,,,,,,,,
1343-1344,1343,1344,559550,320230,559010,320300,1,48,545,0,1127.57,15.85,8.28,49.15,39.92,,,,,,,,,,,,,,,,,,,,,
1345-1344,1345,1344,558020,320300,559010,320300,1,48,1022,0.01,1058.64,8.02,8.08,84.73,43.42,Calibration,179.5,80.84217391,-98.65782609,-8.647175552,Pass Low,152.2660627,79.87,-72.39606268,-6.719835445,Pass Low,25.04643732,0.92,-24.12643732,-6.69579286,Pass Low,2.1875,0.052173913,-2.135326087,-2.017840376,Pass Low
2767-1344,2767,1344,558970,320540,559010,320300,1,32,230,0,1105.88,12.99,6.96,32.84,25.21,,,,,,,,,,,,,,,,,,,,,
1346-1345,1346,1345,555000,319940,558020,320300,1,80,3078,0,1720,3.88,1.1,139.61,79.37,,,,,,,,,,,,,,,,,,,,,
1344-1345,1344,1345,559010,320300,558020,320300,1,48,1022,0,1720,3.48,1.14,77.79,47.29,Calibration,165.6458333,51.72521739,-113.9206159,-10.92739067,Fail Low,140.6372364,50.9,-89.73723637,-9.169825683,Pass Low,23.13359696,0.76,-22.37359696,-6.473066093,Pass Low,1.875,0.065217391,-1.809782609,-1.837452884,Pass Low
1340-1345,1340,1345,557290,319130,558020,320300,1,48,1413,0,977,1.41,1.7,107.68,47.24,,,,,,,,,,,,,,,,,,,,,
2773-1346,2773,1346,554850,319990,555000,319940,1,48,200,0.01,817.69,34.74,5.8,20.8,34.62,,,,,,,,,,,,,,,,,,,,,
1345-1346,1345,1346,558020,320300,555000,319940,1,80,3078,0,1720,3.14,1.09,139.6,79.38,,,,,,,,,,,,,,,,,,,,,
2896-1346,2896,1346,555080,319010,555000,319940,1,48,927,0.01,703.73,28.35,6.62,76.14,43.83,,,,,,,,,,,,,,,,,,,,,
1309-1347,1309,1347,548110,321080,550300,319950,1,96,2488,0,1980,22.67,6.31,99.61,89.91,,,,,,,,,,,,,,,,,,,,,
2773-1347,2773,1347,554850,319990,550300,319950,1,64,4968,0.02,309.78,3.03,11.93,291.38,61.38,,,,,,,,,,,,,,,,,,,,,
2768-1347,2768,1347,551950,319120,550300,319950,1,96,1911,0,1742,33.65,12.01,83.68,82.22,,,,,,,,,,,,,,,,,,,,,
2653-1350,2653,1350,566650,316850,567040,318250,1,64,1168,0,977,4.2,0,65.7,64,,,,,,,,,,,,,,,,,,,,,
1321-1350,1321,1350,568930,319620,567040,318250,1,64,2501,0,977,2.96,0,140.68,64,,,,,,,,,,,,,,,,,,,,,
2013-2000,2013,2000,565640,322470,565770,322460,1,30,140,0,1250,11.26,0,16.8,30,,,,,,,,,,,,,,,,,,,,,
1132-2001,1132,2001,562430,319430,562470,319370,1,32,79,0,1691.23,2.53,1.47,10.35,27.47,,,,,,,,,,,,,,,,,,,,,
2002-2001,2002,2001,562650,319300,562470,319370,1,48,196,0,2068.66,3.73,0.9,15.6,45.22,Calibration,81.66666667,76.57478261,-5.091884058,-0.572444488,Pass Low,73.33333333,69.23,-4.103333333,-0.486012988,Pass Low,7.833333333,6.91,-0.923333333,-0.340075754,Pass Low,0.5,0.434782609,-0.065217391,-0.09539445,Pass Low
6004-2001,6004,2001,562390,319340,562470,319370,1,32,60,0,1282.39,4.44,1.64,8.39,25.75,,,,,,,,,,,,,,,,,,,,,
2001-2002,2001,2002,562470,319370,562650,319300,1,48,196,0.02,908.23,9.97,8.13,22.83,30.9,Calibration,96,89.68826087,-6.31173913,-0.655046023,Pass Low,85.5,79.24,-6.26,-0.689746968,Pass Low,9.833333333,9.77,-0.063333333,-0.020229371,Pass Low,0.666666667,0.67826087,0.011594203,0.014138601,Pass Low
1073-2002,1073,2002,562640,319530,562650,319300,1,40,236,0.02,1072.51,41.79,7.86,29.1,29.2,Calibration,442.6666667,441.2308696,-1.435797101,-0.068297862,Pass Low,381.5,380.09,-1.41,-0.07225593,Pass Low,56.16666667,55.78,-0.386666667,-0.051682814,Pass Low,5,5.360869565,0.360869565,0.15855033,Pass Low
1114-2002,1114,2002,562240,319090,562650,319300,1,40,454,0.02,1057.59,33.04,8.92,49.78,32.83,Calibration,357.6666667,345.7369565,-11.92971014,-0.636125183,Pass Low,308.5,297.4,-11.1,-0.637730959,Pass Low,46.33333333,45.45,-0.883333333,-0.130394029,Pass Low,2.833333333,2.886956522,0.053623188,0.031707253,Pass Low
7044-2003,7044,2003,562800,320280,562800,320220,1,40,61,0,1900,23.81,0,5.49,40,,,,,,,,,,,,,,,,,,,,,
2042-2003,2042,2003,562770,320070,562800,320220,1,40,151,0,1900,20.71,0,13.59,40,,,,,,,,,,,,,,,,,,,,,
1035-2006,1035,2006,562070,320360,562110,320380,2,40,44,0,3354.29,32.08,0.79,4.75,33.35,,,,,,,,,,,,,,,,,,,,,
4014-2006,4014,2006,562110,320440,562110,320380,1,30,60,0.13,479.56,25.54,9.49,16.69,12.94,,,,,,,,,,,,,,,,,,,,,
2008-2007,2008,2007,562100,319750,562190,319790,1,30,125,0,1250,4.12,0,15,30,,,,,,,,,,,,,,,,,,,,,
1064-2008,1064,2008,562090,319790,562100,319750,2,48,40,0,3981.5,19.41,0.56,3.56,40.44,Calibration,754,728.2756522,-25.72434783,-0.944919657,Pass Mid,644.8333333,619.51,-25.32333333,-1.007171338,Pass Low,93.83333333,94.57,0.736666667,0.075899991,Pass Low,15.33333333,14.19565217,-1.137681159,-0.296081519,Pass Low
2007-2008,2007,2008,562190,319790,562100,319750,1,30,125,0.1,446.68,22.88,9.79,24.79,18.15,,,,,,,,,,,,,,,,,,,,,
1067-2008,1067,2008,562110,319690,562100,319750,2,48,55,0.02,4537.31,18.01,0.65,4.78,41.42,Calibration,765.1666667,766.4569565,1.290289855,0.046625795,Pass Mid,643.1666667,644.13,0.963333333,0.03797102,Pass Low,106.6666667,107.94,1.273333333,0.122923665,Pass Low,15.33333333,14.38695652,-0.946376812,-0.245500606,Pass Low
2013-2010,2013,2010,565640,322470,565610,322360,1,30,110,0,1250,4.92,0,13.2,30,,,,,,,,,,,,,,,,,,,,,
1014-2012,1014,2012,561940,320530,561830,320550,1,32,113,0,1100,20.49,0,12.71,32,,,,,,,,,,,,,,,,,,,,,
1031-2012,1031,2012,561790,320430,561830,320550,1,32,130,0,1730,14.93,0,14.63,32,,,,,,,,,,,,,,,,,,,,,
1006-2013,1006,2013,565600,322630,565640,322470,1,48,110,0,1798.9,11.21,1.13,9.38,42.23,,,,,,,,,,,,,,,,,,,,,
2000-2013,2000,2013,565770,322460,565640,322470,1,30,140,0.01,1040.95,15.35,5.13,21.93,22.98,,,,,,,,,,,,,,,,,,,,,
2010-2013,2010,2013,565610,322360,565640,322470,1,30,110,0,1966.95,3.52,0.96,14.16,27.97,,,,,,,,,,,,,,,,,,,,,
1005-2014,1005,2014,564550,322400,564190,322040,1,48,507,0,1720,21.4,2.7,40.73,44.81,Calibration,349.6666667,361.8082609,12.1415942,0.643740616,Pass Low,309.6666667,306.66,-3.006666667,-0.171275325,Pass Low,36.5,53.37,16.87,2.516649356,Pass Low,3.5,1.77826087,-1.72173913,-1.059831742,Pass Low
2115-2014,2115,2014,564430,322000,564190,322040,2,30,240,0.05,1104.59,12.31,7,35.8,24.13,,,,,,,,,,,,,,,,,,,,,
1004-2014,1004,2014,564160,322010,564190,322040,2,48,40,0.03,2642.79,17.5,2.3,5.3,27.16,,,,,,,,,,,,,,,,,,,,,
5005-2015,5005,2015,561630,319800,561570,319960,1,32,164,0,9999.9,3.32,0,18.45,32,,,,,,,,,,,,,,,,,,,,,
7013-2022,7013,2022,565110,320250,565080,320260,2,40,37,0,1300,48.91,10.52,13.85,9.62,Calibration,584.5,601.1252174,16.62521739,0.682823747,Pass Low,520.6666667,535.99,15.32333333,0.666655242,Pass Low,57.83333333,58.47,0.636666667,0.08348934,Pass Low,6,6.665217391,0.665217391,0.264345711,Pass Low
2200-2022,2200,2022,564980,320270,565080,320260,2,40,97,0.08,1108.4,35.3,12.37,21.1,16.55,Calibration,425,352.6808696,-72.31913043,-3.667477731,Pass Low,369.3333333,300.42,-68.91333333,-3.765830887,Pass Low,51.33333333,42.6,-8.733333333,-1.274339566,Pass Low,4.333333333,9.660869565,5.327536232,2.014036452,Pass Low
2024-2022,2024,2022,565230,320380,565080,320260,2,30,200,0.07,1030.07,25.27,9.02,33.02,21.8,Calibration,316.8333333,259.1430435,-57.69028986,-3.399502642,Pass Low,306.8333333,249.27,-57.56333333,-3.452098535,Pass Low,9.333333333,8.96,-0.373333333,-0.12344268,Pass Low,0.666666667,0.913043478,0.246376812,0.277220999,Pass Low
2200-2023,2200,2023,564980,320270,564820,320300,2,40,165,0.01,1282.66,45.82,9.08,23.93,24.82,,,,,,,,,,,,,,,,,,,,,
7040-2023,7040,2023,564480,320370,564820,320300,2,40,345,0.01,1281.76,44.89,12.08,43.13,28.79,Validation,405.5185185,535.4069565,129.888438,5.988359693,Fail Low,345.9466497,456.55,110.6033503,5.521558353,Fail Low,56.90520214,68.07,11.16479786,1.412387737,Pass Low,2.666666667,10.78695652,8.120289855,3.130883441,Pass Low
2025-2023,2025,2023,564830,320380,564820,320300,1,30,100,0.02,767.92,6.4,11.36,23.36,15.41,,,,,,,,,,,,,,,,,,,,,
2022-2024,2022,2024,565080,320260,565230,320380,1,30,200,0,1250,22.62,0,24,30,Calibration,286.3333333,281.0873913,-5.245942029,-0.311448245,Pass Low,268.8333333,263.81,-5.023333333,-0.307814269,Pass Low,16.33333333,15.96,-0.373333333,-0.092908474,Pass Low,1.166666667,1.317391304,0.150724638,0.135244117,Pass Low
2023-2025,2023,2025,564820,320300,564830,320380,1,30,100,0,1250,4.1,0,12,30,,,,,,,,,,,,,,,,,,,,,
1107-2026,1107,2026,565160,320240,565100,320070,1,48,183,0,1220,10.89,7.16,20.88,31.55,,,,,,,,,,,,,,,,,,,,,
2997-2026,2997,2026,564710,319740,565100,320070,1,48,553,0,1220,12.13,7.18,48.65,40.92,,,,,,,,,,,,,,,,,,,,,
2075-2031,2075,2031,563420,320670,563470,320520,1,30,163,0.2,456.63,41.23,10.68,30.24,19.41,,,,,,,,,,,,,,,,,,,,,
7048-2031,7048,2031,563590,320730,563470,320520,1,48,252,0.01,2488.38,15.21,1.27,20.17,44.98,,,,,,,,,,,,,,,,,,,,,
1019-2031,1019,2031,563460,320480,563470,320520,1,48,43,0,1850.85,32.88,1.45,4.67,33.12,Calibration,555,593.45,38.45,1.604557541,Pass Low,496,528.64,32.64,1.442047264,Pass Low,54.83333333,60.91,6.076666667,0.798789631,Pass Low,4.166666667,3.9,-0.266666667,-0.132781226,Pass Low
1013-2032,1013,2032,563620,320760,563860,320760,1,32,245,0.03,660,46.75,16.12,43.68,20.19,,,,,,,,,,,,,,,,,,,,,
2033-2032,2033,2032,564090,320660,563860,320760,1,30,201,0.02,1000.44,14.7,7.86,31.98,22.63,,,,,,,,,,,,,,,,,,,,,
1021-2032,1021,2032,563940,320440,563860,320760,1,32,414,0.02,660,36.68,14.51,61.09,24.4,,,,,,,,,,,,,,,,,,,,,
2032-2033,2032,2033,563860,320760,564090,320660,1,30,201,0,1250,15.34,0,24.12,30,,,,,,,,,,,,,,,,,,,,,
1120-2034,1120,2034,562530,320700,562440,320830,1,30,150,0,1773.48,8.07,1.1,19.1,28.27,,,,,,,,,,,,,,,,,,,,,
2609-2034,2609,2034,562370,320820,562440,320830,1,30,100,0.01,558.28,7.6,6.72,18.72,19.24,,,,,,,,,,,,,,,,,,,,,
2601-2034,2601,2034,562260,321430,562440,320830,1,30,716,0,1962.35,4.19,0.97,86.89,29.66,Calibration,84.47916667,82.11,-2.369166667,-0.259589567,Pass Low,72.17028514,72.18,0.009714855,0.001143517,Pass Low,11.87138152,9.93,-1.941381522,-0.588008876,Pass Low,0.4375,0,-0.4375,-0.935414347,Pass Low
2605-2035,2605,2035,563010,321360,563210,321250,1,30,240,0,690.16,10.07,5.94,34.74,24.87,,,,,,,,,,,,,,,,,,,,,
4007-2035,4007,2035,563310,322090,563210,321250,1,30,835,0,822.26,15.2,5.14,105.34,28.54,,,,,,,,,,,,,,,,,,,,,
2205-2035,2205,2035,563140,320940,563210,321250,1,20,300,0,1980,1.7,0.93,54.93,19.66,,,,,,,,,,,,,,,,,,,,,
2037-2036,2037,2036,562750,319720,562880,319630,1,30,154,0,1250,7.36,0,18.48,30,,,,,,,,,,,,,,,,,,,,,
