link_id,length_m,road_type
4000000007102618A,2777.010042,Mainline
4000000007102680A,2986.501303,Mainline
4000000007102819A,1289.765103,Mainline
4000000007102954A,1115.59459,At grade SRN A Road
4000000007103143A,1838.45893,Mainline
4000000007103535A,1824.971195,Mainline
4000000007103538A,1605.081381,Mainline
4000000007103547A,759.8476893,Mainline
4000000007104597A,255.700372,At grade SRN A Road
4000000007106295A,30.94956699,Mainline
4000000007106358A,57.24473775,Mainline
4000000007106933A,111.7528351,At grade SRN A Road
4000000007106946A,16.47809435,At grade SRN A Road
4000000007106949A,15.35779788,Roundabout
4000000007106950A,11.52485932,Roundabout
4000000007106951A,12.12023445,At grade SRN A Road
4000000007106952A,10.89110604,Roundabout
4000000007107015A,313.1479866,At grade SRN A Road
4000000007107022A,128.1862272,At grade SRN A Road
4000000007107263A,33.50748542,At grade SRN A Road
4000000007107277B,31.07948001,At grade SRN A Road
4000000007108353A,405.694429,At grade SRN A Road
4000000007108527A,81.00234499,At grade SRN A Road
4000000007108537A,60.81506358,At grade SRN A Road
4000000007108557A,95.35468282,At grade SRN A Road
4000000007109258A,410.4674755,At grade SRN A Road
4000000007109894A,1216.87555,At grade SRN A Road
4000000007109898A,683.8410992,At grade SRN A Road
4000000007110008A,18.97556955,At grade SRN A Road
4000000007110019A,15.76043739,Roundabout
4000000007110203A,831.7833596,At grade SRN A Road
4000000007110788A,31.67880777,At grade SRN A Road
4000000007111304A,49.13263115,At grade SRN A Road
4000000007111527A,111.4775669,At grade SRN A Road
4000000007111946A,704.1707371,At grade SRN A Road
4000000007111950A,271.6648198,At grade SRN A Road
4000000007111952A,614.5235333,At grade SRN A Road
4000000007111973A,80.48332812,At grade SRN A Road
4000000007111974A,90.08852393,At grade SRN A Road
4000000007111990A,43.58306132,At grade SRN A Road
4000000007112009A,19.33354678,Roundabout
4000000007112138A,27.30641246,At grade SRN A Road
4000000007112239A,601.8750066,At grade SRN A Road
4000000007112291A,113.34494,At grade SRN A Road
4000000007112415A,652.7522582,At grade SRN A Road
4000000007112416A,395.1622485,At grade SRN A Road
4000000007112649A,601.6915881,At grade SRN A Road
4000000007117742A,1433.187316,Mainline
4000000007117743A,369.5773535,Mainline
4000000007117753A,110.7714352,Mainline
4000000007121235A,281.3406537,Slip Road
4000000007126038A,292.6937788,Mainline
4000000007128983A,142.6621655,Mainline
4000000007129347A,56.45100725,Mainline
4000000007129457A,319.1118093,Mainline
4000000007130238A,574.9351489,At grade SRN A Road
4000000007130357A,479.6504295,At grade SRN A Road
4000000007130396A,63.52674298,Roundabout
4000000007131074A,617.0949369,Mainline
4000000007131077A,1010.655849,Mainline at junction
4000000007131110A,65.47312378,Roundabout
4000000007131819A,379.7305334,Mainline
4000000007131900A,586.9898336,Mainline
4000000007131901A,394.3628823,Mainline
4000000007131904A,277.4012121,Mainline
4000000007132059A,1388.571784,Mainline
4000000007132857A,254.2789842,Mainline
4000000007132859A,213.8761644,Mainline
4000000007132963A,831.8563241,Mainline
4000000007133056A,304.439869,Slip Road
4000000007133059A,470.1695846,Mainline
4000000007133090A,142.5065041,Mainline
4000000007133157A,191.9997145,Mainline
4000000007133698A,440.2408188,Slip Road
4000000007133701A,119.4072007,Mainline
4000000007134065A,375.234846,Mainline
4000000007154783A,1702.876913,At grade SRN A Road
4000000007154785A,49.32076904,At grade SRN A Road
4000000007154787A,22.62706344,At grade SRN A Road
4000000007161724A,44.93117095,At grade SRN A Road
4000000007175679A,168.3181324,At grade SRN A Road
4000000007179010A,54.45046891,Mainline at junction
4000000007179704A,97.77408441,At grade SRN A Road
4000000007179771A,72.04428981,At grade SRN A Road
4000000007179772A,67.77243759,At grade SRN A Road
4000000007179773A,115.2015421,At grade SRN A Road
4000000007179774A,104.6845747,At grade SRN A Road
4000000007179791A,15.06911973,At grade SRN A Road
4000000007179792B,16.70809021,At grade SRN A Road
4000000007179794A,15.86995901,At grade SRN A Road
4000000007179796A,17.84063286,At grade SRN A Road
4000000007180014A,254.1157325,Mainline
4000000007181379A,321.7869612,At grade SRN A Road
4000000007181962A,612.0654573,Mainline
4000000007181963A,604.0353974,Mainline
4000000007181970A,128.7099101,Mainline
4000000007181974A,59.34312067,Mainline
4000000007182428A,54.86502219,Mainline
4000000007182429A,41.06123037,Mainline
4000000007184707A,13.94414573,At grade SRN A Road
4000000007185345A,199.135159,Mainline
4000000007189868A,527.5236105,Mainline
4000000007189969A,291.3731851,At grade SRN A Road
4000000007190880A,209.8517517,Mainline
4000000007190881A,1474.803109,Mainline
4000000007193494A,126.1479807,At grade SRN A Road
4000000007194367B,137.5168548,At grade SRN A Road
4000000007194367A,137.5168548,At grade SRN A Road
4000000007196891A,199.0369436,At grade SRN A Road
4000000009205216A,3024.940431,Mainline
4000000009205217A,2981.790051,Mainline
4000000009205229A,1650.086555,Mainline
4000000009205298A,1057.28495,Mainline
4000000009205516A,1717.228815,Mainline
4000000009205533A,1554.022255,Mainline
4000000009205581A,1555.792134,Mainline
4000000009205601A,578.0228987,Mainline
4000000009205606A,2009.426278,Mainline
4000000009205608A,1416.187269,Mainline
4000000009205627A,2042.352796,Mainline
4000000009205670A,1664.54457,Mainline
4000000009205704A,916.4042039,Mainline at junction
4000000009205844A,1308.396619,Mainline
4000000009205989A,1902.602585,Mainline
4000000009207107A,104.6202927,At grade SRN A Road
4000000009207117A,46.87764081,At grade SRN A Road
4000000009208360A,676.3861273,Mainline
4000000009208362A,312.0984802,Mainline
4000000009209408A,568.7880666,Mainline
4000000009209410A,411.8566692,Mainline
4000000009209411A,415.8167163,Slip Road
4000000009209891A,553.8622222,Slip Road
4000000009209901A,319.3140695,Slip Road
4000000009210332A,398.0102679,Slip Road
4000000009211701A,333.5383898,Mainline
4000000009212482A,1537.310594,Mainline
4000000009212484A,1130.913739,Mainline
4000000009212491A,139.6715876,Mainline
4000000009212497A,101.6379489,Roundabout
4000000009212502A,116.8887773,Roundabout
4000000009212503A,83.70563699,Roundabout
4000000009212508A,87.81246989,Roundabout
4000000009212512A,412.4536786,Mainline
4000000009212517A,8.605659013,Roundabout
4000000009212518A,12.0674666,Mainline
4000000009212551A,325.2205656,Mainline at junction
4000000009212566A,37.59446214,Traffic Island Link At Junction
4000000009221441A,282.1462821,Slip Road
4000000009222873A,525.7691825,Slip Road
4000000009222876A,9.930015619,Mainline
4000000009222915A,44.7975295,Slip Road
4000000009222924A,18.86921951,Slip Road
4000000009223938A,1060.140821,Mainline
4000000009225717A,765.9589666,Mainline
4000000009225722A,293.8348377,Mainline
4000000009225728A,310.2697504,Mainline
4000000009225731A,188.5663354,Mainline
4000000009225745A,67.47447223,Mainline
4000000009225766A,44.43633903,Slip Road
4000000009230132A,256.8138261,Mainline
4000000009230156A,182.8222558,Slip Road
4000000009230158A,110.2141615,Slip Road
4000000009230165A,78.49214738,Mainline
4000000009230167A,77.66942847,Mainline
4000000009230196A,15.81124916,Mainline
4000000009233531A,90.79782899,At grade SRN A Road
4000000009233550A,87.13499564,At grade SRN A Road
4000000009235266A,127.0602834,Mainline
4000000009236122A,440.6760859,Mainline
4000000009236131A,31.24056338,Slip Road
4000000009236201A,35.00394241,At grade SRN A Road
4000000009236203A,28.97619788,At grade SRN A Road
4000000009236224A,10.63021166,At grade SRN A Road
4000000009236411A,240.1143477,Mainline at junction
4000000009237656A,299.0714703,Slip Road
4000000009239641A,25.97962296,At grade SRN A Road
4000000009239645A,32.64970444,At grade SRN A Road
4000000009239717A,38.93764491,At grade SRN A Road
4000000009239994A,223.3022923,At grade SRN A Road
4000000009264165A,317.813222,Mainline
4000000009267294A,1034.351526,Mainline
4000000009267308A,249.7227232,At grade SRN A Road
4000000009267313A,172.9725778,At grade SRN A Road
4000000009267314A,131.6697202,At grade SRN A Road
4000000009267317A,46.87911734,Roundabout
4000000009267363A,418.5809419,Mainline
4000000009267478A,152.3530835,At grade SRN A Road
4000000009267484A,54.83371834,At grade SRN A Road
4000000009267491A,28.78812958,Roundabout
4000000009267502A,7.728504418,Roundabout
4000000009267505A,11.18011628,At grade SRN A Road
4000000009268508A,380.3818952,At grade SRN A Road
4000000009268522A,75.40374844,At grade SRN A Road
4000000009268525A,49.17825297,At grade SRN A Road
4000000009268526A,40.98123174,At grade SRN A Road
4000000009268621A,1244.347177,At grade SRN A Road
4000000009268622A,721.6875232,At grade SRN A Road
4000000009268624A,436.8691727,At grade SRN A Road
4000000009268627A,106.479116,At grade SRN A Road
4000000009268628A,119.7781126,At grade SRN A Road
4000000009268632A,35.29846461,Roundabout
4000000009268635A,33.26869768,Roundabout
4000000009268638A,43.3650906,At grade SRN A Road
4000000009268651A,33.54565169,Roundabout
4000000009268652A,19.27543211,At grade SRN A Road
4000000009268653A,43.02198221,At grade SRN A Road
4000000009268661A,23.9993,At grade SRN A Road
4000000009268665A,7.280109889,Roundabout
4000000009268672A,705.3387199,At grade SRN A Road
4000000009270227A,358.3589408,At grade SRN A Road
4000000009270229A,457.2720233,At grade SRN A Road
4000000009270555A,67.32097023,At grade SRN A Road
4000000009270561A,41.82849932,At grade SRN A Road
4000000009270566A,71.05955311,At grade SRN A Road
4000000009270569A,27.45652414,Roundabout
4000000009271396A,29.23712576,Roundabout
4000000009271400A,18.12982991,Roundabout
4000000009271403A,7.531966825,Roundabout
4000000009271404A,7.634368895,Roundabout
4000000009271967A,64.63905048,At grade SRN A Road
4000000009271986A,21.9851168,Roundabout
4000000009279554A,31.23551815,Roundabout
4000000009279567A,8.765965152,Roundabout
4000000009279568A,15.87786973,Roundabout
4000000009279569A,5.708163914,Roundabout
4000000009279849A,60.17957771,At grade SRN A Road
4000000009279860A,35.26101739,Roundabout
4000000009280605A,248.4001155,At grade SRN A Road
4000000009280611A,121.2770278,At grade SRN A Road
4000000009280612A,135.7188161,At grade SRN A Road
4000000009280629A,149.8125813,At grade SRN A Road
4000000009280637A,74.06569939,At grade SRN A Road
4000000009280659A,42.23136838,At grade SRN A Road
4000000009280665A,52.86738227,At grade SRN A Road
4000000009281508A,388.635122,At grade SRN A Road
4000000009281514A,160.2225985,At grade SRN A Road
4000000009281516A,135.0604824,At grade SRN A Road
4000000009281517A,68.0717815,At grade SRN A Road
4000000009282559A,1213.605107,At grade SRN A Road
4000000009282561A,110.6971706,Roundabout
4000000009282562A,64.14912771,Roundabout
4000000009283748A,352.4289394,At grade SRN A Road
4000000009284268A,173.315243,At grade SRN A Road
4000000009284273A,37.305093,At grade SRN A Road
4000000009284474A,762.2886296,At grade SRN A Road
4000000009284489A,36.11488133,At grade SRN A Road
4000000009284498A,85.77471657,At grade SRN A Road
4000000009284699A,383.8542004,At grade SRN A Road
4000000009284706A,48.97462675,At grade SRN A Road
4000000009288692A,401.8310884,Mainline
4000000009288693A,412.0855815,Mainline
4000000009289720A,324.5388313,Slip Road
4000000009289723A,221.7678083,Mainline
4000000009291254A,471.7564698,Mainline
4000000009293028A,318.0893846,Mainline
4000000009293400A,624.8253556,Mainline
4000000009293404A,477.2767184,Mainline
4000000009294623A,283.275207,Slip Road
4000000009299551A,748.1708593,Mainline
4000000009299556A,1064.089479,Mainline
4000000009299652A,1052.136151,Mainline
4000000009299654A,328.6996058,Mainline
4000000009304634A,318.1602411,Mainline
4000000009304643A,299.705658,Mainline
4000000009304655A,223.9998327,Slip Road
4000000009304661A,214.8432175,Slip Road
4000000009304667A,66.71100963,Slip Road
4000000009304672A,100.9030999,Mainline
4000000009304675A,59.56413553,Roundabout
4000000009304687A,75.76973643,Mainline
4000000009304691A,48.85194466,Slip Road
4000000009304696A,21.54060352,Roundabout
4000000009304704A,22.8472668,Roundabout
4000000009304705A,22.70538335,Roundabout
4000000009308914A,915.3856357,Mainline
4000000009313921A,1305.002153,Mainline
4000000009315572A,416.6561621,Slip Road
4000000009316320A,1318.782713,Mainline
4000000009316332A,469.743018,Slip Road
4000000009316342A,95.06195446,Mainline
4000000009316346A,79.6514944,Roundabout
4000000009316348A,108.2197063,Mainline
4000000009316351A,69.25480673,Roundabout
4000000009316369A,16.9999,Roundabout
4000000009316372A,11.67004911,Roundabout
4000000009316481A,530.2078654,Mainline at junction
4000000009316741A,374.1516065,Slip Road
4000000009318011A,772.4488725,Mainline
4000000009318012A,763.3224106,Mainline
4000000009318013A,521.8209282,Mainline
4000000009318183A,220.4098318,Slip Road
4000000009318189A,274.1506209,Mainline
4000000009318195A,533.9483155,Mainline
4000000009318199A,78.33006665,Mainline
4000000009318210A,550.6676408,Mainline
4000000009318211A,27.85231671,Mainline
4000000009320391A,586.626075,Mainline
4000000009334333A,739.3650875,Mainline
4000000009334337A,591.7271316,Mainline
4000000009334339A,891.934799,Mainline
4000000009334341A,315.5610993,Slip Road
4000000009334343A,232.0854504,Mainline
4000000009336705A,917.4180615,Mainline
4000000009336712A,425.2755113,Mainline
4000000009336713A,389.6900014,Slip Road
4000000009340756A,584.0057269,Mainline
4000000009340761A,575.3596721,Mainline
4000000009340762A,254.1225876,Mainline
4000000009341054A,392.6456283,Mainline
4000000009341055A,397.7067515,Mainline
4000000009341056A,280.1674242,Mainline
4000000009341057A,217.1251572,Mainline
4000000009341061A,279.0599514,Mainline
4000000009341063A,86.66965048,Mainline
4000000009342413A,92.0425424,Roundabout
4000000009344345A,112.6202095,Mainline at junction
4000000009345317A,181.3323353,Mainline
4000000009345318A,105.4770949,Mainline
4000000009345321A,28.79277635,Mainline
4000000009345330A,175.1953046,Slip Road
4000000009354387A,396.033797,Mainline
4000000009354395A,1149.644784,Mainline
4000000009354401A,386.6635485,Mainline
4000000009354402A,1121.584825,Mainline
4000000009354404A,442.0536277,Mainline
4000000009354408A,507.0763358,Mainline
4000000009354418A,79.40348853,Mainline
4000000009354427A,21.54912574,Mainline
4000000009355217A,53.53460316,Roundabout
4000000009355220A,15.44015946,Roundabout
4000000009355224A,605.4159555,Mainline
4000000009355235A,164.4692734,Mainline
4000000009355239A,277.1097935,Slip Road
4000000009357141A,763.2215705,Mainline
4000000009357148A,246.2402227,Mainline
4000000009357149A,266.0893167,Mainline
4000000009360276A,410.4493245,Mainline
4000000009360284A,727.587974,Slip Road
4000000009362732A,480.8897786,Mainline at junction
4000000009362760A,12.46926974,Roundabout
4000000009363315A,381.8019886,Mainline
4000000009363327A,260.5913193,Mainline
4000000009367532A,729.372398,Mainline
4000000009367534A,748.4027435,Mainline
4000000009367536A,834.3456484,Mainline
4000000009367634A,355.7354097,Mainline
4000000009368578A,746.4562726,Mainline
4000000009368581A,304.7135039,Mainline
4000000009368607A,139.6912318,Mainline
4000000009371080A,554.3363302,Mainline
4000000009372867A,406.1564689,Mainline
4000000009373785A,963.5511772,Mainline
4000000009373786A,708.7437245,Slip Road
4000000009373788A,496.6161396,Mainline
4000000009373800A,18.9267576,Slip Road
4000000009375777A,388.7570021,Slip Road
4000000009375784A,385.3641668,Slip Road
4000000009375832A,41.84471637,Roundabout
4000000009375833A,54.86196886,Roundabout
4000000009377001A,1109.581174,Mainline
4000000009377008A,327.3498409,Slip Road
4000000009377016A,12.64901577,Mainline
4000000009399329A,814.5440848,Mainline
4000000009401329A,1020.099517,Mainline
4000000009401339A,221.4268498,Mainline
4000000009401348A,101.8751973,Mainline
4000000009405530A,1019.260142,At grade SRN A Road
4000000009405602A,379.3225793,Mainline
4000000009405603A,306.8373379,Mainline
4000000009405785A,536.5547871,Mainline
4000000009405808A,45.87242751,Roundabout
4000000009405814A,28.48911165,Roundabout
4000000009405820A,12.81016968,Roundabout
4000000009405824A,331.3170422,Mainline
4000000009405828A,29.09960093,Mainline
4000000009406017A,281.9938848,Mainline
4000000009406023A,763.1477382,Mainline
4000000009406032A,133.5112788,Mainline at junction
4000000009408499A,334.2596319,Mainline
4000000009408603A,307.1199005,Mainline
4000000009408604A,299.4785429,Mainline
4000000009409744A,3947.454836,Mainline
4000000009497764A,692.8596432,At grade SRN A Road
4000000009509118A,99.62451682,Mainline
4000000009532565A,140.4065872,Slip Road
4000000009532567A,65.32892159,Mainline at junction
4000000009553517A,275.0190999,Slip Road
4000000009573009A,736.2712854,At grade SRN A Road
4000000009573016A,81.60820312,At grade SRN A Road
4000000009611869A,39.95958108,At grade SRN A Road
4000000009622128A,116.0029656,At grade SRN A Road
4000000009625579A,288.7350071,Mainline
4000000009628432A,196.2424202,At grade SRN A Road
4000000009628433A,18.6185631,At grade SRN A Road
4000000009631477A,9.13967614,Roundabout
4000000009648135A,628.7546259,At grade SRN A Road
4000000009656918A,40.41719475,At grade SRN A Road
4000000009666060A,155.870526,Slip Road
4000000009703369A,835.1773314,At grade SRN A Road
4000000009703374A,331.794757,At grade SRN A Road
4000000009703381A,57.5281896,At grade SRN A Road
4000000009704348A,8.503534562,At grade SRN A Road
4000000009710648A,6.496387444,At grade SRN A Road
4000000009722576A,156.9490604,Mainline
4000000009740237A,31.46604382,At grade SRN A Road
4000000009746216B,131.5820455,Mainline at junction
4000000009748414A,1011.221533,Mainline
4000000009750485A,298.2831605,At grade SRN A Road
4000000009751459A,12.62183426,Slip Road
4000000009751463A,7.115187983,Mainline at junction
4000000013047286A,2982.681307,At grade SRN A Road
4000000013047323A,1955.87641,Mainline
4000000013048014A,1102.521064,Mainline
4000000013048015A,1087.096126,Mainline
4000000013048017A,1345.657732,Mainline
4000000013048049A,1158.19003,Mainline
4000000013048062A,1617.020727,Mainline at junction
4000000013048777A,1559.798577,Mainline
4000000013048784A,1289.205677,Mainline
4000000013048791A,1784.391722,Mainline
4000000013048793A,1548.799065,Mainline
4000000013048842A,1165.907903,Mainline
4000000013048843A,1805.112737,Mainline
4000000013048862A,1748.518431,Mainline
4000000013089576A,316.2120299,At grade SRN A Road
4000000013090659A,431.9893781,Mainline
4000000013090696A,14.4222051,Roundabout
4000000013092868A,531.5871079,Mainline
4000000013092886A,243.4727935,Mainline
4000000013092990A,16.79950589,Mainline
4000000013097930A,369.5629193,At grade SRN A Road
4000000013097971A,83.02049068,At grade SRN A Road
4000000013099104A,14.42217737,Mainline
4000000013099371A,113.3907754,Mainline
4000000013099385A,18.86802587,Mainline
4000000013099389A,17.72029345,Mainline
4000000013099390A,17.46446678,Mainline
4000000013099791A,152.3344309,Mainline
4000000013099792A,340.2483575,Mainline
4000000013099793A,192.1242061,Mainline
4000000013099798A,16.86726712,Mainline
4000000013099856A,538.8506229,At grade SRN A Road
4000000013099862A,12.28006515,At grade SRN A Road
4000000013099934A,458.3137492,At grade SRN A Road
4000000013101202A,1175.663302,Mainline
4000000013101656A,364.2718296,Slip Road
4000000013101659A,378.569818,Mainline
4000000013101663A,425.1032283,Mainline
4000000013101664A,435.3347797,Slip Road
4000000013101668A,236.5880451,Mainline
4000000013101676A,132.7380663,Mainline
4000000013101677A,250.595343,Slip Road
4000000013101678A,170.8205603,Mainline
4000000013101679A,117.1889095,Mainline
4000000013101685A,295.6659009,At grade SRN A Road
4000000013101967A,316.4835868,Mainline
4000000013101970A,362.4068409,Mainline
4000000013101972A,309.7899403,Mainline
4000000013107669A,250.1936621,Slip Road
4000000013107671A,315.4478562,Slip Road
4000000013107673A,319.2723837,Mainline
4000000013107677A,152.1972673,Mainline
4000000013107894A,422.2123522,Slip Road
4000000013107897A,505.2006506,Slip Road
4000000013111173A,531.1117449,Mainline
4000000013111181A,418.8653093,Mainline
4000000013114919A,229.9264988,Mainline
4000000013114920A,249.6206021,Slip Road
4000000013114921A,179.6206746,Mainline
4000000013114925A,135.9978294,Mainline
4000000013114927A,11.70514418,Mainline
4000000013117642A,942.0629009,Mainline
4000000013139754A,806.5887306,Mainline
4000000013139756A,1020.212184,Mainline
4000000013139767A,206.5678563,Mainline
4000000013139768A,25.3534391,Mainline
4000000013147094A,267.0980918,At grade SRN A Road
4000000013147149A,308.7846518,At grade SRN A Road
4000000013147152A,312.9952233,At grade SRN A Road
4000000013147161A,162.9857278,At grade SRN A Road
4000000013147163A,178.3519074,At grade SRN A Road
4000000013147169A,240.5544569,At grade SRN A Road
4000000013147170B,124.9224366,At grade SRN A Road
4000000013147206A,86.69684804,At grade SRN A Road
4000000013147210A,24.18646316,At grade SRN A Road
4000000013147214A,30.64118228,At grade SRN A Road
4000000013147227A,25.06326026,At grade SRN A Road
4000000013148660A,416.2610533,At grade SRN A Road
4000000013148706A,104.6232479,At grade SRN A Road
4000000013148793A,21.63325218,At grade SRN A Road
4000000013148810A,22.47217391,At grade SRN A Road
4000000013148813A,39.66935998,At grade SRN A Road
4000000013150469A,219.5816592,Mainline
4000000013150476A,114.5104745,Mainline
4000000013152079A,563.4769077,Mainline
4000000013152080A,575.1477717,Mainline
4000000013152082A,555.2816623,Mainline
4000000013152692A,355.7285941,Slip Road
4000000013152693A,522.5167825,Mainline
4000000013219106A,359.4980826,Mainline
4000000013219624A,759.0107319,Mainline
4000000013220279A,304.474105,Mainline
4000000013220284A,391.1895275,Slip Road
4000000013220286A,48.74274089,Mainline
4000000013221147A,789.9571995,Mainline
4000000013232741A,395.4562887,Slip Road
4000000013232747A,344.3805332,Slip Road
4000000013232754A,376.7447228,Slip Road
4000000013232781A,62.79191623,Roundabout
4000000013232805A,19.41658569,Roundabout
4000000013243815A,341.337359,Mainline
4000000013243816A,309.4844842,Slip Road
4000000013243821A,248.7485911,Mainline
4000000013246077A,314.4251231,Mainline
4000000013246082A,139.1005608,Mainline
4000000013246106A,141.7796385,Mainline
4000000013246107A,141.7465161,Mainline
4000000013246113A,133.5165114,Mainline
4000000013246404A,544.236244,Slip Road
4000000013246406A,339.2063718,Mainline
4000000013247069A,844.0693266,Mainline
4000000013254132A,196.7059583,Mainline
4000000013254137A,236.7813142,Slip Road
4000000013254145A,23.47238484,Slip Road
4000000013254220A,773.4466306,Mainline
4000000013254343A,332.4787606,Mainline
4000000013254354A,305.5819734,Slip Road
4000000013254374A,129.6321683,Slip Road
4000000013254381A,20.61556693,Mainline
4000000013254386A,18.86803647,Mainline
4000000013254647A,1021.445269,Mainline
4000000013254648A,1001.39644,Mainline
4000000013258876A,459.8862565,Slip Road
4000000013258878A,141.2852986,Mainline
4000000013259833A,367.1806023,Mainline
4000000013259842A,465.0706742,Mainline
4000000013259852A,673.5352332,Mainline
4000000013259858A,328.3057101,Mainline
4000000013259862A,112.2838605,Slip Road
4000000013259865A,59.42195237,Mainline
4000000013259870A,356.748061,Mainline
4000000013259875A,74.27466865,Mainline
4000000013259876A,42.15447308,Mainline
4000000013259885A,21.5406778,Mainline
4000000013259897A,14.31773725,Mainline
4000000013259898A,15.55599563,Mainline
4000000013261787A,318.4241165,Mainline
4000000013261790A,413.1054338,Slip Road
4000000013261792A,395.8215017,Mainline
4000000013261793A,409.5488084,Slip Road
4000000013261795A,119.8221833,Mainline
4000000013261796A,877.367935,Mainline
4000000013261798A,1045.22207,Mainline
4000000013268678A,48.5154223,Mainline
4000000013269742A,1072.192778,Mainline
4000000013269743A,400.9955724,Mainline
4000000013270362A,551.6254824,Mainline
4000000013270366A,286.6113585,Slip Road
4000000013270368A,269.0368165,Mainline
4000000013270474A,346.6132634,Mainline
4000000013270477A,42.64021003,Mainline
4000000013273834A,260.6889877,Mainline
4000000013273844A,501.8266099,Mainline
4000000013273850A,14.14223462,Mainline
4000000013273879A,65.07248355,Roundabout
4000000013273881A,73.39902295,Roundabout
4000000013274445A,523.930744,Mainline
4000000013274447A,482.7280954,Mainline
4000000013275052A,10.77032961,Mainline
4000000013279545A,779.1985949,Mainline
4000000013279561A,249.2396232,Slip Road
4000000013279563A,404.9970168,Mainline
4000000013279567A,301.200656,Mainline
4000000013279573A,105.076477,Mainline
4000000013279575A,80.6265834,Mainline
4000000013279576A,104.4259159,Mainline
4000000013279600A,216.4850224,Slip Road
4000000013279736A,14.14203663,Slip Road
4000000013280990A,354.6672412,Slip Road
4000000013280991A,441.5458465,Slip Road
4000000013281006A,373.2892931,Slip Road
4000000013282457A,401.4386863,Mainline
4000000013282462A,176.4121306,Mainline
4000000013282465A,350.0893646,Mainline
4000000013282467A,233.6146306,Slip Road
4000000013282468A,515.019977,Slip Road
4000000013282469A,326.665843,Mainline
4000000013282474A,266.4412893,Slip Road
4000000013282480A,154.8118216,Mainline
4000000013282487A,205.9874332,Slip Road
4000000013282504A,26.72303425,Slip Road
4000000013282506A,13.07565068,Mainline
4000000013282524A,138.1968776,Mainline
4000000013288627A,290.2308129,Mainline
4000000013288633A,189.8239827,Slip Road
4000000013288643A,35.07967965,Slip Road
4000000013288650A,18.07746189,Slip Road
4000000013288665A,360.8328496,Mainline
4000000013293263A,490.0600136,Mainline
4000000013293266A,140.7356945,Mainline
4000000013297490A,33.61550833,Mainline
4000000013297510A,66.09095424,Slip Road
4000000013297513A,69.16589323,Slip Road
4000000013299982A,320.4005503,Mainline
4000000013301343A,1311.137065,Mainline
4000000013301380A,270.743825,Slip Road
4000000013301400A,222.5282895,Mainline
4000000013301401A,253.8700142,Mainline
4000000013301402A,276.1914321,Slip Road
4000000013301404A,247.227838,Slip Road
4000000013301409A,113.6069874,Mainline
4000000013301428A,127.4921066,Mainline
4000000013301437A,62.2958698,Mainline
4000000013301452A,15.04170288,Slip Road
4000000013301453A,13.15401383,Slip Road
4000000013301459A,15.34630196,Slip Road
4000000013301460A,13.93632312,Slip Road
4000000013302597A,312.3162043,Slip Road
4000000013305939A,482.070823,Mainline
4000000013305940A,425.9588132,Slip Road
4000000013320117A,395.0829361,Mainline
4000000013320122A,450.126929,Slip Road
4000000013320130A,142.211706,Mainline
4000000013320138A,324.2539581,Mainline
4000000013320142A,186.373603,Slip Road
4000000013322858A,507.4722208,Mainline
4000000013322867A,366.7264135,Slip Road
4000000013322869A,505.9706263,Mainline
4000000013322879A,83.04152453,Mainline
4000000013326643A,342.7444592,Mainline
4000000013328579A,765.4983274,Mainline
4000000013434915A,337.7575442,Slip Road
4000000013434921A,357.6771739,Slip Road
4000000013447019A,1125.691818,Mainline
4000000013451934A,258.093262,Mainline
4000000013528773A,156.5756749,Slip Road
4000000013565390A,383.6898078,Slip Road
4000000013600523A,43.02524604,Mainline at junction
4000000013600526A,16.40139628,Mainline at junction
4000000013600997A,415.3839802,Slip Road
4000000013610679A,14.81924727,Slip Road
4000000013671031A,147.0901313,Mainline
4000000013671315A,578.6445206,Slip Road
4000000013671316A,541.7372326,Slip Road
4000000013773252A,355.3315689,Slip Road
4000000013778990A,108.5232122,Slip Road
4000000013782712A,95.83440696,Slip Road
4000000013782715A,93.20515466,Mainline
4000000013808842A,33.24572139,At grade SRN A Road
4000000013812950A,45.76331064,Mainline
4000000013816360A,185.4177303,Mainline
5000005118724751A,113.8115359,At grade SRN A Road
5000005118724923A,43.76897814,At grade SRN A Road
5000005120799835A,269.4395213,Mainline
5000005123212945A,51.60670097,Roundabout
5000005125609207A,57.42489086,At grade SRN A Road
5000005128458360A,28.6922672,At grade SRN A Road
5000005128458396A,72.49553577,At grade SRN A Road
5000005128458407A,22.10949626,At grade SRN A Road
5000005130691290A,148.1561516,Mainline
5000005130848491A,482.2324088,Mainline
5000005131228313A,990.378495,At grade SRN A Road
5000005131746919A,1224.476177,Mainline
5000005132135127A,241.7253144,At grade SRN A Road
5000005132533399A,35.43034889,At grade SRN A Road
5000005133040201A,213.1754064,At grade SRN A Road
5000005134471401A,1387.69517,Mainline
5000005139129020A,560.6685484,Mainline
5000005139129031A,560.644019,Mainline
5000005141667470A,134.7874847,Mainline
5000005141667519A,26.20734084,At grade SRN A Road
5000005142618674A,15.80555808,At grade SRN A Road
5000005142618700A,43.26688857,At grade SRN A Road
5000005142878362A,52.78525294,At grade SRN A Road
5000005142878365A,315.8993704,At grade SRN A Road
5000005142878372A,8.103243081,At grade SRN A Road
5000005152537762A,7.020881427,At grade SRN A Road
5000005154174878A,32.55483015,At grade SRN A Road
5000005155434037A,37.58343571,At grade SRN A Road
5000005155434055A,39.4489098,At grade SRN A Road
