link_id,length_m,road_type
5000005157178319B,5.573627011,Mainline
5000005159451085B,73.04610339,Roundabout
5000005169922184B,51.56748438,Mainline at junction
5000005179477786B,7.109865961,Mainline
5000005179477798B,26.93103262,Mainline
5000005179477806B,26.17405271,Mainline
5000005179477810B,28.27384875,Mainline
5000005179477814B,2.833920606,Mainline
5000005179484454B,563.8253794,Mainline
5000005191848882B,187.5105115,Mainline
5000005191849402B,167.9694491,Mainline
5000005193146740B,53.62547078,Mainline
5000005195829155B,1407.658546,At grade SRN A Road
5000005195829205B,191.83394,At grade SRN A Road
5000005196617236B,101.6492297,At grade SRN A Road
5000005196617260B,14.86819139,At grade SRN A Road
5000005196910795B,52.70727792,At grade SRN A Road
5000005196910805B,17.16895622,At grade SRN A Road
5000005196910832B,51.74852322,At grade SRN A Road
5000005198807239B,387.1079926,Mainline
5000005199779309B,34.60926405,Slip Road
5000005199779312B,26.00918246,Slip Road
5000005199779314B,9.905899756,Mainline
5000005199779316B,17.75419547,Mainline
5000005199779318B,68.28949471,Mainline
5000005200179358B,76.03096463,Roundabout
5000005200179363B,42.39291825,Roundabout
5000005200235748B,69.89529966,At grade SRN A Road
5000005200235751B,16.5458619,At grade SRN A Road
5000005200235793B,492.2656328,At grade SRN A Road
5000005200271376B,838.9321491,At grade SRN A Road
5000005201052266B,899.8911194,Mainline
5000005201464204B,1801.108305,Mainline
5000005201464221B,1820.691103,Mainline
5000005201466993B,12.89256196,At grade SRN A Road
5000005201466995B,97.933453,At grade SRN A Road
5000005201467003B,15.6707291,At grade SRN A Road
5000005201467005B,66.85765234,At grade SRN A Road
5000005201467006B,79.73698375,At grade SRN A Road
5000005201467019B,27.00945251,At grade SRN A Road
5000005201467028B,113.2634069,At grade SRN A Road
5000005201467029B,65.11109757,At grade SRN A Road
5000005201467031B,84.08290547,At grade SRN A Road
5000005203796768B,42.58049084,At grade SRN A Road
5000005203796774B,17.70675433,At grade SRN A Road
5000005205858523B,5.985992661,Roundabout
5000005206157865B,93.3735193,At grade SRN A Road
5000005207065735B,10.94655192,At grade SRN A Road
5000005207065741B,29.02068106,Traffic Island Link At Junction
5000005207065767B,45.54541023,At grade SRN A Road
5000005207776002B,119.8179456,At grade SRN A Road
5000005207776610B,156.7012208,At grade SRN A Road
5000005207776611B,126.1798988,At grade SRN A Road
5000005207776748B,13.02656951,At grade SRN A Road
5000005207777274B,8.471941365,At grade SRN A Road
4000000006884007B,150.1199367,At grade SRN A Road
4000000006884019B,35.41693011,At grade SRN A Road
4000000006884738B,372.6240549,At grade SRN A Road
4000000006884740B,363.9560936,At grade SRN A Road
4000000006884746B,222.5363761,At grade SRN A Road
4000000006884747B,288.3716539,At grade SRN A Road
4000000006884748B,146.3518834,At grade SRN A Road
4000000006884752B,245.1795246,At grade SRN A Road
4000000006884756B,69.45485772,At grade SRN A Road
4000000006884758B,91.09674359,At grade SRN A Road
4000000006884765B,57.42280725,At grade SRN A Road
4000000006884768B,109.8365248,At grade SRN A Road
4000000006885287B,368.9511283,At grade SRN A Road
4000000006885290B,298.6667329,At grade SRN A Road
4000000006913652B,13.76691282,Roundabout
4000000006913654B,14.81682153,Roundabout
4000000007102605B,1981.045338,At grade SRN A Road
4000000007102925B,1237.736763,At grade SRN A Road
4000000007102954B,1115.59459,At grade SRN A Road
4000000007103085B,1347.835249,Mainline
4000000007103125B,1786.169255,Mainline
4000000007103130B,981.2414322,Mainline
4000000007103459B,1702.384906,Mainline
4000000007103533B,872.0957249,At grade SRN A Road
4000000007103547B,759.8476893,Mainline
4000000007103634B,2266.797478,Mainline
4000000007103644B,1154.658701,Mainline
4000000007104597B,255.700372,At grade SRN A Road
4000000007104615B,22.79050863,Roundabout
4000000007106292B,724.8477658,Mainline
4000000007106294B,25.76743982,Mainline
4000000007106360B,20.25008967,Slip Road
4000000007106361B,19.64683181,Slip Road
4000000007106933B,111.7528351,At grade SRN A Road
4000000007106946B,16.47809435,At grade SRN A Road
4000000007106951B,12.12023445,At grade SRN A Road
4000000007107015B,313.1479866,At grade SRN A Road
4000000007107019B,68.08430129,At grade SRN A Road
4000000007108353B,405.694429,At grade SRN A Road
4000000007108366B,43.39854151,Roundabout
4000000007108367B,44.87424473,Roundabout
4000000007108372B,31.26298494,Roundabout
4000000007108527B,81.00234499,At grade SRN A Road
4000000007108537B,60.81506358,At grade SRN A Road
4000000007108557B,95.35468282,At grade SRN A Road
4000000007109258B,410.4674755,At grade SRN A Road
4000000007109894B,1216.87555,At grade SRN A Road
4000000007109898B,683.8410992,At grade SRN A Road
4000000007109909B,34.76222856,Roundabout
4000000007109911B,56.42813781,At grade SRN A Road
4000000007109917B,21.60772105,Roundabout
4000000007109922B,13.47405149,Roundabout
4000000007110008B,18.97556955,At grade SRN A Road
4000000007110203B,831.7833596,At grade SRN A Road
4000000007110788B,31.67880777,At grade SRN A Road
4000000007111304B,49.13263115,At grade SRN A Road
4000000007111527B,111.4775669,At grade SRN A Road
4000000007111946B,704.1707371,At grade SRN A Road
4000000007111973B,80.48332812,At grade SRN A Road
4000000007111974B,90.08852393,At grade SRN A Road
4000000007111975B,114.9641945,Slip Road
4000000007111990B,43.58306132,At grade SRN A Road
4000000007112138B,27.30641246,At grade SRN A Road
4000000007112239B,601.8750066,At grade SRN A Road
4000000007112292B,51.52512271,At grade SRN A Road
4000000007112415B,652.7522582,At grade SRN A Road
4000000007112416B,395.1622485,At grade SRN A Road
4000000007112649B,601.6915881,At grade SRN A Road
4000000007116189B,1096.915899,Mainline
4000000007117749B,283.1397906,Slip Road
4000000007125556B,259.2966768,Mainline
4000000007125560B,1739.228439,Mainline
4000000007125876B,846.6650738,Mainline
4000000007130232B,931.3608674,At grade SRN A Road
4000000007130233B,935.791446,At grade SRN A Road
4000000007130344B,247.3451457,Slip Road
4000000007130363B,763.7613165,At grade SRN A Road
4000000007130367B,40.9105837,Roundabout
4000000007130368B,81.82076282,Roundabout
4000000007130369B,29.93518066,Roundabout
4000000007130387B,382.616614,At grade SRN A Road
4000000007130390B,207.161248,Mainline at junction
4000000007130393B,197.2118527,Mainline at junction
4000000007130400B,44.99125497,Roundabout
4000000007130402B,16.06909119,Roundabout
4000000007130410B,24.67306682,Roundabout
4000000007131076B,473.1625211,Mainline
4000000007131078B,774.7875853,Mainline at junction
4000000007131089B,226.3111358,Mainline at junction
4000000007131090B,232.4840575,Mainline at junction
4000000007131819B,379.7305334,Mainline
4000000007131900B,586.9898336,Mainline
4000000007131901B,394.3628823,Mainline
4000000007131904B,277.4012121,Mainline
4000000007131940B,1241.000728,Mainline
4000000007131941B,471.2883843,Mainline
4000000007131942B,483.0325196,Mainline
4000000007132059B,1388.571784,Mainline
4000000007132857B,254.2789842,Mainline
4000000007132859B,213.8761644,Mainline
4000000007133091B,102.664069,Mainline
4000000007133156B,443.8420875,Mainline
4000000007133697B,427.6255722,Mainline
4000000007133802B,506.5461359,Mainline
4000000007134062B,923.89617,Mainline
4000000007150392B,19.48484538,Roundabout
4000000007150393B,19.48528586,Roundabout
4000000007150396B,19.48467001,Roundabout
4000000007150401B,19.4851559,Roundabout
4000000007150402B,14.61355835,Roundabout
4000000007154783B,1702.876913,At grade SRN A Road
4000000007154787B,22.62706344,At grade SRN A Road
4000000007154791B,20.82914076,Roundabout
4000000007154793B,24.58002516,Roundabout
4000000007154794B,16.97294683,Roundabout
4000000007154796B,14.74850984,Roundabout
4000000007161724B,44.93117095,At grade SRN A Road
4000000007171575B,66.18899002,Mainline
4000000007175679B,168.3181324,At grade SRN A Road
4000000007179013B,15.95443995,Roundabout
4000000007179704B,97.77408441,At grade SRN A Road
4000000007179771B,72.04428981,At grade SRN A Road
4000000007179772B,67.77243759,At grade SRN A Road
4000000007179773B,115.2015421,At grade SRN A Road
4000000007179774B,104.6845747,At grade SRN A Road
4000000007179776B,24.46456966,At grade SRN A Road
4000000007179785B,23.41276675,At grade SRN A Road
4000000007179794B,15.86995901,At grade SRN A Road
4000000007179796B,17.84063286,At grade SRN A Road
4000000007181379B,321.7869612,At grade SRN A Road
4000000007181974B,59.34312067,Mainline
4000000007184707B,13.94414573,At grade SRN A Road
4000000007189863B,1081.818492,Mainline
4000000007189865B,857.8037152,Mainline
4000000007189867B,834.0345415,Mainline
4000000007189969B,291.3731851,At grade SRN A Road
4000000007189974B,19.52672894,Roundabout
4000000007189986B,19.29665774,Roundabout
4000000007189990B,14.47289862,Roundabout
4000000007190118B,16.49689534,Roundabout
4000000007190120B,19.52764991,Roundabout
4000000007196891B,199.0369436,At grade SRN A Road
4000000009205247B,2224.182997,Mainline
4000000009205283B,1872.083272,Mainline
4000000009205380B,1243.420221,Mainline
4000000009205517B,1741.256294,Mainline
4000000009205523B,2556.066966,Mainline
4000000009205524B,2553.57295,Mainline
4000000009205525B,654.7836374,Mainline
4000000009205526B,645.8591507,Mainline
4000000009205534B,1553.089277,Mainline
4000000009205539B,1338.142662,Mainline
4000000009205582B,1513.910889,Mainline
4000000009205626B,2059.509897,Mainline
4000000009205799B,1521.725212,Mainline
4000000009205813B,2983.239768,Mainline
4000000009205845B,1449.204275,Mainline
4000000009207094B,83.58596024,At grade SRN A Road
4000000009208363B,247.9730104,Mainline
4000000009209409B,455.2613255,Mainline
4000000009209890B,518.6151704,Mainline
4000000009209905B,303.0427513,Mainline
4000000009210320B,763.0229429,Mainline
4000000009210321B,747.0919764,Mainline
4000000009210324B,323.8745391,Mainline
4000000009210329B,363.2029447,Slip Road
4000000009210330B,194.1639293,Mainline
4000000009212501B,64.34969669,Roundabout
4000000009212520B,6.403217945,Roundabout
4000000009212551B,325.2205656,Mainline at junction
4000000009212561B,66.75107997,Slip Road
4000000009221436B,289.423445,Slip Road
4000000009221439B,285.8165476,Slip Road
4000000009222887B,446.2405661,Mainline
4000000009222890B,424.4875337,Slip Road
4000000009222891B,359.9187133,Mainline
4000000009222894B,191.7920945,Slip Road
4000000009222902B,70.36381529,Mainline
4000000009222906B,72.22493487,Mainline
4000000009222909B,72.80334773,Mainline
4000000009222910B,97.47451685,Slip Road
4000000009222919B,34.00100736,Mainline
4000000009222920B,66.88736481,Mainline
4000000009222929B,15.23191388,Mainline
4000000009225713B,711.6442428,Mainline
4000000009229727B,439.3103999,Slip Road
4000000009229729B,12.64926876,Mainline
4000000009230129B,286.3006102,Slip Road
4000000009230160B,124.0115213,Slip Road
4000000009230169B,101.0616935,Slip Road
4000000009230171B,65.6119419,Slip Road
4000000009230175B,59.37377736,Slip Road
4000000009230189B,19.41657024,Mainline
4000000009230193B,15.0071652,Roundabout
4000000009233531B,90.79782899,At grade SRN A Road
4000000009233550B,87.13499564,At grade SRN A Road
4000000009235239B,377.4830778,Mainline
4000000009235252B,8.485352085,Mainline
4000000009235263B,427.7771976,Slip Road
4000000009235267B,122.8063184,Mainline
4000000009236119B,390.8541998,Mainline
4000000009236133B,8.999899999,Mainline
4000000009236154B,180.4201632,At grade SRN A Road
4000000009236189B,20.00006,At grade SRN A Road
4000000009236204B,8.206759933,At grade SRN A Road
4000000009236228B,6.403124237,At grade SRN A Road
4000000009237644B,306.0308139,Mainline
4000000009237646B,342.9886264,Mainline
4000000009237658B,120.0479286,Mainline
4000000009237666B,14.4629099,Mainline
4000000009239639B,85.77575448,At grade SRN A Road
4000000009239644B,34.53539723,At grade SRN A Road
4000000009239681B,114.0430544,At grade SRN A Road
4000000009239994B,223.3022923,At grade SRN A Road
4000000009267295B,1036.192797,Mainline
4000000009267308B,249.7227232,At grade SRN A Road
4000000009267311B,292.4506171,Mainline at junction
4000000009267313B,172.9725778,At grade SRN A Road
4000000009267314B,131.6697202,At grade SRN A Road
4000000009267477B,123.478253,At grade SRN A Road
4000000009267481B,56.46976483,At grade SRN A Road
4000000009267483B,58.41958407,At grade SRN A Road
4000000009267497B,31.59924102,At grade SRN A Road
4000000009267505B,11.18011628,At grade SRN A Road
4000000009268508B,380.3818952,At grade SRN A Road
4000000009268522B,75.40374844,At grade SRN A Road
4000000009268524B,47.97875116,At grade SRN A Road
4000000009268621B,1244.347177,At grade SRN A Road
4000000009268622B,721.6875232,At grade SRN A Road
4000000009268624B,436.8691727,At grade SRN A Road
4000000009268629B,68.74420522,At grade SRN A Road
4000000009268640B,48.09159169,At grade SRN A Road
4000000009268654B,26.25843546,Roundabout
4000000009268666B,6.403046151,Roundabout
4000000009268668B,14.06238572,Roundabout
4000000009268670B,6.312688848,Roundabout
4000000009268671B,4.472135955,Roundabout
4000000009268672B,705.3387199,At grade SRN A Road
4000000009270227B,358.3589408,At grade SRN A Road
4000000009270229B,457.2720233,At grade SRN A Road
4000000009270565B,65.82349919,At grade SRN A Road
4000000009270567B,39.7980093,Roundabout
4000000009270580B,32.02861149,Roundabout
4000000009270590B,5.385164807,Roundabout
4000000009271387B,11.95098262,Roundabout
4000000009271393B,16.93018555,Roundabout
4000000009271394B,18.92233241,Roundabout
4000000009271395B,18.92239162,Roundabout
4000000009271398B,12.94681684,Roundabout
4000000009271967B,64.63905048,At grade SRN A Road
4000000009279557B,32.0351795,Roundabout
4000000009279565B,27.79882739,Roundabout
4000000009279849B,60.17957771,At grade SRN A Road
4000000009280605B,248.4001155,At grade SRN A Road
4000000009280611B,121.2770278,At grade SRN A Road
4000000009280612B,135.7188161,At grade SRN A Road
4000000009280629B,149.8125813,At grade SRN A Road
4000000009280649B,51.94986484,At grade SRN A Road
4000000009280658B,34.63254034,At grade SRN A Road
4000000009281516B,135.0604824,At grade SRN A Road
4000000009282387B,724.2530173,At grade SRN A Road
4000000009283748B,352.4289394,At grade SRN A Road
4000000009284498B,85.77471657,At grade SRN A Road
4000000009284698B,386.7529673,At grade SRN A Road
4000000009284705B,115.3840358,At grade SRN A Road
4000000009289724B,99.27360306,Mainline
4000000009293031B,309.1560917,Mainline
4000000009293036B,64.85089289,Slip Road
4000000009293045B,184.6313011,Slip Road
4000000009293055B,159.4909411,Slip Road
4000000009293402B,140.3899088,Mainline
4000000009294130B,463.1839478,Mainline
4000000009294132B,1236.731356,Mainline
4000000009294629B,301.7296634,Slip Road
4000000009299547B,1057.052589,Mainline
4000000009299650B,972.0369115,Mainline
4000000009299653B,1066.241675,Mainline
4000000009304638B,1176.126749,Mainline
4000000009304640B,720.3499474,Mainline
4000000009304645B,314.5942094,Slip Road
4000000009304649B,449.6348749,Mainline
4000000009304651B,267.1034959,Mainline
4000000009304664B,53.01445125,Mainline
4000000009304669B,100.8580201,Slip Road
4000000009304683B,123.5160513,Mainline at junction
4000000009308904B,523.2894794,Mainline
4000000009308913B,192.1847361,Mainline
4000000009308915B,181.1655574,Mainline
4000000009308916B,57.55192547,Mainline
4000000009308917B,850.3530491,Mainline
4000000009315565B,250.384527,Mainline
4000000009315569B,347.5356556,Mainline
4000000009315573B,393.5356816,Mainline
4000000009316324B,1075.22822,Mainline
4000000009316330B,318.7024852,Mainline
4000000009316336B,318.1557695,Mainline
4000000009316340B,115.0167023,Mainline
4000000009316356B,273.1117379,Slip Road
4000000009316360B,18.11068193,Roundabout
4000000009316481B,530.2078654,Mainline at junction
4000000009316744B,395.3647902,Mainline
4000000009320389B,765.3778814,Mainline
4000000009320403B,11.04526143,Mainline
4000000009334336B,600.2833976,Mainline
4000000009334345B,245.8727321,Slip Road
4000000009336719B,54.54150349,Slip Road
4000000009340754B,34.96486265,Slip Road
4000000009341073B,286.4613002,Slip Road
4000000009342416B,48.59154531,Roundabout
4000000009342419B,45.1240755,Roundabout
4000000009344342B,134.5599332,Mainline at junction
4000000009344344B,120.7939684,Mainline at junction
4000000009345313B,427.2261964,Slip Road
4000000009345314B,435.1426863,Mainline
4000000009345320B,59.50796378,Mainline
4000000009347373B,738.7665276,Mainline
4000000009347374B,434.9361235,Slip Road
4000000009347375B,44.44025155,Mainline
4000000009347386B,12.20653104,Mainline
4000000009348299B,575.6222923,Mainline
4000000009348300B,319.8673971,Mainline
4000000009348306B,222.4471815,Mainline
4000000009354409B,336.9610135,Mainline
4000000009354412B,257.0420958,Slip Road
4000000009355212B,484.7446941,Mainline at junction
4000000009355236B,140.456892,Mainline
4000000009359613B,443.689263,Mainline
4000000009359623B,284.4090575,Mainline
4000000009360283B,565.9932217,Slip Road
4000000009362733B,497.6125775,Mainline at junction
4000000009362735B,467.6188503,Mainline
4000000009363364B,546.922136,Mainline
4000000009367531B,736.1760642,Mainline
4000000009367633B,365.6990788,Mainline
4000000009368582B,337.8959266,Slip Road
4000000009368587B,521.0668134,Mainline
4000000009368592B,596.4504975,Mainline
4000000009368596B,123.8881183,Mainline
4000000009368608B,73.75390637,Mainline
4000000009369637B,739.2902987,Mainline
4000000009369646B,39.69880099,Mainline
4000000009370526B,259.9623588,Mainline
4000000009370914B,135.6878994,Mainline
4000000009371076B,1296.846428,Mainline
4000000009371078B,616.1483167,Mainline
4000000009372866B,407.9191727,Mainline
4000000009373313B,629.8787798,Mainline
4000000009373317B,880.6018666,Mainline
4000000009373787B,337.1054823,Slip Road
4000000009373789B,176.121351,Slip Road
4000000009373794B,235.4733531,Mainline
4000000009373796B,657.9901284,Slip Road
4000000009373808B,567.8396543,Mainline
4000000009375781B,306.6122205,Mainline
4000000009375783B,321.3631622,Slip Road
4000000009375790B,280.2618424,Mainline
4000000009377006B,344.1549439,Mainline
4000000009380910B,741.649844,Mainline
4000000009387989B,423.9196818,Slip Road
4000000009399328B,813.9260949,Mainline
4000000009403058B,970.7160727,Mainline
4000000009403059B,952.4847195,Mainline
4000000009405530B,1019.260142,At grade SRN A Road
4000000009405533B,143.4059978,At grade SRN A Road
4000000009405535B,568.2399892,Mainline
4000000009405601B,377.5374002,Mainline
4000000009405606B,204.2640039,Mainline
4000000009405608B,152.0149307,Mainline
4000000009405804B,42.83168972,Mainline at junction
4000000009405805B,55.38194137,Roundabout
4000000009405815B,32.43090861,Roundabout
4000000009405819B,12.80617039,Roundabout
4000000009405827B,28.07693467,Mainline
4000000009406019B,412.6589927,Mainline
4000000009406024B,760.7102228,Mainline
4000000009406189B,859.8537181,Mainline
4000000009406312B,998.0036203,Mainline
4000000009497764B,692.8596432,At grade SRN A Road
4000000009509119B,11.17812661,Slip Road
4000000009573009B,736.2712854,At grade SRN A Road
4000000009573016B,81.60820312,At grade SRN A Road
4000000009588066B,40.47263037,At grade SRN A Road
4000000009611869B,39.95958108,At grade SRN A Road
4000000009622128B,116.0029656,At grade SRN A Road
4000000009628428B,36.92337717,At grade SRN A Road
4000000009628432B,196.2424202,At grade SRN A Road
4000000009648135B,628.7546259,At grade SRN A Road
4000000009656911B,6.781799249,Roundabout
4000000009656915B,4.613,Roundabout
4000000009656918B,40.41719475,At grade SRN A Road
4000000009659256B,9.326871125,At grade SRN A Road
4000000009703370B,750.5256013,At grade SRN A Road
4000000009703375B,531.3701908,At grade SRN A Road
4000000009703383B,80.30422634,At grade SRN A Road
4000000009703386B,52.37154741,At grade SRN A Road
4000000009704348B,8.503534562,At grade SRN A Road
4000000009710648B,6.496387444,At grade SRN A Road
4000000009711129B,56.35056033,At grade SRN A Road
4000000009713197B,350.8656096,Mainline
4000000009713198B,345.9227794,Mainline
4000000009721325B,15.96896965,At grade SRN A Road
4000000009734775B,38.98491179,At grade SRN A Road
4000000009745119B,68.90232261,Slip Road
4000000009749182B,370.5882176,Slip Road
4000000013048022B,1559.436013,Mainline
4000000013048605B,2193.344735,Mainline
4000000013048776B,1574.934891,Mainline
4000000013048800B,1654.74431,Mainline
4000000013048805B,1508.852973,Mainline
4000000013048844B,1580.979143,Mainline
4000000013089604B,12.54654863,Roundabout
4000000013090658B,446.3664119,Slip Road
4000000013090968B,745.9907724,Mainline
4000000013092858B,500.8366526,Mainline
4000000013097908B,16.2987642,Slip Road
4000000013097930B,369.5629193,At grade SRN A Road
4000000013097972B,50.93166769,Roundabout
4000000013099116B,324.3649286,Mainline
4000000013099378B,131.9038082,Mainline
4000000013099383B,22.10451887,Slip Road
4000000013099781B,477.7953099,Mainline
4000000013099794B,466.3612485,Slip Road
4000000013099856B,538.8506229,At grade SRN A Road
4000000013099862B,12.28006515,At grade SRN A Road
4000000013099934B,458.3137492,At grade SRN A Road
4000000013101199B,1115.676659,Mainline
4000000013101652B,396.2909855,Slip Road
4000000013101662B,479.3899801,Slip Road
4000000013101666B,294.9364692,Slip Road
4000000013101673B,341.1747548,Mainline
4000000013101684B,32.59751743,Mainline
4000000013101685B,295.6659009,At grade SRN A Road
4000000013101709B,59.13900762,Roundabout
4000000013101713B,69.25111625,Roundabout
4000000013101714B,43.21139187,Roundabout
4000000013101968B,181.0732845,Mainline
4000000013101973B,285.2241224,Mainline
4000000013101977B,187.7556923,Mainline
4000000013101986B,1318.597843,Mainline
4000000013101989B,326.6213014,Mainline
4000000013103659B,400.9900545,Slip Road
4000000013103661B,330.7746601,Mainline
4000000013107666B,867.5856372,Mainline
4000000013107675B,279.6887285,Slip Road
4000000013107895B,400.6542776,Mainline
4000000013107898B,480.9558286,Mainline
4000000013107899B,398.8799404,Mainline
4000000013107901B,164.4053709,Mainline
4000000013107902B,168.4849963,Mainline
4000000013107904B,183.3968001,Mainline
4000000013107905B,9.055572872,Mainline
4000000013107906B,9.000100002,Mainline
4000000013111162B,662.442041,Mainline
4000000013111163B,687.6406365,Mainline
4000000013111171B,539.8149788,Mainline
4000000013111174B,357.4004915,Mainline
4000000013111175B,468.1770068,Mainline
4000000013111192B,10.44060344,Mainline
4000000013111195B,14.14195178,Mainline
4000000013111196B,314.6649639,Mainline
4000000013114917B,269.0906984,Mainline
4000000013114918B,296.5735925,Slip Road
4000000013114923B,159.9471531,Slip Road
4000000013114926B,134.2017309,Mainline
4000000013139751B,347.9767631,Slip Road
4000000013139755B,890.4335603,Mainline
4000000013139766B,213.3138608,Mainline
4000000013147125B,16.14214034,At grade SRN A Road
4000000013147148B,317.0188672,At grade SRN A Road
4000000013147158B,129.9762799,At grade SRN A Road
4000000013147202B,53.56756583,At grade SRN A Road
4000000013147229B,39.9622597,At grade SRN A Road
4000000013147244B,421.6675914,At grade SRN A Road
4000000013148707B,124.6200547,At grade SRN A Road
4000000013148794B,29.80449049,At grade SRN A Road
4000000013148808B,30.01667537,At grade SRN A Road
4000000013148826B,15.62051216,At grade SRN A Road
4000000013148829B,10.6766898,At grade SRN A Road
4000000013150466B,264.8079197,Slip Road
4000000013150471B,255.4330638,Mainline
4000000013150475B,136.4006723,Mainline
4000000013152077B,967.9479339,Mainline
4000000013152081B,545.8718345,Mainline
4000000013152083B,358.3294579,Mainline
4000000013152688B,746.6843591,Mainline
4000000013219103B,338.3892531,Slip Road
4000000013219335B,353.452093,Mainline
4000000013220281B,1155.559821,Mainline
4000000013220287B,46.32179862,Slip Road
4000000013221152B,14.76554284,Mainline
4000000013232744B,375.3985983,Slip Road
4000000013232759B,93.38648838,Mainline
4000000013232789B,44.16160661,Roundabout
4000000013243812B,960.3612529,Mainline
4000000013243814B,369.3025864,Mainline
4000000013243817B,291.10091,Mainline
4000000013246089B,396.668232,Mainline
4000000013246400B,695.7300704,Slip Road
4000000013247071B,458.054703,Mainline
4000000013247077B,30.42657875,Mainline
4000000013252188B,393.748401,Mainline
4000000013254149B,16.12444108,Mainline
4000000013254346B,377.9451683,Mainline
4000000013254359B,236.4714309,Slip Road
4000000013254375B,37.37896375,Slip Road
4000000013254650B,478.7793401,Mainline
4000000013258867B,348.8611125,Mainline
4000000013258869B,342.0668925,Slip Road
4000000013258870B,321.1733976,Mainline
4000000013259832B,790.2430128,Slip Road
4000000013260959B,548.7552725,Mainline
4000000013260964B,827.0515322,Mainline
4000000013260968B,558.871753,Mainline
4000000013260972B,424.5885398,Slip Road
4000000013260974B,314.9333107,Slip Road
4000000013260975B,321.9258837,Mainline
4000000013260978B,198.2821698,Slip Road
4000000013260980B,13.00026154,Mainline
4000000013260981B,12.36955941,Slip Road
4000000013261786B,338.2727779,Slip Road
4000000013269744B,395.9296853,Mainline
4000000013269746B,205.1594783,Mainline
4000000013269749B,1229.680137,Mainline
4000000013270360B,320.708022,Slip Road
4000000013270471B,437.437734,Mainline
4000000013270473B,370.1894896,Slip Road
4000000013273835B,505.4167494,Mainline
4000000013275026B,258.485551,Slip Road
4000000013275032B,373.6341795,Mainline
4000000013275054B,16.66204099,Mainline
4000000013279558B,237.4309951,Slip Road
4000000013279571B,74.19861074,Slip Road
4000000013279671B,8.062245345,Mainline
4000000013279723B,225.8938223,Slip Road
4000000013280992B,396.0343501,Slip Road
4000000013280993B,87.74888732,Slip Road
4000000013282482B,201.9323899,Slip Road
4000000013282488B,206.1350903,Slip Road
4000000013282497B,25.00090004,Slip Road
4000000013282516B,295.2513741,Mainline
4000000013288628B,331.9790634,Mainline
4000000013288636B,216.5413406,Mainline
4000000013288648B,19.0781723,Mainline
4000000013288685B,17.9996,Slip Road
4000000013288690B,16.03799803,Slip Road
4000000013288691B,19.95074305,Slip Road
4000000013289661B,370.9260174,Mainline
4000000013289665B,246.8447757,Mainline
4000000013289666B,253.3800654,Slip Road
4000000013289667B,255.3642016,Slip Road
4000000013293264B,196.6499983,Mainline
4000000013297499B,388.9879598,Slip Road
4000000013297508B,210.6151994,Slip Road
4000000013297514B,46.12449015,Mainline
4000000013299984B,222.0333648,Slip Road
4000000013299988B,133.3371865,Slip Road
4000000013301382B,250.5080836,Slip Road
4000000013301391B,284.2235693,Slip Road
4000000013301399B,240.4963705,Slip Road
4000000013301414B,116.7650967,Mainline
4000000013301417B,181.7728544,Mainline
4000000013301443B,24.59679247,Mainline
4000000013302553B,605.455039,Slip Road
4000000013302559B,385.7690866,Mainline
4000000013302561B,306.2658472,Mainline
4000000013305941B,415.5770832,Mainline
4000000013305942B,422.6798175,Mainline
4000000013305946B,454.6139431,Mainline
4000000013305953B,44.99930001,Mainline
4000000013320125B,393.0468722,Slip Road
4000000013320149B,775.6998224,Mainline
4000000013322861B,884.6446228,Mainline
4000000013322888B,17.26252589,Mainline
4000000013326642B,332.7134146,Mainline
4000000013451933B,218.6114633,Mainline
4000000013451935B,181.9523776,Mainline
4000000013451936B,91.96990987,Mainline
4000000013573676B,131.8011821,Mainline
4000000013599304B,91.649626,Slip Road
4000000013600523B,43.02524604,Mainline at junction
4000000013600526B,16.40139628,Mainline at junction
4000000013600584B,39.13607029,Roundabout
4000000013671432B,479.2095613,Mainline
4000000013772927B,307.3659739,At grade SRN A Road
4000000013772928B,308.5475335,Slip Road
4000000013773259B,455.2341745,Mainline
4000000013773261B,104.2594578,Mainline
4000000013773264B,82.83203679,Slip Road
4000000013773287B,11.917924,Roundabout
4000000013776767B,874.3175556,Mainline
5000005106145104B,24.51945509,At grade SRN A Road
5000005106145119B,12.03037966,At grade SRN A Road
5000005107977955B,41.38300873,Slip Road
5000005114738195B,459.850945,At grade SRN A Road
5000005118724751B,113.8115359,At grade SRN A Road
5000005118724923B,43.76897814,At grade SRN A Road
5000005121288344B,1032.823041,Mainline
5000005125609207B,57.42489086,At grade SRN A Road
5000005128458346B,27.36322919,At grade SRN A Road
5000005128458351B,21.8343341,At grade SRN A Road
5000005128458383B,15.35560278,At grade SRN A Road
5000005128458396B,72.49553577,At grade SRN A Road
5000005131228313B,990.378495,At grade SRN A Road
5000005131397726B,379.0214923,Mainline
5000005132135127B,241.7253144,At grade SRN A Road
5000005132533479B,36.93473235,At grade SRN A Road
5000005133040201B,213.1754064,At grade SRN A Road
5000005141667519B,26.20734084,At grade SRN A Road
5000005141667542B,62.53208168,Mainline
5000005142618700B,43.26688857,At grade SRN A Road
5000005142618804B,21.58925472,At grade SRN A Road
5000005142878360B,38.78852041,At grade SRN A Road
5000005142878361B,58.95147941,At grade SRN A Road
5000005152537762B,7.020881427,At grade SRN A Road
5000005152709165B,19.63804544,Slip Road
5000005152709183B,27.72025229,Slip Road
5000005152709186B,78.90076805,Slip Road
