Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
1339-2696,1339,2696,553950,314960,553580,314790,1,80,450,0,1225.36,4.18,4.52,24.77,65.41,,,,,,,,,,,,,,,,,,,,,
2714-2696,2714,2696,553540,314410,553580,314790,1,64,350,0,1730,19,1.28,20.97,60.08,,,,,,,,,,,,,,,,,,,,,
2822-2697,2822,2697,553660,314990,553590,314850,1,80,150,0.02,788.23,20.16,5.51,12.26,44.06,,,,,,,,,,,,,,,,,,,,,
2696-2697,2696,2697,553580,314790,553590,314850,1,80,54,0,1626.2,20.21,1.39,3.82,50.93,,,,,,,,,,,,,,,,,,,,,
2707-2698,2707,2698,551210,313990,553250,314870,2,96,2300,0,3460,27.52,3.52,89.77,92.24,,,,,,,,,,,,,,,,,,,,,
1339-2698,1339,2698,553950,314960,553250,314870,2,96,700,0,3216.3,22.98,0.73,26.98,93.41,,,,,,,,,,,,,,,,,,,,,
2697-2698,2697,2698,553590,314850,553250,314870,1,80,300,0.01,1606.19,15.17,4.4,17.9,60.34,,,,,,,,,,,,,,,,,,,,,
6006-2699,6006,2699,561590,317510,561590,317070,1,64,500,0,1670,7.55,15.48,43.6,41.28,,,,,,,,,,,,,,,,,,,,,
2700-2699,2700,2699,561040,314000,561590,317070,2,48,3200,0,977,12.09,22.64,262.64,43.86,,,,,,,,,,,,,,,,,,,,,
2704-2699,2704,2699,559860,314220,561590,317070,2,80,4100,0.01,1598.2,12.17,12.42,196.92,74.95,Calibration,146.3147657,187.7247826,41.41001694,3.20421362,Pass Low,119.3285033,155.08,35.75149672,3.052182116,Pass Low,21.79379512,27.41,5.616204877,1.132292523,Pass Low,5.192467261,5.234782609,0.042315348,0.018532245,Pass Low
2704-2700,2704,2700,559860,314220,561040,314000,1,32,1500,0,660,0.09,2.73,171.48,31.49,,,,,,,,,,,,,,,,,,,,,
2699-2700,2699,2700,561590,317070,561040,314000,1,48,3200,0,619.76,10.67,6.84,246.84,46.67,,,,,,,,,,,,,,,,,,,,,
2705-2700,2705,2700,563580,313440,561040,314000,1,32,3200,0,660,0.05,2.73,362.73,31.76,,,,,,,,,,,,,,,,,,,,,
2850-2700,2850,2700,561650,311270,561040,314000,1,48,3570,0,619.76,19.06,8.95,276.7,46.45,Calibration,31.41336532,117.4208696,86.00750424,9.970109399,Pass Low,25.71914512,109.2,83.48085488,10.16401027,Pass Low,4.697266488,7.66,2.962733512,1.191918008,Pass Low,0.996953714,0.560869565,-0.436084149,-0.494112913,Pass Low
2806-2701,2806,2701,559390,314060,559470,314000,1,48,96,0.01,659.65,18.27,6.43,13.63,25.35,,,,,,,,,,,,,,,,,,,,,
2721-2701,2721,2701,559850,314200,559470,314000,1,48,466,0,1138.02,8.86,2.84,37.79,44.39,,,,,,,,,,,,,,,,,,,,,
2706-2701,2706,2701,559710,311760,559470,314000,1,48,2600,0,977,8.93,2.91,197.91,47.3,Validation,68.00711519,85.0073913,17.00027611,1.943590063,Pass Low,55.22153831,68.5,13.27846169,1.688263017,Pass Low,10.0854939,14.79,4.704506096,1.333961137,Pass Low,2.700082976,1.717391304,-0.982691671,-0.661218899,Pass Low
2689-2703,2689,2703,556380,316890,557450,313930,1,48,3800,0,977,0.79,1.86,286.86,47.69,,,,,,,,,,,,,,,,,,,,,
2719-2703,2719,2703,559320,314160,557450,313930,1,48,2100,0,977,2.68,4.47,161.97,46.67,,,,,,,,,,,,,,,,,,,,,
1337-2703,1337,2703,557130,312440,557450,313930,1,48,1500,0,717.69,1.44,5.57,118.07,45.74,Validation,35.375,10.10391304,-25.27108696,-5.299487618,Pass Low,29.78501638,8.78,-21.00501638,-4.783450259,Pass Low,5.464983619,1.15,-4.314983619,-2.372628608,Pass Low,0.125,0.173913043,0.048913043,0.12652235,Pass Low
2721-2704,2721,2704,559850,314200,559860,314220,1,48,84,0,1722.27,11.33,1.19,7.49,40.38,,,,,,,,,,,,,,,,,,,,,
2699-2704,2699,2704,561590,317070,559860,314220,1,80,4100,0,1720,3.48,1.1,185.6,79.53,Calibration,53.56960831,55.39826087,1.828652557,0.247740475,Pass Low,42.20577661,43.61,1.404223389,0.214371789,Pass Low,7.70833475,8.31,0.60166525,0.212599013,Pass Low,3.655496952,3.47826087,-0.177236082,-0.093844313,Pass Low
2700-2704,2700,2704,561040,314000,559860,314220,1,32,1500,0,660,0.05,5.64,174.39,30.96,,,,,,,,,,,,,,,,,,,,,
1329-2705,1329,2705,563550,313990,563580,313440,1,64,600,0,1720,47.82,5.2,38.95,55.46,,,,,,,,,,,,,,,,,,,,,
2712-2705,2712,2705,563620,313250,563580,313440,1,64,210,0,1720,57.55,4.72,16.53,45.73,,,,,,,,,,,,,,,,,,,,,
2700-2705,2700,2705,561040,314000,563580,313440,1,32,3200,0,390.45,0.15,9.73,369.73,31.16,,,,,,,,,,,,,,,,,,,,,
2880-2706,2880,2706,559710,311470,559710,311760,1,80,316,0.01,1057.37,20.06,3.49,17.71,64.22,,,,,,,,,,,,,,,,,,,,,
1337-2706,1337,2706,557130,312440,559710,311760,1,48,2900,0,977,13.7,4.66,222.16,46.99,,,,,,,,,,,,,,,,,,,,,
2701-2706,2701,2706,559470,314000,559710,311760,1,48,2600,0.01,679.4,14.45,7.39,202.39,46.25,Validation,35.48988711,96.41217391,60.9222868,7.501798658,Pass Low,28.25288007,85,56.74711993,7.541091235,Pass Low,5.160020137,10.06,4.899979863,1.776240138,Pass Low,2.076986904,1.352173913,-0.724812991,-0.55353749,Pass Low
2698-2707,2698,2707,553250,314870,551210,313990,2,96,2300,0,3460,28.4,3.02,89.27,92.75,,,,,,,,,,,,,,,,,,,,,
1308-2707,1308,2707,549280,312100,551210,313990,2,96,2700,0,3460,27.52,3.24,104.49,93.03,,,,,,,,,,,,,,,,,,,,,
2826-2708,2826,2708,546190,309930,544770,307420,2,64,3038,0.76,637.9,66.46,13.34,184.23,59.37,,,,,,,,,,,,,,,,,,,,,
2106-2708,2106,2708,547200,307820,544770,307420,2,96,2446,0.53,1527.29,73.01,31.64,123.37,71.38,,,,,,,,,,,,,,,,,,,,,
2110-2708,2110,2708,539800,303010,544770,307420,2,96,6700,0,1940,78.26,89.08,340.33,70.87,,,,,,,,,,,,,,,,,,,,,
2878-2709,2878,2709,563110,316030,563090,316240,1,64,204,0,1729.8,57.92,2.47,13.94,52.67,,,,,,,,,,,,,,,,,,,,,
2725-2709,2725,2709,562920,316210,563090,316240,1,48,170,0.31,550.35,29.29,8.59,21.34,28.68,Calibration,134,153.2469565,19.24695652,1.606014068,Pass Low,125,128.49,3.49,0.309998797,Pass Low,9,18.67,9.67,2.599781759,Pass Low,0,6.086956522,6.086956522,3.489113504,Pass Low
2506-2709,2506,2709,563120,317060,563090,316240,1,64,825,0.05,1980,40.26,4.33,50.74,58.53,Calibration,622,683.7878261,61.78782609,2.418140916,Pass Low,407,454.15,47.15,2.272256173,Pass Low,122,135.69,13.69,1.206062081,Pass Low,93,93.94782609,0.947826087,0.098035518,Pass Low
2507-2710,2507,2710,563260,315450,563350,315100,1,64,350,0,1720,45.52,1.54,21.23,59.35,Calibration,612,656.026087,44.02608696,1.748481295,Pass Low,404,427.91,23.91,1.172347608,Pass Low,117,135.09,18.09,1.611297583,Pass Low,91,93.02608696,2.026086957,0.211219195,Pass Low
2733-2710,2733,2710,563460,314860,563350,315100,1,64,250,0,1720,56.47,2.5,16.56,54.34,Calibration,803,835.7091304,32.70913043,1.14270219,Pass Mid,593,620.3,27.3,1.108392417,Pass Low,115,118.87,3.87,0.357881052,Pass Low,95,96.53913043,1.539130435,0.157275715,Pass Low
1329-2711,1329,2711,563550,313990,563550,314060,1,64,57,0,1723.63,56.1,2.37,5.58,36.77,,,,,,,,,,,,,,,,,,,,,
2734-2711,2734,2711,563290,313950,563550,314060,1,30,260,0.05,336.1,9.45,11.75,42.95,21.79,,,,,,,,,,,,,,,,,,,,,
2733-2711,2733,2711,563460,314860,563550,314060,1,64,833,0.01,1585.65,50.32,6.44,53.3,56.27,Calibration,633,671.1304348,38.13043478,1.493228396,Pass Low,422,443.32,21.32,1.024976309,Pass Low,122,134.88,12.88,1.136490251,Pass Low,89,92.93043478,3.930434783,0.412100284,Pass Low
2705-2712,2705,2712,563580,313440,563620,313250,1,64,210,0,1720,47.8,1.12,12.93,58.48,,,,,,,,,,,,,,,,,,,,,
2823-2712,2823,2712,563790,312270,563620,313250,1,64,1000,0,1720,57.55,10.75,67,53.73,Validation,800,857.0417391,57.04173913,1.981714249,Pass Mid,639.0047841,651.24,12.23521594,0.481715456,Pass Low,117.2452159,111.38,-5.865215945,-0.548576173,Pass Low,43.75,94.42173913,50.67173913,6.096368298,Pass Low
2610-2713,2610,2713,570080,316120,569590,316210,1,96,350,0,1730,37.72,0,13.13,96,,,,,,,,,,,,,,,,,,,,,
1325-2713,1325,2713,569220,316300,569590,316210,1,96,450,0,1730,41.86,0,16.88,96,,,,,,,,,,,,,,,,,,,,,
2687-2714,2687,2714,552890,310540,553540,314410,1,64,5700,0,977,19.38,2.99,323.61,63.41,,,,,,,,,,,,,,,,,,,,,
2696-2714,2696,2714,553580,314790,553540,314410,1,64,350,0.01,623.85,16.55,6.57,26.26,47.99,,,,,,,,,,,,,,,,,,,,,
2602-2714,2602,2714,553990,314360,553540,314410,1,64,450,0.02,680.64,22.72,6.82,32.14,50.41,,,,,,,,,,,,,,,,,,,,,
2687-2715,2687,2715,552890,310540,552380,309920,1,64,800,0.01,707.06,15.12,6.12,51.12,56.34,,,,,,,,,,,,,,,,,,,,,
2780-2715,2780,2715,549580,307230,552380,309920,1,48,4679,0,977,8.37,3.39,354.31,47.54,,,,,,,,,,,,,,,,,,,,,
2716-2715,2716,2715,551910,310240,552380,309920,1,64,450,0.02,998.4,35.53,1.98,27.29,59.36,,,,,,,,,,,,,,,,,,,,,
2715-2716,2715,2716,552380,309920,551910,310240,1,64,450,0,1250,14.35,0,25.31,64,,,,,,,,,,,,,,,,,,,,,
2780-2717,2780,2717,549580,307230,549060,307340,1,48,550,0,1577.63,11.92,1.5,42.75,46.32,,,,,,,,,,,,,,,,,,,,,
2688-2717,2688,2717,547950,307290,549060,307340,1,48,1149,0,977,9.37,2.47,88.64,46.66,,,,,,,,,,,,,,,,,,,,,
2718-2717,2718,2717,549140,308050,549060,307340,1,48,180,0.02,595.04,19,6.95,20.45,31.68,,,,,,,,,,,,,,,,,,,,,
2717-2718,2717,2718,549060,307340,549140,308050,1,48,180,0,1250,2.6,0,13.5,48,,,,,,,,,,,,,,,,,,,,,
2806-2719,2806,2719,559390,314060,559320,314160,1,48,114,0,1730,2.03,0,8.55,48,,,,,,,,,,,,,,,,,,,,,
2703-2719,2703,2719,557450,313930,559320,314160,1,48,2100,0,977,1.84,0.02,157.52,47.99,,,,,,,,,,,,,,,,,,,,,
2701-2721,2701,2721,559470,314000,559850,314200,1,48,466,0,1663.63,9.81,1.28,36.23,46.3,,,,,,,,,,,,,,,,,,,,,
2704-2721,2704,2721,559860,314220,559850,314200,1,48,84,0,1650.96,3.65,1.13,7.43,40.69,,,,,,,,,,,,,,,,,,,,,
2722-2721,2722,2721,559930,314100,559850,314200,1,30,110,0.01,645.29,14.59,6.37,19.57,20.23,,,,,,,,,,,,,,,,,,,,,
2721-2722,2721,2722,559850,314200,559930,314100,1,30,110,0,1250,1.72,0,13.2,30,,,,,,,,,,,,,,,,,,,,,
1328-2723,1328,2723,563120,315980,563430,316090,1,48,350,0,977,5.76,2,28.25,44.6,Calibration,54.85714286,56.14478261,1.287639752,0.172839944,Pass Low,46.23165663,50.27,4.038343368,0.581367643,Pass Low,8.482629083,5.74,-2.742629083,-1.028471195,Pass Low,0.142857143,0.134782609,-0.008074534,-0.021671634,Pass Low
2724-2723,2724,2723,563420,316290,563430,316090,1,48,170,0,1281.9,2.97,1.53,14.28,42.84,,,,,,,,,,,,,,,,,,,,,
2852-2723,2852,2723,563610,316130,563430,316090,1,48,200,0,977,1.1,1.91,16.91,42.58,,,,,,,,,,,,,,,,,,,,,
2723-2724,2723,2724,563430,316090,563420,316290,1,48,170,0,1250,0.72,0,12.75,48,,,,,,,,,,,,,,,,,,,,,
2709-2725,2709,2725,563090,316240,562920,316210,1,48,170,0,1730,2.31,0,12.75,48,Calibration,31,38.88695652,7.886956522,1.334216725,Pass Low,24,30.61,6.61,1.264970417,Pass Low,6,7.39,1.39,0.537204336,Pass Low,1,0.886956522,-0.113043478,-0.116380324,Pass Low
2782-2725,2782,2725,562900,315970,562920,316210,1,48,230,0,1730,9.32,0,17.25,48,,,,,,,,,,,,,,,,,,,,,
2604-2726,2604,2726,564490,316150,564550,315820,1,32,350,0,660,6.35,2.97,42.35,29.75,Validation,26.66666667,41.52565217,14.85898551,2.54469905,Pass Low,22.0629751,34.02,11.9570249,2.257993095,Pass Low,4.048136014,7.21,3.161863986,1.332677103,Pass Low,0.555555556,0.295652174,-0.259903382,-0.398390661,Pass Low
2727-2726,2727,2726,564940,315750,564550,315820,1,32,260,0,606.68,3.89,6.18,35.43,26.42,,,,,,,,,,,,,,,,,,,,,
2810-2726,2810,2726,564140,315610,564550,315820,1,32,450,0,660,7.87,3.14,53.77,30.13,,,,,,,,,,,,,,,,,,,,,
2726-2727,2726,2727,564550,315820,564940,315750,1,32,260,0,1250,0.68,0,29.25,32,,,,,,,,,,,,,,,,,,,,,
2507-2728,2507,2728,563260,315450,563250,315490,1,64,38,0,1728.34,56.46,2.39,4.53,30.23,,,,,,,,,,,,,,,,,,,,,
2784-2728,2784,2728,562880,315420,563250,315490,1,48,400,0.11,621.42,9.74,7.82,37.82,38.08,Calibration,94,60.50043478,-33.49956522,-3.811442,Pass Low,81,51.63,-29.37,-3.606600674,Pass Low,10,8.84,-1.16,-0.377948423,Pass Low,3,0.030434783,-2.969565217,-2.412433743,Pass Low
2877-2728,2877,2728,563160,315800,563250,315490,1,64,380,0,1649.67,47.12,3.8,25.18,54.33,,,,,,,,,,,,,,,,,,,,,
2799-2729,2799,2729,562890,315110,563000,314930,1,48,180,0,1730,1.19,0,13.5,48,,,,,,,,,,,,,,,,,,,,,
2731-2729,2731,2729,563380,314860,563000,314930,1,48,400,0,1730,1.5,0,30,48,,,,,,,,,,,,,,,,,,,,,
2799-2730,2799,2730,562890,315110,563020,315160,1,30,150,0,1250,0.88,0,18,30,,,,,,,,,,,,,,,,,,,,,
2733-2731,2733,2731,563460,314860,563380,314860,1,48,83,0,1641.82,2.27,1.12,7.35,40.67,Calibration,44,37.06521739,-6.934782609,-1.089257536,Pass Low,32,31.4,-0.6,-0.106566725,Pass Low,12,5.5,-6.5,-2.197401062,Pass Low,0,0.165217391,0.165217391,0.57483457,Pass Low
2732-2731,2732,2731,563400,314760,563380,314860,1,30,90,0,609.52,5.68,6.19,16.99,19.08,,,,,,,,,,,,,,,,,,,,,
2729-2731,2729,2731,563000,314930,563380,314860,1,48,400,0,1693.2,1.21,1.12,31.12,46.27,,,,,,,,,,,,,,,,,,,,,
2731-2732,2731,2732,563380,314860,563400,314760,1,30,90,0,1250,0.97,0,10.8,30,,,,,,,,,,,,,,,,,,,,,
2711-2733,2711,2733,563550,314060,563460,314860,1,64,833,0,1720,56.35,10.66,57.51,52.14,Calibration,802,833.6717391,31.67173913,1.107487503,Pass Mid,591,618.84,27.84,1.131931795,Pass Low,116,118.31,2.31,0.213418256,Pass Low,95,96.52173913,1.52173913,0.155505648,Pass Low
2731-2733,2731,2733,563380,314860,563460,314860,1,48,83,0.11,301.94,17.99,13.71,19.94,14.99,Calibration,58,54.20130435,-3.798695652,-0.507166483,Pass Low,52,48.26,-3.74,-0.52822962,Pass Low,6,5.85,-0.15,-0.061623602,Pass Low,0,0.091304348,0.091304348,0.427327387,Pass Low
2710-2733,2710,2733,563350,315100,563460,314860,1,64,250,0.01,1720,37.19,2.55,16.61,54.19,Calibration,620,656.026087,36.02608696,1.426271861,Pass Low,404,427.91,23.91,1.172347608,Pass Low,127,135.09,8.09,0.706705212,Pass Low,89,93.02608696,4.026086957,0.422018347,Pass Low
2711-2734,2711,2734,563550,314060,563290,313950,1,30,260,0,1250,3.46,0,31.2,30,,,,,,,,,,,,,,,,,,,,,
2736-2735,2736,2735,565970,316640,566170,316580,1,30,160,0.03,619.98,44.86,8.24,27.44,20.99,,,,,,,,,,,,,,,,,,,,,
2652-2735,2652,2735,566130,316730,566170,316580,1,48,150,0.01,719.64,14.4,5.95,17.2,31.39,,,,,,,,,,,,,,,,,,,,,
1324-2735,1324,2735,566300,315960,566170,316580,1,48,647,0,1481.98,6.75,1.3,49.83,46.75,,,,,,,,,,,,,,,,,,,,,
2735-2736,2735,2736,566170,316580,565970,316640,1,30,160,0,1250,15.64,0,19.2,30,,,,,,,,,,,,,,,,,,,,,
1206-2737,1206,2737,563310,317700,563410,317670,1,30,100,0,1250,3.8,0,12,30,,,,,,,,,,,,,,,,,,,,,
6006-2738,6006,2738,561590,317510,561350,317580,1,48,230,0,1250,21.07,0,17.25,48,,,,,,,,,,,,,,,,,,,,,
2660-2739,2660,2739,565550,308870,567470,308680,1,64,2000,0,977,22.32,2.81,115.31,62.44,,,,,,,,,,,,,,,,,,,,,
2740-2739,2740,2739,567490,309090,567470,308680,1,48,450,0,653.35,3.16,6.1,39.85,40.65,,,,,,,,,,,,,,,,,,,,,
2741-2739,2741,2739,572300,310660,567470,308680,1,64,6900,0,977,15.82,3.24,391.37,63.47,,,,,,,,,,,,,,,,,,,,,
2739-2740,2739,2740,567470,308680,567490,309090,1,48,450,0,1250,2.31,0,33.75,48,,,,,,,,,,,,,,,,,,,,,
2661-2741,2661,2741,574660,310490,572300,310660,1,64,2400,0,977,45.42,12.33,147.33,58.64,Calibration,161.5044154,436.9191304,275.4147151,15.92200667,Fail Low,132.0318867,377.49,245.4581133,15.37839343,Fail Low,24.11390246,54.19,30.07609754,4.806675227,Pass Low,5.358626213,5.239130435,-0.119495778,-0.051911143,Pass Low
2742-2741,2742,2741,572100,309620,572300,310660,1,48,800,0,9251.88,4.13,3.22,63.22,45.56,,,,,,,,,,,,,,,,,,,,,
2739-2741,2739,2741,567470,308680,572300,310660,1,64,6900,0.06,977,24.44,8.19,396.32,62.68,,,,,,,,,,,,,,,,,,,,,
2741-2742,2741,2742,572300,310660,572100,309620,1,48,800,0,1250,51.66,0,60,48,,,,,,,,,,,,,,,,,,,,,
2859-2743,2859,2743,575020,312140,574990,312710,1,48,550,0,1730,13.2,0,41.25,48,,,,,,,,,,,,,,,,,,,,,
2854-2743,2854,2743,575690,313010,574990,312710,1,80,740,0,1730,20.64,0,33.3,80,,,,,,,,,,,,,,,,,,,,,
2746-2745,2746,2745,577870,315390,574770,316530,1,64,3300,0.16,488.7,44.21,10.83,196.45,60.47,,,,,,,,,,,,,,,,,,,,,
1326-2745,1326,2745,574250,314030,574770,316530,1,64,2900,0,1720,14.82,1.41,164.53,63.45,,,,,,,,,,,,,,,,,,,,,
2656-2745,2656,2745,574290,316770,574770,316530,1,64,600,0,1660.58,21.72,1.38,35.13,61.48,,,,,,,,,,,,,,,,,,,,,
2745-2746,2745,2746,574770,316530,577870,315390,1,64,3300,0,977,9.14,2.05,187.67,63.3,,,,,,,,,,,,,,,,,,,,,
2751-2746,2751,2746,577870,315510,577870,315390,1,20,100,0.01,538.26,4.95,6.98,24.98,14.41,,,,,,,,,,,,,,,,,,,,,
2748-2746,2748,2746,581590,315730,577870,315390,1,64,3800,0,977,35.05,7.92,221.67,61.71,,,,,,,,,,,,,,,,,,,,,
2747-2746,2747,2746,578060,314560,577870,315390,1,64,850,0.01,543.3,9.09,7.05,54.87,55.77,,,,,,,,,,,,,,,,,,,,,
2749-2747,2749,2747,582250,314150,578060,314560,1,64,4800,0,709.18,1.91,5.67,275.67,62.68,,,,,,,,,,,,,,,,,,,,,
2750-2747,2750,2747,575810,313060,578060,314560,1,64,2700,0,977,3.67,1.91,153.79,63.2,,,,,,,,,,,,,,,,,,,,,
2746-2747,2746,2747,577870,315390,578060,314560,1,64,850,0,617.66,23.53,6.86,54.67,55.97,,,,,,,,,,,,,,,,,,,,,
2812-2748,2812,2748,581760,315290,581590,315730,1,64,450,0,1480,23.14,1.58,26.89,60.24,,,,,,,,,,,,,,,,,,,,,
2746-2748,2746,2748,577870,315390,581590,315730,1,64,3800,0,620,19,6.65,220.4,62.07,,,,,,,,,,,,,,,,,,,,,
2692-2748,2692,2748,579110,320980,581590,315730,1,64,5900,0,977,0,3.87,335.75,63.26,,,,,,,,,,,,,,,,,,,,,
2747-2749,2747,2749,578060,314560,582250,314150,1,64,4800,0,977,0.2,0,270,64,,,,,,,,,,,,,,,,,,,,,
2763-2750,2763,2750,576110,311940,575810,313060,2,96,1200,0,1980,23.92,3.46,48.46,89.14,,,,,,,,,,,,,,,,,,,,,
1305-2750,1305,2750,575790,313090,575810,313060,1,96,57,0,1714.05,38,1.69,3.83,53.57,,,,,,,,,,,,,,,,,,,,,
2747-2750,2747,2750,578060,314560,575810,313060,1,64,2700,0.3,750.22,19.11,9.03,160.91,60.41,,,,,,,,,,,,,,,,,,,,,
2746-2751,2746,2751,577870,315390,577870,315510,1,20,100,0,1250,2.28,0,18,20,,,,,,,,,,,,,,,,,,,,,
2678-2752,2678,2752,560160,303260,559420,302890,1,64,800,0,1450.32,26.56,2.09,47.09,61.16,,,,,,,,,,,,,,,,,,,,,
2758-2752,2758,2752,555270,301350,559420,302890,1,80,5300,0,1720.37,14.65,8.08,246.58,77.38,,,,,,,,,,,,,,,,,,,,,
2753-2752,2753,2752,557790,303500,559420,302890,1,48,800,0.03,1110.84,8.87,2.53,62.53,46.06,,,,,,,,,,,,,,,,,,,,,
2752-2753,2752,2753,559420,302890,557790,303500,1,48,800,0,1250,4.18,0,60,48,,,,,,,,,,,,,,,,,,,,,
2676-2758,2676,2758,552080,303590,555270,301350,1,64,4100,0,1720,14.65,0.24,230.87,63.93,,,,,,,,,,,,,,,,,,,,,
2752-2758,2752,2758,559420,302890,555270,301350,1,80,5300,0,1730,21.49,12.77,251.27,75.93,,,,,,,,,,,,,,,,,,,,,
1331-2759,1331,2759,564730,311190,565050,310680,1,80,600,0,1730,19.8,1.27,28.27,76.41,Calibration,300.2291433,281.0547826,-19.17436069,-1.124713048,Pass Low,209.5017004,181.13,-28.37170035,-2.030096209,Pass Low,38.26275374,52.69,14.42724626,2.139392733,Pass Low,52.4646892,47.23478261,-5.229906594,-0.740734379,Pass Low
2659-2759,2659,2759,565450,309200,565050,310680,1,80,1600,0,1730,23.7,4.51,76.51,75.29,,,,,,,,,,,,,,,,,,,,,
1325-2760,1325,2760,569220,316300,568830,316230,1,96,570,0,1730,37.84,0,21.38,96,,,,,,,,,,,,,,,,,,,,,
2654-2760,2654,2760,568430,316090,568830,316230,1,96,330,0,1730,41.9,0,12.38,96,Calibration,648.6666667,675.7708696,27.1042029,1.053260742,Pass Low,522.0006023,540.47,18.46939771,0.801326066,Pass Low,95.77717549,100.64,4.862824514,0.490697522,Pass Low,30.88888889,34.66086957,3.771980676,0.658868749,Pass Low
2655-2761,2655,2761,566240,315950,565720,316070,1,64,500,0,1720,46.7,2.43,30.56,58.91,Calibration,782.1858957,748.3504348,-33.83546087,-1.223109312,Pass Mid,601.3281906,602.08,0.751809383,0.030648996,Pass Low,109.8247529,108.64,-1.184752911,-0.113357979,Pass Low,71.03295213,37.63043478,-33.40251734,-4.531610531,Pass Low
2650-2761,2650,2761,564710,316500,565720,316070,1,96,1198,0,1730,44.92,4.91,49.84,86.53,,,,,,,,,,,,,,,,,,,,,
2610-2762,2610,2762,570080,316120,571140,315380,1,96,1600,0,1730,39.8,4.85,64.85,88.82,,,,,,,,,,,,,,,,,,,,,
2802-2762,2802,2762,573860,314270,571140,315380,1,96,2700,0,1730,34.79,5.85,107.1,90.76,,,,,,,,,,,,,,,,,,,,,
2611-2763,2611,2763,578320,309850,576110,311940,1,96,3000,0,1730,31.06,4.89,117.39,92,Calibration,718.6448883,491.27,-227.3748883,-9.244428891,Fail Mid,575.6121296,360.08,-215.5321296,-9.964615138,Fail Low,104.8992791,95.79,-9.109279144,-0.909362251,Pass Low,38.13347956,35.4,-2.733479563,-0.450804529,Pass Low
2750-2763,2750,2763,575810,313060,576110,311940,1,96,1200,0,1730,35.57,2.75,47.75,90.48,,,,,,,,,,,,,,,,,,,,,
2765-2764,2765,2764,561350,311070,561760,311190,1,48,450,0,977,47.63,9.59,43.34,37.38,,,,,,,,,,,,,,,,,,,,,
2850-2764,2850,2764,561650,311270,561760,311190,1,48,130,0.03,491.65,13.44,7.99,17.74,26.39,,,,,,,,,,,,,,,,,,,,,
1336-2764,1336,2764,561890,311120,561760,311190,1,48,150,0,1730,9.36,1.15,12.4,43.56,,,,,,,,,,,,,,,,,,,,,
2677-2765,2677,2765,559720,311290,561350,311070,1,64,1700,0,977,21.81,2.93,98.55,62.1,,,,,,,,,,,,,,,,,,,,,
2764-2765,2764,2765,561760,311190,561350,311070,1,48,450,0,977,23.33,3.67,37.42,43.3,,,,,,,,,,,,,,,,,,,,,
2766-2765,2766,2765,561370,310830,561350,311070,1,48,280,0.14,565.51,56.95,10.2,31.2,32.31,,,,,,,,,,,,,,,,,,,,,
2765-2766,2765,2766,561350,311070,561370,310830,1,48,280,0,1250,12.5,0,21,48,,,,,,,,,,,,,,,,,,,,,
1344-2767,1344,2767,559010,320300,558970,320540,1,32,230,0,1250,5.39,0,25.88,32,,,,,,,,,,,,,,,,,,,,,
1341-2768,1341,2768,554990,319010,551950,319120,1,96,3100,0,1707.76,37.11,14.55,130.8,85.32,,,,,,,,,,,,,,,,,,,,,
2769-2768,2769,2768,552090,318890,551950,319120,1,48,220,0.37,815.72,18.21,10.52,27.02,29.31,,,,,,,,,,,,,,,,,,,,,
1347-2768,1347,2768,550300,319950,551950,319120,1,96,1911,0,1742,32.04,10.94,82.6,83.29,,,,,,,,,,,,,,,,,,,,,
2768-2769,2768,2769,551950,319120,552090,318890,1,48,220,0,1250,4.1,0,16.5,48,,,,,,,,,,,,,,,,,,,,,
1309-2770,1309,2770,548110,321080,547880,321230,1,48,250,0,1250,1,0,18.75,48,,,,,,,,,,,,,,,,,,,,,
2799-2771,2799,2771,562890,315110,562860,315290,1,48,220,0,1693.99,7.45,1.15,17.65,44.88,,,,,,,,,,,,,,,,,,,,,
2772-2771,2772,2771,562730,315270,562860,315290,1,30,150,0,675.25,8.96,6.05,24.05,22.45,,,,,,,,,,,,,,,,,,,,,
2784-2771,2784,2771,562880,315420,562860,315290,1,48,100,0,763.48,5.3,5.2,12.7,28.35,,,,,,,,,,,,,,,,,,,,,
2771-2772,2771,2772,562860,315290,562730,315270,1,30,150,0,1250,3.94,0,18,30,,,,,,,,,,,,,,,,,,,,,
1347-2773,1347,2773,550300,319950,554850,319990,1,64,4968,0,1710.97,0.56,1.06,280.51,63.76,,,,,,,,,,,,,,,,,,,,,
2774-2773,2774,2773,554870,320120,554850,319990,1,64,89,0.01,714.1,69.76,11.18,16.19,19.8,,,,,,,,,,,,,,,,,,,,,
1346-2773,1346,2773,555000,319940,554850,319990,1,48,200,0,727.53,23.2,6.17,21.17,34.01,,,,,,,,,,,,,,,,,,,,,
2773-2774,2773,2774,554850,319990,554870,320120,1,48,89,0,1250,13.22,0,6.67,48,,,,,,,,,,,,,,,,,,,,,
