Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
2700-2705,2700,2705,561040,314000,563580,313440,1,32,3200,0,390.83,0.22,9.72,369.72,31.16,,,,,,,,,,,,,,,,,,,,,
2880-2706,2880,2706,559710,311470,559710,311760,1,80,316,0,1150.87,24.08,3.14,17.36,65.54,,,,,,,,,,,,,,,,,,,,,
1337-2706,1337,2706,557130,312440,559710,311760,1,48,2900,0,977,11.28,3.72,221.22,47.19,,,,,,,,,,,,,,,,,,,,,
2701-2706,2701,2706,559470,314000,559710,311760,1,48,2600,0,686.62,8.79,6.39,201.39,46.48,Validation,58.54941643,60.1673913,1.617974872,0.210005498,Pass Low,50.46148327,54.96,4.498516725,0.619611937,Pass Low,5.927866777,5.09,-0.837866777,-0.356977801,Pass Low,2.16006638,0.117391304,-2.042675076,-1.914208011,Pass Low
2698-2707,2698,2707,553250,314870,551210,313990,2,96,2300,0,3460,29.72,3.36,89.61,92.4,,,,,,,,,,,,,,,,,,,,,
1308-2707,1308,2707,549280,312100,551210,313990,2,96,2700,0,3460,29.7,3.91,105.16,92.43,,,,,,,,,,,,,,,,,,,,,
2826-2708,2826,2708,546190,309930,544770,307420,2,64,3038,4.05,486.46,94.79,39.13,210.02,52.07,,,,,,,,,,,,,,,,,,,,,
2106-2708,2106,2708,547200,307820,544770,307420,2,96,2446,0.75,1490.99,78.27,35.37,127.09,69.28,,,,,,,,,,,,,,,,,,,,,
2110-2708,2110,2708,539800,303010,544770,307420,2,96,6700,0,1940,87.72,119.19,370.44,65.11,,,,,,,,,,,,,,,,,,,,,
2878-2709,2878,2709,563110,316030,563090,316240,1,64,204,0,1729.76,61.54,2.7,14.17,51.81,,,,,,,,,,,,,,,,,,,,,
2725-2709,2725,2709,562920,316210,563090,316240,1,48,170,0.1,471.57,12.94,7.51,20.26,30.2,Calibration,42,59.86956522,17.86956522,2.503841062,Pass Low,39,56.9,17.9,2.584989154,Pass Low,2,2.1,0.1,0.06984303,Pass Low,1,0.869565217,-0.130434783,-0.134908125,Pass Low
2506-2709,2506,2709,563120,317060,563090,316240,1,64,825,0.21,1666.51,80.93,23.24,69.64,42.65,Calibration,1182,1269.973913,87.97391304,2.512528431,Pass Mid,1026,1094.09,68.09,2.091323334,Pass Mid,105,119.91,14.91,1.406009511,Pass Low,51,55.97391304,4.973913043,0.680102302,Pass Low
2507-2710,2507,2710,563260,315450,563350,315100,1,64,350,0,1720,69.26,7.6,27.29,46.17,Calibration,1031,1115.526522,84.52652174,2.58011977,Pass Mid,898,960.28,62.28,2.04318657,Pass Mid,80,100.09,20.09,2.11714272,Pass Low,53,55.15652174,2.156521739,0.293253013,Pass Low
2733-2710,2733,2710,563460,314860,563350,315100,1,64,250,0,1720,60.27,3.2,17.27,52.13,Calibration,858,970.9447826,112.9447826,3.734916309,Pass Mid,662,766.87,104.87,3.923466121,Fail Low,149,156.64,7.64,0.618021041,Pass Low,47,47.43478261,0.434782609,0.0632734,Pass Low
1329-2711,1329,2711,563550,313990,563550,314060,1,64,57,0,1728.33,56.64,2.4,5.6,36.62,,,,,,,,,,,,,,,,,,,,,
2734-2711,2734,2711,563290,313950,563550,314060,1,30,260,0.19,318.92,28.55,14.01,45.21,20.7,,,,,,,,,,,,,,,,,,,,,
2733-2711,2733,2711,563460,314860,563550,314060,1,64,833,0.1,1374.31,83.35,24.06,70.91,42.29,Calibration,1007,1069.863478,62.86347826,1.950785102,Pass Mid,880,917.21,37.21,1.241295711,Pass Mid,76,97.51,21.51,2.309368051,Pass Low,51,55.14347826,4.143478261,0.568765709,Pass Low
2705-2712,2705,2712,563580,313440,563620,313250,1,64,210,0,1720,63.62,3.31,15.12,50.01,,,,,,,,,,,,,,,,,,,,,
2823-2712,2823,2712,563790,312270,563620,313250,1,64,1000,0,1720,57.49,10.71,66.96,53.77,Validation,804.625,926.3395652,121.7145652,4.137266162,Fail Mid,694.1724782,723.23,29.0575218,1.091508133,Pass Low,81.9525218,158.14,76.1874782,6.9535932,Pass Low,28.5,44.96956522,16.46956522,2.717336343,Pass Low
2610-2713,2610,2713,570080,316120,569590,316210,1,96,350,0,1730,40.78,0,13.13,96,,,,,,,,,,,,,,,,,,,,,
1325-2713,1325,2713,569220,316300,569590,316210,1,96,450,0,1730,37.63,0,16.88,96,,,,,,,,,,,,,,,,,,,,,
2687-2714,2687,2714,552890,310540,553540,314410,1,64,5700,0,977,11.13,2.15,322.77,63.57,,,,,,,,,,,,,,,,,,,,,
2696-2714,2696,2714,553580,314790,553540,314410,1,64,350,0.02,642.74,45.89,8.12,27.81,45.31,,,,,,,,,,,,,,,,,,,,,
2602-2714,2602,2714,553990,314360,553540,314410,1,64,450,0,719.5,9.25,5.78,31.09,52.11,,,,,,,,,,,,,,,,,,,,,
2687-2715,2687,2715,552890,310540,552380,309920,1,64,800,0.07,666.56,44.24,8.58,53.58,53.75,,,,,,,,,,,,,,,,,,,,,
2780-2715,2780,2715,549580,307230,552380,309920,1,48,4679,0,977,20.61,12.32,363.25,46.37,,,,,,,,,,,,,,,,,,,,,
2716-2715,2716,2715,551910,310240,552380,309920,1,64,450,0.03,1115.14,21.07,2.07,27.38,59.17,,,,,,,,,,,,,,,,,,,,,
2715-2716,2715,2716,552380,309920,551910,310240,1,64,450,0,1250,38.92,0,25.31,64,,,,,,,,,,,,,,,,,,,,,
2780-2717,2780,2717,549580,307230,549060,307340,1,48,550,0.01,954.73,15.96,3.99,45.24,43.76,,,,,,,,,,,,,,,,,,,,,
2688-2717,2688,2717,547950,307290,549060,307340,1,48,1149,0,977,31.52,8.94,95.11,43.49,,,,,,,,,,,,,,,,,,,,,
2718-2717,2718,2717,549140,308050,549060,307340,1,48,180,0.01,555.8,8.34,6.97,20.47,31.66,,,,,,,,,,,,,,,,,,,,,
2717-2718,2717,2718,549060,307340,549140,308050,1,48,180,0,1250,12.29,0,13.5,48,,,,,,,,,,,,,,,,,,,,,
2806-2719,2806,2719,559390,314060,559320,314160,1,48,114,0,1730,3.83,0,8.55,48,,,,,,,,,,,,,,,,,,,,,
2703-2719,2703,2719,557450,313930,559320,314160,1,48,2100,0,977,3.58,0.1,157.6,47.97,,,,,,,,,,,,,,,,,,,,,
2701-2721,2701,2721,559470,314000,559850,314200,1,48,466,0,1152.34,8.93,2.77,37.72,44.47,,,,,,,,,,,,,,,,,,,,,
2704-2721,2704,2721,559860,314220,559850,314200,1,48,84,0,1683.93,11.52,1.21,7.51,40.28,,,,,,,,,,,,,,,,,,,,,
2722-2721,2722,2721,559930,314100,559850,314200,1,30,110,0,598.04,4.7,6.42,19.62,20.18,,,,,,,,,,,,,,,,,,,,,
2721-2722,2721,2722,559850,314200,559930,314100,1,30,110,0,1250,5.07,0,13.2,30,,,,,,,,,,,,,,,,,,,,,
1328-2723,1328,2723,563120,315980,563430,316090,1,48,350,0,977,6.57,2.03,28.28,44.55,Calibration,64,63.16173913,-0.83826087,-0.105127409,Pass Low,56.68311265,55.28,-1.403112651,-0.187529699,Pass Low,6.691887349,7.06,0.368112651,0.140383022,Pass Low,0.625,0.82173913,0.19673913,0.231318641,Pass Low
2724-2723,2724,2723,563420,316290,563430,316090,1,48,170,0,1291.95,2.43,1.5,14.25,42.96,,,,,,,,,,,,,,,,,,,,,
2852-2723,2852,2723,563610,316130,563430,316090,1,48,200,0,977,3.04,1.98,16.98,42.41,,,,,,,,,,,,,,,,,,,,,
2723-2724,2723,2724,563430,316090,563420,316290,1,48,170,0,1250,3.85,0,12.75,48,,,,,,,,,,,,,,,,,,,,,
2709-2725,2709,2725,563090,316240,562920,316210,1,48,170,0,1730,6.52,0,12.75,48,Calibration,106,111.5952174,5.595217391,0.536422876,Pass Low,91,94.95,3.95,0.409650984,Pass Low,14,15.78,1.78,0.461288527,Pass Low,1,0.865217391,-0.134782609,-0.139567445,Pass Low
2782-2725,2782,2725,562900,315970,562920,316210,1,48,230,0,1730,3.53,0,17.25,48,,,,,,,,,,,,,,,,,,,,,
2604-2726,2604,2726,564490,316150,564550,315820,1,32,350,0,660,12.63,3.43,42.81,29.43,Validation,46,82.89913043,36.89913043,4.596276383,Pass Low,40.78500887,75.19,34.40499113,4.518083374,Pass Low,4.814991134,7.37,2.555008866,1.035129774,Pass Low,0.4,0.339130435,-0.060869565,-0.100127796,Pass Low
2727-2726,2727,2726,564940,315750,564550,315820,1,32,260,0,592.4,3.63,6.29,35.54,26.34,,,,,,,,,,,,,,,,,,,,,
2810-2726,2810,2726,564140,315610,564550,315820,1,32,450,0,660,7.88,3.19,53.81,30.1,,,,,,,,,,,,,,,,,,,,,
2726-2727,2726,2727,564550,315820,564940,315750,1,32,260,0,1250,2.11,0,29.25,32,,,,,,,,,,,,,,,,,,,,,
2507-2728,2507,2728,563260,315450,563250,315490,1,64,38,0,1729.78,59.91,2.59,4.73,28.94,,,,,,,,,,,,,,,,,,,,,
2784-2728,2784,2728,562880,315420,563250,315490,1,48,400,0.05,509.77,4.2,9.98,39.98,36.02,Calibration,72,20.40521739,-51.59478261,-7.59053764,Pass Low,64,17,-47,-7.385337492,Pass Low,7,2.64,-4.36,-1.985925581,Pass Low,1,0.765217391,-0.234782609,-0.249908958,Pass Low
2877-2728,2877,2728,563160,315800,563250,315490,1,64,380,0.02,1598.55,76.25,13.86,35.23,38.83,,,,,,,,,,,,,,,,,,,,,
2799-2729,2799,2729,562890,315110,563000,314930,1,48,180,0,1730,1.5,0,13.5,48,,,,,,,,,,,,,,,,,,,,,
2731-2729,2731,2729,563380,314860,563000,314930,1,48,400,0,1730,1.55,0,30,48,,,,,,,,,,,,,,,,,,,,,
2799-2730,2799,2730,562890,315110,563020,315160,1,30,150,0,1250,6.47,0,18,30,,,,,,,,,,,,,,,,,,,,,
2733-2731,2733,2731,563460,314860,563380,314860,1,48,83,0,1536.35,6.76,1.26,7.48,39.94,Calibration,100,103.8634783,3.863478261,0.382669418,Pass Low,89,91.83,2.83,0.297622796,Pass Low,11,11.99,0.99,0.291998558,Pass Low,0,0.043478261,0.043478261,0.294883912,Pass Low
2732-2731,2732,2731,563400,314760,563380,314860,1,30,90,0,608.6,3.57,6.13,16.93,19.14,,,,,,,,,,,,,,,,,,,,,
2729-2731,2729,2731,563000,314930,563380,314860,1,48,400,0,1654.11,1.57,1.2,31.2,46.15,,,,,,,,,,,,,,,,,,,,,
2731-2732,2731,2732,563380,314860,563400,314760,1,30,90,0,1250,6.27,0,10.8,30,,,,,,,,,,,,,,,,,,,,,
2711-2733,2711,2733,563550,314060,563460,314860,1,64,833,0,1720,60.95,13.81,60.67,49.43,Calibration,881,982.8473913,101.8473913,3.3362588,Pass Mid,680,774.24,94.24,3.494879709,Pass Low,154,161.29,7.29,0.580613899,Pass Low,47,47.3173913,0.317391304,0.046218318,Pass Low
2731-2733,2731,2733,563380,314860,563460,314860,1,48,83,0.19,197.32,23.56,21.67,27.9,10.71,Calibration,51,46.30347826,-4.696521739,-0.67332874,Pass Low,46,41.38,-4.62,-0.698957796,Pass Low,5,4.78,-0.22,-0.099487439,Pass Low,0,0.143478261,0.143478261,0.535683229,Pass Low
2710-2733,2710,2733,563350,315100,563460,314860,1,64,250,0.11,1720,65.89,8.87,22.94,39.24,Calibration,1033,1115.526522,82.52652174,2.51789827,Pass Mid,905,960.28,55.28,1.810135207,Pass Mid,77,100.09,23.09,2.453815536,Pass Low,51,55.15652174,4.156521739,0.570521104,Pass Low
2711-2734,2711,2734,563550,314060,563290,313950,1,30,260,0,1250,7.48,0,31.2,30,,,,,,,,,,,,,,,,,,,,,
2736-2735,2736,2735,565970,316640,566170,316580,1,30,160,0,638.88,25.24,6.78,25.98,22.17,,,,,,,,,,,,,,,,,,,,,
2652-2735,2652,2735,566130,316730,566170,316580,1,48,150,0,685.62,5.54,6.05,17.3,31.22,,,,,,,,,,,,,,,,,,,,,
1324-2735,1324,2735,566300,315960,566170,316580,1,48,647,0,1486.62,12.75,1.39,49.91,46.67,,,,,,,,,,,,,,,,,,,,,
2735-2736,2735,2736,566170,316580,565970,316640,1,30,160,0,1250,17.56,0,19.2,30,,,,,,,,,,,,,,,,,,,,,
1206-2737,1206,2737,563310,317700,563410,317670,1,30,100,0,1250,1.26,0,12,30,,,,,,,,,,,,,,,,,,,,,
6006-2738,6006,2738,561590,317510,561350,317580,1,48,230,0,1250,12.35,0,17.25,48,,,,,,,,,,,,,,,,,,,,,
2660-2739,2660,2739,565550,308870,567470,308680,1,64,2000,0,977,16.79,2.35,114.85,62.69,,,,,,,,,,,,,,,,,,,,,
2740-2739,2740,2739,567490,309090,567470,308680,1,48,450,0,670.12,5.59,6.03,39.78,40.72,,,,,,,,,,,,,,,,,,,,,
2741-2739,2741,2739,572300,310660,567470,308680,1,64,6900,0,977,31.99,9.31,397.44,62.5,,,,,,,,,,,,,,,,,,,,,
2739-2740,2739,2740,567470,308680,567490,309090,1,48,450,0,1250,1.86,0,33.75,48,,,,,,,,,,,,,,,,,,,,,
2661-2741,2661,2741,574660,310490,572300,310660,1,64,2400,0,977,20.33,2.67,137.67,62.76,Calibration,122.7289519,197.0313043,74.30235242,5.876318407,Pass Low,108.9350593,187.34,78.40494069,6.441854059,Pass Low,12.79693891,8.5,-4.296938912,-1.316787165,Pass Low,0.996953714,1.191304348,0.194350634,0.185802559,Pass Low
2742-2741,2742,2741,572100,309620,572300,310660,1,48,800,0,9453.65,7.89,3.22,63.22,45.56,,,,,,,,,,,,,,,,,,,,,
2739-2741,2739,2741,567470,308680,572300,310660,1,64,6900,0.02,977,20.62,6.17,394.3,63,,,,,,,,,,,,,,,,,,,,,
2741-2742,2741,2742,572300,310660,572100,309620,1,48,800,0,1250,28.65,0,60,48,,,,,,,,,,,,,,,,,,,,,
2859-2743,2859,2743,575020,312140,574990,312710,1,48,550,0,1730,21.74,0,41.25,48,,,,,,,,,,,,,,,,,,,,,
2854-2743,2854,2743,575690,313010,574990,312710,1,80,740,0,1730,9.79,0,33.3,80,,,,,,,,,,,,,,,,,,,,,
2746-2745,2746,2745,577870,315390,574770,316530,1,64,3300,0.11,497.76,35.53,9.52,195.15,60.88,,,,,,,,,,,,,,,,,,,,,
1326-2745,1326,2745,574250,314030,574770,316530,1,64,2900,0,1720,17.49,1.61,164.73,63.38,,,,,,,,,,,,,,,,,,,,,
2656-2745,2656,2745,574290,316770,574770,316530,1,64,600,0,1579.54,26.97,1.56,35.31,61.17,,,,,,,,,,,,,,,,,,,,,
2745-2746,2745,2746,574770,316530,577870,315390,1,64,3300,0,977,24.59,3.5,189.13,62.82,,,,,,,,,,,,,,,,,,,,,
2751-2746,2751,2746,577870,315510,577870,315390,1,20,100,0.01,513.11,7.37,7.45,25.45,14.15,,,,,,,,,,,,,,,,,,,,,
2748-2746,2748,2746,581590,315730,577870,315390,1,64,3800,0,977,20.47,2.93,216.68,63.13,,,,,,,,,,,,,,,,,,,,,
2747-2746,2747,2746,578060,314560,577870,315390,1,64,850,0.08,516.95,32.58,8.73,56.54,54.12,,,,,,,,,,,,,,,,,,,,,
2749-2747,2749,2747,582250,314150,578060,314560,1,64,4800,0,669.08,0.37,6.08,276.08,62.59,,,,,,,,,,,,,,,,,,,,,
2750-2747,2750,2747,575810,313060,578060,314560,1,64,2700,0,977,16.99,2.42,154.29,63,,,,,,,,,,,,,,,,,,,,,
2746-2747,2746,2747,577870,315390,578060,314560,1,64,850,0,641.46,8.39,6.05,53.86,56.81,,,,,,,,,,,,,,,,,,,,,
2812-2748,2812,2748,581760,315290,581590,315730,1,64,450,0,1480,13.51,1.41,26.72,60.63,,,,,,,,,,,,,,,,,,,,,
2746-2748,2746,2748,577870,315390,581590,315730,1,64,3800,0,620,63.06,19.36,233.11,58.69,,,,,,,,,,,,,,,,,,,,,
2692-2748,2692,2748,579110,320980,581590,315730,1,64,5900,0,977,0,3.76,335.63,63.28,,,,,,,,,,,,,,,,,,,,,
2747-2749,2747,2749,578060,314560,582250,314150,1,64,4800,0,977,1.36,0,270,64,,,,,,,,,,,,,,,,,,,,,
2763-2750,2763,2750,576110,311940,575810,313060,2,96,1200,0,1980,24.15,3.53,48.53,89.01,,,,,,,,,,,,,,,,,,,,,
1305-2750,1305,2750,575790,313090,575810,313060,1,96,57,0,1660.35,40.25,1.81,3.95,51.94,,,,,,,,,,,,,,,,,,,,,
2747-2750,2747,2750,578060,314560,575810,313060,1,64,2700,0.05,904.59,4.48,5.78,157.66,61.65,,,,,,,,,,,,,,,,,,,,,
2746-2751,2746,2751,577870,315390,577870,315510,1,20,100,0,1250,1.99,0,18,20,,,,,,,,,,,,,,,,,,,,,
2678-2752,2678,2752,560160,303260,559420,302890,1,64,800,0.02,1288.77,39.62,3.06,48.06,59.93,,,,,,,,,,,,,,,,,,,,,
2758-2752,2758,2752,555270,301350,559420,302890,1,80,5300,0,1703.26,20.83,13.18,251.68,75.81,,,,,,,,,,,,,,,,,,,,,
2753-2752,2753,2752,557790,303500,559420,302890,1,48,800,0.02,1041,6.66,2.56,62.56,46.04,,,,,,,,,,,,,,,,,,,,,
2752-2753,2752,2753,559420,302890,557790,303500,1,48,800,0,1250,10.3,0,60,48,,,,,,,,,,,,,,,,,,,,,
2676-2758,2676,2758,552080,303590,555270,301350,1,64,4100,0,1720,20.63,0.89,231.52,63.75,,,,,,,,,,,,,,,,,,,,,
2752-2758,2752,2758,559420,302890,555270,301350,1,80,5300,0,1730,24.52,15.77,254.27,75.04,,,,,,,,,,,,,,,,,,,,,
1331-2759,1331,2759,564730,311190,565050,310680,1,80,600,0,1730,24.12,1.74,28.74,75.16,Calibration,340.2039278,370.0473913,29.84346355,1.583646328,Pass Low,267.1187622,298.09,30.97123784,1.842337187,Pass Low,31.37926856,35.64,4.26073144,0.736036441,Pass Low,41.70589704,36.3173913,-5.388505734,-0.862722694,Pass Low
2659-2759,2659,2759,565450,309200,565050,310680,1,80,1600,0,1730,23.62,4.48,76.48,75.31,,,,,,,,,,,,,,,,,,,,,
1325-2760,1325,2760,569220,316300,568830,316230,1,96,570,0,1730,40.87,0,21.38,96,,,,,,,,,,,,,,,,,,,,,
2654-2760,2654,2760,568430,316090,568830,316230,1,96,330,0,1730,37.72,0,12.38,96,Calibration,616.125,621.3213043,5.196304348,0.208903827,Pass Low,531.83741,533.9,2.062589981,0.089351695,Pass Low,62.78758998,66.43,3.642410019,0.453151072,Pass Low,21.5,20.99130435,-0.508695652,-0.110362872,Pass Low
2655-2761,2655,2761,566240,315950,565720,316070,1,64,500,0,1720,44.31,1.99,30.11,59.77,Calibration,696.1593845,706.9134783,10.7540938,0.406021195,Pass Low,582.3835863,597.32,14.93641371,0.614999669,Pass Low,68.41440418,70.25,1.835595816,0.220449725,Pass Low,45.36139399,39.34347826,-6.017915729,-0.924712874,Pass Low
2650-2761,2650,2761,564710,316500,565720,316070,1,96,1198,0,1730,45.4,5.05,49.97,86.31,,,,,,,,,,,,,,,,,,,,,
2610-2762,2610,2762,570080,316120,571140,315380,1,96,1600,0,1730,32.75,2.98,62.98,91.46,,,,,,,,,,,,,,,,,,,,,
2802-2762,2802,2762,573860,314270,571140,315380,1,96,2700,0,1730,36.61,6.64,107.89,90.09,,,,,,,,,,,,,,,,,,,,,
2611-2763,2611,2763,578320,309850,576110,311940,1,96,3000,0,1730,31.44,5.04,117.54,91.88,Calibration,634.5899592,514.1104348,-120.4795244,-5.027184883,Fail Low,547.1330908,453.37,-93.76309083,-4.192158512,Pass Low,64.15307534,37.81,-26.34307534,-3.689436235,Pass Low,23.30379307,22.93043478,-0.373358284,-0.077653133,Pass Low
2750-2763,2750,2763,575810,313060,576110,311940,1,96,1200,0,1730,29.04,1.65,46.65,92.6,,,,,,,,,,,,,,,,,,,,,
2765-2764,2765,2764,561350,311070,561760,311190,1,48,450,0,977,22.13,3.49,37.24,43.5,,,,,,,,,,,,,,,,,,,,,
2850-2764,2850,2764,561650,311270,561760,311190,1,48,130,0.02,503.43,8.74,7.61,17.36,26.96,,,,,,,,,,,,,,,,,,,,,
1336-2764,1336,2764,561890,311120,561760,311190,1,48,150,0,1729.99,19.28,1.29,12.54,43.07,,,,,,,,,,,,,,,,,,,,,
2677-2765,2677,2765,559720,311290,561350,311070,1,64,1700,0.01,977,11.88,3.69,99.31,61.62,,,,,,,,,,,,,,,,,,,,,
2764-2765,2764,2765,561760,311190,561350,311070,1,48,450,0,977,38.35,6.76,40.51,39.99,,,,,,,,,,,,,,,,,,,,,
2766-2765,2766,2765,561370,310830,561350,311070,1,48,280,0.05,555.77,29.81,7.93,28.93,34.84,,,,,,,,,,,,,,,,,,,,,
2765-2766,2765,2766,561350,311070,561370,310830,1,48,280,0,1250,19.02,0,21,48,,,,,,,,,,,,,,,,,,,,,
1344-2767,1344,2767,559010,320300,558970,320540,1,32,230,0,1250,10.61,0,25.88,32,,,,,,,,,,,,,,,,,,,,,
1341-2768,1341,2768,554990,319010,551950,319120,1,96,3100,0,1670.01,52.27,29.15,145.4,76.76,,,,,,,,,,,,,,,,,,,,,
2769-2768,2769,2768,552090,318890,551950,319120,1,48,220,0.11,815.84,7.9,7.76,24.26,32.65,,,,,,,,,,,,,,,,,,,,,
1347-2768,1347,2768,550300,319950,551950,319120,1,96,1911,0.01,1742,26.83,7.75,79.41,86.64,,,,,,,,,,,,,,,,,,,,,
2768-2769,2768,2769,551950,319120,552090,318890,1,48,220,0,1250,15.56,0,16.5,48,,,,,,,,,,,,,,,,,,,,,
1309-2770,1309,2770,548110,321080,547880,321230,1,48,250,0,1250,1.19,0,18.75,48,,,,,,,,,,,,,,,,,,,,,
2799-2771,2799,2771,562890,315110,562860,315290,1,48,220,0,1647.65,1.8,1.11,17.61,44.97,,,,,,,,,,,,,,,,,,,,,
2772-2771,2772,2771,562730,315270,562860,315290,1,30,150,0,676.35,8.97,5.97,23.97,22.53,,,,,,,,,,,,,,,,,,,,,
2784-2771,2784,2771,562880,315420,562860,315290,1,48,100,0,1156.85,9.94,2.78,10.28,35,,,,,,,,,,,,,,,,,,,,,
2771-2772,2771,2772,562860,315290,562730,315270,1,30,150,0,1250,3.88,0,18,30,,,,,,,,,,,,,,,,,,,,,
1347-2773,1347,2773,550300,319950,554850,319990,1,64,4968,0,1569.16,1.24,1.16,280.61,63.74,,,,,,,,,,,,,,,,,,,,,
2774-2773,2774,2773,554870,320120,554850,319990,1,64,89,0,713.91,39.91,7.19,12.2,26.27,,,,,,,,,,,,,,,,,,,,,
1346-2773,1346,2773,555000,319940,554850,319990,1,48,200,0.01,719.63,64.22,10.02,25.02,28.78,,,,,,,,,,,,,,,,,,,,,
2773-2774,2773,2774,554850,319990,554870,320120,1,48,89,0,1250,37.44,0,6.67,48,,,,,,,,,,,,,,,,,,,,,
2674-2775,2674,2775,561130,303030,561310,303550,1,48,500,0,1484.86,33.16,1.81,39.31,45.79,,,,,,,,,,,,,,,,,,,,,
2776-2775,2776,2775,561180,303610,561310,303550,1,30,80,0.01,9058.6,7.85,3.23,12.83,22.44,,,,,,,,,,,,,,,,,,,,,
2672-2775,2672,2775,562690,305400,561310,303550,1,48,2300,0.05,1720,20.21,10.16,182.66,45.33,,,,,,,,,,,,,,,,,,,,,
2775-2776,2775,2776,561310,303550,561180,303610,1,30,80,0,1250,64.98,0,9.6,30,,,,,,,,,,,,,,,,,,,,,
2818-2777,2818,2777,551270,303660,550490,302770,2,64,1180,0,2500,20.17,0,66.38,64,,,,,,,,,,,,,,,,,,,,,
2106-2778,2106,2778,547200,307820,547300,307460,1,64,410,0.13,1604.89,67.14,4.38,27.45,53.78,,,,,,,,,,,,,,,,,,,,,
2688-2778,2688,2778,547950,307290,547300,307460,1,64,744,0,1713.16,31.55,1.53,43.38,61.74,,,,,,,,,,,,,,,,,,,,,
2779-2778,2779,2778,546930,306860,547300,307460,1,48,797,0.16,421.21,33.33,10.59,70.37,40.78,,,,,,,,,,,,,,,,,,,,,
2778-2779,2778,2779,547300,307460,546930,306860,1,48,797,0,1250,18.49,0,59.77,48,,,,,,,,,,,,,,,,,,,,,
2715-2780,2715,2780,552380,309920,549580,307230,1,48,4679,0,977,9.1,3.68,354.61,47.5,,,,,,,,,,,,,,,,,,,,,
2781-2780,2781,2780,549640,306870,549580,307230,1,48,200,0.02,634.53,22.46,6.8,21.8,33.03,,,,,,,,,,,,,,,,,,,,,
2717-2780,2717,2780,549060,307340,549580,307230,1,48,550,0,1111.69,21.41,3.25,44.5,44.49,,,,,,,,,,,,,,,,,,,,,
2780-2781,2780,2781,549580,307230,549640,306870,1,48,200,0,1730,7.87,0,15,48,,,,,,,,,,,,,,,,,,,,,
2613-2781,2613,2781,550630,304690,549640,306870,1,48,3381,0,1730,12.14,0,253.57,48,,,,,,,,,,,,,,,,,,,,,
2725-2782,2725,2782,562920,316210,562900,315970,1,48,230,0,1642.83,6.86,1.18,18.43,44.94,,,,,,,,,,,,,,,,,,,,,
2783-2782,2783,2782,563000,315980,562900,315970,1,30,180,0,1282.26,2.59,1.65,23.25,27.87,,,,,,,,,,,,,,,,,,,,,
2784-2782,2784,2782,562880,315420,562900,315970,1,48,700,0,1380.58,3.35,1.88,54.38,46.34,,,,,,,,,,,,,,,,,,,,,
2782-2783,2782,2783,562900,315970,563000,315980,1,30,180,0,1250,3.45,0,21.6,30,,,,,,,,,,,,,,,,,,,,,
2782-2784,2782,2784,562900,315970,562880,315420,1,48,700,0,1725.9,5.1,1.1,53.6,47.02,,,,,,,,,,,,,,,,,,,,,
2728-2784,2728,2784,563250,315490,562880,315420,1,48,400,0,1274.69,2.22,1.57,31.57,45.61,Calibration,96,28.26347826,-67.73652174,-8.593421951,Pass Low,80,23.94,-56.06,-7.776366756,Pass Low,16,4.28,-11.72,-3.680515357,Pass Low,0,0.043478261,0.043478261,0.294883912,Pass Low
2771-2784,2771,2784,562860,315290,562880,315420,1,48,100,0,1189.5,5.57,2.56,10.06,35.77,,,,,,,,,,,,,,,,,,,,,
7033-2788,7033,2788,564840,322410,564840,322500,1,30,60,0,1250,7.4,0,7.2,30,,,,,,,,,,,,,,,,,,,,,
1005-2789,1005,2789,564550,322400,564290,322410,1,64,260,0.04,1180.46,41.2,3.71,18.34,51.04,Calibration,487,467.6308696,-19.36913043,-0.886558473,Pass Low,416,410.36,-5.64,-0.277465799,Pass Low,57,47.51,-9.49,-1.31281124,Pass Low,14,9.760869565,-4.239130435,-1.229873977,Pass Low
1003-2789,1003,2789,564150,322360,564290,322410,1,64,140,0,1697.11,48.66,2.06,9.94,50.71,,,,,,,,,,,,,,,,,,,,,
2790-2789,2790,2789,564280,322630,564290,322410,1,48,90,0.04,385.31,8.71,10.09,16.84,19.24,,,,,,,,,,,,,,,,,,,,,
2789-2790,2789,2790,564290,322410,564280,322630,1,48,90,0,1250,14.24,0,6.75,48,,,,,,,,,,,,,,,,,,,,,
1321-2791,1321,2791,568930,319620,569350,319590,1,80,210,0.01,1387.87,31.65,2.42,11.87,63.71,,,,,,,,,,,,,,,,,,,,,
7503-2791,7503,2791,572140,319380,569350,319590,1,80,3090,0,1715.02,16.83,6.23,145.28,76.57,,,,,,,,,,,,,,,,,,,,,
2792-2791,2792,2791,569140,319280,569350,319590,1,48,200,0.02,557.24,10.8,7.2,22.2,32.43,,,,,,,,,,,,,,,,,,,,,
2791-2792,2791,2792,569350,319590,569140,319280,1,48,200,0,1250,6.18,0,15,48,,,,,,,,,,,,,,,,,,,,,
