Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2799-2730,2799,2730,56289,31511,56302,31516,1,30,150,0,1250,6.47,0,18,30,80.91,81.27,0,0,41.74,0.07,5.11,0.11,0.14,30.05,0.98,0.39,2.19,0.15,0.001853912,41.92,0.07,5.14,0.11,0.14,30.18,0.98,0.39,2.2,0.15,0.184569952,78.59,2.19,0.065217391,78.59,2.19,0.15,78.93,2.2,0.065217391,78.93,2.2,0.15,0,0,PM,"LineString (56289 31511, 56302 31516)"
2733-2731,2733,2731,56346,31486,56338,31486,1,48,83,0,1536.35,6.76,1.26,7.48,39.94,103.93,104.38,0,0,43.82,0.25,4.91,0.37,0.61,36.58,3.48,1.81,11.99,0.1,0.000962186,44.01,0.25,4.93,0.38,0.62,36.74,3.49,1.82,12.04,0.1,0.095803794,91.83,11.99,0.043478261,91.83,11.99,0.1,92.24,12.04,0.043478261,92.24,12.04,0.1,0,0,PM,"LineString (56346 31486, 56338 31486)"
2732-2731,2732,2731,56340,31476,56338,31486,1,30,90,0,608.6,3.57,6.13,16.93,19.14,21.75,21.75,0,0,5.44,0.4,0.59,0.66,0.26,3.57,7.36,0.82,2.37,0.29,0.013333333,5.44,0.4,0.59,0.66,0.26,3.57,7.36,0.82,2.37,0.29,1.333333333,19.1,2.37,0.126086957,19.1,2.37,0.29,19.1,2.37,0.126086957,19.1,2.37,0.29,0,0,PM,"LineString (56340 31476, 56338 31486)"
2729-2731,2729,2731,56300,31493,56338,31486,1,48,400,0,1654.11,1.57,1.2,31.2,46.15,26.03,26.13,0,0,11.57,0.09,0.9,0.3,0.21,6.69,3.03,0.8,2.41,0.05,0.001920861,11.61,0.09,0.9,0.3,0.21,6.71,3.04,0.8,2.42,0.05,0.191350938,23.59,2.41,0.02173913,23.59,2.41,0.05,23.66,2.42,0.02173913,23.66,2.42,0.05,0,0,PM,"LineString (56300 31493, 56338 31486)"
2731-2732,2731,2732,56338,31486,56340,31476,1,30,90,0,1250,6.27,0,10.8,30,78.34,78.68,0,0,34.63,0.21,4.04,0.24,0.45,29.48,2.2,1.29,5.7,0.09,0.001148838,34.78,0.22,4.05,0.25,0.45,29.61,2.21,1.3,5.72,0.09,0.114387392,72.54,5.7,0.039130435,72.54,5.7,0.09,72.87,5.72,0.039130435,72.87,5.72,0.09,0,0,PM,"LineString (56338 31486, 56340 31476)"
2711-2733,2711,2733,56355,31406,56346,31486,1,64,833,0,1720,60.95,13.81,60.67,49.43,1048.36,1048.98,31,4,358.64,1.2,22.08,13.28,17.04,191.87,115.44,54.69,161.29,108.83,0.10380976,358.86,1.2,22.09,13.28,17.05,191.99,115.5,54.73,161.39,108.89,10.38056016,774.24,161.29,47.3173913,774.24,161.29,108.83,774.7,161.39,47.34347826,774.7,161.39,108.89,2,4,PM,"LineString (56355 31406, 56346 31486)"
2731-2733,2731,2733,56338,31486,56346,31486,1,48,83,0.19,197.32,23.56,21.67,27.9,10.71,46.49,46.58,0,0,16.47,0.46,1.28,0.95,0.45,9.95,10.23,1.59,4.78,0.33,0.007098301,16.5,0.46,1.28,0.95,0.45,9.97,10.25,1.6,4.79,0.33,0.708458566,41.38,4.78,0.143478261,41.38,4.78,0.33,41.46,4.79,0.143478261,41.46,4.79,0.33,0,0,PM,"LineString (56338 31486, 56346 31486)"
2710-2733,2710,2733,56335,31510,56346,31486,1,64,250,0.11,1720,65.89,8.87,22.94,39.24,1191.22,1198.19,31,3.98,447.07,5.33,37.41,8.06,14.14,321.6,73.24,53.43,100.09,126.86,0.106495861,449.69,5.37,37.63,8.11,14.23,323.48,73.67,53.75,100.67,127.6,10.64939617,960.28,100.09,55.15652174,960.28,100.09,126.86,965.93,100.67,55.47826087,965.93,100.67,127.6,1.99,3.98,PM,"LineString (56335 31510, 56346 31486)"
2711-2734,2711,2734,56355,31406,56329,31395,1,30,260,0,1250,7.48,0,31.2,30,93.54,94.05,0,0,29.63,1.34,3.44,1.83,2.98,23.43,16.43,9.12,4.51,0.84,0.008980115,29.79,1.35,3.45,1.84,3,23.55,16.52,9.17,4.53,0.84,0.893141946,88.2,4.51,0.365217391,88.2,4.51,0.84,88.67,4.53,0.365217391,88.67,4.53,0.84,0,0,PM,"LineString (56355 31406, 56329 31395)"
2736-2735,2736,2735,56597,31664,56617,31658,1,30,160,0,638.88,25.24,6.78,25.98,22.17,161.26,161.26,0,0,41.68,0.9,4.32,3.23,3.37,33.98,32,12.73,13.32,15.74,0.09760635,41.68,0.9,4.32,3.23,3.37,33.98,32,12.73,13.32,15.74,9.760634999,132.21,13.32,6.843478261,132.21,13.32,15.74,132.21,13.32,6.843478261,132.21,13.32,15.74,0,0,PM,"LineString (56597 31664, 56617 31658)"
2652-2735,2652,2735,56613,31673,56617,31658,1,48,150,0,685.62,5.54,6.05,17.3,31.22,38.02,38.06,0,0,15.63,0.43,1.49,0.48,0.56,9.93,4.82,1.77,2.04,0.86,0.022619674,15.65,0.43,1.49,0.48,0.56,9.94,4.82,1.77,2.04,0.86,2.259590121,35.11,2.04,0.373913043,35.11,2.04,0.86,35.14,2.04,0.373913043,35.14,2.04,0.86,0,0,PM,"LineString (56613 31673, 56617 31658)"
1324-2735,1324,2735,56630,31596,56617,31658,1,48,647,0,1486.62,12.75,1.39,49.91,46.67,189.5,191.87,0,0,66.35,0.16,8.24,1.28,2.29,73.48,11.77,8.54,15.28,2.12,0.011187335,67.18,0.16,8.35,1.3,2.32,74.39,11.91,8.65,15.47,2.15,1.120550373,172.11,15.28,0.92173913,172.11,15.28,2.12,174.26,15.47,0.934782609,174.26,15.47,2.15,0,0,PM,"LineString (56630 31596, 56617 31658)"
2735-2736,2735,2736,56617,31658,56597,31664,1,30,160,0,1250,17.56,0,19.2,30,219.55,221.88,0,0,78.75,0.58,9.5,1.68,2.83,81.23,15.84,10.21,16.79,2.15,0.009792758,79.59,0.58,9.6,1.7,2.86,82.09,16.01,10.32,16.96,2.17,0.978006129,200.62,16.79,0.934782609,200.62,16.79,2.15,202.75,16.96,0.943478261,202.75,16.96,2.17,0,0,PM,"LineString (56617 31658, 56597 31664)"
1206-2737,1206,2737,56331,31770,56341,31767,1,30,100,0,1250,1.26,0,12,30,15.77,15.85,0,0,3.33,0.47,0.47,0.26,0.5,2.06,2.44,1.23,4.95,0.05,0.003170577,3.35,0.48,0.48,0.26,0.5,2.07,2.46,1.24,4.97,0.05,0.315457413,10.76,4.95,0.02173913,10.76,4.95,0.05,10.84,4.97,0.02173913,10.84,4.97,0.05,0,0,PM,"LineString (56331 31770, 56341 31767)"
6006-2738,6006,2738,56159,31751,56135,31758,1,48,230,0,1250,12.35,0,17.25,48,154.38,155.03,0,0,14.04,0.85,1.33,5.64,8.89,14.05,49.38,30.38,25.93,3.88,0.025132789,14.1,0.85,1.33,5.67,8.93,14.11,49.59,30.51,26.04,3.9,2.515642134,124.56,25.93,1.686956522,124.56,25.93,3.88,125.09,26.04,1.695652174,125.09,26.04,3.9,0,0,PM,"LineString (56159 31751, 56135 31758)"
2660-2739,2660,2739,56555,30887,56747,30868,1,64,2000,0,977,16.79,2.35,114.85,62.69,163.99,164.12,34,0,45.02,3.22,9.81,2.37,3.05,29.38,40.34,14.12,14.09,2.6,0.015854625,45.05,3.22,9.82,2.37,3.05,29.4,40.37,14.13,14.1,2.6,1.584206678,147.31,14.09,1.130434783,147.31,14.09,2.6,147.41,14.1,1.130434783,147.41,14.1,2.6,0,0,PM,"LineString (56555 30887, 56747 30868)"
2740-2739,2740,2739,56749,30909,56747,30868,1,48,450,0,670.12,5.59,6.03,39.78,40.72,37.44,37.44,0,0,20.91,0.19,1.17,0.17,0.26,6.01,3.23,1.18,2.9,1.43,0.038194444,20.91,0.19,1.17,0.17,0.26,6.01,3.23,1.18,2.9,1.43,3.819444444,33.12,2.9,0.62173913,33.12,2.9,1.43,33.12,2.9,0.62173913,33.12,2.9,1.43,0,0,PM,"LineString (56749 30909, 56747 30868)"
2741-2739,2741,2739,57230,31066,56747,30868,1,64,6900,0,977,31.99,9.31,397.44,62.5,312.59,312.67,34,0,135.73,1.31,18.29,0.98,2.58,95.21,19.28,18.28,18.75,2.19,0.007005982,135.77,1.31,18.29,0.98,2.58,95.23,19.29,18.28,18.75,2.19,0.700418972,291.66,18.75,0.952173913,291.66,18.75,2.19,291.73,18.75,0.952173913,291.73,18.75,2.19,0,0,PM,"LineString (57230 31066, 56747 30868)"
2739-2740,2739,2740,56747,30868,56749,30909,1,48,450,0,1250,1.86,0,33.75,48,23.25,23.26,0,0,8.66,0.08,1.84,0.26,0.34,7.51,2.67,1.26,0.49,0.14,0.006021505,8.66,0.08,1.84,0.26,0.34,7.52,2.67,1.26,0.49,0.14,0.60189166,22.62,0.49,0.060869565,22.62,0.49,0.14,22.63,0.49,0.060869565,22.63,0.49,0.14,0,0,PM,"LineString (56747 30868, 56749 30909)"
2661-2741,2661,2741,57466,31049,57230,31066,1,64,2400,0,977,20.33,2.67,137.67,62.76,198.58,200.01,34,0,51.04,1.59,5.46,5.14,8.62,38.79,46.01,30.69,8.5,2.74,0.013797966,51.4,1.61,5.5,5.18,8.68,39.07,46.34,30.91,8.56,2.76,1.379931003,187.34,8.5,1.191304348,187.34,8.5,2.74,188.69,8.56,1.2,188.69,8.56,2.76,0,0,PM,"LineString (57466 31049, 57230 31066)"
2742-2741,2742,2741,57210,30962,57230,31066,1,48,800,0,9453.65,7.89,3.22,63.22,45.56,745.49,745.49,0,0,304.62,1.96,38.63,3.61,15.37,201.72,35.3,63.8,55.51,24.98,0.033508162,304.62,1.96,38.63,3.61,15.37,201.72,35.3,63.8,55.51,24.98,3.350816242,665.01,55.51,10.86086957,665.01,55.51,24.98,665.01,55.51,10.86086957,665.01,55.51,24.98,0,0,PM,"LineString (57210 30962, 57230 31066)"
2739-2741,2739,2741,56747,30868,57230,31066,1,64,6900,0.02,977,20.62,6.17,394.3,63,201.44,201.56,34,0,65.92,3.41,10.99,2.54,3.31,35.39,43.57,15.3,16.98,4.03,0.020005957,65.96,3.41,10.99,2.54,3.31,35.41,43.6,15.31,16.99,4.04,2.004365946,180.43,16.98,1.752173913,180.43,16.98,4.03,180.53,16.99,1.756521739,180.53,16.99,4.04,0,0,PM,"LineString (56747 30868, 57230 31066)"
2741-2742,2741,2742,57230,31066,57210,30962,1,48,800,0,1250,28.65,0,60,48,358.16,359.61,0,0,93.99,5,15.57,7.37,11.6,65.7,86.58,44.79,22.08,5.48,0.015300424,94.38,5.02,15.63,7.4,11.64,65.96,86.93,44.97,22.17,5.5,1.529434665,330.6,22.08,2.382608696,330.6,22.08,5.48,331.93,22.17,2.391304348,331.93,22.17,5.5,0,0,PM,"LineString (57230 31066, 57210 30962)"
2859-2743,2859,2743,57502,31214,57499,31271,1,48,550,0,1730,21.74,0,41.25,48,376.02,376.05,0,0,131.09,0.65,11.8,2.61,11.98,107.96,17.56,44.31,28.68,19.39,0.051566406,131.1,0.65,11.8,2.61,11.98,107.96,17.56,44.31,28.68,19.39,5.156229225,327.96,28.68,8.430434783,327.96,28.68,19.39,327.97,28.68,8.430434783,327.97,28.68,19.39,0,0,PM,"LineString (57502 31214, 57499 31271)"
2854-2743,2854,2743,57569,31301,57499,31271,1,80,740,0,1730,9.79,0,33.3,80,169.37,170.83,0,0,37.31,1.14,4.6,4.8,7.55,32.15,43.68,27.71,6.44,3.99,0.023557891,37.63,1.15,4.64,4.84,7.62,32.42,44.05,27.95,6.49,4.02,2.353216648,158.94,6.44,1.734782609,158.94,6.44,3.99,160.3,6.49,1.747826087,160.3,6.49,4.02,0,0,PM,"LineString (57569 31301, 57499 31271)"
2746-2745,2746,2745,57787,31539,57477,31653,1,64,3300,0.11,497.76,35.53,9.52,195.15,60.88,176.83,176.83,34,0,5.18,0.34,1.65,6.85,1.01,18.3,116.86,4.77,14.94,6.95,0.039303286,5.18,0.34,1.65,6.85,1.01,18.3,116.86,4.77,14.94,6.95,3.930328564,154.96,14.94,3.02173913,154.96,14.94,6.95,154.96,14.94,3.02173913,154.96,14.94,6.95,0,0,PM,"LineString (57787 31539, 57477 31653)"
1326-2745,1326,2745,57425,31403,57477,31653,1,64,2900,0,1720,17.49,1.61,164.73,63.38,300.84,301.2,31,0,133.59,0.39,12.23,2.37,4.49,98.47,20.19,15.49,11.61,2.02,0.006714533,133.75,0.39,12.24,2.37,4.5,98.59,20.22,15.5,11.62,2.02,0.67065073,287.22,11.61,0.87826087,287.22,11.61,2.02,287.56,11.62,0.87826087,287.56,11.62,2.02,0,0,PM,"LineString (57425 31403, 57477 31653)"
2656-2745,2656,2745,57429,31677,57477,31653,1,64,600,0,1579.54,26.97,1.56,35.31,61.17,426.03,427.43,0,0,140.05,1.37,11.52,3.44,3.89,159.76,35.91,16.87,36.72,16.49,0.038706194,140.51,1.38,11.56,3.45,3.9,160.28,36.03,16.92,36.84,16.55,3.871979038,372.81,36.72,7.169565217,372.81,36.72,16.49,374.03,36.84,7.195652174,374.03,36.84,16.55,0,0,PM,"LineString (57429 31677, 57477 31653)"
2745-2746,2745,2746,57477,31653,57787,31539,1,64,3300,0,977,24.59,3.5,189.13,62.82,240.24,241.03,34,0,42.9,0.06,8.53,0.76,0.63,139.14,9.66,4.05,22.87,11.63,0.048409923,43.05,0.06,8.56,0.76,0.63,139.6,9.7,4.06,22.94,11.67,4.841720948,205.73,22.87,5.056521739,205.73,22.87,11.63,206.42,22.94,5.073913043,206.42,22.94,11.67,0,0,PM,"LineString (57477 31653, 57787 31539)"
2751-2746,2751,2746,57787,31551,57787,31539,1,20,100,0.01,513.11,7.37,7.45,25.45,14.15,37.82,37.82,0,0,18.38,0.03,1.13,0.6,0.41,4.82,5.5,1.72,4.62,0.64,0.016922263,18.38,0.03,1.13,0.6,0.41,4.82,5.5,1.72,4.62,0.64,1.692226335,32.59,4.62,0.27826087,32.59,4.62,0.64,32.59,4.62,0.27826087,32.59,4.62,0.64,0,0,PM,"LineString (57787 31551, 57787 31539)"
2748-2746,2748,2746,58159,31573,57787,31539,1,64,3800,0,977,20.47,2.93,216.68,63.13,200.01,200.01,34,0,14.84,1.03,2.05,12.74,1.7,17.91,120.53,5.65,16.94,6.62,0.033098345,14.84,1.03,2.05,12.74,1.7,17.91,120.53,5.65,16.94,6.62,3.309834508,176.45,16.94,2.87826087,176.45,16.94,6.62,176.45,16.94,2.87826087,176.45,16.94,6.62,0,0,PM,"LineString (58159 31573, 57787 31539)"
2747-2746,2747,2746,57806,31456,57787,31539,1,64,850,0.08,516.95,32.58,8.73,56.54,54.12,168.41,169.8,34,0,119.48,0.1,8.81,0.35,0.79,21.16,1.67,2.23,11.5,2.32,0.013775904,120.46,0.1,8.88,0.35,0.8,21.33,1.68,2.24,11.6,2.34,1.378091873,154.59,11.5,1.008695652,154.59,11.5,2.32,155.84,11.6,1.017391304,155.84,11.6,2.34,0,0,PM,"LineString (57806 31456, 57787 31539)"
2749-2747,2749,2747,58225,31415,57806,31456,1,64,4800,0,669.08,0.37,6.08,276.08,62.59,2.45,2.45,34,0,0.77,0.07,0.06,0.04,0.02,0.57,0.31,0.07,0.54,0,0,0.77,0.07,0.06,0.04,0.02,0.57,0.31,0.07,0.54,0,0,1.91,0.54,0,1.91,0.54,0,1.91,0.54,0,1.91,0.54,0,0,0,PM,"LineString (58225 31415, 57806 31456)"
2750-2747,2750,2747,57581,31306,57806,31456,1,64,2700,0,977,16.99,2.42,154.29,63,165.97,167.36,34,0,118.71,0.03,8.75,0.31,0.77,20.59,1.36,2.15,10.97,2.32,0.01397843,119.71,0.03,8.82,0.31,0.78,20.76,1.37,2.17,11.06,2.34,1.398183556,152.67,10.97,1.008695652,152.67,10.97,2.32,153.95,11.06,1.017391304,153.95,11.06,2.34,0,0,PM,"LineString (57581 31306, 57806 31456)"
2746-2747,2746,2747,57787,31539,57806,31456,1,64,850,0,641.46,8.39,6.05,53.86,56.81,53.82,53.82,34,0,24.83,0.71,1.31,6.45,1.02,3.25,8.65,2.29,5.01,0.31,0.005759941,24.83,0.71,1.31,6.45,1.02,3.25,8.65,2.29,5.01,0.31,0.575994054,48.51,5.01,0.134782609,48.51,5.01,0.31,48.51,5.01,0.134782609,48.51,5.01,0.31,0,0,PM,"LineString (57787 31539, 57806 31456)"
2812-2748,2812,2748,58176,31529,58159,31573,1,64,450,0,1480,13.51,1.41,26.72,60.63,200.01,200.01,0,0,14.84,1.03,2.05,12.74,1.7,17.91,120.53,5.65,16.94,6.62,0.033098345,14.84,1.03,2.05,12.74,1.7,17.91,120.53,5.65,16.94,6.62,3.309834508,176.45,16.94,2.87826087,176.45,16.94,6.62,176.45,16.94,2.87826087,176.45,16.94,6.62,0,0,PM,"LineString (58176 31529, 58159 31573)"
2746-2748,2746,2748,57787,31539,58159,31573,1,64,3800,0,620,63.06,19.36,233.11,58.69,390.98,393.03,34,0,156.42,0.03,16.37,1.01,1.31,152.86,9.87,5.76,33.42,13.94,0.035653998,157.24,0.03,16.45,1.01,1.32,153.66,9.92,5.79,33.59,14.01,3.564613388,343.63,33.42,6.060869565,343.63,33.42,13.94,345.42,33.59,6.091304348,345.42,33.59,14.01,0,0,PM,"LineString (57787 31539, 58159 31573)"
2692-2748,2692,2748,57911,32098,58159,31573,1,64,5900,0,977,0,3.76,335.63,63.28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (57911 32098, 58159 31573)"
2747-2749,2747,2749,57806,31456,58225,31415,1,64,4800,0,977,1.36,0,270,64,13.28,13.29,34,0,10.08,0,0.06,0.02,0.07,0.53,0.15,0.3,2.06,0,0,10.08,0,0.06,0.02,0.07,0.53,0.15,0.3,2.06,0,0,11.21,2.06,0,11.21,2.06,0,11.21,2.06,0,11.21,2.06,0,0,0,PM,"LineString (57806 31456, 58225 31415)"
2763-2750,2763,2750,57611,31194,57581,31306,2,96,1200,0,1980,24.15,3.53,48.53,89.01,543.91,543.91,17,0,198.15,4.4,14.9,6.1,8.99,139.12,52.89,28.82,37.81,52.74,0.096964571,198.15,4.4,14.9,6.1,8.99,139.12,52.89,28.82,37.81,52.74,9.696457134,453.37,37.81,22.93043478,453.37,37.81,52.74,453.37,37.81,22.93043478,453.37,37.81,52.74,0,0,PM,"LineString (57611 31194, 57581 31306)"
1305-2750,1305,2750,57579,31309,57581,31306,1,96,57,0,1660.35,40.25,1.81,3.95,51.94,668.31,673.91,0,0,394,0.03,17.61,2.24,4.65,94.92,18.85,16.38,75.48,44.14,0.066047194,397.31,0.03,17.76,2.26,4.69,95.71,19.01,16.52,76.12,44.51,6.604739505,548.68,75.48,19.19130435,548.68,75.48,44.14,553.29,76.12,19.35217391,553.29,76.12,44.51,0,0,PM,"LineString (57579 31309, 57581 31306)"
2747-2750,2747,2750,57806,31456,57581,31306,1,64,2700,0.05,904.59,4.48,5.78,157.66,61.65,40.55,40.55,34,0,14.76,0.71,1.25,6.43,0.95,2.72,8.5,1.98,2.95,0.31,0.007644883,14.76,0.71,1.25,6.43,0.95,2.72,8.5,1.98,2.95,0.31,0.764488286,37.3,2.95,0.134782609,37.3,2.95,0.31,37.3,2.95,0.134782609,37.3,2.95,0.31,0,0,PM,"LineString (57806 31456, 57581 31306)"
2746-2751,2746,2751,57787,31539,57787,31551,1,20,100,0,1250,1.99,0,18,20,24.84,24.98,0,0,9.44,0.14,1.21,0.13,0.18,8.42,1.96,0.82,2.54,0,0,9.49,0.14,1.21,0.13,0.18,8.46,1.97,0.83,2.56,0,0,22.3,2.54,0,22.3,2.54,0,22.41,2.56,0,22.41,2.56,0,0,0,PM,"LineString (57787 31539, 57787 31551)"
2678-2752,2678,2752,56016,30326,55942,30289,1,64,800,0.02,1288.77,39.62,3.06,48.06,59.93,510.58,511.06,0,0,227.2,0.73,19.15,3.7,3.82,141.51,28.94,14.36,46.99,24.17,0.047338321,227.41,0.73,19.17,3.7,3.83,141.65,28.97,14.37,47.04,24.19,4.733299417,439.41,46.99,10.50869565,439.41,46.99,24.17,439.83,47.04,10.5173913,439.83,47.04,24.19,0,0,PM,"LineString (56016 30326, 55942 30289)"
2758-2752,2758,2752,55527,30135,55942,30289,1,80,5300,0,1703.26,20.83,13.18,251.68,75.81,354.81,356.77,18,0,137.38,0.9,10.58,2.97,4.1,86.93,23.73,11.71,47.44,29.06,0.08190299,138.14,0.91,10.64,2.99,4.13,87.41,23.86,11.77,47.7,29.22,8.190150517,278.3,47.44,12.63478261,278.3,47.44,29.06,279.85,47.7,12.70434783,279.85,47.7,29.22,0,0,PM,"LineString (55527 30135, 55942 30289)"
2753-2752,2753,2752,55779,30350,55942,30289,1,48,800,0.02,1041,6.66,2.56,62.56,46.04,69.3,69.3,0,0,23.38,0.81,3.01,1.32,0.6,12.12,17.93,2.88,6.16,1.09,0.015728716,23.38,0.81,3.01,1.32,0.6,12.12,17.93,2.88,6.16,1.09,1.572871573,62.05,6.16,0.473913043,62.05,6.16,1.09,62.05,6.16,0.473913043,62.05,6.16,1.09,0,0,PM,"LineString (55779 30350, 55942 30289)"
2752-2753,2752,2753,55942,30289,55779,30350,1,48,800,0,1250,10.3,0,60,48,128.7,128.97,0,0,60.18,0.43,7.76,0.38,0.72,41.11,5.17,2.97,8.89,1.08,0.008391608,60.31,0.43,7.77,0.38,0.72,41.2,5.18,2.98,8.91,1.09,0.845157789,118.72,8.89,0.469565217,118.72,8.89,1.08,118.97,8.91,0.473913043,118.97,8.91,1.09,0,0,PM,"LineString (55942 30289, 55779 30350)"
2676-2758,2676,2758,55208,30359,55527,30135,1,64,4100,0,1720,20.63,0.89,231.52,63.75,354.81,356.77,31,0,137.38,0.9,10.58,2.97,4.1,86.93,23.73,11.71,47.44,29.06,0.08190299,138.14,0.91,10.64,2.99,4.13,87.41,23.86,11.77,47.7,29.22,8.190150517,278.3,47.44,12.63478261,278.3,47.44,29.06,279.85,47.7,12.70434783,279.85,47.7,29.22,0,0,PM,"LineString (55208 30359, 55527 30135)"
2752-2758,2752,2758,55942,30289,55527,30135,1,80,5300,0,1730,24.52,15.77,254.27,75.04,424.23,424.62,18,0,185.43,0.3,12.96,3.74,3.35,113.95,27.89,12.23,40.93,23.45,0.055276619,185.6,0.3,12.97,3.74,3.35,114.06,27.92,12.24,40.96,23.47,5.527294993,359.85,40.93,10.19565217,359.85,40.93,23.45,360.18,40.96,10.20434783,360.18,40.96,23.47,0,0,PM,"LineString (55942 30289, 55527 30135)"
1331-2759,1331,2759,56473,31119,56505,31068,1,80,600,0,1730,24.12,1.74,28.74,75.16,417.25,419.43,18,0,135.8,0.98,12.36,1.95,4.63,105.72,18.48,18.17,35.64,83.53,0.200191732,136.51,0.98,12.42,1.96,4.66,106.27,18.58,18.26,35.82,83.97,20.02002718,298.09,35.64,36.3173913,298.09,35.64,83.53,299.64,35.82,36.50869565,299.64,35.82,83.97,0,0,PM,"LineString (56473 31119, 56505 31068)"
2659-2759,2659,2759,56545,30920,56505,31068,1,80,1600,0,1730,23.62,4.48,76.48,75.31,408.68,408.72,18,0,126.37,0.7,8.72,3.88,6.09,73.13,36.29,20.73,59.82,72.95,0.178501517,126.38,0.7,8.72,3.88,6.09,73.14,36.29,20.73,59.82,72.96,17.85085144,275.91,59.82,31.7173913,275.91,59.82,72.95,275.93,59.82,31.72173913,275.93,59.82,72.96,0,0,PM,"LineString (56545 30920, 56505 31068)"
1325-2760,1325,2760,56922,31630,56883,31623,1,96,570,0,1730,40.87,0,21.38,96,707.02,707.13,0,4,174.67,5.02,15.96,14.72,17.71,143.55,126.4,62.33,66.35,76.32,0.107946027,174.7,5.02,15.96,14.72,17.71,143.57,126.42,62.34,66.36,76.33,10.79433767,560.36,66.35,33.1826087,560.36,66.35,76.32,560.44,66.36,33.18695652,560.44,66.36,76.33,2,4,PM,"LineString (56922 31630, 56883 31623)"
2654-2760,2654,2760,56843,31609,56883,31623,1,96,330,0,1730,37.72,0,12.38,96,652.55,661.34,0,3.95,270.64,0.07,19.46,3.6,8.1,169.81,32.65,29.57,66.43,48.28,0.073986668,274.28,0.07,19.72,3.65,8.21,172.1,33.09,29.97,67.32,48.93,7.398614933,533.9,66.43,20.99130435,533.9,66.43,48.28,541.09,67.32,21.27391304,541.09,67.32,48.93,1.975,3.95,PM,"LineString (56843 31609, 56883 31623)"
2655-2761,2655,2761,56624,31595,56572,31607,1,64,500,0,1720,44.31,1.99,30.11,59.77,762.07,762.17,31,4,182.65,5.67,15.92,15.95,19.86,149.1,137.85,70.32,70.25,90.49,0.118742373,182.68,5.68,15.92,15.95,19.86,149.12,137.87,70.33,70.26,90.5,11.87399137,597.32,70.25,39.34347826,597.32,70.25,90.49,597.41,70.26,39.34782609,597.41,70.26,90.5,2,4,PM,"LineString (56624 31595, 56572 31607)"
2650-2761,2650,2761,56471,31650,56572,31607,1,96,1198,0,1730,45.4,5.05,49.97,86.31,785.42,796.5,17,3.94,310.93,0.04,25.01,4.54,9.96,225.79,40.4,36.39,79.46,48.96,0.062336075,315.32,0.04,25.36,4.61,10.1,228.97,40.97,36.9,80.58,49.65,6.233521657,653.06,79.46,21.28695652,653.06,79.46,48.96,662.27,80.58,21.58695652,662.27,80.58,49.65,1.97,3.94,PM,"LineString (56471 31650, 56572 31607)"
2610-2762,2610,2762,57008,31612,57114,31538,1,96,1600,0,1730,32.75,2.98,62.98,91.46,566.58,574.21,17,3.95,269.82,0.07,19.39,3.6,8.09,108.02,30.78,28.22,55.11,39.52,0.069751844,273.45,0.07,19.65,3.65,8.2,109.48,31.2,28.6,55.85,40.05,6.97480016,467.99,55.11,17.1826087,467.99,55.11,39.52,474.3,55.85,17.41304348,474.3,55.85,40.05,1.975,3.95,PM,"LineString (57008 31612, 57114 31538)"
2802-2762,2802,2762,57386,31427,57114,31538,1,96,2700,0,1730,36.61,6.64,107.89,90.09,633.38,633.43,17,4,174.68,5.02,15.95,14.64,17.7,137.33,74.85,60.96,57.07,71.18,0.112381193,174.69,5.02,15.95,14.64,17.7,137.35,74.86,60.97,57.07,71.19,11.23881092,501.13,57.07,30.94782609,501.13,57.07,71.18,501.18,57.07,30.95217391,501.18,57.07,71.19,2,4,PM,"LineString (57386 31427, 57114 31538)"
