Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
2745-1326,2745,1326,57477,31653,57425,31403,1,64,2900,0.16,504.49,36.83,9.56,172.68,60.46,185.79,186.4,31,0,97.15,1.31,2.99,2.69,3.26,20.61,26.25,12.82,13.86,4.86,0.026158566,97.47,1.31,3,2.7,3.27,20.68,26.33,12.86,13.9,4.88,2.618025751,167.08,13.86,2.113043478,167.08,13.86,4.86,167.62,13.9,2.12173913,167.62,13.9,4.88,0,0,PM,"LineString (57477 31653, 57425 31403)"
1305-1326,1305,1326,57579,31309,57425,31403,1,96,1900,0.26,1549.17,56.81,15.19,86.44,79.13,876.15,876.17,17,0,298.75,5.75,26.13,14.46,21.25,232.6,71.98,72.71,62.73,69.79,0.07965531,298.75,5.75,26.13,14.46,21.25,232.61,71.98,72.71,62.73,69.79,7.96534919,743.63,62.73,30.34347826,743.63,62.73,69.79,743.64,62.73,30.34347826,743.64,62.73,69.79,0,0,PM,"LineString (57579 31309, 57425 31403)"
2857-1327,2857,1327,56632,31528,56654,31491,1,48,417,0,1730,0.92,1.05,32.33,46.44,15.9,15.9,0,0,6.8,0.03,0.5,0.18,0.12,4.36,1.74,0.49,1.63,0.05,0.003144654,6.8,0.03,0.5,0.18,0.12,4.36,1.74,0.49,1.63,0.05,0.314465409,14.22,1.63,0.02173913,14.22,1.63,0.05,14.22,1.63,0.02173913,14.22,1.63,0.05,0,0,PM,"LineString (56632 31528, 56654 31491)"
2654-1327,2654,1327,56843,31609,56654,31491,1,64,2300,0,715.22,1.95,5.58,134.96,61.35,13.94,13.94,34,0,0.5,0,0.13,0.83,0.13,1.37,7.93,0.44,2.43,0.16,0.011477762,0.5,0,0.13,0.83,0.13,1.38,7.93,0.44,2.43,0.16,1.147776184,11.33,2.43,0.069565217,11.33,2.43,0.16,11.34,2.43,0.069565217,11.34,2.43,0.16,0,0,PM,"LineString (56843 31609, 56654 31491)"
2657-1327,2657,1327,56649,31477,56654,31491,1,48,110,0,965.32,1.95,3.59,11.84,33.44,18.85,18.86,0,0,8.84,0.01,0.62,0.08,0.08,6.48,0.79,0.35,0.52,1.08,0.05729443,8.84,0.01,0.62,0.08,0.08,6.48,0.79,0.35,0.52,1.08,5.72640509,17.25,0.52,0.469565217,17.25,0.52,1.08,17.25,0.52,0.469565217,17.25,0.52,1.08,0,0,PM,"LineString (56649 31477, 56654 31491)"
2878-1328,2878,1328,56311,31603,56312,31598,1,64,51,0,1719.09,71.87,3.7,6.57,27.94,1235.44,1242.71,0,3.98,465.83,5.58,41.11,8.14,14.42,336.47,74.31,54.36,104.26,126.97,0.102773101,468.57,5.61,41.36,8.19,14.51,338.45,74.75,54.68,104.87,127.71,10.27673391,1000.22,104.26,55.20434783,1000.22,104.26,126.97,1006.12,104.87,55.52608696,1006.12,104.87,127.71,1.99,3.98,PM,"LineString (56311 31603, 56312 31598)"
2723-1328,2723,1328,56343,31609,56312,31598,1,48,350,0.29,190.82,31.5,24.07,50.32,25.04,60.1,60.44,35,0,17.91,1.44,2.03,0.89,0.6,13.54,16.06,2.38,5.02,0.22,0.003660566,18.01,1.45,2.04,0.9,0.61,13.61,16.15,2.4,5.05,0.22,0.363997353,54.85,5.02,0.095652174,54.85,5.02,0.22,55.17,5.05,0.095652174,55.17,5.05,0.22,0,0,PM,"LineString (56343 31609, 56312 31598)"
2877-1328,2877,1328,56316,31580,56312,31598,1,64,120,0.01,1603.3,65.61,5.1,11.85,36.46,1051.98,1052.63,31,4,356.97,1.56,21.79,13.81,17.12,189.98,121.66,55.08,159.21,110.8,0.105325196,357.19,1.57,21.81,13.82,17.13,190.1,121.74,55.11,159.31,110.87,10.5326658,777.97,159.21,48.17391304,777.97,159.21,110.8,778.47,159.31,48.20434783,778.47,159.31,110.87,2,4,PM,"LineString (56316 31580, 56312 31598)"
2711-1329,2711,1329,56355,31406,56355,31399,1,64,57,0,1729.24,62.08,2.74,5.94,34.52,1073.59,1079.68,0,3.98,406.84,3.9,31.72,6.54,11.17,283.07,59.93,44.7,95.46,126.3,0.117642676,409.15,3.92,31.9,6.57,11.23,284.68,60.27,44.95,96,127.01,11.76367072,847.87,95.46,54.91304348,847.87,95.46,126.3,852.67,96,55.22173913,852.67,96,127.01,1.99,3.98,PM,"LineString (56355 31406, 56355 31399)"
2858-1329,2858,1329,56608,31472,56355,31399,1,48,2914,0.04,332.98,7.72,11.88,230.43,45.52,25.71,25.72,35,0,6.25,0.01,0.55,0.83,0.16,4.7,7.91,0.57,3.74,1,0.038895371,6.25,0.01,0.55,0.83,0.16,4.7,7.91,0.57,3.74,1,3.888024883,20.98,3.74,0.434782609,20.98,3.74,1,20.98,3.74,0.434782609,20.98,3.74,1,0,0,PM,"LineString (56608 31472, 56355 31399)"
2705-1329,2705,1329,56358,31344,56355,31399,1,64,600,0.01,1650.24,59.97,9.27,43.02,50.2,989.64,990.27,31,4,340.15,0.88,19.09,12.87,15.45,174.82,111.16,49.63,158.17,103.43,0.104512752,340.36,0.88,19.1,12.88,15.46,174.93,111.23,49.66,158.27,103.5,10.45169499,724.05,158.17,44.96956522,724.05,158.17,103.43,724.5,158.27,45,724.5,158.27,103.5,2,4,PM,"LineString (56358 31344, 56355 31399)"
2823-1330,2823,1330,56379,31227,56380,31225,2,64,25,0,1600,68.27,8.65,10.05,8.95,1092.31,1098.35,0,1.99,410.83,3.9,32.13,7.3,11.27,286.5,67.23,45.08,98.95,127.13,0.116386374,413.1,3.92,32.31,7.34,11.33,288.08,67.6,45.33,99.49,127.84,11.6392771,864.24,98.95,55.27391304,864.24,98.95,127.13,869.01,99.49,55.5826087,869.01,99.49,127.84,0.995,1.99,PM,"LineString (56379 31227, 56380 31225)"
2658-1330,2658,1330,56469,31127,56380,31225,1,80,1200,0.37,720.17,53.47,15.81,69.81,61.88,385.05,385.08,18,0,118.31,0.39,7.1,3.66,5.66,65.8,33.01,19.06,59.17,72.89,0.189300091,118.32,0.39,7.1,3.66,5.66,65.81,33.02,19.06,59.17,72.89,18.92853433,252.99,59.17,31.69130435,252.99,59.17,72.89,253.02,59.17,31.69130435,253.02,59.17,72.89,0,0,PM,"LineString (56469 31127, 56380 31225)"
1332-1330,1332,1330,56369,31108,56380,31225,1,96,1151,0.35,854.1,62.71,12.91,56.07,73.9,535.6,535.82,17,2,206.76,0.48,11.2,6.39,8.39,101.55,54.29,25.51,93.72,25.3,0.047236744,206.85,0.49,11.2,6.39,8.4,101.59,54.31,25.52,93.76,25.31,4.723601209,414.57,93.72,11,414.57,93.72,25.3,414.75,93.76,11.00434783,414.75,93.76,25.31,1,2,PM,"LineString (56369 31108, 56380 31225)"
2686-1330,2686,1330,56288,31132,56380,31225,1,64,1480,0.06,597.03,11.08,9.3,92.55,57.57,66.14,66.52,34,0,14.63,0,0.77,2.81,1.39,7.29,23.69,5.04,5.28,5.26,0.079528273,14.71,0,0.77,2.83,1.4,7.33,23.83,5.07,5.31,5.29,7.95249549,55.62,5.28,2.286956522,55.62,5.28,5.26,55.94,5.31,2.3,55.94,5.31,5.29,0,0,PM,"LineString (56288 31132, 56380 31225)"
2658-1331,2658,1331,56469,31127,56473,31119,1,64,100,0,1713.46,23.42,1.39,7.02,51.31,401.37,403.56,0,0,126.5,0.9,11.17,2.02,4.52,102.43,18.51,17.59,34.77,82.96,0.20669208,127.19,0.91,11.23,2.03,4.55,102.99,18.61,17.68,34.96,83.41,20.66854991,283.64,34.77,36.06956522,283.64,34.77,82.96,285.19,34.96,36.26521739,285.19,34.96,83.41,0,0,PM,"LineString (56469 31127, 56473 31119)"
2759-1331,2759,1331,56505,31068,56473,31119,1,80,600,0,1717.95,23.79,3.06,30.06,71.86,408.68,408.72,18,0,126.37,0.7,8.72,3.88,6.09,73.13,36.29,20.73,59.82,72.95,0.178501517,126.38,0.7,8.72,3.88,6.09,73.14,36.29,20.73,59.82,72.96,17.85085144,275.91,59.82,31.7173913,275.91,59.82,72.95,275.93,59.82,31.72173913,275.93,59.82,72.96,0,0,PM,"LineString (56505 31068, 56473 31119)"
2800-1331,2800,1331,56409,31104,56473,31119,1,64,791,0.02,464.37,5.4,8.18,52.67,54.06,25.1,25.1,34,0,13.17,0.1,1.43,0.07,0.19,5.72,1.26,0.9,1.19,1.06,0.042231076,13.17,0.1,1.43,0.07,0.19,5.72,1.26,0.9,1.19,1.06,4.22310757,22.84,1.19,0.460869565,22.84,1.19,1.06,22.84,1.19,0.460869565,22.84,1.19,1.06,0,0,PM,"LineString (56409 31104, 56473 31119)"
1330-1332,1330,1332,56380,31225,56369,31108,1,96,1151,0,1688.47,37.34,4.5,47.66,86.94,630.55,634.03,17,0,258.25,3.02,18.98,4.45,6.46,166.45,40.78,26.3,61.64,44.23,0.070145111,259.68,3.04,19.08,4.47,6.5,167.37,41.01,26.44,61.98,44.47,7.013863697,524.69,61.64,19.23043478,524.69,61.64,44.23,527.59,61.98,19.33478261,527.59,61.98,44.47,0,0,PM,"LineString (56380 31225, 56369 31108)"
2800-1332,2800,1332,56409,31104,56369,31108,1,64,280,0.14,392.5,27.79,11.1,26.85,37.54,109.07,109.07,0,0,31.44,0.26,3.59,0.58,2.04,26.25,6.44,8.05,26.08,4.35,0.039882644,31.44,0.26,3.59,0.58,2.04,26.25,6.44,8.05,26.08,4.35,3.988264417,78.65,26.08,1.891304348,78.65,26.08,4.35,78.65,26.08,1.891304348,78.65,26.08,4.35,0,0,PM,"LineString (56409 31104, 56369 31108)"
2668-1332,2668,1332,56359,31036,56369,31108,1,96,750,0,1602.87,29.53,1.76,29.88,90.36,473.29,473.52,0,2,193.83,0.48,10.03,6.11,6.86,88.15,52.56,19.97,71.43,21.85,0.046166198,193.92,0.48,10.04,6.11,6.87,88.2,52.59,19.98,71.47,21.86,4.616489272,377.99,71.43,9.5,377.99,71.43,21.85,378.19,71.47,9.504347826,378.19,71.47,21.86,1,2,PM,"LineString (56359 31036, 56369 31108)"
2686-1332,2686,1332,56288,31132,56369,31108,1,48,850,0.01,356.35,1.94,10.31,74.06,41.32,6.92,6.95,0,0,1.92,0.04,0.17,0.13,0.11,1.15,1.37,0.31,1.54,0.17,0.024566474,1.93,0.04,0.17,0.13,0.11,1.16,1.38,0.31,1.55,0.17,2.446043165,5.2,1.54,0.073913043,5.2,1.54,0.17,5.23,1.55,0.073913043,5.23,1.55,0.17,0,0,PM,"LineString (56288 31132, 56369 31108)"
2668-1333,2668,1333,56359,31036,56358,31032,1,96,37,0,1705.36,32.94,1.57,2.96,44.99,561.78,564.79,0,0,240.89,2.62,17.99,3.55,3.86,144.01,37.65,17.16,55.91,38.14,0.067891345,242.18,2.63,18.09,3.57,3.88,144.78,37.85,17.25,56.21,38.35,6.790134386,467.73,55.91,16.5826087,467.73,55.91,38.14,470.23,56.21,16.67391304,470.23,56.21,38.35,0,0,PM,"LineString (56359 31036, 56358 31032)"
2659-1333,2659,1333,56545,30920,56358,31032,1,80,2200,0.24,382.74,39.74,12.52,111.52,71.02,152.11,152.12,0,0,93.79,0.14,7.57,0.16,0.56,37.01,2.6,2.27,7.52,0.48,0.003155611,93.8,0.14,7.57,0.16,0.56,37.01,2.6,2.27,7.52,0.48,0.315540363,144.1,7.52,0.208695652,144.1,7.52,0.48,144.11,7.52,0.208695652,144.11,7.52,0.48,0,0,PM,"LineString (56545 30920, 56358 31032)"
2665-1333,2665,1333,56335,30847,56358,31032,1,96,1900,0,1730,27.15,3.64,74.89,91.33,469.77,469.99,17,0,197.57,0.27,10.61,5.48,6.83,90.19,47.19,19.83,70.42,21.37,0.045490346,197.66,0.27,10.62,5.48,6.84,90.23,47.22,19.84,70.45,21.38,4.549032958,377.97,70.42,9.291304348,377.97,70.42,21.37,378.16,70.45,9.295652174,378.16,70.45,21.38,0,0,PM,"LineString (56335 30847, 56358 31032)"
1336-1334,1336,1334,56189,31112,56198,31047,1,48,650,0,1581.25,5.73,1.21,49.96,46.84,90.62,91.14,31,0,42.42,1.25,2.54,1.66,0.59,11.22,23.03,2.73,5.12,0.06,0.000662105,42.66,1.26,2.56,1.67,0.59,11.29,23.17,2.74,5.15,0.06,0.065832785,85.44,5.12,0.026086957,85.44,5.12,0.06,85.94,5.15,0.026086957,85.94,5.15,0.06,0,0,PM,"LineString (56189 31112, 56198 31047)"
2851-1334,2851,1334,56233,31053,56198,31047,1,48,370,0.02,1106.66,18.39,2,29.75,44.77,203.54,203.82,0,0,123.62,0.16,9.56,0.21,0.75,52.64,3.26,3.1,9.63,0.61,0.002996954,123.79,0.16,9.57,0.21,0.75,52.72,3.26,3.1,9.65,0.61,0.299283682,193.3,9.63,0.265217391,193.3,9.63,0.61,193.56,9.65,0.265217391,193.56,9.65,0.61,0,0,PM,"LineString (56233 31053, 56198 31047)"
2667-1334,2667,1334,56166,30902,56198,31047,1,64,1480,0,977,10.58,2.44,85.69,62.18,103.34,103.55,34,0,61.19,0.38,7.15,1.38,0.71,20.16,7.67,1.28,1.49,1.93,0.018676214,61.31,0.38,7.17,1.39,0.71,20.2,7.68,1.28,1.5,1.93,1.863833897,99.92,1.49,0.839130435,99.92,1.49,1.93,100.12,1.5,0.839130435,100.12,1.5,1.93,0,0,PM,"LineString (56166 30902, 56198 31047)"
2764-1336,2764,1336,56176,31119,56189,31112,1,48,150,0,1608.71,10.17,1.25,12.5,43.21,163.68,164.62,0,0,58.97,1.29,3.47,4.61,2.09,19.66,48.09,8.08,11.94,5.48,0.033479961,59.31,1.3,3.49,4.63,2.1,19.78,48.37,8.12,12.01,5.51,3.347102418,146.26,11.94,2.382608696,146.26,11.94,5.48,147.1,12.01,2.395652174,147.1,12.01,5.51,0,0,PM,"LineString (56176 31119, 56189 31112)"
2686-1336,2686,1336,56288,31132,56189,31112,1,64,1300,0.02,531.98,14.99,7.46,80.58,58.08,79.74,80.09,34,0,34.66,0.02,2.81,1.07,0.49,23.21,10.23,2.03,4.83,0.41,0.005141711,34.81,0.02,2.83,1.07,0.49,23.31,10.27,2.04,4.85,0.41,0.511924085,74.52,4.83,0.17826087,74.52,4.83,0.41,74.84,4.85,0.17826087,74.84,4.85,0.41,0,0,PM,"LineString (56288 31132, 56189 31112)"
1334-1336,1334,1336,56198,31047,56189,31112,1,48,650,0,1730,14.67,1.22,49.97,46.83,253.72,254.14,31,0,158.59,0.31,15.29,0.92,1.23,59.16,4.91,3.4,7.99,1.93,0.007606811,158.85,0.31,15.32,0.92,1.24,59.26,4.91,3.4,8,1.93,0.75942394,243.81,7.99,0.839130435,243.81,7.99,1.93,244.21,8,0.839130435,244.21,8,1.93,0,0,PM,"LineString (56198 31047, 56189 31112)"
2706-1337,2706,1337,55971,31176,55713,31244,1,48,2900,0,977,18.98,7.44,224.94,46.41,185.39,185.76,35,0,85.96,0.05,5.8,1.63,1.12,53.82,15.15,4.51,9.66,7.7,0.041534063,86.13,0.05,5.81,1.63,1.13,53.93,15.18,4.52,9.68,7.72,4.155900086,168.04,9.66,3.347826087,168.04,9.66,7.7,168.38,9.68,3.356521739,168.38,9.68,7.72,0,0,PM,"LineString (55971 31176, 55713 31244)"
2687-1337,2687,1337,55289,31054,55713,31244,1,48,5400,0.01,565.23,8.33,7.22,412.22,47.16,47.06,47.07,35,0,24.69,0.47,1.48,0.56,0.29,9.38,6.27,1.11,2.8,0,0,24.69,0.47,1.48,0.56,0.29,9.39,6.27,1.11,2.8,0,0,44.25,2.8,0,44.25,2.8,0,44.26,2.8,0,44.26,2.8,0,0,0,PM,"LineString (55289 31054, 55713 31244)"
2882-1337,2882,1337,55541,31324,55713,31244,1,48,1900,0,977,9.49,2.77,145.27,47.08,92.69,96.7,35,0,49,0.05,2.45,0.79,1.05,20.74,7.15,2.7,8.66,0.11,0.001186752,51.11,0.05,2.56,0.83,1.09,21.64,7.46,2.81,9.03,0.11,0.113753878,83.93,8.66,0.047826087,83.93,8.66,0.11,87.55,9.03,0.047826087,87.55,9.03,0.11,0,0,PM,"LineString (55541 31324, 55713 31244)"
2703-1337,2703,1337,55745,31393,55713,31244,1,48,1500,0.01,553.34,10.01,7.15,119.65,45.13,55.38,55.54,35,0,4.06,0.14,0.71,0.32,0.15,30.04,6.77,5.12,7.57,0.49,0.00884796,4.07,0.14,0.72,0.32,0.15,30.12,6.79,5.14,7.59,0.49,0.882247029,47.31,7.57,0.213043478,47.31,7.57,0.49,47.45,7.59,0.213043478,47.45,7.59,0.49,0,0,PM,"LineString (55745 31393, 55713 31244)"
2689-1338,2689,1338,55638,31689,55734,31709,1,64,1200,0.03,722.49,7.96,14.47,81.97,52.7,57.48,57.54,34,0,15.06,0,0.84,2.12,1.42,7.46,19.74,5.19,2.55,3.11,0.054105776,15.07,0,0.85,2.12,1.42,7.47,19.76,5.2,2.55,3.12,5.422314911,51.83,2.55,1.352173913,51.83,2.55,3.11,51.89,2.55,1.356521739,51.89,2.55,3.12,0,0,PM,"LineString (55638 31689, 55734 31709)"
1208-1338,1208,1338,56038,31823,55734,31709,1,96,3300,0,1940,64.53,58.78,182.53,65.08,1251.95,1343.87,17,3.73,582.2,0.79,38.87,6.32,10.51,314.87,56.65,42.11,137.85,58.05,0.046367666,624.94,0.84,41.73,6.79,11.28,337.99,60.81,45.2,147.97,62.31,4.636609196,1052.32,137.85,25.23913043,1052.32,137.85,58.05,1129.58,147.97,27.09130435,1129.58,147.97,62.31,1.865,3.73,PM,"LineString (56038 31823, 55734 31709)"
1339-1338,1339,1338,55395,31496,55734,31709,2,96,4408,0.04,2080.54,43.45,24.62,189.92,83.56,903.93,904.02,14,4,347.01,1.7,18.09,15.61,14.13,167.02,121.61,35.94,132.33,46.48,0.051419911,347.05,1.7,18.09,15.61,14.13,167.04,121.63,35.94,132.35,46.48,5.141479171,721.11,132.33,20.20869565,721.11,132.33,46.48,721.19,132.35,20.20869565,721.19,132.35,46.48,2,4,PM,"LineString (55395 31496, 55734 31709)"
2698-1339,2698,1339,55325,31487,55395,31496,2,96,700,0,3375.09,24.27,0.7,26.95,93.49,819.02,819.08,0,4,312.39,1.7,16.35,13.47,12.74,150.82,102.68,31.31,127.27,46.29,0.056518766,312.42,1.7,16.35,13.47,12.75,150.83,102.69,31.31,127.28,46.29,5.651462617,641.46,127.27,20.12608696,641.46,127.27,46.29,641.52,127.28,20.12608696,641.52,127.28,46.29,2,4,PM,"LineString (55325 31487, 55395 31496)"
2822-1339,2822,1339,55366,31499,55395,31496,1,80,300,0.01,1447.86,5.86,4.38,17.88,60.4,84.91,84.94,0,0,34.62,0,1.74,2.14,1.39,16.2,18.93,4.62,5.07,0.19,0.002237663,34.63,0,1.74,2.14,1.39,16.21,18.94,4.63,5.07,0.19,0.223687309,79.64,5.07,0.082608696,79.64,5.07,0.19,79.68,5.07,0.082608696,79.68,5.07,0.19,0,0,PM,"LineString (55366 31499, 55395 31496)"
1338-1339,1338,1339,55734,31709,55395,31496,2,96,4408,0,3460,31.87,8.39,173.69,91.36,1102.65,1183.61,14,3.73,516.92,0.79,32.83,5.61,9.22,257.14,50.17,36.97,134,55.27,0.0501247,554.87,0.84,35.24,6.03,9.89,276.02,53.85,39.68,143.84,59.33,5.01263085,909.65,134,24.03043478,909.65,134,55.27,976.42,143.84,25.79565217,976.42,143.84,59.33,1.865,3.73,PM,"LineString (55734 31709, 55395 31496)"
2896-1340,2896,1340,55508,31901,55729,31913,1,96,2200,0.01,1742,40.59,19.2,101.7,77.88,844.65,844.66,8,0,195.85,10.18,22.56,16.72,10.88,194.37,135.34,29.79,97.55,131.41,0.155579234,195.85,10.18,22.56,16.72,10.89,194.37,135.34,29.79,97.55,131.41,15.55773921,615.69,97.55,57.13478261,615.69,97.55,131.41,615.7,97.55,57.13478261,615.7,97.55,131.41,0,0,PM,"LineString (55508 31901, 55729 31913)"
1345-1340,1345,1340,55802,32030,55729,31913,1,48,1413,0.03,195.79,4,18.98,124.95,40.71,7.83,8.1,35,0,0.8,0,0.13,0.19,0.03,1.96,2.04,0.22,2.44,0.01,0.001277139,0.83,0,0.14,0.2,0.03,2.03,2.11,0.23,2.53,0.01,0.12345679,5.37,2.44,0.004347826,5.37,2.44,0.01,5.57,2.53,0.004347826,5.57,2.53,0.01,0,0,PM,"LineString (55802 32030, 55729 31913)"
1209-1340,1209,1340,56033,31899,55729,31913,1,96,3090,0,1742,53.2,44.47,160.34,69.38,1067.18,1110.25,8,0,346.42,4.02,34.61,6.88,8.59,304.14,61.47,33.74,110.95,156.36,0.146516989,360.4,4.18,36,7.16,8.94,316.41,63.95,35.1,115.42,162.67,14.65165503,799.87,110.95,67.9826087,799.87,110.95,156.36,832.14,115.42,70.72608696,832.14,115.42,162.67,0,0,PM,"LineString (56033 31899, 55729 31913)"
2603-1340,2603,1340,55628,31692,55729,31913,1,64,2900,0.02,319.8,3.8,11.96,175.09,59.63,12.16,12.87,34,0,5.08,0,0.39,0.17,0.05,3.53,1.67,0.22,0.54,0.5,0.041118421,5.38,0,0.42,0.18,0.05,3.74,1.77,0.23,0.58,0.53,4.118104118,11.11,0.54,0.217391304,11.11,0.54,0.5,11.77,0.58,0.230434783,11.77,0.58,0.53,0,0,PM,"LineString (55628 31692, 55729 31913)"
2896-1341,2896,1341,55508,31901,55499,31901,1,96,81,0,1742,31.64,1.62,4.65,62.67,798.37,830.45,8,0,222.96,2.03,22.58,6.01,6.89,196.82,54.34,27.99,101.86,156.9,0.196525421,231.92,2.11,23.48,6.25,7.16,204.72,56.53,29.11,105.95,163.21,19.65320007,539.62,101.86,68.2173913,539.62,101.86,156.9,561.28,105.95,70.96086957,561.28,105.95,163.21,0,0,PM,"LineString (55508 31901, 55499 31901)"
2821-1341,2821,1341,55367,31503,55499,31901,1,80,4440,0.19,757.01,18.18,6.61,206.41,77.44,137.64,137.66,26,0,63.19,0,4.51,0.8,0.94,39.89,7.07,3.06,11.44,6.73,0.04889567,63.2,0,4.51,0.8,0.94,39.9,7.07,3.06,11.45,6.73,4.888856603,119.46,11.44,2.926086957,119.46,11.44,6.73,119.48,11.45,2.926086957,119.48,11.45,6.73,0,0,PM,"LineString (55367 31503, 55499 31901)"
2768-1341,2768,1341,55195,31912,55499,31901,1,96,3100,0.05,1742,30.95,14.76,131.01,85.19,634.5,634.5,8,0,146.08,0.69,17.95,6.58,9.57,153.19,54.24,25.09,92.13,128.98,0.203278172,146.08,0.69,17.95,6.58,9.57,153.19,54.24,25.09,92.13,128.98,20.32781718,413.39,92.13,56.07826087,413.39,92.13,128.98,413.39,92.13,56.07826087,413.39,92.13,128.98,0,0,PM,"LineString (55195 31912, 55499 31901)"
1210-1342,1210,1342,56030,31992,56017,32000,1,64,151,0,1730,12.87,0,8.49,64,222.69,231.37,31,5.77,92.13,0.27,11.88,0.28,0.63,90.7,3.01,2.27,15.62,0.13,0.000583771,95.72,0.28,12.34,0.29,0.66,94.23,3.13,2.35,16.23,0.13,0.05618706,201.17,15.62,0.056521739,201.17,15.62,0.13,209,16.23,0.056521739,209,16.23,0.13,2.885,5.77,PM,"LineString (56030 31992, 56017 32000)"
1343-1342,1343,1342,55955,32023,56017,32000,1,48,661,0,1730,6.98,0,49.57,48,120.71,120.75,43,4,12.48,3.61,1.69,2.37,0.63,15.75,41.38,3.56,18.82,16.42,0.136028498,12.48,3.61,1.69,2.37,0.64,15.76,41.39,3.56,18.83,16.42,13.59834369,81.47,18.82,7.139130435,81.47,18.82,16.42,81.5,18.83,7.139130435,81.5,18.83,16.42,2,4,PM,"LineString (55955 32023, 56017 32000)"
1344-1343,1344,1343,55901,32030,55955,32023,1,48,545,0,1715.5,7.41,1.13,42.01,46.71,127.07,127.1,43,4,14.31,3.61,1.83,2.46,0.68,17.42,42.3,3.72,20.26,16.48,0.129692296,14.32,3.62,1.83,2.46,0.68,17.42,42.32,3.72,20.26,16.48,12.96616837,86.33,20.26,7.165217391,86.33,20.26,16.48,86.37,20.26,7.165217391,86.37,20.26,16.48,2,4,PM,"LineString (55901 32030, 55955 32023)"
1211-1343,1211,1343,56038,32057,55955,32023,1,48,1048,0,1214.84,0.66,2.32,80.92,46.63,7.98,7.98,43,0,1.91,0,0.22,0.03,0.04,2.52,0.48,0.23,2.51,0.03,0.003759398,1.91,0,0.22,0.03,0.04,2.52,0.48,0.23,2.51,0.03,0.37593985,5.43,2.51,0.013043478,5.43,2.51,0.03,5.43,2.51,0.013043478,5.43,2.51,0.03,0,0,PM,"LineString (56038 32057, 55955 32023)"
1342-1343,1342,1343,56017,32000,55955,32023,1,48,661,0,1730,12.87,1.19,50.77,46.87,222.65,231.37,43,5.77,92.11,0.27,11.87,0.28,0.63,90.68,3.01,2.27,15.62,0.13,0.000583876,95.72,0.28,12.34,0.29,0.66,94.23,3.13,2.35,16.23,0.13,0.05618706,201.12,15.62,0.056521739,201.12,15.62,0.13,209,16.23,0.056521739,209,16.23,0.13,2.885,5.77,PM,"LineString (56017 32000, 55955 32023)"
1343-1344,1343,1344,55955,32023,55901,32030,1,48,545,0,1123.93,20.52,7.82,48.69,40.29,230.62,239.35,43,5.78,94.07,0.27,12.1,0.31,0.67,93.23,3.48,2.49,18.06,0.16,0.000693782,97.64,0.29,12.56,0.32,0.69,96.76,3.61,2.59,18.74,0.16,0.066847713,206.62,18.06,0.069565217,206.62,18.06,0.16,214.46,18.74,0.069565217,214.46,18.74,0.16,2.89,5.78,PM,"LineString (55955 32023, 55901 32030)"
1345-1344,1345,1344,55802,32030,55901,32030,1,48,1022,0,1077.09,5.95,7.66,84.31,43.64,64.1,64.2,43,3.99,24.67,0.08,2.6,0.21,0.16,16.91,12.06,0.97,2.29,0.17,0.002652106,24.71,0.08,2.6,0.21,0.16,16.94,12.08,0.97,2.29,0.17,0.264797508,57.66,2.29,0.073913043,57.66,2.29,0.17,57.75,2.29,0.073913043,57.75,2.29,0.17,1.995,3.99,PM,"LineString (55802 32030, 55901 32030)"
2767-1344,2767,1344,55897,32054,55901,32030,1,32,230,0,1116.67,10.24,7,32.88,25.18,114.3,114.3,0,0,13.96,3.77,2.33,2.6,0.7,16.3,36.39,3.64,18.3,16.31,0.142694663,13.96,3.77,2.33,2.6,0.7,16.3,36.39,3.64,18.3,16.31,14.26946632,79.69,18.3,7.091304348,79.69,18.3,16.31,79.69,18.3,7.091304348,79.69,18.3,16.31,0,0,PM,"LineString (55897 32054, 55901 32030)"
