Centroid?,Zone Number,X,Y
C,22058,405273,89519
C,22059,407351,96785
C,22060,405808,96155
C,22061,408177,95710
C,22062,410476,95701
C,22063,405993,95186
C,22064,409163,95219
C,22065,407237,94654
C,22066,411642,94689
C,22067,408759,94070
C,22068,410066,93863
C,22069,412315,93397
C,22070,407930,92802
C,22071,409333,92918
C,22072,413677,92958
C,22073,410800,92981
C,22074,412251,91880
C,22075,408953,91788
C,22076,413495,91770
C,22077,411230,91771
C,22078,415900,91483
C,22079,409998,91443
C,22080,407293,91544
C,22081,407593,90700
C,22082,414451,94266
C,22083,417548,93371
C,22084,416114,92612
C,22085,418354,92491
C,22086,336155,163624
C,22087,335482,162645
C,22088,334114,162464
C,22089,331421,162405
C,22090,331620,161140
C,22091,332978,160093
C,22092,330943,159735
C,22093,364468,169087
C,22094,364932,167483
C,22095,358893,170915
C,22096,356858,170776
C,22097,360597,170700
C,22098,362057,170231
C,22099,360195,168887
C,22100,357756,168768
C,22101,356516,168057
C,22102,357671,167824
C,22103,360157,167661
C,22104,358744,167475
C,22105,357542,177245
C,22106,356610,177233
C,22107,358222,176614
C,22108,359204,175833
C,22109,359076,174984
C,22110,358305,172849
C,22111,357229,172694
C,22112,361902,172229
C,22113,357018,171734
C,22114,359829,171505
C,22115,362738,171045
C,22116,358453,171257
C,22117,364949,176827
C,22118,366049,176720
C,22119,384034,217784
C,22120,383679,216875
C,22121,414913,184849
C,22122,417088,184737
C,22123,416166,184821
C,22124,415097,184232
C,22125,412010,188571
C,22126,412889,189110
C,30001,409203,419468
C,30002,453543,453808
C,50001,406479,569476
C,50002,266667,770875
C,60001,454489,236955
C,60002,475208,246459
C,60003,450853,246735
C,60004,465136,249485
C,60005,482756,256437
C,60006,455232,257277
C,60007,467190,271763
C,60008,476100,260923
C,60009,493523,281722
C,60010,491088,307849
C,60011,459996,308018
C,60012,518499,330102
C,60013,430722,352965
C,60014,466165,359347
C,60015,517832,374268
C,60016,408485,386239
C,60017,504998,208704
C,60018,499301,209751
C,60019,492418,212523
C,60020,512893,198010
C,60021,577671,212658
C,60022,528543,220278
C,60023,507488,234685
C,60024,504205,255642
C,60025,548236,262760
C,60026,526316,288061
C,60027,603481,291922
C,70001,527969,165340
C,70002,543565,170707
C,70003,515640,176670
C,70004,507851,178535
C,70005,507917,187278
C,70006,529949,179366
C,70007,547324,187190
C,70008,524984,191852
C,80001,430543,92692
C,80002,424758,93457
C,80003,425144,94938
C,80004,423774,95001
C,80005,432612,95246
C,80006,427721,95268
C,80007,430804,95979
C,80008,423808,97082
C,80009,434307,97129
C,80010,418510,98669
C,80011,427978,100955
C,80012,415238,102280
C,80013,437240,103288
C,80014,421794,103653
C,80015,444693,104109
C,80016,415692,105135
C,80017,417340,105499
C,80018,415998,105760
C,80019,416207,106332
C,80020,429909,107455
C,80021,416599,108915
C,80022,439454,109641
C,80023,426029,110112
C,80024,433840,110746
C,80025,431024,112303
C,80026,435500,112421
C,80027,436491,112755
C,80028,435012,113047
C,80029,434037,113125
C,80030,434000,113961
C,80031,434695,114012
C,80032,433499,114158
C,80033,425173,114919
C,80034,434712,114990
C,80035,430232,115276
C,80036,413578,116984
C,80037,431412,117391
C,80038,485999,94558
C,80039,481778,98277
C,80040,486326,101601
C,80041,484576,102138
C,80042,489258,102802
C,80043,481337,103018
C,80044,477058,103364
C,80045,486360,103974
C,80046,487223,104086
C,80047,485708,104229
C,80048,487635,104568
C,80049,485377,104602
C,80050,482747,104786
C,80051,486097,104821
C,80052,486815,104861
C,80053,487350,105510
C,80054,484600,105614
C,80055,486129,105826
C,80056,491022,106109
C,80057,476999,106499
C,80058,476832,108097
C,80059,479147,111429
C,80060,488479,111525
C,80061,480117,119597
C,80062,495157,120108
C,80063,485822,121657
C,80064,482172,126346
C,80065,502534,128374
C,80066,491505,129078
C,80067,489704,99001
C,80068,493131,99400
C,80069,492838,101291
C,80070,496543,103386
C,80071,504245,107283
C,80074,464567,100441
C,80075,465506,100860
C,80076,462965,100947
C,80077,464308,100994
C,80078,466231,101135
C,80079,466875,101138
C,80080,464861,101302
C,80081,464573,101448
C,80082,465339,101691
C,80083,464150,101708
C,80084,465960,101754
C,80085,464749,101779
C,80086,465109,102102
C,80087,463224,102195
C,80088,467072,102216
C,80089,465692,102506
C,80090,465097,102660
C,80091,466037,103011
C,80092,466593,103044
C,80093,463828,103044
C,80094,464862,103057
C,80095,467290,103295
C,80096,466147,103751
C,80097,465245,103921
C,80098,468238,104015
C,80099,462024,104140
C,80100,466288,104672
C,80101,466814,104851
C,80102,465019,104914
C,80103,465826,104995
C,80104,465341,105210
C,80105,465968,105314
C,80106,464464,105713
C,80107,467058,105981
C,80108,468216,105987
C,80109,465269,105993
C,80110,466138,106210
C,80111,463825,106288
C,80113,457162,100402
C,80114,458433,101121
C,80116,472099,100846
C,80117,469613,103779
C,80118,471372,105019
C,80119,474249,105293
C,80120,471236,106228
C,80121,473103,106278
C,80122,469995,106380
C,80123,471242,106739
C,80124,470535,106783
C,80125,472164,106883
C,80126,468074,107140
C,80127,474678,107463
C,80128,469787,107511
C,80129,472546,108072
C,80130,468811,108085
C,80131,467728,108453
C,80133,468927,108794
C,80134,470260,109200
C,80135,468181,109220
C,80136,469253,109923
C,80137,467954,110609
C,80138,469633,111189
C,80139,468563,111870
C,80141,453396,104865
C,80142,450283,105347
C,80143,457019,105533
C,80145,458794,106108
C,80146,455242,106122
C,80147,456244,106425
C,80148,451266,106544
C,80149,455557,107297
C,80150,453100,107394
C,80151,452142,107569
C,80152,451695,108243
C,80153,456790,108278
C,80154,458826,108445
C,80155,450280,109085
C,80156,451781,110171
C,80158,448185,110396
C,80159,449265,111974
C,80160,450736,112414
C,80161,448357,112527
C,80162,448404,113263
C,80163,448954,113797
C,80164,447427,113885
C,80165,449609,114395
C,80166,450599,114728
C,80167,446097,114876
C,80168,447623,116029
C,80169,445468,117034
C,80170,443829,117707
C,80171,444706,118088
C,80172,444419,118631
C,80173,445884,118638
C,80174,449590,118775
C,80175,443693,119088
C,80176,447592,119330
C,80177,444752,119458
C,80178,443687,119834
C,80179,446527,120065
C,80180,445464,120117
C,80181,442951,120120
C,80182,444768,120411
C,80183,444080,120428
C,80184,443429,121070
C,80185,444624,121189
C,80186,445514,121399
C,80187,444334,121937
C,80188,443122,122138
C,80189,463114,109058
C,80190,453637,109434
C,80191,456434,110849
C,80192,465210,112110
C,80193,455510,113317
C,80194,452549,114802
C,80195,455637,117872
C,80196,461966,119092
C,80197,451950,122637
C,80198,446509,122987
C,80199,448961,125168
C,80200,443080,126312
C,80201,445951,127861
C,80202,447006,128622
C,80203,447908,128686
C,80204,449391,128778
C,80205,448509,129805
C,80206,449300,130111
C,80207,446564,130177
C,80208,459582,130350
C,80209,446073,130522
C,80210,448568,130791
C,80211,445716,132802
C,80212,443855,132885
C,80213,453858,132906
C,80214,448957,134249
C,80215,446760,136006
C,80216,447605,139768
C,80217,452597,140259
C,80218,442522,110713
C,80222,440205,111982
C,80223,438605,112335
C,80224,446623,112563
C,80225,440557,112651
C,80226,442892,112661
C,80228,437722,113215
C,80229,441226,113260
C,80230,438998,113328
C,80231,446271,113434
C,80232,442331,113540
C,80233,445256,113722
C,80234,439399,113823
C,80235,437192,114019
C,80236,443218,114063
C,80237,437813,114329
C,80238,439666,114501
C,80239,442430,114746
C,80241,438594,114905
C,80242,444648,114925
C,80243,437966,115322
C,80244,443346,115397
C,80245,438928,115701
C,80246,442531,115851
C,80247,444519,115897
C,80248,443178,115987
C,80249,439694,116140
C,80250,443648,116294
C,80251,441495,116426
C,80252,442323,116736
C,80253,472622,110590
C,80254,469823,112220
C,80255,471309,113808
C,80256,468796,114230
C,80257,470379,114850
C,80258,472185,115759
C,80259,473893,119743
C,80260,468689,122044
C,80261,474302,122436
C,80262,475689,122831
C,80263,473814,123319
C,80264,471808,126994
C,80265,479282,133702
C,80266,467311,135211
C,80267,475095,142168
C,80268,436355,115916
C,80269,437510,115991
C,80270,438035,117003
C,80271,440359,118117
C,80272,428902,119995
C,80273,434992,120188
C,80274,442066,120584
C,80275,439434,120954
C,80277,430981,122748
C,80278,441449,122989
C,80279,438317,124950
C,80280,437019,130092
C,80281,430412,130140
C,80282,430725,136770
C,80283,439162,137173
C,80284,427114,139187
C,80285,443755,140802
C,80286,437805,140838
C,80287,435620,142055
C,80288,432609,142887
C,80289,428100,143048
C,80290,436362,144604
C,80291,442548,144624
C,80292,437496,144836
C,80293,435629,145025
C,80294,434884,145084
C,80295,423875,145344
C,80296,433365,145529
C,80297,434276,145581
C,80298,435733,145683
C,80299,437170,145757
C,80300,434724,145947
C,80301,437021,146158
C,80302,436410,146169
C,80303,434117,146233
C,80304,435314,146259
C,80305,439064,146350
C,80306,435888,147101
C,80307,436766,147110
C,80308,427766,147193
C,80309,434780,147474
C,80310,432177,148149
C,80311,437600,148889
C,80312,436239,154950
C,80313,489922,133546
C,80314,494338,134460
C,80315,504141,136571
C,80316,495398,139312
C,80317,486044,140642
C,80318,504266,141685
C,80319,493199,143202
C,80320,484183,146481
C,80321,461908,143333
C,80322,453326,147757
C,80323,460711,149454
C,80324,468086,150008
C,80325,443873,150737
C,80326,457505,151327
C,80327,460339,151636
C,80328,463758,153045
C,80329,465172,158034
C,80330,447509,158076
C,80331,454196,158318
C,80332,443076,160761
C,80333,462175,161504
C,80334,506961,146647
C,80335,496516,148872
C,80336,489419,150977
C,80337,492801,153929
C,80338,507191,154255
C,80339,477223,150528
C,80340,474578,158067
C,80341,481135,159763
C,80342,486035,150973
C,80343,486099,155051
C,80344,500404,158179
C,80345,512854,160441
C,80346,511581,164856
C,80347,492695,161266
C,80348,485283,163336
C,80349,488576,170131
C,80350,446093,164930
C,80351,448503,165504
C,80352,466190,166815
C,80353,451839,167548
C,80354,446605,167758
C,80355,448645,167908
C,80356,440259,167953
C,80357,456773,168302
C,80358,445932,168721
C,80359,433535,168939
C,80360,447697,169816
C,80361,462839,170211
C,80362,448029,173778
C,80363,452950,174405
C,80364,464776,174878
C,80365,445898,177429
C,80366,434128,177960
C,80367,458756,178642
C,80368,440926,179341
C,80369,452208,179898
C,80370,449290,180958
C,80371,445544,182166
C,80372,472168,165774
C,80373,479666,167626
C,80374,475197,169879
C,80375,476605,173854
C,80376,479111,179362
C,80377,501584,167092
C,80378,493694,168198
C,80379,497473,174879
C,80380,486379,179635
C,80381,471716,170430
C,80382,469632,172021
C,80383,467784,173843
C,80384,471614,174635
C,80385,506613,170646
C,80386,469131,178322
C,80387,464688,181199
C,80388,473526,181301
C,80389,456619,185859
C,80390,459098,188837
C,80391,464503,189056
C,80392,452531,189463
C,80393,451627,190426
C,80394,453147,190935
C,80395,469765,193845
C,80396,461270,196283
C,80397,455633,196311
C,80398,472579,202217
C,80399,459407,202696
C,80400,463952,204175
C,80401,457523,204788
C,80402,459953,205091
C,80403,457038,209241
C,80404,498212,179777
C,80405,503388,181670
C,80406,492888,183105
C,80407,498786,184280
C,80408,502065,187510
C,80409,494339,190347
C,80410,452150,185187
C,80411,448366,185911
C,80412,432254,186744
C,80413,443401,186778
C,80414,449452,189560
C,80415,424704,189664
C,80416,440274,189747
C,80417,446206,191376
C,80418,448752,192114
C,80419,451147,193201
C,80420,447006,194368
C,80421,431352,194838
C,80422,424856,195568
C,80423,448864,196109
C,80424,438098,196763
C,80425,448587,197194
C,80426,450153,197236
C,80427,445611,197572
C,80428,449333,197900
C,80429,450541,198418
C,80430,452208,199157
C,80431,447955,200388
C,80432,445276,202505
C,80433,451143,202869
C,80434,445912,206011
C,80435,447733,207576
C,80436,484765,188335
C,80437,477528,188364
C,80438,490466,188722
C,80439,480564,193672
C,80440,486235,194593
C,80441,476982,195556
C,80442,479589,199876
C,80443,482236,204570
C,80444,499078,191872
C,80445,492674,194953
C,80446,488676,200541
C,80447,495567,201292
C,80449,453837,202811
C,80450,453700,203889
C,80451,451676,204571
C,80452,455069,204670
C,80453,452752,204829
C,80454,452902,205765
C,80455,454534,206092
C,80456,451507,206642
C,80457,455561,206951
C,80458,449555,207191
C,80459,453865,207224
C,80460,456253,207578
C,80461,455548,207838
C,80462,454753,207913
C,80463,453805,208194
C,80464,450911,208331
C,80465,452405,208345
C,80466,450594,209318
C,80467,448895,209447
C,80468,449876,209745
C,80469,450985,210438
C,80470,449893,210540
C,80471,434407,202932
C,80472,428042,206960
C,80473,433657,207292
C,80474,440497,207676
C,80475,425607,208082
C,80476,435118,209642
C,80477,433618,209662
C,80478,436429,210155
C,80479,444899,211210
C,80480,431950,211338
C,80481,442244,213094
C,80482,433727,214014
C,80483,437578,216552
C,80484,443741,219495
C,80485,430075,220306
C,80486,437628,224935
C,80487,431560,226684
C,80488,443413,226896
C,80489,426499,227654
C,80490,435365,229405
C,80491,468325,209110
C,80492,476690,209584
C,80493,487314,209703
C,80494,464667,212950
C,80495,481081,214613
C,80496,494864,217425
C,80497,468505,218175
C,80498,475943,218382
C,80499,486542,219928
C,80500,468636,225773
C,80501,484699,227201
C,80502,474465,229303
C,80503,466650,231706
C,80504,479335,231900
C,80505,471279,237323
C,80506,463753,237392
C,80507,449405,211843
C,80508,447189,213472
C,80509,449456,213999
C,80510,456616,214999
C,80511,447176,215235
C,80512,448868,216994
C,80513,462725,217396
C,80514,451911,219513
C,80515,461137,221658
C,80516,454630,221857
C,80518,458958,225208
C,80519,455649,226929
C,80520,448264,229144
C,80521,460665,230249
C,80522,438467,236115
C,80523,443987,242483
C,80524,516845,105506
C,80525,514921,115749
C,80526,509907,122587
C,80527,517051,131581
C,80528,558681,117692
C,80529,528536,122094
C,80530,535934,132675
C,80531,527317,137814
C,80532,526343,149660
C,80533,590272,152157
C,80534,486878,243584
C,81001,464479,99726
C,81002,465754,99467
C,81003,465167,99436
C,81004,464342,99041
C,81005,467230,99065
C,81006,463493,99045
C,81007,465105,98676
C,81008,466414,99367
C,81009,467324,100397
C,81010,458219,103726
C,81011,459016,103167
C,81012,460123,102281
C,81013,460863,101089
C,81014,459514,100587
C,81015,461548,100052
C,81016,459442,99120
C,81017,461022,98742
C,81018,460964,105893
C,81019,461716,105207
C,81020,456372,103355
C,81021,454552,102661
C,81022,471426,109047
C,81023,471144,107600
C,81024,445369,108659
C,81025,447245,107565
C,81026,441042,114304
C,81027,440905,115496
C,81028,444000,113659
C,81029,441570,111983
C,81030,444430,112531
C,81031,445987,111650
C,81032,446947,111556
C,81033,444181,111588
C,81034,442522,110713
C,81035,445436,111239
C,81036,443910,110258
C,81037,444555,109477
C,81038,436573,121767
C,81039,435361,121342
C,81040,455354,203013
C,81041,455556,202380
C,81042,458150,223936
C,81043,459242,223181
C,81044,457374,223096
C,81045,458683,221965
C,90001,345187,185543
C,90002,347740,191621
C,90003,353670,191782
C,90004,348032,199042
C,90005,335721,199922
C,90006,350528,205710
C,90007,339690,209218
C,90008,351354,213547
C,90009,342637,216698
C,90010,330834,219443
C,90011,333419,186511
C,90012,328263,197302
C,90013,325389,206791
C,90014,307130,174772
C,90015,302111,191407
C,90016,297259,206648
C,90017,317838,193445
C,90018,311851,205363
C,90019,273478,194785
C,90020,306118,205571
C,90021,317716,208238
C,90022,231081,223197
C,90023,303908,228102
C,90024,304419,262700
C,90025,303771,304141
C,90026,258593,263981
C,90027,272311,350169
C,90028,327169,356693
C,90029,352860,219200
C,90030,359393,220133
C,90031,365228,222994
C,90032,360471,224141
C,90033,356829,225667
C,90034,361138,228606
C,90035,339800,233364
C,90036,362249,238206
C,90037,344638,239051
C,90038,372159,241956
C,90039,351584,242207
C,90040,354479,245008
C,90041,364616,253740
C,90042,342288,258005
C,90043,381741,235903
C,90044,377990,245413
C,90045,384351,245438
C,90046,377551,259612
C,90047,366101,266148
C,90048,428301,237336
C,90049,434863,249381
C,90050,423434,251534
C,90051,412025,255092
C,90052,442330,258558
C,90053,412796,265986
C,90054,408278,238706
C,90055,402904,239363
C,90056,394765,243951
C,90057,407952,245831
C,90058,397014,256889
C,90059,387316,265715
C,90060,385653,255405
C,90061,403381,264906
C,90062,428413,268069
C,90063,396480,273739
C,90064,405930,273758
C,90065,381400,275762
C,90066,418660,279492
C,90067,445815,276471
C,90068,432759,279983
C,90069,404901,281139
C,90070,410380,291094
C,90071,341693,285078
C,90072,354549,313519
C,90073,395871,288906
C,90074,427571,293362
C,90075,398180,299718
C,90076,367089,314840
C,90077,393024,320574
C,90078,405953,343868
C,99000,460911,96558
C,99001,449680,99535
C,99002,435075,92272
